"course_code","course_title","department","credits","description"
"GEN_LA 290-0","Undergraduate Research","General Liberal Arts (GEN_LA)","0 Unit","Required registration for students receiving the Office of Undergraduate Research's Summer URG or a summer research grant from Weinberg College. Grade of satisfactory will be entered after final report is submitted and endorsed by the student's faculty sponsor."
"GEN_LA 298-0","Student Organized Seminar","General Liberal Arts (GEN_LA)","1 Unit","Student-initiated seminar, supervised by a sponsoring faculty member. See Weinberg College Policies section of the Undergraduate Catalog for more information. P/N grading only."
"GEN_LA 354-0","Study Abroad Affiliated","General Liberal Arts (GEN_LA)","0 Unit","Registration in an academic program outside the United States. Upon successful completion of the program, appropriate transfer credit is added. Not for self-service enrollment."
"GEN_LA 355-0","Study Abroad Summer PT","General Liberal Arts (GEN_LA)","0 Unit","Registration in an academic program outside the United States. Upon successful completion of the program, appropriate transfer credit is added. Not for self-service enrollment."
"GEN_LA 356-0","Study Abroad Unaffiliated","General Liberal Arts (GEN_LA)","0 Unit","Registration in an academic program outside the United States. Upon successful completion of the program, appropriate transfer credit is added. Not for self-service enrollment."
"GEN_LA 357-0","Study at NU-Qatar, Doha Campus","General Liberal Arts (GEN_LA)","0 Unit","For Evanston-based Northwestern students studying in Qatar (NU-Q) for a term. Upon successful completion of the program, appropriate credit is added. Not for self-service enrollment."
"GEN_LA 365-0","Domestic Study - Affiliated","General Liberal Arts (GEN_LA)","0 Unit","Registration in an academic program in the United States that is affiliated with Northwestern. Upon successful completion of the program, appropriate transfer credit is added. Not for self-service enrollment."
"GEN_MUS 101-6","First-Year Seminar","General Music (GEN_MUS)","1 Unit",""
"GEN_MUS 110-0","Class Piano (Beginner and Intermediate Levels)","General Music (GEN_MUS)","0 Unit","Group instruction in piano for non-music majors."
"GEN_MUS 115-0","Applied Piano (Advanced)","General Music (GEN_MUS)","0.5 Unit","Private lessons for non-majors; audition required."
"GEN_MUS 116-0","Applied Piano (Advanced)","General Music (GEN_MUS)","0 Unit","Private lessons for non-majors; audition required."
"GEN_MUS 120-0","Non-Major Strings","General Music (GEN_MUS)","0-0.5 Unit","Private lessons for non-majors; audition required."
"GEN_MUS 121-0","Non-Major Guitar Class-Beginning","General Music (GEN_MUS)","0.5 Unit","Class instruction in classical guitar."
"GEN_MUS 125-0","Non-Major Winds/Percussion","General Music (GEN_MUS)","0-0.5 Unit","Private lessons for non-majors; audition required."
"GEN_MUS 130-0","Non-Major Jazz","General Music (GEN_MUS)","0-0.5 Unit","Private lessons for non-majors; audition required."
"GEN_MUS 160-0","Non-Major Private Voice-Beginning","General Music (GEN_MUS)","0-0.5 Unit","Private lessons for non-majors; audition required."
"GEN_MUS 170-0","Introduction to Music","General Music (GEN_MUS)","1 Unit","Key concepts and contexts for becoming an informed listener and critical thinker with respect to a broad range of musical styles and genres and for acquiring the skills and vocabulary to discuss and write about music effectively. Individual sections may vary from quarter to quarter; see specific section descriptions for more information. No previous musical training or ability to read music notation is required. (VI. Literature and fine arts)"
"GEN_MUS 175-0","Selected Topics in Music Literature for Non-Majors","General Music (GEN_MUS)","1 Unit","Topics vary; announced before registration. May be repeated. (VI. Literature and fine arts)"
"GEN_MUS 176-0","Selected Topics in Applied Music for Non-Majors","General Music (GEN_MUS)","1 Unit","Topics vary; announced before registration. May be repeated."
"GEN_MUS 220-0","History of the Symphony","General Music (GEN_MUS)","1 Unit","Study of music for the symphony orchestra from the 17th century to the modern period. (VI. Literature and fine arts)"
"GEN_MUS 230-0","History of Opera","General Music (GEN_MUS)","1 Unit","History of opera from its origins in Italy at the end of the 16th century to the modern period. (VI. Literature and fine arts)"
"GEN_MUS 250-0","History of Rock","General Music (GEN_MUS)","1 Unit","The basic elements of rock from its roots in pop, country and western, and rhythm and blues to the present. (VI. Literature and fine arts)"
"GEN_MUS 252-0","Introduction to Music Theory I","General Music (GEN_MUS)","1 Unit","A basic course in music theory fundamentals, including harmonic materials and tonal structures. Analysis of harmonic structures; harmonization of melodies. (II. Formal studies)"
"GEN_MUS 253-0","Introduction to Music Theory II","General Music (GEN_MUS)","1 Unit","For non-majors. Study of musical forms – such as binary form, invention, fugue, theme & variation, sonata, etc. – and their application to works primarily from the 18th and 19th centuries by composers including Bach, Mozart, and Schubert, among many others."
"GEN_MUS 260-0","Non-Major Private Voice-Intermediate","General Music (GEN_MUS)","0-0.5 Unit","Private lessons for non-majors; audition required."
"GEN_MUS 270-1","Western Musical Tradition","General Music (GEN_MUS)","1 Unit","Major genres and composers from 1600 to 1825. Primary emphasis on the generations of Bach and Handel, Haydn and Mozart, Beethoven and Schubert."
"GEN_MUS 270-2","Western Musical Tradition","General Music (GEN_MUS)","1 Unit","Major genres and composers from 1825 to the present."
"GEN_MUS 315-0","Non-Major Piano","General Music (GEN_MUS)","0.5 Unit","Piano lessons for non-major students. Fees apply, please contact the Bienen School of Music for more information."
"GEN_MUS 335-0","Selected Topics for Non-Majors","General Music (GEN_MUS)","1 Unit","Topics vary; announced before registration. May be repeated."
"GEN_MUS 360-0","Non-Major Private Voice-Advanced","General Music (GEN_MUS)","0-0.5 Unit","Private lessons for non-majors; audition required."
