"subject","course_code","course_name","description","credits"
"Biology","BIOL 481","Principles of Animal Behavior","Review of field and laboratory studies on the determinants and mechanisms of animal behavior to establish relations between behavior of similar and different species. Prerequisite(s): Junior status or above AND two courses in biology OR one course in biology and one course in psychology. Grading Basis: Graded Units of Lecture: 3 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. demonstrate ability to read and understand primary research literature in the field of Animal Behavior during weekly quizzes throughout the semester. 2. demonstrate knowledge of the main concepts of Animal Behavior, the ability to interpret data, to relate data to conceptual hypotheses and to critically evaluate the data in relation to existing hypotheses during two in-class exams – the midterm and the final. 3. form small groups and focus on specific conceptual questions, search and read primary literature, identify existing deficiencies, generate novel research hypotheses and predictions, and design experiments to test these novel hypotheses, all of which will be presented as a written paper at the end of the class. 4. demonstrate their grasp of specific chosen topics in Animal Behavior by presenting their written group project, including topic overview, critical evaluation of published literature, novel hypotheses and experimental design to test these novel hypotheses in an oral presentation before the entire class at the end of the semester.","3 units"
"Biology","BIOL 482","Cell Biology of Disease","Advanced study of cell biological processes associated with disease. Prerequisite(s): . Grading Basis: Graded Units of Lecture: 3 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. describe how the simultaneous activities of multiple cellular functions are regulated and how disruption of specific pathways leads to disease. 2. demonstrate competency in interpreting primary research articles with an emphasis on experimental design and interpretation of results. 3. develop skills for interpreting primary research articles and review articles including disease case studies.","3 units"
"Biology","BIOL 482S","Regenerative Medicine and Stem Cells","This course explores the cutting-edge field of stem cells and regenerative medicine, delving into the fundamental principles, recent advancements, and potential applications in healthcare. Students will gain a comprehensive understanding of the biology of stem cells, their roles in development and tissue regeneration, and the therapeutic implications for various medical conditions. Maximum units a student may earn: 3 Prerequisite(s): AND Grading Basis: Graded Units of Lecture: 3 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. compare and contrast the source, developmental potential, and therapeutic applications of different stem cell types. 2. develop and defend the optimal strategy for an experiment or treatment using stem cells by synthesizing information on the technologies used to isolate, study, and utilize stem cells. 3. critically evaluate scientific studies and clinical trials that utilize stem cells. 4. design and create an informative and engaging infographic focused on a stem cell biology subject for public communication.","3 units"
"Biology","BIOL 483","Infection, Immunity and Evolution of Disease","This course offers a detailed study of the biology of infectious disease. Topics include the biology of infectious agents, immunology, disease ecology and the role evolution in disease. Prerequisite(s): ; or . Grading Basis: Graded Units of Lecture: 3 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. explain the fundamental biology of hosts and pathogens. 2. discuss how this biology relates to problems of societal concern. 3. describe how scientific developments affect individual and public health. 4. demonstrate knowledge of disease-related biological advancements and their impact on historical and modern societies.","3 units"
"Biology","BIOL 488","Behavioral Ecology","The relationships between animal behavior, ecology and evolution. Prerequisite(s): AND or . Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. demonstrate ability to read and understand primary research literature in the field of Behavioral Ecology during weekly quizzes throughout the semester. 2. demonstrate knowledge of the main concepts in Behavioral Ecology, the ability to interpret data, to relate data to conceptual hypotheses and to critically evaluate the data in relation to existing hypotheses during two in-class exams – the midterm and the final. 3. identify and focus on specific conceptual questions, search and read primary literature related to these conceptual questions and critically evaluate empirical data related to conceptual hypotheses, all of which will be presented as a written paper at the end of the class. 4. demonstrate their grasp of specific chosen topics in Behavioral Ecology by presenting their written project, including topic overview and critical evaluation of published literature in an oral presentation before the entire class at the end of the semester.","3 units"
"Biology","BIOL 490","Biogeography","Brief treatment of plant and animal evolution. Prehistoric, historic and present-day world-wide distribution of plant formations and associated animal life. Examples of human impact on biotic life such as domestications, transfers and extinctions. (BIOL 490 and GEOG 434 are cross-listed; credit may be earned in one of the two.) Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. describe the history of ideas in biogeography. 2. identify the major biomes on earth. 3. explain how geographical barriers to dispersal and environmental variation influence species ranges. 4. explain the role of dispersal in population subdivision and speciation. 5. discuss the geography of speciation and extinction. 6. discuss phylogenetics and its place in the study of biogeography. 7. discuss the roles of ecology and evolution in biogeography, and vice versa. 8. explain biogeographical patterns and processes in insular systems.","3 units"
"Biology","BIOL 491","Independent Study","Research and/or readings in selected topics in biology. Maximum units a student may earn: 8 Grading Basis: Graded Offered: Every Fall, Spring, and Summer Student Learning Outcomes Upon completion of this course, students will be able to: 1. gain practical experience of working in a research environment. 2. describe how research is carried out in a specific research environment. 3. participate in at least one basic research function of the host laboratory.","1 to 3 units"
"Biology","BIOL 492","Research","Directed research course for biology majors under the guidance of a faculty member. Design and conduct original research leading to the presentation of a paper. Maximum units a student may earn: 6 Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall, Spring, and Summer Student Learning Outcomes Upon completion of this course, students will be able to: 1. articulate an original research question to pursue in a research project. 2. implement their study design using the technology and tools available to them. 3. communicate the results of a research study in a written format appropriate for biological research.","3 units CO14"
"Biology","BIOL 494","Seminar","Selected research topics of current interest. Maximum units a student may earn: 2 Prerequisite(s): Senior status or permission of the instructor. Grading Basis: Satisfactory/Unsatisfactory Units of Lecture: 1 Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. effectively assess 10 professional scientific presentations. 2. critique the science presented by visiting scientists. 3. understand and summarize complex ideas in ecology, evolution and conservation biology that have been communicated orally. 4. demonstrate strategies for organizing scientific colloquia.","1 unit"
"Biology","BIOL 495","Peer Leadership in Biology","Peer-leaders facilitate discussion groups integrated with introductory biology courses. Peer-leaders present course content, provide study strategies, and mediate learning for novice students. Maximum units a student may earn: 4 Prerequisite(s): Department consent required; Junior or Senior standing. Grading Basis: Graded Units of Internship/Practicum: 1 Offered: Every Fall, Spring, and Summer Student Learning Outcomes Upon completion of this course, students will be able to: 1. critically assess and synthesize course content in order to develop weekly lesson plans. 2. develop and demonstrate basic pedagogical skills to engage novice students in learning. 3. apply study and learning skills they have developed in previous major courses in order to coach novice students for success in an introductory course. 4. modify and adjust their instruction methods based on periodic feedback though written evaluation and effectiveness as rated by a peer-mentor or faculty mentor. 5. develop and articulate presentation skills appropriate to their personal and professional goals.","1 unit CO14"
"Biology","BIOL 496","Senior Thesis I","Directed research for students approved as candidates for the “With Distinction” degree. Prerequisite(s): 3 credits of or . Grading Basis: Graded Units of Independent Study: 3 Offered: Every Fall, Spring, and Summer Student Learning Outcomes Upon completion of this course, students will be able to: 1. demonstrate research skills relevant to their chosen topic, including the recording of data and/or findings. 2. demonstrate critical thinking skills relevant to their chosen topic. 3. articulate verbally or in writing an understanding of their research area.","3 units"
"Biology","BIOL 497","Senior Thesis II","Directed research for students approved as candidates for the “With Distinction” degree. Prerequisite(s): Junior or Senior standing; 3 units in . Grading Basis: Graded Units of Independent Study: 3 Offered: Every Fall, Spring, and Summer Student Learning Outcomes Upon completion of this course, students will be able to: 1. articulate an original research question to pursue in a research project. 2. implement their study design using the technology and tools available to them. 3. communicate the results of a research study in a written format appropriate for biological research.","3 units CO14"
"Biology","BIOL 601","Biology Journal Seminar","Survey of periodical literature of biology. Oral and written reports by the student will give experience in searching and interpreting literature. Maximum units a student may earn: 6 Grading Basis: Graded Units of Lecture: 1 Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. read and analyze primary research. 2. explain how sophisticated experimental approaches are used to investigate biological processes. 3. demonstrate critical thinking skills relevant to the problems and research discussed. 4. synthesize orally or in writing as assessed by a presentation and/or written report significance of current topic as presented in this course.","1 unit"
"Biology","BIOL 604","Population Genetics","Genetics of populations and mechanisms of evolution. Includes equilibrium conditions and forces altering gene frequencies and polygenic and quantitative inheritance. Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall - Odd Years Student Learning Outcomes Upon completion of this course, students will be able to: 1. apply and interpret mathematical models in the study of population genetics. 2. demonstrate a basic understanding of the modern science of population genetics. 3. articulate in writing or verbally, the roles of both natural selection and drift in evolutionary change. 4. describe several ways in which new species can emerge. 5. describe the complex dynamics that lead to functionally coherent gene pools. 6. synthesize orally or in writing as assessed by a presentation and/or written report significance of current topic as presented in this course.","3 units"
"Biology","BIOL 607","Genomics and Bioinformatics","Introduction to how genomic data is obtained and analyzed. Introduction to sequence databases, alignment, similarity searches, and other bioinformatics analysis. Introduction to Genome Evolution. Prerequisite(s): . Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. critically apply concepts central to genomics, including genome evolution and generation of genomic and other -omics datasets. 2. describe the foundations of the various bioinformatics techniques used to extract knowledge from genomic data. 3. apply computer tools, particularly online tools, to perform basic bioinformatic data retrieval and analyses, such as sequence visualization, alignment, similarity searches, and phylogenetic reconstruction.","3 units"
"Biology","BIOL 610","Plant Physiology","Basic physiological processes in plants, nutrition, metabolism, growth and development. (BCH 610 and BIOL 610 are cross-listed; credit may be earned in one of the two.) Grading Basis: Graded Units of Lecture: 3 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. articulate an understanding of the physiological processes governing the growth and development of plants. 2. explain how plants modify physiological processes to adapt to changes in environmental conditions. 3. discuss how physiological processes impact plants in agricultural and natural settings.","3 units"
"Biology","BIOL 611","Comparative Biomechanics","This course will review bio-material properties, muscles, scaling laws, animal sensory systems and central pattern generators. Students will learn about jumping fleas, sliding slugs, flying flies, gripping geckos, trotting turkeys, and so much more. (BIOL 611 and ME 611 are cross-listed; credits may be earned in one of the two.) Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall - Odd Years Student Learning Outcomes Upon completion of this course, students will be able to: 1. acquire and apply new knowledge as needed, using appropriate learning strategies. 2. apply engineering research and theory to advance the art, science, and practice of the discipline. 3. apply scientific research and theory to advance knowledge about biological systems.","3 units"
"Biology","BIOL 614","Endocrinology","Structure and function of endocrine glands and how their secretions regulate biochemical reactions, cell communication, gene expression, and physiology. Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. discuss, diagram, write and critically apply concepts central to endocrinology as it pertains to regulation of physiology through changes in cellular signaling and gene expression. 2. describe the associated anatomy for each component of the endocrine system 3. describe the effects of disease on endocrine function. 4. interpret research on a topic of their interest in endocrinology and present a review.","3 units"
"Biology","BIOL 615","Evolution","Pattern and process in the evolution of life on earth. Grading Basis: Graded Units of Lecture: 3 Units of Laboratory/Studio: 1 Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. integrate effective composition and communications skills, and critical analysis and use of information to explain and criticize papers published in the primary scientific literature. 2. describe scientific evidence of evolution based on the fossil record, molecular biology and comparative anatomy, physiology, and behavior. 3. explain the roles of mutation, genetic drift, gene flow and natural selection in bringing about evolutionary change within populations. 4. explain various mechanisms through which new species can arise. 5. construct and interpret phylogenies. 6. synthesize orally or in writing as assessed by a presentation and/or written report significance of current topic as presented in this course.","4 units"
"Biology","BIOL 620","Aquatic Ecology","Biological, chemical, and physical characteristics of aquatic environments with particular emphasis on ecological processes. Grading Basis: Graded Units of Lecture: 2 Units of Laboratory/Studio: 1 Student Learning Outcomes Upon completion of this course, students will be able to: 1. recognize different aquatic biomes. 2. classify major groups of aquatic organisms. 3. identify sources of aquatic pollution. 4. synthesize orally or in writing as assessed by a presentation and/or written report significance of current topic as presented in this course.","3 units"
"Biology","BIOL 621","Conservation Biology","Theory and application of scientific principles to the preservation of biological diversity and the sustainable use of natural resources. Local and global issues are addressed. (BIOL 621 and NRES 621 are cross-listed; credit may be earned in one of the two.) Grading Basis: Graded Units of Lecture: 3 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. explain the threats to biological diversity and consequences of biodiversity loss. 2. demonstrate how ecological, evolutionary, and ethical principles apply to conservation problems. 3. discuss relevant policy and law as it relates to the conservation of biological diversity. 4. demonstrate critical thinking skills in assessment, analysis, and synthesis of conservation issues through effective written and verbal communication.","3 units"
"Biology","BIOL 629","Biological Diversity","Survey of biological diversity at taxonomic, species, and ecosystem levels, emphasizing historical and current patterns, phylogenetic relationships, and current conservation challenges. Grading Basis: Graded Units of Lecture: 2 Units of Laboratory/Studio: 1 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. explain the ecology, classification, and morphology of a large number of taxa (species, genera, etc.), including the taxonomic relationships and key characteristics of organisms and lineages (things that all biologists should know). 2. answer fundamental questions about the causes and consequences of diversity. For example: “What is the most common mode of speciation?”, “Do all lineages of organisms diversify at a similar rate?”; and “How does organismal diversity affect ecological processes?”. 3. read and discuss scientific literature. 4. synthesize orally or in writing as assessed by a presentation and/or written report significance of current topic as presented in this course.","3 units"
"Biology","BIOL 630","Field Ornithology","Optional course to accompany / . Bird identification, behavior and ecology in the field. Grading Basis: Graded Units of Laboratory/Studio: 1 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. demonstrate verbally or in writing an ability to correctly identify birds. 2. discuss verbally or in writing the life history and diversity of birds. 3. demonstrate verbally or in writing a basic understanding and appreciation of the behavior of birds. 4. synthesize orally or in writing as assessed by a presentation and/or written report significance of current topic as presented in this course.","1 unit"
"Theatre","THTR 473","Theatrical Periods","Intensive study into a specific historical period or significant movement, topics to be listed in class schedule. Maximum units a student may earn: 6 Prerequisite(s): Junior or Senior standing. Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall - Odd Years Student Learning Outcomes Upon completion of this course, students will be able to: 1. synthesize major ideas, issues, and themes about a specific theatrical period (topic will vary by semester depending on specialty of instructor and needs of the department). 2. situate a theatrical movement within its social, political, and cultural contexts. 3. explain constructions of race, gender, ethnicity, sexuality, and/or class that emerge in a specific theatrical period. 4. evaluate theatre in relation to both constructing gender, racial, ethnic, and/or class identities and subverting those identities. 5. formulate written and oral arguments about a specific theatrical period.","3 units CO10"
"Theatre","THTR 478","Internship","Supervised work experience with a designated theatre organization using established guidelines and in coordination with a faculty member in the field of theatrical concentration. Maximum units a student may earn: 6 Prerequisite(s): Open to juniors and seniors specializing in theatre. Grading Basis: Satisfactory/Unsatisfactory Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. examine a specific area of the field of Theatre in a professional context and relate the internship to other educational experiences. 2. explain the primary responsibilities of a given area in field of theatre (area will vary by student need and internship placement). 3. design an outline of goals and responsibilities related to a specific area in the field of theatre. 4. synthesize their practical experiences in written or oral form and relate experiences to future professional goals.","1 to 3 units"
"Theatre","THTR 481","History of Theatre I","Theatrical art from its beginning to 1642. Prerequisite(s): ; or or or ; Junior or Senior standing. Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. explain major trends in global theatre history from antiquity to the seventeenth century. 2. situate theatre movements within their social, political, and cultural contexts. 3. pose and assess questions about the making of theatre history, identifying cultural constructs that factor into that production. 4. explain the relationship between the development of traditional theatre forms and their performance today. 5. compare theatre history movements from different areas of the world.","3 units CO11"
"Theatre","THTR 482","History of Theatre II","Development of theatrical art from 1642 to present. Prerequisite(s): General Education courses (CO1-CO3) completed; at least 3 courses from CO4-CO8 completed; Junior or Senior standing. Grading Basis: Graded Units of Lecture: 3 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. explain major trends in global theatre history from the eighteenth century until the present. 2. investigate stage representations of diverse ethnic, racial, gender, and class groups that arise with the development of theatre and performance in the nineteenth and twentieth centuries. 3. apply research tools to historical time periods, synthesize research materials, and analyze their significance. 4. formulate connections between the study of theatre history and theatre practice. 5. develop and deliver effective arguments about theatre history. 6. analyze relationships between dominant cultures and subcultures, using events from theatre history as examples.","3 units CO10, CO13"
"Theatre","THTR 485","Musical Theatre History I","An exploration and analysis of masterpieces of the musical theatre from the middle of the 20th century through the present. Prerequisite(s): ; Junior or Senior standing. Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall - Odd Years Student Learning Outcomes Upon completion of this course, students will be able to: 1. explain major trends in art forms that influenced musical theatre history from the 1700’s through the 1960’s. 2. situate musical theatre movements within their social, political, and cultural contexts. 3. pose and assess questions about the making of musical theatre history, identifying cultural constructs that factor into that production. 4. explain the relationship between the development of traditional theatre forms and their influence on musical theatre today. 5. compare theatre history movements from different areas of the world and their influence on the early musical theatre art form.","3 units"
"Theatre","THTR 486","Musical Theatre History II","This course examines into the history and analysis of the greatest works of the musical theatre from late 1960’s through contemporary pieces. Prerequisite(s): General Education courses (CO1-CO3) completed; at least 3 courses from CO4-CO8 completed; Junior or Senior standing; . Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall - Even Years Student Learning Outcomes Upon completion of this course, students will be able to: 1. explain major trends in musical theatre history from the eighteenth century until the present both in oral and written context. 2. investigate stage representations of diverse ethnic, racial, gender, and class groups that arise with the development of musical theatre and performance in the nineteenth, twentieth and twenty-first centuries. 3. apply research tools to historical time periods, synthesize research materials, and analyze their significance. 4. formulate connections between the study of musical theatre history and theatre practice. 5. develop and deliver effective arguments about musical theatre history. 6. analyze relationships between dominant cultures and subcultures, using events from musical theatre history as examples.","3 units CO10, CO13"
"Theatre","THTR 494","Professional Foundation","Based on student’s area of professional interest, preparation for careers in the performing arts: resumes, portfolios, interviews/auditions, unions, agents, headshots, online presence, fundraising. Prerequisite(s): Theatre or Dance major. Grading Basis: Graded Units of Lecture: .5 Units of Laboratory/Studio: .5 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. apply conventions of resumes and format a minimum of one professional resume. 2. research and develop an audition(s) or portfolio(s) for professional interviews. 3. write effective cover letters. 4. practice and show improved interview skills. 5. outline a five-year plan with goals for professional experiences in the performing arts.","1 unit"
"Theatre","THTR 495","Independent Study","Maximum units a student may earn: 8 Prerequisite(s): Open to juniors and seniors specializing in theatre. Grading Basis: Graded Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. articulate an original research question to pursue a research project. 2. develop and design appropriate steps to conduct a research project. 3. devise strategies for and collect data relevant to the research project. 4. write research results appropriate for academic format or project. 5. assist in faculty member research or pedagogy.","1 to 3 units"
"Theatre","THTR 496","New York Experience","Studio practice in synthesizing various performance techniques and collaboration with industry professionals in preparation for entering the professional theatre world. Maximum units a student may earn: 2 Prerequisite(s): Musical Theatre major; Senior standing. Grading Basis: Graded Units of Lecture: 1 Units of Laboratory/Studio: 1 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. craft the arc and life of a character through detailed study in a work from the contemporary musical theatre cannon. 2. perform musical theatre selections employing a connection between basic acting techniques and musical theatre. 3. collaborate effectively as a member of a musical theatre ensemble. 4. articulate interests in the theatre profession and detail actionable steps to enter the industry. 5. demonstrate performance proficiency and professionalism in a culminating showcase product of their work.","2 units"
"Theatre","THTR 497","Senior Project","Optional major project proposed by the student and approved by the department to demonstrate proficiency in directing, acting, designing, management or playwriting. Prerequisite(s): Open to juniors and seniors specializing in theatre. Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. apply critical thinking skills to issues related to theatre. 2. develop and articulate an original research question to pursue in a research project. 3. design, develop, and complete appropriate steps and tasks to conduct the research project.","3 units"
"Theatre","THTR 655","Dramaturgy","Theoretical and practical aspects of the art of dramaturgy for the theatre. Grading Basis: Graded Units of Lecture: 2 Units of Laboratory/Studio: 1 Offered: Every Spring - Odd Years Student Learning Outcomes Upon completion of this course, students will be able to: 1. demonstrate understanding of the role of the dramaturg in various theatre environments. 2. explain the history of dramaturgy. 3. analyze and compare the structure of plays. 4. conduct and synthesize research about plays and their historical contexts. 5. generate the variety of materials necessary to performing the role of dramaturg for a theatrical production.","3 units"
"Theatre","THTR 681","History of Theatre I","Theatrical art from its beginning to 1642. Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. explain major trends in global theatre history from antiquity to the seventeenth century. 2. situate theatre movements within their social, political, and cultural contexts. 3. pose and assess questions about the making of theatre history, identifying cultural constructs that factor into that production. 4. explain the relationship between the development of traditional theatre forms and their performance today. 5. compare theatre history movements from different areas of the world.","3 units"
"Theatre","THTR 682","History of Theatre II","Development of theatrical art from 1642 to present. Grading Basis: Graded Units of Lecture: 3 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. explain major trends in global theatre history from the eighteenth century until the present. 2. investigate stage representations of diverse ethnic, racial, gender, and class groups that arise with the development of theatre and performance in the nineteenth and twentieth centuries. 3. apply research tools to historical time periods, synthesize research materials, and analyze their significance. 4. formulate connections between the study of theatre history and theatre practice. 5. develop and deliver effective arguments about theatre history. 6. analyze relationships between dominant cultures and subcultures, using events from theatre history as examples.","3 units"
"Sustainability","SUST 201","Principles of Sustainability","This course introduces students to transdisciplinary concepts and principles of sustainability applicable across local and global scales. Offering a framework to examine challenges, opportunities, and solutions to unpack the world’s most complex problems. It provides an overview of the environmental, economic, social, cultural and political issues and offers a holistic definition of sustainability including understanding how the past has shaped the present and views towards the future. Maximum units a student may earn: 2 Grading Basis: Graded Units of Lecture: 2 Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. define and articulate the basic principles and core themes of sustainability. 2. articulate a historical perceptive of sustainability, with an understanding of how and why societies past and present made and continue to make sustainable/unsustainable choices. 3. describe a range of ways to contribute to the field of sustainability. 4. identify opportunities to develop and implement new and/or improved sustainable practices at multiple scales from personal to local, regional, national, and global platforms. 5. apply a sustainability framework to unpack and help solve complex problems. 6. explain sustainability, regeneration, and futurisms relevant to the field.","2 units"
"Sustainability","SUST 280","Explorations in Sustainability I: Adventure","In this course students are introduced to outdoor skills which vary based on the specific topic. Students will learn about sustainability and connect with nature the environment while exploring the Tahoe region on foot, skis, snowshoes, bike, paddleboard, kayak, or other means of adventure. The course requires physical activity and students taking part must be able to perform the activity and the ability to walk, ride, bike, ski, etc. as necessary for the activity described. Maximum units a student may earn: 3 Grading Basis: Satisfactory/Unsatisfactory Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. make use of basic competencies, knowledge, and skills related to the specific topic of the course. 2. explain the principles of Leave No Trace and how to apply them. 3. describe the local history, cultural landscapes, and/or environmental issues of the topic area.","1 unit"
"Sustainability","SUST 380","Explorations in Sustainability II: People and Place","This is an immersive place-based special topics course designed to connect students with nature, art, sustainability, culture, and people both in and out of the classroom. Due to the experiential nature of the class, students are asked to experience all course material including discussions, problem solving, physical activity, and exchange of feedback. Students should be prepared for physical activity in mountainous settings and must be able to walk for extended periods with a light backpack. Maximum units a student may earn: 3 Grading Basis: Satisfactory/Unsatisfactory Units of Lecture: 1 Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. articulate an understanding of the topic area including the local history, environment, and culture. 2. explain the principles of Leave No Trace and how to apply them. 3. make use of basic competencies, knowledge, and skills related to the specific topic of the course.","1 unit"
"Sustainability","SUST 490","Colloquium in Sustainability","We will discuss sustainability from the broad view of the 17 United Nations Sustainable Development Goals and the five pillars: People, Planet, Prosperity, Peace, and Partnerships. Experts will be brought in to discuss sustainability through the lens of their business, field, or belief system. We will explore how the concepts and philosophy of sustainability can revolutionize society and provide benefits, including safer products, reduced energy usage, resources and waste. Maximum units a student may earn: 3 Grading Basis: Satisfactory/Unsatisfactory Units of Lecture: 1 Offered: Every Fall and Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. discuss and communicate how various concepts and ideas fit into the United Nations Sustainable Development Goals. 2. produce effective written, verbal, and/or graphical communications about sustainability. 3. discuss and evaluate relevant literature and/or presentations in sustainability. 4. analyze the sustainability of a plan or product utilizing appropriate concepts.","1-3 units"
"","TCA 474","Independent Study in Tourism and Convention Management","Research in an area of concern to the management of convention, tourism, entertainment, clubs, hospitality/casino marketing and accounting/finance, or related industries. USAC only. Maximum units a student may earn: 6 Student Learning Outcomes Upon completion of this course, students will be able to:","1 to 3 units"
"Veterinary Medicine","VM 100","Veterinary Medicine","An orientation course limited to students intending to pursue veterinary medicine as a career. Grading Basis: Graded Units of Lecture: 1 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. describe the details of the veterinary profession and all that it encompasses. 2. explain what is needed to successfully compete for admission to a college of veterinary medicine. 3. enumerate the steps necessary to succeed as a pre-veterinary student or one oriented towards a career with animals. 4. describe activities observed during clinical experiences. 5. construct a resume in preparation for employment and/or application process. 6. develop a notebook (electronic or hard copy) for documenting animal related experiences.","1 unit"
"Veterinary Medicine","VM 200","Companion & Service Animal Science: Care & Management","Interdisciplinary survey of biological processes and ethical considerations governing care and management of companion/service animals. Four laboratory experiences required. (Implemented Spring 2009) Prerequisite(s): Completion of Core Curriculum Mathematics Requirement or ACT 27 or SAT 610 or pre/corequisite or higher. Grading Basis: Graded Units of Lecture: 3 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. describe an array of interrelated biological factors and processes, and ethical considerations that govern care and management of companion and service animals. 2. describe local, national and international animal issues that impact both companion and therapy animals and their uses in today’s society. 3. describe practical activities and methodologies that are frequently used by veterinarians and other animal care professionals. 4. describe past research accomplishments, current research efforts, and future research needs in animal care issues. 5. apply analytical thinking skills through the appropriate use of scientific data to develop an awareness of issues relevant to animal care.","3 units"
"Veterinary Medicine","VM 328","Veterinary Physiology and Applied Anatomy","Comparative study of the physiology and anatomy of the skeletal, muscular, nervous, digestive, circulatory, endocrine, urinary, respiratory and reproductive systems of domestic animals. Prerequisite(s): ; . Grading Basis: Graded Units of Lecture: 3 Units of Laboratory/Studio: 1 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. describe the basic physiological function of the nervous, cardiovascular, neuromuscular, endocrine, respiratory, digestive, urinary, reproductive and integument systems for food and companion animals. 2. apply analytical thinking and critical synthesis of knowledge related to physiological and anatomical functions. 3. identify structures of the skeletal system of the cow, horse, dog and cat uses provided models and individual bones. 4. dissect structures of the digestive, skeletal, muscular, endocrine, urinary, reproductive and integument systems from preserved cat specimens. 5. describe the anatomical structures of the above mentioned systems on weekly lab quizzes and three major lab practicals.","4 units"
"Veterinary Medicine","VM 420","Community Animal Health and Welfare","Through service-learning, students work to solve real-world animal health problems or pet ownership problems. Prerequisite(s): and or . Recommended Preparation: . Grading Basis: Graded Units of Lecture: 2 Units of Internship/Practicum: 1 Offered: Every Fall Student Learning Outcomes Upon completion of this course, students will be able to: 1. analyze a series of community animal health issues in the context of systemic inequality, cultural group identities, and concepts of social privilege and marginalization. 2. articulate the relationship between animals and individual, group, community and societal well-being. 3. demonstrate a critical understanding of ethical behavior in the concept of their professional discipline in managing pet populations both domestic and feral. 4. practice communication skills, reciprocity, and responsiveness in investigating and proposing solutions for real world problems with peers, community partner, and community members","3 units CO14"
"Veterinary Medicine","VM 475","Disease Domestic Animals","Scientific bases affecting domestic animals. Infectious diseases caused by a variety of microorganisms, nutritional diseases, plant chemical toxicoses and inherited genetic defects. Prerequisite(s): . Grading Basis: Graded Units of Lecture: 3 Offered: Every Spring Student Learning Outcomes Upon completion of this course, students will be able to: 1. recognize and describe what is meant by “normal” in regards to the health of domestic animals and utilize this information in order to understand and discuss the basic principles of recognition and disease prevention in domestic animals. 2. understand and discuss the basic mechanisms of pathogenesis by which selected infectious and non-infectious agents cause disease in domestic animals. 3. recognize and discuss specific disease examples covered in class to including the etiologic agent(s), the general signs of illness, applicable preventive measures, and applicable treatments. 4. articulate their own opinions and viewpoints about their own perceptions regarding contemporaneous societal and political issues such as animal “rights” versus animal “welfare” that will allow them to be informed citizens.","3 units"
