course_code,course_title,course_description,course_credits,department
Fr 401,Research,,Credits1-12,Fr - French
Fr 402,Independent Study,,Credits1-12,Fr - French
Fr 403,Thesis,,Credits1-12,Fr - French
Fr 404,Cooperative Education/Internship,,Credits1-12,Fr - French
Fr 405,Reading and Conference,,Credits1-12,Fr - French
Fr 406,Special Projects,,Credits1-12,Fr - French
Fr 407,Seminar,,Credits1-12,Fr - French
Fr 408,Workshop,,Credits1-12,Fr - French
Fr 409,Practicum,,Credits1-12,Fr - French
Fr 410,Selected Topics,,Credits1-12,Fr - French
Fr 411,Advanced French,,Credits4,Fr - French
Fr 412,Creative Writing in French,,Credits4,Fr - French
Fr 414,Advanced French Grammar,,Credits4,Fr - French
Fr 415,Business French,,Credits4,Fr - French
Fr 417,Translation,,Credits4,Fr - French
Fr 419,Medieval French Literature,,Credits4,Fr - French
Fr 420,Renaissance French Literature,,Credits4,Fr - French
Fr 421,Seventeenth-century French Literature,,Credits4,Fr - French
Fr 423,Eighteenth-century French Literature,,Credits4,Fr - French
Fr 427,Nineteenth-century French Literature,,Credits4,Fr - French
Fr 428,Nineteenth-century French Literature,,Credits4,Fr - French
Fr 433,Twentieth-century French Literature,,Credits4,Fr - French
Fr 434,Twentieth-century French Literature,,Credits4,Fr - French
Fr 435,Francophone Literature of the 20th Century,,Credits4,Fr - French
Fr 441U,Major Works In Translation,,Credits4,Fr - French
Fr 445,Representations of War in French Cinema,,Credits4,Fr - French
Fr 490,History of the French Language,,Credits4,Fr - French
Fr 494,French Linguistics,,Credits4,Fr - French
Fr 497,Applied French Linguistics,,Credits4,Fr - French
Fr 501,Research,,Credits1-9,Fr - French
Fr 502,Independent Study,,Credits1-9,Fr - French
Fr 503,Thesis,,Credits1-9,Fr - French
Fr 504,Cooperative Education/Internship,,Credits1-9,Fr - French
Fr 505,Reading and Conference,,Credits1-9,Fr - French
Fr 506,Projects,,Credits1-9,Fr - French
Fr 507,Seminar,,Credits1-12,Fr - French
Fr 508,Workshop,,Credits1-9,Fr - French
Fr 509,Practicum,,Credits1-9,Fr - French
Fr 510,Selected Topics,,Credits1-12,Fr - French
Fr 511,Advanced French,,Credits4,Fr - French
Fr 512,Creative Writing in French,,Credits4,Fr - French
Fr 514,Advanced French Grammar,,Credits4,Fr - French
Fr 515,Business French,,Credits4,Fr - French
Fr 517,Translation,,Credits4,Fr - French
Fr 519,Medieval French Literature,,Credits4,Fr - French
Fr 520,Renaissance French Literature,,Credits4,Fr - French
Fr 521,Seventeenth-century French Literature,,Credits4,Fr - French
Fr 523,Eighteenth-century French Literature,,Credits4,Fr - French
Fr 527,Nineteenth-century French Literature,,Credits4,Fr - French
Fr 528,Nineteenth-century French Literature,,Credits4,Fr - French
Fr 533,Twentieth-century French Literature,,Credits4,Fr - French
Fr 534,Twentieth-century French Literature,,Credits4,Fr - French
Fr 535,Francophone Literature of the 20th Century,,Credits4,Fr - French
Fr 541,Major Works In Translation,,Credits4,Fr - French
Fr 542,Medieval Works in Translation,,Credits4,Fr - French
Fr 545,Representations of War in French Cinema,,Credits4,Fr - French
Fr 551,French Poetry,,Credits4,Fr - French
Fr 552,French Drama,,Credits4,Fr - French
Fr 553,French Prose,,Credits4,Fr - French
Fr 584,French Stylistics,,Credits4,Fr - French
Fr 590,History of the French Language,,Credits4,Fr - French
Fr 594,French Linguistics,,Credits4,Fr - French
Fr 597,Applied French Linguistics,,Credits4,Fr - French
G 199,Special Studies,,Credits1-12,G - Geology
G 201,Dynamic Earth: Interior,,Credits3,G - Geology
G 202,Dynamic Earth: Surface,,Credits3,G - Geology
G 203,Historical Geology,,Credits3,G - Geology
G 204,Geology Laboratory,,Credits1,G - Geology
G 205,Geology Laboratory,,Credits1,G - Geology
G 206,Historical Geology Lab,,Credits1,G - Geology
G 207,Computer Based Geology Laboratory,,Credits2,G - Geology
G 299,Special Studies,,Credits1-8,G - Geology
G 301,Geology for Engineers,,Credits3,G - Geology
G 312,Mineralogy,,Credits3,G - Geology
G 312L,Mineralogy Lab,,Credits0,G - Geology
G 313,Methods in Mineralogy,,Credits2,G - Geology
G 314,Petrology,,Credits3,G - Geology
G 314L,Lab for G 314,,Credits0,G - Geology
G 315,Lithology and Petrography,,Credits2,G - Geology
G 318,Processes in the Surface Environment,,Credits3,G - Geology
G 318L,Lab for G 318,,Credits0,G - Geology
G 319,Processes in the Surface Environment: Methods,,Credits2,G - Geology
G 322,Global Biogeochemical Cycles,,Credits5,G - Geology
G 322L,Lab for G 322,,Credits0,G - Geology
G 324,Data Management and Analysis,,Credits5,G - Geology
G 324L,Lab for G 324,,Credits0,G - Geology
G 342U,Volcanoes and Earthquakes,,Credits4,G - Geology
G 344U,Geology and the National Parks,,Credits4,G - Geology
G 355,Earth and Space Sciences for Elementary Educators,,Credits4,G - Geology
G 374,Geomorphic Processes,,Credits4,G - Geology
G 374L,Lab for G 374,,Credits0,G - Geology
G 399,Special Studies,,Credits0-6,G - Geology
G 401,Research,,Credits1-12,G - Geology
G 402,Independent Study,,Credits1-12,G - Geology
G 403,Thesis,,Credits1-12,G - Geology
G 404,Cooperative Education/Internship,,Credits1-12,G - Geology
G 405,Reading and Conference,,Credits1-12,G - Geology
G 406,Special Projects,,Credits1-12,G - Geology
G 407,Seminar,,Credits1-12,G - Geology
G 408,Workshop,,Credits1-12,G - Geology
G 409,Practicum,,Credits1-12,G - Geology
G 410,Selected Topics,,Credits1-12,G - Geology
G 410L,Geophysics Lab,,Credits0-6,G - Geology
G 420,Applied Geophysics,,Credits4,G - Geology
G 420L,Applied Geophysics Lab,,Credits0,G - Geology
G 423,Statistics and Data Analysis in the Geosciences,,Credits4,G - Geology
G 423L,Lab for G 423,,Credits0,G - Geology
G 424,Geographical Information Systems for the Natural Sciences,,Credits4,G - Geology
G 424L,Lab for G 424,,Credits0,G - Geology
G 425,Field GIS,,Credits4,G - Geology
G 426,Numerical Modeling of Earth Systems,,Credits4,G - Geology
G 426L,Lab for G 426,,Credits0,G - Geology
G 430,Life of the Past,,Credits4,G - Geology
G 434,Structural Geology and Tectonics,,Credits5,G - Geology
G 434L,Structural Geology Lab,,Credits0,G - Geology
G 435,Sedimentology and Stratigraphy,,Credits5,G - Geology
G 435L,Lab for G 435,,Credits0,G - Geology
G 438,Scanning Electron Microscopy in the Sciences,,Credits4,G - Geology
G 440,Volcanology,,Credits4,G - Geology
G 440L,Volcanology Lab,,Credits0,G - Geology
G 442,Igneous Petrogenesis,,Credits4,G - Geology
G 442L,Igneous Petrogenesis Lab,,Credits0,G - Geology
G 443,Ground Water Geology,,Credits4,G - Geology
G 445,Geochemistry,,Credits4,G - Geology
G 446,Meteorites,,Credits4,G - Geology
G 448,Chemical Hydrogeology,,Credits4,G - Geology
G 448L,Lab for G 448,,Credits0,G - Geology
G 453,Geology of the Pacific Northwest,,Credits4,G - Geology
G 456,Astrogeology,,Credits4,G - Geology
G 456L,Lab for G 456,,Credits0,G - Geology
G 457,Frontiers in Planetary Science,,Credits4,G - Geology
G 458,Astrobiology,,Credits4,G - Geology
G 460,Soil Geomorphology,,Credits4,G - Geology
G 460L,Soil Geomorphology Lab,,Credits0,G - Geology
G 461,Environmental Geology,,Credits4,G - Geology
G 461L,Environmental Geology Lab,,Credits0,G - Geology
G 462,Hillslope Materials and Processes,,Credits4,G - Geology
G 462L,Lab for G 462,,,G - Geology
G 464,The Cryosphere,,Credits4,G - Geology
G 464L,The Cryosphere Lab,,Credits0,G - Geology
G 470,Engineering Geology,,Credits4,G - Geology
G 475,Introduction to Seismology and Site Evaluation,,Credits4,G - Geology
G 476,Earthquake Geology,,Credits4,G - Geology
G 476L,Lab for G 476,,Credits0,G - Geology
G 477,Earthquake Accommodation and Design,,Credits4,G - Geology
G 480,Basin Analysis,,Credits4,G - Geology
G 481,Field Geology,,Credits4,G - Geology
G 484,Field Geophysics,,Credits4,G - Geology
G 485,Geologic Mapping,,Credits4,G - Geology
G 485L,Lab for G 485,,Credits0,G - Geology
G 499,Special Studies,,Credits0-8,G - Geology
G 501,Research,,Credits1-9,G - Geology
G 502,Independent Study,,Credits1-9,G - Geology
G 503,Thesis,,Credits1-9,G - Geology
G 504,Cooperative Education/Internship,,Credits1-9,G - Geology
G 505,Reading and Conference,,Credits1-9,G - Geology
G 506,Special Problems,,Credits1-9,G - Geology
G 507,Seminar,,Credits1-12,G - Geology
G 508,Workshop,,Credits1-9,G - Geology
G 509,Practicum,,Credits1-9,G - Geology
G 510,Selected Topics,,Credits1-12,G - Geology
G 510L,Geophysics Lab,,Credits0-6,G - Geology
G 520,Applied Geophysics,,Credits4,G - Geology
G 520L,Applied Geophysics Lab,,Credits0,G - Geology
G 523,Statistics and Data Analysis in the Geosciences,,Credits4,G - Geology
G 523L,Lab for G 523,,Credits0,G - Geology
G 524,Geographical Information Systems for the Natural Sciences,,Credits4,G - Geology
G 524L,Lab for G 524,,Credits0,G - Geology
G 525,Field GIS,,Credits4,G - Geology
G 526,Numerical Modeling of Earth Systems,,Credits4,G - Geology
G 538,Scanning Electron Microscopy in the Sciences,,Credits4,G - Geology
G 540,Volcanology,,Credits4,G - Geology
G 540L,Volcanology Lab,,Credits0,G - Geology
G 542,Igneous Petrogenesis,,Credits4,G - Geology
G 542L,Igneous Petrogenesis Lab,,Credits0,G - Geology
G 543,Ground Water Geology,,Credits4,G - Geology
G 545,Geochemistry,,Credits4,G - Geology
G 546,Meteorites,,Credits4,G - Geology
G 548,Chemical Hydrogeology,,Credits4,G - Geology
G 548L,Lab for G 548,,Credits0,G - Geology
G 556,Astrogeology,,Credits4,G - Geology
G 556L,Lab for G 556,,Credits0,G - Geology
G 557,Frontiers in Planetary Science,,Credits4,G - Geology
G 558,Astrobiology,,Credits4,G - Geology
G 560,Soil Geomorphology,,Credits4,G - Geology
G 560L,Soil Geomorphology Lab,,Credits0,G - Geology
G 561,Environmental Geology,,Credits4,G - Geology
G 561L,Environmental Geology Lab,,Credits0,G - Geology
G 562,Hillslope Materials and Processes,,Credits4,G - Geology
G 562L,Lab for G 562,,,G - Geology
G 564,The Cryosphere,,Credits4,G - Geology
G 564L,The Cryosphere Lab,,Credits0,G - Geology
G 570,Engineering Geology,,Credits4,G - Geology
G 575,Introduction to Seismology and Site Evaluation,,Credits4,G - Geology
G 576,Earthquake Geology,,Credits4,G - Geology
G 576L,Lab for G 576,,Credits0,G - Geology
G 577,Earthquake Accommodation and Design,,Credits4,G - Geology
G 580,Basin Analysis,,Credits4,G - Geology
G 581,Field Geology,,Credits4,G - Geology
G 584,Field Geophysics,,Credits4,G - Geology
G 595,Topics in Geomechanics,,Credits4,G - Geology
G 601,Research,,Credits1-12,G - Geology
G 602,Independent Study,,Credits1-9,G - Geology
G 603,Dissertation,,Credits1-12,G - Geology
G 604,Cooperative Education/Internship,,Credits1-9,G - Geology
G 605,Reading and Conference,,Credits1-9,G - Geology
G 606,Special Problems/Projects,,Credits1-9,G - Geology
G 607,Seminar,,Credits1-12,G - Geology
G 608,Workshop,,Credits1-9,G - Geology
G 609,Practicum,,Credits1-9,G - Geology
G 610,Selected Topics,,Credits1-12,G - Geology
G 610L,Special Topics Lab,,Credits0,G - Geology
G 612,Topics in Igneous Petrology,,Credits4,G - Geology
G 619,Topics in Geochemistry,,Credits4,G - Geology
G 650,Research Methods I - Reading,,Credits4,G - Geology
G 651,Research Methods II - Writing,,Credits4,G - Geology
G 695,Topics in Geomechanics,,Credits4,G - Geology
Geog 199,Special Studies,,Credits1-12,Geog - Geography
Geog 210,Physical Geography,,Credits4,Geog - Geography
Geog 210L,Lab for Geog 210,,Credits0,Geog - Geography
Geog 230,Environment and Society: Global Perspectives,,Credits4,Geog - Geography
Geog 299,Special Studies,,Credits1-4,Geog - Geography
Geog 310U,Climate and Water Resources,,Credits4,Geog - Geography
Geog 311U,Climatology,,Credits4,Geog - Geography
Geog 312U,Climate Variability and Change,,Credits4,Geog - Geography
Geog 313U,Biogeography,,Credits4,Geog - Geography
Geog 314U,Severe Weather,,Credits4,Geog - Geography
Geog 320,Geomorphology,,Credits4,Geog - Geography
Geog 320L,Geomorphology Lab,,Credits0,Geog - Geography
Geog 322U,Mountains,,Credits4,Geog - Geography
Geog 325U,Contemporary India,,Credits4,Geog - Geography
Geog 331U,Geography of Globalization,,Credits4,Geog - Geography
Geog 332U,Urban Geography,,Credits4,Geog - Geography
Geog 333U,Weather,,Credits4,Geog - Geography
Geog 340U,Global Water Issues and Sustainability,,Credits4,Geog - Geography
Geog 345U,Resource Management,,Credits4,Geog - Geography
Geog 346U,World Population and Food Supply,,Credits4,Geog - Geography
Geog 347U,Environmental Issues and Action,,Credits4,Geog - Geography
Geog 348U,Cultural and Political Ecology,,Credits4,Geog - Geography
Geog 350U,Geography of World Affairs,,Credits4,Geog - Geography
Geog 351U,Pacific Northwest,,Credits4,Geog - Geography
Geog 368U,United States and Canada,,Credits4,Geog - Geography
Geog 370U,Global Migration,,Credits4,Geog - Geography
Geog 375U,"Maps, Culture and Society",,Credits4,Geog - Geography
Geog 380L,Lab for Geog 380,,Credits0,Geog - Geography
Geog 380U,Maps and Geographic Information,,Credits4,Geog - Geography
Geog 399,Special Studies,,Credits1-6,Geog - Geography
Geog 401,Research,,Credits1-12,Geog - Geography
Geog 402,Independent Study,,Credits1-12,Geog - Geography
Geog 403,Thesis,,Credits1-12,Geog - Geography
Geog 404,Cooperative Education/Internship,,Credits1-12,Geog - Geography
Geog 405,Reading and Conference,,Credits1-12,Geog - Geography
Geog 406,Special Projects,,Credits1-12,Geog - Geography
Geog 407,Seminar,,Credits1-12,Geog - Geography
Geog 408,Workshop,,Credits1-12,Geog - Geography
Geog 409,Practicum,,Credits0-12,Geog - Geography
Geog 410,Selected Topics,,Credits1-12,Geog - Geography
Geog 412,Global Climate Change Science and Socio-environmental Impact Assessment,,Credits4,Geog - Geography
Geog 413,Disturbance Biogeography of Pacific Northwest,,Credits4,Geog - Geography
Geog 414,Hydrology,,Credits4,Geog - Geography
Geog 415,Soils and Land Use,,Credits4,Geog - Geography
Geog 418,Landscape Ecology,,Credits4,Geog - Geography
Geog 420,Field Methods in Physical Geography,,Credits4,Geog - Geography
Geog 425,Field Methods in Human Geography,,Credits4,Geog - Geography
Geog 430,Cultural Geography,,Credits4,Geog - Geography
Geog 432,Urban Landscapes,,Credits4,Geog - Geography
Geog 440,The Ecology & Management of Wildfire,,Credits4,Geog - Geography
Geog 442,Sustainable Cities,,Credits4,Geog - Geography
Geog 444,Political Ecologies of the Western US,,Credits4,Geog - Geography
Geog 446,Water Resource Management,,Credits4,Geog - Geography
Geog 448,The Urban Forest,,Credits4,Geog - Geography
Geog 449,Geography of Food,,Credits4,Geog - Geography
Geog 450,Climate and Society,,Credits4,Geog - Geography
Geog 462,Sense of Place,,Credits4,Geog - Geography
Geog 467,Community Resilience in Coupled Socio-Ecological Systems,,Credits4,Geog - Geography
Geog 472,Critical GIS,,Credits2,Geog - Geography
Geog 475,Spatial Database Design and Applications,,Credits4,Geog - Geography
Geog 475L,Lab for Geog 475,,Credits0,Geog - Geography
Geog 476,3D Terrain Analysis & Visualization,,Credits2,Geog - Geography
Geog 477,Photogrammetry and LiDAR,,Credits2,Geog - Geography
Geog 480,Fundamentals of Remote Sensing,,Credits4,Geog - Geography
Geog 480L,Lab for Geog 480,,Credits0,Geog - Geography
Geog 481,Digital Image Analysis I: Introduction,,Credits4,Geog - Geography
Geog 482,Digital Image Analysis II: Advanced Remote Sensing,,Credits4,Geog - Geography
Geog 484,Cartographic Applications of GIS,,Credits4,Geog - Geography
Geog 485,Map Design and Production,,Credits4,Geog - Geography
Geog 488,Geographic Information Systems I: Introduction,,Credits4,Geog - Geography
Geog 488L,GIS Lab,,Credits0,Geog - Geography
Geog 490,GIS Programming,,Credits4,Geog - Geography
Geog 492,Geographic Information Systems II: Advanced GIS,,Credits4,Geog - Geography
Geog 492L,GIS II Lab,,Credits0,Geog - Geography
Geog 494,GIS for Water Resources,,Credits4,Geog - Geography
Geog 496,Introduction to Spatial Quantitative Analysis,,Credits4,Geog - Geography
Geog 497,Advanced Spatial Quantitative Analysis,,Credits4,Geog - Geography
Geog 547,Urban Streams,,Credits4,Geog - Geography
Geog 501,Research,,Credits0-9,Geog - Geography
Geog 502,Independent Study,,Credits1-9,Geog - Geography
Geog 503,Thesis,,Credits1-9,Geog - Geography
Geog 504,Cooperative Education/Internship,,Credits0-9,Geog - Geography
Geog 505,Reading and Conference,,Credits1-9,Geog - Geography
