"course_code","course_title","department","credits","level"
"TLED 998","Master’s Graduate Credit","TLED - Teaching & Learning-Education","(1 Credit Hour)","Graduate"
"TLED 195","Topics in Education","TLED - Teaching & Learning-Education","(1-3 Credit Hours)","Undergraduate"
"TLED 301","Foundations and Introduction to Assessment of Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 320","Perspectives on the Young Child and the Family","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 326","Socio-Cultural Perspectives in Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 328","Observation and Assessment in Early Childhood","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 330","The Arts in Early Childhood and Elementary Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 333","Measurement and Geometry for Teachers","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 337","Literature for Young Children","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 338","Integrated Methods & Curriculum in Early Childhood Ed: Birth-Pre-K","TLED - Teaching & Learning-Education","(4 Credit Hours)","Undergraduate"
"TLED 360","Classroom Management and Discipline","TLED - Teaching & Learning-Education","(2 Credit Hours)","Undergraduate"
"TLED 395","Topics in Education","TLED - Teaching & Learning-Education","(1-3 Credit Hours)","Undergraduate"
"TLED 408","Reading and Writing in Content Areas","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 426","Introduction to Literacy, Linguistics and Practice in the Classroom","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 430W","PK-12 Instructional Technology","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 432/532","Developing Instructional Strategies PreK-6: Language Arts","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 435/535","Developing Instructional Strategies PreK-6: Social Studies","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 451/551","Developing Instructional Strategies for Teaching in the Middle/High School: English","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 452/552","Developing Instructional Strategies for Teaching in Middle/High School: Math and Science","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 455/555","Developing Instructional Strategies for Teaching in the Middle/High School: Social Studies","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 468/568","Language Acquisition and Reading for Students with Diverse Learning Needs","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 474/574","Foundations and Contemporary Issues in Early Childhood Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 478/578","Integrating Instruction Across the Curriculum PreK-6","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 479/579","Classroom Management and Practice PreK-3; PreK-6","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 480/580","Multicultural Young Adult Literature in Schools","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 483/583","Seminar in Teacher Education","TLED - Teaching & Learning-Education","(1 Credit Hour)","Undergraduate"
"TLED 485","Teacher Candidate Internship","TLED - Teaching & Learning-Education","(12 Credit Hours)","Undergraduate"
"TLED 486/586","Student Teaching for Special Endorsement","TLED - Teaching & Learning-Education","(3-6 Credit Hours)","Undergraduate"
"TLED 487","Teacher Candidate Internship for Early Childhood Education","TLED - Teaching & Learning-Education","(12 Credit Hours)","Undergraduate"
"TLED 488","Teacher Candidate Internship - Elementary Education","TLED - Teaching & Learning-Education","(12 Credit Hours)","Undergraduate"
"TLED 490","The Child and the Family: PreK-3","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 492","Integrating Instruction: Mathematics and Science Across the Early Childhood Curriculum","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 493","Integrating Literacy and Social Studies Across the PreK - 3 Curriculum","TLED - Teaching & Learning-Education","(3 Credit Hours)","Undergraduate"
"TLED 495/595","Topics in Education","TLED - Teaching & Learning-Education","(1-4 Credit Hours)","Undergraduate"
"TLED 496/596","Topics in Education","TLED - Teaching & Learning-Education","(1-3 Credit Hours)","Undergraduate"
"TLED 497/597","Independent Study","TLED - Teaching & Learning-Education","(1-3 Credit Hours)","Undergraduate"
"UNIV 507","Design Thinking","UNIV - University","(3 Credit Hours)","Graduate"
"UNIV 068","Internship","UNIV - University","(0 Credit Hours)","Undergraduate"
"UNIV 094","Entrepreneurship","UNIV - University","(0 Credit Hours)","Undergraduate"
"UNIV 100","University Orientation","UNIV - University","(1 Credit Hour)","Undergraduate"
"UNIV 101","Introduction to the College of Sciences","UNIV - University","(1 Credit Hour)","Undergraduate"
"UNIV 110","Academic Success","UNIV - University","(0 Credit Hours)","Undergraduate"
"UNIV 111","Sophomore Seminar","UNIV - University","(0 Credit Hours)","Undergraduate"
"UNIV 112","Transfer Seminar","UNIV - University","(0 Credit Hours)","Undergraduate"
"UNIV 115","Learning Communities Seminar","UNIV - University","(0 Credit Hours)","Undergraduate"
"UNIV 120","Career Exploration","UNIV - University","(1 Credit Hour)","Undergraduate"
"UNIV 130","Learn and Earn Advantage Program","UNIV - University","(1 Credit Hour)","Undergraduate"
"UNIV 195","Topics in Career Management","UNIV - University","(1-3 Credit Hours)","Undergraduate"
"UNIV 200","Career Implementation","UNIV - University","(1 Credit Hour)","Undergraduate"
"UNIV 295","Topics in Career Management","UNIV - University","(1 Credit Hour)","Undergraduate"
"UNIV 300","Introduction to Entrepreneurship Across the Disciplines","UNIV - University","(3 Credit Hours)","Undergraduate"
"UNIV 395","Topics in Career Management","UNIV - University","(1 Credit Hour)","Undergraduate"
"UNIV 396","Topics: Study Abroad","UNIV - University","(1-3 Credit Hours)","Undergraduate"
"UNIV 400","Career Engagement","UNIV - University","(1 Credit Hour)","Undergraduate"
"UNIV 407/507","Design Thinking","UNIV - University","(3 Credit Hours)","Undergraduate"
"UNIV 495","Topics in Career Management","UNIV - University","(1-3 Credit Hours)","Undergraduate"
"WCS 510","Berlin-Paris: Crucibles of European Ideas","WCS - World Cultural Studies","(3 Credit Hours)","Graduate"
"WCS 521","The Question of Memory in World Cultures","WCS - World Cultural Studies","(3 Credit Hours)","Graduate"
"WCS 545","German Cinema I","WCS - World Cultural Studies","(3 Credit Hours)","Graduate"
"WCS 571","Hispanic Women Authors","WCS - World Cultural Studies","(3 Credit Hours)","Graduate"
"WCS 576","German-Jewish Literature and Culture","WCS - World Cultural Studies","(3 Credit Hours)","Graduate"
"WCS 595","Topics in World Cultural Studies","WCS - World Cultural Studies","(1-3 Credit Hours)","Graduate"
"WCS 596","Topics in World Cultural Studies","WCS - World Cultural Studies","(1-3 Credit Hours)","Graduate"
"WCS 100L","Introduction to World Literatures and Cultures","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 120L","Honors: Introduction to World Literatures and Cultures","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 196","Topics in World Cultural Studies","WCS - World Cultural Studies","(1-3 Credit Hours)","Undergraduate"
"WCS 307","Understanding European Culture through Film","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 310","Japan: A Cultural Odyssey","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 311","Global Conversations","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 312W","Writing Around the World","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 323","World Cultures and Contexts","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 330","Contemporary Cultures and Media","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 350","Global Communications for International Business","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 369","Practicum","WCS - World Cultural Studies","(1-3 Credit Hours)","Undergraduate"
"WCS 395","Topics in World Cultural Studies","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 400","Global Cultural Studies","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 407","Global Communication in Practice","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 410/510","Berlin-Paris: Crucibles of European Ideas","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 421/521","The Question of Memory in World Cultures","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 445/545","German Cinema I","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 471/571","Hispanic Women Authors","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 476/576","German-Jewish Literature and Culture","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 480W","Senior Seminar in International Studies","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 494","Entrepreneurship in World Languages and Cultures","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 495/595","Topics in World Cultural Studies","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 496/596","Topics in World Cultural Studies","WCS - World Cultural Studies","(3 Credit Hours)","Undergraduate"
"WCS 497","Tutorial Work in Special Topics in World Cultural Studies","WCS - World Cultural Studies","(1-6 Credit Hours)","Undergraduate"
"WCS 498","Tutorial Work in Special Topics in World Cultural Studies","WCS - World Cultural Studies","(1-6 Credit Hours)","Undergraduate"
"WGS 500","History of U.S. Women's Activism","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 501","Women: A Global Perspective","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 502","Feminisms and Sexualities","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 505","Gender and Media","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 506","Gender, Fashion & the Body","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 510","Sexing the Body","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 515","Migration and Refugee Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 560","Feminist and Queer Theory","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 570","Feminist Research Methods","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 595","Topics in Women's, Gender, and Sexuality Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 596","Topics in Women's, Gender, and Sexuality Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 597","Independent Study","WGS - Women's and Gender Studies","(1-6 Credit Hours)","Graduate"
"WGS 598","Independent Study","WGS - Women's and Gender Studies","(1-6 Credit Hours)","Graduate"
"WGS 668","Internship","WGS - Women's and Gender Studies","(3-6 Credit Hours)","Graduate"
"WGS 695","Topics in Women's, Gender, and Sexuality Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 696","Topics in Women's, Gender, and Sexuality Studies","WGS - Women's and Gender Studies","(1-3 Credit Hours)","Graduate"
"WGS 697","Independent Study","WGS - Women's and Gender Studies","(1-3 Credit Hours)","Graduate"
"WGS 698","Independent Study","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 715","Advanced Migration and Refugee Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 795","Topics in Women's, Gender, and Sexuality Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 797","Independent Study","WGS - Women's and Gender Studies","(1-3 Credit Hours)","Graduate"
"WGS 815","Advanced Migration and Refugee Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 895","Topics in Women's, Gender, and Sexuality Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Graduate"
"WGS 897","Independent Study","WGS - Women's and Gender Studies","(1-3 Credit Hours)","Graduate"
"WGS 201S","Introduction to Women's, Gender, and Sexuality Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 226S","Honors: Gender and Sexuality in a Changing World","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 301","Feminist Foundations","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 302W","Dimensions of Diversity: Intersectionality Among Women","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 303","Queer Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 304","Gender and Sexuality in Film","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 305","Queer Literature","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 306","Women, the Environment, and Climate Change","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 368","Internship","WGS - Women's and Gender Studies","(3-6 Credit Hours)","Undergraduate"
"WGS 390T","Women, Gender, and Technology Worldwide","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 395","Topics in Women's, Gender, and Sexuality Studies","WGS - Women's and Gender Studies","(1-3 Credit Hours)","Undergraduate"
"WGS 396","Topics in Women's, Gender, and Sexuality Studies","WGS - Women's and Gender Studies","(1-3 Credit Hours)","Undergraduate"
"WGS 400/500","History of U.S. Women's Activism","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 401W/501","Women: A Global Perspective","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 402/502","Feminisms and Sexualities","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 405/505","Gender and Media","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 406/506","Gender, Fashion & the Body","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 410/510","Sexing the Body","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
"WGS 415/515","Migration and Refugee Studies","WGS - Women's and Gender Studies","(3 Credit Hours)","Undergraduate"
