"subject","course_code","course_name","description","credits"
"","COMS 7200","Introduction to Relating and Organizing","This course is the first in a series of courses designed to introduce graduate students to the interconnections between micro practices and macro organizational and societal structures and influences. Particular attention will be paid to how individuals and collectives experience and enact fundamental tensions in their efforts to relate and organize.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Students will be able to compare and contrast various theoretical and methodological standpoints for what they reveal and conceal about relating and organizing.Students will be able to summarize, synthesize, and critique classic and contemporary scholarship in relating and organizing.Students will be able to identify and explain connections and differences in the study of relating and organizing.Students will be able to identify and explain the historical and conceptual foundations of interpersonal communication (i.e., relating) and organizational communication (i.e., organizing).Students will be able to synthesize existing theory and research to propose a study of an interpersonal and/or organizational ‘problem’ that, if completed, would reveal theoretically and socially useful knowledge about communication.","4"
"","COMS 7250","Organization Communication Consulting: Foundational Perspectives","A focus on theoretical perspectives to organizational communication consulting and organizational development. Review of theory and research  on communication training, consulting practices, communication variables involved in the client/consultant relationship, as well as intervention techniques.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Students will be able to develop a training proposal from pre-assessment to engagement.Students will be able to distinguish between training and development and provide specific examples unique to each.Students will be able to evaluate the effectiveness of a training exercise.Students will be able to list 5-7 best practices and identify the circumstances for optimum use.Students will be able to list advantages and disadvantages of various approaches to training.","4"
"","COMS 7300","Introduction to Rhetoric and Public Culture","An introductory survey of ideas theorizing the relationships between rhetoric and public culture. Since many of these ideas offer critical and analytic perspectives, students will also learn how to engage in critical analysis of the relationships between rhetoric and public culture. Likely theories/theorists include: Kenneth Burke, Mikhail Bakhtin, Michel Foucault, Antonio Gramsci, Jergen Habermas, cultural studies, post-colonial studies, feminist studies, and postmodernism.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Develop foundational research practice skills related to rhetoric and public culture.Identify critical concepts in the study of rhetoric and public culture.Increase your awareness of presence of rhetoric in our lived experiences.","4"
"","COMS 7320","Communication Historiography Methods","Students develop bibliographic, analytical, and interpretive skills for dealing with primary source materials published in print and those made available in databases or online archives, including letters, speech texts, and audiovisual recordings in their historical contexts. This course is designed to help students become skillful library users, situate a research problem in context, and analyze primary historical materials.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Use print and electronic bibliographical tools to identify and select appropriate published primary-source materials for historical research on communication concepts, practices, processes, and artifacts.Identify and select appropriate electronic primary-source materials from online archives and databases for historical research on communication concepts, practices, processes, and artifacts.Apply professional standards for analysis and interpretation of historical evidence.Describe professional standards for research, writing, documentation, oral presentation, and peer evaluation of communication history.Write a research paper meeting professional historiography standards.Design historical research projects appropriate for undergraduates in communication courses.","4"
"","COMS 7340","Narrative Approaches to Rhetorical Criticism","This rhetorical methods class explores narrative approaches to rhetorical criticism.  “Narrative” is construed broadly to encompass methods that view rhetorical transactions as dramatic events or as story-telling.  Examples of narrative approaches to rhetorical criticism include Kenneth Burke’s dramatistic approach, Ernest Bormann’s rhetorical vision/fantasy theme analysis, or Walter Fisher’s narrative perspective.  These approaches tend to construe rhetorical discourse as involving heroes/villains (protagonist/antagonist), conflict, and events (a plot).   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Students will be able to explain the basic concepts of narrative.Students will be able to explain the strengths and weaknesses (pros/cons) of narrative as a critical method.Students will be able to analyze articles/book chapters on narrative approaches to rhetorical criticism.Students will be able to accurately apply the narrative method to rhetorical texts.","4"
"","COMS 7350","Advanced Techniques in Rhetorical Criticism","The course offers an in-depth study of the theoretical underpinning and methodologies in specific techniques of rhetorical criticism. Although the specific rhetorical scholar or school of rhetorical scholars will vary by instructor, each seminar will engage the interdisciplinary dimensions of a specific technique of criticism of rhetorical interactions.   Requisites:   Repeat/Retake Information: May be repeated for a maximum of 12.0 hours.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Successfully integrate an analysis of text, context, and audience in a work of rhetorical criticism using advanced, specific techniques.Identify how a work of rhetorical criticism reflects a specific, advanced paradigmatic perspective.Comprehend the elements of a compelling rhetorical criticism utilizing one or more advanced techniques.Evaluate the quality of a work of rhetorical criticism from a specific rhetorical perspective.Identify elements of a specific critical approach at work in rhetorical criticism.Explain the relationship between rhetorical theory and rhetorical criticism in a specific technique.","4"
"","COMS 7370","Performance Methods in Communication Studies","This course focuses on performance as a paradigm for the study of communication processes, broadly defined. Performance is approached as method, experience, metaphor, and subject of analysis. The course is both conceptual and practical.  It introduces students to key concepts in performance theory such as ritual, identity performance, culture, play, performativity, performing, performance texts, and performance process. Students gain experiential training in performance ethnography, ethnography of performance, autobiographical performance, autoethnographic performance, social justice organizing and performance, and performative writing.  This training is accomplished through exercises in textual, aural, performative, material, poetic, and other sense-based representation of performance and everyday life.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Define performance as a paradigm for communications studies.Explore the relationship between ritual, play, culture, identity, performance process, and communication.Analyze the relationship between language, performativity, and communication.Explore the relationship between social justice organizing and performance.Conduct a field study using one of these performance methods: performance ethnography, autobiographical performance, ethnography of performance, and autoethnographic performance.Create and perform a performance text/performances from the field study.","4"
"","COMS 7400","Introduction to Health Communication","Survey of the wide range of topics within the area of health communication, including cultural concepts of health, patient centered meanings of health, physician patient interaction, social support, health promotion campaigns, harm reduction campaigns, mass media constructions of health, risk communication, and health-related values and ethics.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Assess the potential for communication practices to shape and guide health-related behaviors.Describe a schema for charting the extant literature in health communication.Discuss and debate the role of health communication in the broader communication discipline.Evaluate theoretical, methodological, and practical implications of scholarly work in health communication.","4"
"","COMS 7510","Quantitative Research Design in Communication","This course focuses on practical and conceptual skills necessary for conducting high-quality quantitative research in communication. The course covers survey and experimental designs that are particularly relevant to communication studies.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Describe the goals, guiding principles, and fundamental assumptions of quantitative research in communication.Describe the types of hypotheses and research questions that quantitative research is most equipped to answer.Understand and apply ethical research practices.Develop appropriate hypotheses and research questions for quantitative studies in communication.Construct effective research designs.Develop measures and instruments which will yield reliable and valid results.Critically evaluate quantitative communication research.","4"
"","COMS 7520","Quantitative Measurement and Preliminary Analysis in Communication","This course covers measurement of quantitative data and the preliminary analyses required before conducting the substantive analysis of hypotheses and research questions. The measurement portion of the course focuses on decision making and techniques for producing and working with quantitative data, focusing in particular on conceptualizing and operationalizing quantitative variables. Students will explore statistical techniques for assessing measurement including reliability and exploratory factor analyses. The preliminary analysis portion of the course explores issues such as data cleaning, diagnosis and resolution of missing data issues, item-level analyses, forming multi-item scales, transformation, and evaluating confounds and covariates.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Construct high quality conceptual and operational definitions for quantitative concepts.Analyze the correspondence between a concept and its operation as well as the dimensionality of a concept using various statistical techniques including Cronbach’s alpha and exploratory factor analysis.Design and assess the reliability of a coding scheme.Understand measurement issues related to sensitive questions and cross-cultural research.Conduct preliminary data analyses.Defend choices made in preliminary analysis.","4"
"","COMS 7530","Mediation and Moderation in Quantitative Methods in Communication","This course provides an introduction to the quantitative research method of moderation and mediation. A moderator variable is one that influences the strength of a relationship between two other variables, and a mediator variable is one that explains the relationship between the two other variables. This course is both conceptual and analytical. Students learn how to theoretically propose moderation analyses vs. mediation analyses and how to rationalize one approach over the other. Students also practice moderation and mediation through multiple regression and simple path analyses techniques (SPSS, PROCESS, and AMOS).   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Explain the evolution of moderation and mediation analyses, including the processes followed and analytical tools (i.e., software) usedCritique quantitative research that utilizes mediation and moderationConstruct rationales, conceptualizations, and hypotheses/research questions for mediation and moderation analysesAnalyze data using both moderation and mediation analysesInterpret findings using both moderation and mediation analyses, including both statistical and practical import","4"
"","COMS 7540","Methods of Content Analysis in Communication Studies","Students learn theory and methods of quantitative content analysis of texts. Texts include interview transcripts, letters, social media content, visual communication, and traditional mediated texts.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Students will be able to identify the historical and theoretical influence of content analysis on scholarship within the communication discipline.Students will be able to pose thoughtful and appropriate research questions or hypotheses to be answered with content analytic methods.Students will be able to identify an appropriate sample of texts and units of analysis (from a population) to be analyzed using content analysis.Students will be able to write, refine and test coding instruments relevant to the text under analysis.Students will be able to explain the importance of intercoder reliability.Students will be able to evaluate and explain the strengths and weaknesses of contemporary content analytic scholarship.Students will be able to initiate, conduct, and present original research using content analytic practices.","4"
"","COMS 7590","Topics in Quantitative Methods in Communication","This course focuses on particular quantitative methods (e.g., multi-level modeling, meta-analysis, big data, longitudinal analysis, growth curve modelling, network analysis, etc.) not covered by regularly offered courses. Topics will vary and the course may be repeated three times as topics rotate.   Requisites:   Repeat/Retake Information: May be repeated for a maximum of 12.0 hours.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Explain decisions and their consequences in quantitative design and analysis for the special topic.Analyze quantitative data as appropriate for the special topic.Create appropriate research designs within the special topic.Apply criteria for judging quality of quantitative design and analysis within the special topic.","4"
"","COMS 7900","Topics in Communication Studies I","Seminars focused on a special topic with a COMS faculty instructor, a visiting faculty member, or a visiting professional.   Requisites:   Repeat/Retake Information: May be repeated for a maximum of 24.0 hours.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  To engage in advanced study of a theorist, body of literature, research method, or other specialized topic in Communciation Studies.","4"
"","COMS 7901","Interdisciplinary Seminar","Seminar contents vary.   Requisites:   Repeat/Retake Information: May be repeated for a maximum of 20.0 hours.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  To explore interdisciplinary scholarship within which communication is a fundamental construct.To gain an appreciation for the challenges and rewards associated with interdisciplinary teaching, research and service.To respond to the challenges of interdisciplinary activities in a productive way.","4"
"","COMS 7940","Research","Individual research on special projects. Projects must be approved prior to registration.   Requisites: Permission required   Repeat/Retake Information: May be repeated for a maximum of 12.0 hours.  Lecture/Lab Hours: 3.0 research  Grades: Eligible Grades: A-F,CR,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  To engage in independent research to achieve a depth of understanding about a theorist, body of literature, or research method under the supervision of a faculty member in COMS.","1 - 12"
"","COMS 8200","Foundations of Organizational Communication","This course is designed to provide an introduction to organizational communication. Specifically, this course covers both foundational and contemporary theory, research, and practice related to organizational communication. Students in this course are exposed to multiple theoretical, conceptual, and methodological approaches adopted across the field. Students think critically about how past and present scholarly trends guide our field.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Demonstrate knowledge of the major theories within organizational communication.Define and explain basic communication terms and principles that serve as a basis for inquiry in the focal domain.Evaluate the strengths and weaknesses of the relevant theories of organizational communication.Apply principles of organizational communication to pertinent situations and demonstrate competent communication practices that respect diverse perspectives.Demonstrate appropriate, ethical use of organizational communication practices in research and everyday situations.Synthesize bodies of relevant literature in order to build, evaluate, and critique theory addressing a specific topic of organizational communication inquiry.Apply knowledge in an independent research project/proposal.Practice synthesizing research, designing research studies, and analyzing data.Recognize and articulate their own theoretical and methodological assumptions concerning a specific topic area of organizational communication inquiry and explicate how these assumptions guide their own research and practice.","4"
"","COMS 8210","Foundations of Interpersonal Communication","This course is designed to provide an introduction to interpersonal communication. Specifically, this course covers both foundational and contemporary theory, research and practice related to interpersonal communication. The course will study multiple theoretical, conceptual and methodological approaches to understanding communication in interpersonal relationships. Students will think critically about core research programs that have guided our field.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Describe the major theories within interpersonal communication.Understand the trajectory of research programs in the field of interpersonal communication.Synthesize bodies of literature in order to build, evaluate, and critique theory.Practice synthesizing research, designing research studies, and analyzing data.Recognize and articulate their own theoretical and methodological assumptions about interpersonal communication and how these assumptions guide their own communication and their own research.","4"
"","COMS 8220","Public Deliberation","Course addresses theoretical and practical dimensions of the public, private, civil, and technical spheres of human discourse, with an emphasis on the content, structure, suasiveness, and social cultural implications of the speech and action emerging from and contributing to those spheres.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Demonstrate understanding of key issues at the heart of current deliberative practice and research.Demonstrate understanding of the primary theoretical traditions in the field of public deliberation and dialogue.Design a research project addressing a key problematic in deliberation theory or practice.Explain how the dialogue and deliberative theories are put into practice through local, national, and global public engagement initiatives.","4"
"","COMS 8230","Integrated Research in Communication Studies","This course is designed to provide advanced students with an opportunity to apply communication theory in exploring questions and/or addressing problems that connect the realms of interpersonal communication studies and organizational communication studies. The course will be open to COMS graduate students who have successfully competed their first year of graduate studies and to graduate students from other programs in the university contingent on instructor permission. The precise questions explored and methods employed in that exploration will vary according to instructor interests and background.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Design a research project investigating a topic in interpersonal or organizational communication.Gain depth of understanding about communication topics in interpersonal or organizational communication.Implement a research project.Prepare a written report of the research.","4"
"","COMS 8240","Communication and Identity","This course is designed to provide an introduction to identity and communication related specifically to interpersonal, intergroup and/or organizational communication contexts. Specifically, this course covers both foundational and contemporary theory, research and practice related to identity and identification in at least one of these substantive areas. Students study multiple theoretical, conceptual and methodological approaches to understanding communication and identity. The course requires students to think critically about core research programs that have guided our field.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Describe the major theories within identity and communication.Describe the trajectory of research programs in the field of communication related to identity and/or identification as it’s been applied to interpersonal, intergroup, and/or organizational contexts.Synthesize bodies of literature in order to build, evaluate, and critique theory.Synthesize research, design research studies, and analyze data related to identity and communication.Articulate their own theoretical and methodological assumptions about identity research and communication and how these assumptions guide their own communication and their own research","4"
"","COMS 8250","Communication in Personal & Social Relationships","The formation, maintenance, and dissolution of relationships comprises a large portion of our communication. These relationships may include romantic partnerships, friendships, family relationships, work relationships, and caregiver relationships, to name a few.  In this class, students will investigate communication processes present in these relationships as well as relevant constructs, theories, and topics in order to gain a more complete and advanced understanding of interpersonal communication at both the abstract (theories, empirical research) and concrete (conducting their own research) levels.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Thoroughly understand and evaluate the quality of scholarly writing related to personal and social relationships.Define and explain basic communication terms and principles that serve as a basis for relational communication.Demonstrate knowledge of theories and processes related to relational communication in a variety of relationship types.Evaluate the strengths and weaknesses of relational communication theories.Explain how relational processes function to establish, develop, and maintain interpersonal relationships.Apply principles of relational communication to various situations and demonstrate competent communication practices that respect diverse perspectives.Appropriately apply course concepts to the design and write-up of research project that would be worthy of submission to an academic conference or scholarly journal.","4"
"","COMS 8260","Communication, Innovation, and Organizational Change","Advanced seminar in organizational communication that focuses on the ways communication enables organizing around innovation and facilitates organizational change. Specifically, this course highlights communication between individual organizational members, in groups and teams, across organizational units, and between organizations and their communities.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Demonstrate knowledge of the major theories of innovation and change within organizational communication.Evaluate research on group and organizational communication processes relevant to innovation and change.Analyze structural aspects of organizing that influence innovation and change.Explain innovation and change communication at individual, group, organizational, and community levels.Synthesize bodies of relevant literature in order to build, evaluate, and critique theory addressing a specific topic related to innovation, change, and communication.Apply knowledge in an independent research project/proposal.Synthesize research, design research studies, and analyze data related to communication, innovation, and organizational change.","4"
"","COMS 8270","Dialogue, Narrative, and Communication","This course is an advanced seminar focusing on dialogue and narrative communication as topics in interpersonal communication and organizational communication theory and research. This course examines in-depth dialogical communication, narrative communication, and a combination of the two in composing the practices of interpersonal or organizational communication contexts.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Demonstrate knowledge of the major theories within dialogical and narrative communication scholarship.Define and explain basic communication terms and principles that serve as a basis for inquiry in the focal domain.Evaluate the strengths and weaknesses of the relevant theories of dialogical and narrative communication.Apply principles of dialogical and narrative communication to pertinent situations and demonstrate competent communication practices that respect diverse perspectives.Demonstrate appropriate, ethical use of dialogical and narrative communication practices in research and everyday situations.Synthesize bodies of relevant literature in order to build, evaluate, and critique theory addressing dialogical and narrative communication inquiry.Synthesize material and create a scholarly paper.Synthesize research, design research studies, and analyze data related to dialogical and narrative communication.Articulate students’ own theoretical and methodological assumptions concerning a specific topic area of inquiry addressing dialogical and/or narrative communication and how these assumptions guide their own research.","4"
"","COMS 8280","Topics in Advanced Interpersonal Communication","This course is an advanced seminar focusing on the role and dynamics of interpersonal communication employed across a range of personal and public relationships and contexts. Topic varies with instructor. Students may repeat course as topics rotate for a total of 12 credits.   Requisites:   Repeat/Retake Information: May be repeated for a maximum of 12.0 hours.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Demonstrate knowledge of the major theories within interpersonal communication addressing the specialized topic of the seminar.Define and explain basic communication terms and principles that serve as a basis for inquiry in the focal domain.Evaluate the strengths and weaknesses of the relevant theories of interpersonal communication.Demonstrate appropriate, ethical use of interpersonal communication practices in research and everyday situations.Synthesize bodies of relevant literature in order to build, evaluate, and critique theory addressing a specific topic of interpersonal communication inquiry.Synthesize material and create a scholarly paper.Synthesize research, design research studies, and analyze data related to interpersonal communication.Recognize and articulate their own theoretical and methodological assumptions concerning a specific topic area of interpersonal communication inquiry and how these assumptions guide their own interpersonal communication and their own research.","4"
"","COMS 8285","Topics in Advanced Organizational Communication","This course is an advanced seminar focusing on the role and dynamics of communication employed across a
range of organizational contexts. Topic varies with instructor. Students may repeat course as topics rotate for a
total of 12 credits.   Requisites:   Repeat/Retake Information: May be repeated for a maximum of 12.0 hours.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Students will be able to demonstrate knowledge of the major theories within organizational communication addressing the specialized topic of the seminar.Students will be able to define and explain basic communication terms and principles that serve as a basis for inquiry in the focal domain.Students will be able to evaluate the strengths and weaknesses of the relevant theories of organizational communication.Students will be able to apply principles of organizational communication to pertinent situations and demonstrate competent communication practices that respect diverse perspectives.Students will be able to demonstrate appropriate, ethical use of organizational communication practices in research and everyday situations.Students will be able to synthesize bodies of relevant literature in order to build, evaluate, and critique theory addressing a specific topic of organizational communication inquiry.Students will be able to apply knowledge in an independent research project/proposal.Students will be able to synthesize research, design research studies, and analyze data.Students will be able to explain their theoretical and methodological assumptions concerning a specific topic area of interpersonal communication inquiry and how these assumptions guide their own interpersonal communication and their own research.","4"
"","COMS 8290","Topics in Relating and Organizing","Advanced seminar focusing on the role and dynamics of communication employed in the processes of relating and organizing. Topic varies with instructor. Course topics will vary; may repeat course as topics rotate for a total of 12 credits.   Requisites:   Repeat/Retake Information: May be repeated for a maximum of 12.0 hours.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  To analyze scholalry literature to achieve a depth of understanding about a theorist, body of literature, or resaerch method under the supervision of a faculty member in COMS.","4"
"","COMS 8300","Rhetorical Theory","Covers main concepts and principal figures in the history of rhetorical theory. Begins with classical Greece and ends with postmodernity.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Explain rhetorical influences in one’s own scholarly pursuits.Identify major theorists and theories in the historical development of rhetorical theory.Identify theoretical influences in published studies that examine rhetorical phenomena.Teach rhetorical concepts in the classroom.","4"
"","COMS 8310","Rhetoric and Popular Culture","This course introduces students to major works in the study of rhetoric, popular culture, and their relationship. It assumes that forms of popular culture (e.g., popular music, advertising, television programming, popular novels, etc.) are social artifacts that serve an important persuasive function in society. Popular culture provides conceptual and practical frameworks that orient individuals to the world. Thus, this course will help graduate students to develop a set of theoretical, methodological, and analytical resources for researching and interpreting the persuasive functions of popular culture in specific historical and geographical contexts.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Evaluate the quality of published studies of popular culture phenomena.Explain the relationships among popular culture phenomena, rhetoric, and fans’ meaning-making practices.Identify the theoretical influences in published studies of popular culture phenomena.Understand the theoretical foundations of the rhetorical study of popular culture phenomena.Write a convention paper analysis of a popular culture phenomena using a rhetorical perspective.","4"
"","COMS 8320","Rhetorical and Communicative Functions of Technology","This course examines the creation of meaning in verbal and graphic texts in speech, print, and electronic environments, with emphasis on the cultural significance of various communication technologies.  In addition to discussions of theory, the course includes hands-on explorations of electronic examples (including radio, cell phones, games, and Internet applications), especially in contrast to print and speech, and consideration of social, economic, and technical dimensions of mediated culture.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Apply those theories to examples of various mechanical, and electronic media (from print to DVDs and the WWW), including a research project of your own choice and development.Describe the body of theory on the relation of communication technologies to meaning-making.Evaluate the utility and relevance of existing knowledge on meaning making in electronic environments, and express those judgments orally and in writing.Expand that body of knowledge in a direction relevant to your own professional or scholarly interests with a research paper suitable for delivery at an academic conference.","4"
"","COMS 8330","Feminist Rhetorical Theory","This course will begin with an examination of what it means to ‘write women into the history of rhetoric’. This examination will provide the backdrop for an initial historiographical approach to women’s contributions to rhetorical theory. Beyond this initial focus, the course will examine recent developments in feminist theory that impinge on or work from an understanding of rhetoric. As such, the course cuts across both historical and theoretical boundaries mapping the space for a feminist rhetoric.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Define and explain differences between feminist waves, especially in reference to 2nd and 3rd wave feminism.Define and explain poststructural feminism and differentiate from standpoint theory.Define and explain what is meant by “feminisms.”Demonstrate an ability to critically assess strengths and weaknesses of different feminist theoretical positions.Distinguish between and among rhetorical feminists, such as Kramerae, hooks, Starhawk, Daly, Minh Ha.","4"
"","COMS 8340","Rhetorical Criticism","Theories and methodologies of selected modern critics. Exploration of interdisciplinary dimensions in criticism of rhetorical interactions. Class and individual projects.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 3.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Comprehend the elements of a compelling rhetorical criticism.Evaluate the quality of a work of rhetorical criticism .Explain the relationship between rhetorical theory and rhetorical criticism.Identify how a work of rhetorical criticism reflects a particular paradigmatic perspective.Identify specific critical approaches at work in rhetorical criticism.Successfully integrate an analysis of text, context, and audience in a work of rhetorical criticism.","4"
"","COMS 8350","Studies in American Rhetoric","This course surveys examples of American rhetoric, broadly construed to include rhetorical traditions of native peoples before European contact as well as genres of public address and other rhetorical forms in many media across the political, social, and media history of the United States.  The communication discipline’s critical approaches to the various ideological, regional, and demographic traditions of American rhetoric are central to the course. Students gain a foundation for research in both historical and contemporary American rhetoric, especially as manifestations of the ancient rhetorical principle of kairos–appropriateness to time, place, and circumstances.   Requisites:   Repeat/Retake Information: May not be retaken.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Students will be able to describe and compare rhetorical and ideological features of major American traditions of public address and other expression, both discursive and imaginative, in various media from eras before European contact to the present.Students will be able to explain, compare, and apply appropriate critical approaches for analyzing American rhetorical practices across historical and demographic traditions.Students will be able to research, analyze, and evaluate at least one major example for its historical and contemporary relevance to American rhetorical traditions.","4"
"","COMS 8360","Topics in Communication and Cultural Critique","This course addresses the convergent aims of rhetoric and cultural studies, viewing both traditions as theoretical invitations to political and cultural critique. It acknowledges the rich and contested histories of both intellectual traditions and engages modes of inquiry that attend to matters of culture, identity, representation, power, ideology, and democracy as they implicate and intersect with our understandings of communicative practices and behaviors. Through the course, students become familiar with the common influences and divergent histories of rhetoric and cultural studies so that they may more productively engage in scholarship that contributes to the critique of public culture. Topics vary. Students may repeat the course for a total of 12 credits.   Requisites:   Repeat/Retake Information: May be repeated for a maximum of 12.0 hours.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,WP,WF,WN,FN,AU,I  Learning Outcomes:  Define key concepts and terms that reflect the intersection of rhetoric and cultural studies.Identify common sites of ideology and cultural production.Critique common uses of identity, representation, and power.Use critical and cultural theory to ask questions about communication practices.Compare and contrast different intellectual and theoretical approaches to cultural critique.Describe and apply the necessary components of a cultural critique research paper.","4"
"","COMS 8390","Topics in Rhetoric and Culture","This course provides a specific focus in a topic area related to Rhetoric and Culture. Topics will vary and the course may be repeated three times.   Requisites:   Repeat/Retake Information: May be repeated for a maximum of 12.0 hours.  Lecture/Lab Hours: 4.0 seminar  Grades: Eligible Grades: A-F,PR,WP,WF,WN,FN,AU,I  Learning Outcomes:  Define key concepts and terms that reflect the specific topic of studyIdentify common artifacts, texts, and discourses that characterize the topic of studyCompare and contrast common theories and methods used to explore the topic of studyIdentify exemplary scholarship in the topic of studySynthesize material and create a scholarly paper that addresses the topic of study","4"
