courseId,courseName,courseDescription,courseCredits,courseSubject,courseLevel,courseCampus
AG 212,Leadership Practice: Poly Royal Rodeo,"Application of the management and operations of the Poly Royal Rodeo event taking place during Open House at Cal Poly. Principles and procedures in planning, organizing, financing, promoting, and managing a major collegiate rodeo and the rodeo industry are discussed. Credit/No Credit grading only.","(None, None)",Agriculture (Ag),,
AG 243,Theory and Practice of Rodeo,"Beginning skills in the event areas of rodeo. Areas include saddle bronc, bareback, and bull riding; calf, team, and breakaway roping; steer wrestling, goat tying, and barrel racing. Total credit limited to 4 units. Credit/No Credit grading. 2 activities.","(None, None)",Agriculture (Ag),,
AG 315,Principles of Organic Crop Production,"Origins, application, regulation and technology of organic crop production. Theoretical and practical issues surrounding organic crop production from a cross-disciplinary perspective. Topics include the history of the organic movement; current regulation and certification; and field management practices and technologies. Field trip required. Crosslisted as AG/PLSC 315. Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog). Formerly AEPS/AG 315.","(None, None)",Agriculture (Ag),,
AG 330,"Cal Poly Land: Nature, Technology, and Society","Scientific investigation of the natural features of the Cal Poly landscape and their transformations by land management technology. Environmental, economic, social, and political effects of agriculture, resource extraction, construction technology. Educational, land-use, long term planning issues. Crosslisted as AG/ISLA/SCM/UNIV 330. Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog).","(None, None)",Agriculture (Ag),,
AG 339,Internship in Agriculture,Selected students will spend up to 12 weeks with an approved agricultural firm engaged in production or related business. Time will be spent applying and developing production and managerial skills and abilities. One unit of credit may be allowed for each full week of completed and reported internship. Credit/No Credit grading.,"(1, 12)",Agriculture (Ag),,
AG 350,The Global Environment,"Interdisciplinary investigation of how human activities impact the Earth's environment on a global scale. Examination of population, resource use, climate change, and biodiversity from scientific/technical and social/economic/ historical/political perspectives. Use of remote sensing maps. Sustainable solutions. Course may be offered in classroom-based, online, or hybrid format. Crosslisted as AG/EDES/ENGR/GEOG/ISLA/SCM/UNIV 350. Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog).","(None, None)",Agriculture (Ag),,
AG 360,Holistic Management,"Application of holistic management, a goal-oriented, value-driven framework for making ecologically, economically, and socially sound decisions. Holistic approach to management, especially of land-based resources, aimed toward greater biodiversity and sustainability. Crosslisted as AG/ASCI 360. Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog).","(None, None)",Agriculture (Ag),,
AG 400,Special Problems for Advanced Undergraduates,"Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 4 units, with a maximum of 2 units per quarter. Credit/No Credit grading only.","(1, 2)",Agriculture (Ag),,
AG 410,Advanced Agricultural Leadership Experience,"Activities that promote personal growth and development from a leadership perspective. Special attention on recruiting, organizing, and engaging volunteers. Teambuilding, cooperation, communication, problem solving, time management, and organization skills are emphasized. Guiding students in serving others in major student activities. The Class Schedule will list topic selected. Total credit limited to 2 units. 1 activity.","(None, None)",Agriculture (Ag),,
AG 412,Advanced Leadership Practice: Poly Royal Rodeo,"Management and oversight of Poly Royal Rodeo during Cal Poly Open House. Proficiency in problem-solving as leaders and as a team. Discuss principles and procedures in planning, organizing, financing, promoting, and managing a major collegiate rodeo and the rodeo industry. Field trip may be required. Credit/No Credit grading only.","(None, None)",Agriculture (Ag),,
AG 413,Committee Management: Poly Royal Rodeo,"Continuation ofAG 412. Oversight of volunteers, committee members and interacting with event attendees. Emphasis on leadership, problem solving and building a new management team. Annual evaluation of events and planning for future events while successfully mentoring new students. Field trip may be required.","(None, None)",Agriculture (Ag),,
AG 452,Issues Affecting California Agriculture,Interactive seminars with speakers from government and industry covering policy and regulations affecting California agriculture. Students develop an understanding of agricultural policy and work in teams to develop a public presentation and position paper on a significant issue. Field trip to Sacramento required. 4 seminars.,"(None, None)",Agriculture (Ag),,
AG 485,Cooperative Education Experience,"Part-time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. No major credit allowed; total credit limited to 12 units. Credit/No Credit grading only.","(None, None)",Agriculture (Ag),,
AG 495,Cooperative Education Experience,"Full-time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. No major credit allowed; total credit limited to 24 units. Credit/No Credit grading only.","(None, None)",Agriculture (Ag),,
AG 500,Individual Study,Advanced independent study planned and completed under the direction of a member of the college faculty. Total credit limited to 6 units.,"(1, 6)",Agriculture (Ag),,
AG 539,Graduate Internship in Agriculture,"Application of theory to the solution of problems of agricultural production or related businesses in the field. Analyze specific management problems and perform general management assignments detailed in a contract between the student, the firm or organization, and the faculty advisor before the internship commences. Degree credit limited to 6 units.","(1, 9)",Agriculture (Ag),,
AG 581,Graduate Seminar,Advanced topics in agriculture and natural resources. Group study of current research and industry trends. Invited speakers covering a variety of topics. Total credit limited to 3 units. 1 hour seminar.,"(None, None)",Agriculture (Ag),,
AG 585,Cooperative Education Experience,"Advanced study analysis and part-time work experience in student's career field; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Total credit limited to 9 units. Credit/No Credit grading only.","(None, None)",Agriculture (Ag),,
AG 595,Cooperative Education Experience,"Advanced study analysis and full-time work experience in student's career field; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Total credit limited to 9 units. Credit/No Credit grading only.","(None, None)",Agriculture (Ag),,
AG 598,Reading and Conference,"Systematic development of an agricultural thesis research project including literature searches, reports and experimental design. Repeatable for up to 12 units. Credit/No Credit grading only.","(1, 12)",Agriculture (Ag),,
AG 599,Thesis,"Systematic research of a significant problem. Thesis will include problem identification, significance, methods, data analysis, and conclusion. Students must enroll every quarter in which facilities are used or advisement is received. Degree credit limited to 6 units.","(1, 9)",Agriculture (Ag),,
ASCI 101,Introduction to the Animal Sciences,"Economic, environmental and societal impact of the livestock, poultry and horse industries. Basic terminology, anatomy, and physical requirements of animals. Career and academic planning. Co-curricular, extra-curricular, and post-graduate opportunities. Required of all first-time students in the Animal Science Department. Credit/No Credit grading only.","(None, None)",Animal Science (Asci),,
ASCI 112,Principles of Animal Science,"Comparative physiology of digestive, endocrine, and reproductive systems in animals. Principles of nutrition, genetics, growth, behavior, food processing and safety of animals. Current issues including biosecurity, animal welfare, and government safeguards for human and animal health. Course may be offered in classroom-based or online format. Fulfills GE Area B2.","(None, None)",Animal Science (Asci),,
ASCI 200,Special Problems,"Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 4 units, with a maximum of 3 units per quarter. Credit/No Credit grading only.","(1, 4)",Animal Science (Asci),,
ASCI 203,Animal Parasitology,"Identification, life cycles, prevention and control of the common external and internal parasites causing economic loss in livestock.","(None, None)",Animal Science (Asci),,
ASCI 211,Meat Science,"Muscle food processing methods and operations. Conversion of muscle to meat. Meat inspection, grading, composition, curing, preservation, food safety and related topics. Carcass beef, pork, and lamb processed into consumer ready products. Course may be offered in classroom-based or online format.","(None, None)",Animal Science (Asci),,
ASCI 212,Livestock Show Management,"Application of the management and operations of Cal Poly's Western Bonanza Livestock Show. Principles and procedures in planning, organizing, financing, promoting and managing a major livestock show and the fair industry. Total credit limited to 6 units. Not open to students with credit forASCI 412orASCI 413.","(None, None)",Animal Science (Asci),,
ASCI 214,Equine Management,"Application of safety, risk reduction, horsemanship skills. Develop a working equine/human relationship. Selection and application of nutrition, equipment, preventive health and farrier program, and equitation skills. Total credit limited to 6 units.","(None, None)",Animal Science (Asci),,
ASCI 215,Safe Handling of Animal-Based Foods for Consumers,"Safe food handling of meat, dairy and egg products, emphasizing consumer knowledge in food safety from farm to table. Ecology of microorganisms in the kitchen environment. Detection, enumeration, and identification of pathogens and indicator microorganisms in animal-based food products. Fulfills GE Areas B2 and B3 (GE Areas B2 and B4 for students on the 2019-20 or earlier catalogs).","(None, None)",Animal Science (Asci),,
ASCI 220,Introductory Animal Nutrition and Feeding,Nutrient digestion and absorption; basic functions of major nutrient classes; NRC feed classification and feedstuff characteristics; Van Soest system of fiber analysis and practical applications; feed processing:  effects on feeds and nutrient availability; nutrient requirements of animals; diet formulation techniques.,"(None, None)",Animal Science (Asci),,
ASCI 221,Introduction to Beef Production,"Survey of industry characteristics, breeds, market classes, production systems, and current issues facing the beef industry.","(None, None)",Animal Science (Asci),,
ASCI 222,Systems of Swine Production,"Structure of the pork industry in the U. S. ; production standards and new technologies; breed systems. Market classification, product quality and quality assurance. Swine behavior and husbandry systems; biosecurity, health and feeding systems and management.","(None, None)",Animal Science (Asci),,
ASCI 223,Systems of Small Ruminant Management,"Sheep and goat industry overview, populations, trends, cultural implications, breed identification, nutritional, reproductive, health, marketing, and herd management of sheep and goats. Field trip may be required.","(None, None)",Animal Science (Asci),,
ASCI 224,Equine Science,"History, status of the horse industry, breeds. Application of management skills, safety, conformation evaluation, hoof and leg conformation and care. Understanding equine behavior. Insurance and tax ramifications. Pedigree analysis. Alternate therapies.","(None, None)",Animal Science (Asci),,
ASCI 225,Introduction to Poultry Management,"Introduction to modern techniques in poultry production, processing, marketing and price discovery. Consumption trends, breeds and consumer grades. Laboratory application of management skills, health care, keeping of production and accounting records and processing techniques.","(None, None)",Animal Science (Asci),,
ASCI 226,Livestock Evaluation,Utilization of objective and subjective estimation measures in establishing economic worth of domestic animals of the three meat animal species and horses.,"(None, None)",Animal Science (Asci),,
ASCI 227,Companion Animal Science,"Companion animal anatomy and physiology, reproduction, nutrition, behavior, management, common parasites, and infectious diseases. Scientific method in studying the human-animal bond. Application of biological concepts to problems related to companion animals. Trends in pet industry including animal welfare issues.","(None, None)",Animal Science (Asci),,
ASCI 228,Equine Evaluation,"Appraisal of equine breeds at halter and in performance classes. Evaluate horse classes, decide their order of placement, and then orally justify these decisions to a judge. The relationship of equine anatomy and physiology on competitive performance.","(None, None)",Animal Science (Asci),,
ASCI 229,Anatomy and Physiology of Farm Animals,"Comprehensive overview of the principal systems of farm animals using an integrative, systemic approach to learning the homeostasis of mammalian organisms so the information can be applied to their daily care and management.","(None, None)",Animal Science (Asci),,
ASCI 232,General Animal Science Laboratory,Basic handling skills of livestock; introductory selection of livestock; basic feedstuff identification and processing; and health care practices.,"(None, None)",Animal Science (Asci),,
ASCI 239,Principles of Rangeland Management,"Characteristics of rangeland ecosystems, processes of directing ecological change, the history of their management, particularly in North America. Laboratory activities introduce basic ecological monitoring practices, including quantification of biomass, soil cover, and species composition. Replaces ASCI 329.","(None, None)",Animal Science (Asci),,
ASCI 260,Preparation of Livestock for Shows and Sales,"Techniques, equipment and knowledge necessary in order to properly condition, groom, and present beef cattle or horses for evaluation and merchandising. 3 activities.","(None, None)",Animal Science (Asci),,
ASCI 265,Equine Behavior and Training,"Training of weanling and yearling horses at halter. Selection of proper attire for the handler and equipment for the horse. Application of safe, behavioral training techniques enabling the horse to accept handling, farrier and health care. 3 activities.","(None, None)",Animal Science (Asci),,
ASCI 270,Selected Topics,Directed group study of selected topics. The Class Schedule will list topic selected. Total credit limited to 8 units.,"(1, 4)",Animal Science (Asci),,
ASCI 290,Animal Production and Management Enterprise,"Beginning field experience in animal production systems. May include health, nutrition, reproduction, management, processing, budgeting, and/or marketing exercises. Total major credit forASCI 290limited to 6 units. Total credit forASCI 290limited to 10 units. Credit/No Credit grading only.","(1, 5)",Animal Science (Asci),,
ASCI 302,Animal Genetics,"Mendelian, population, quantitative, and molecular genetics as related to animal management practices. Predicted responses to natural and artificial selection in domesticated and wild animal populations.","(None, None)",Animal Science (Asci),,
ASCI 304,Animal Genomics,"Application of genetic principles for domestic animal improvement. Improving animal performance and health through use of genetic markers and diagnostics, gene mapping, and related current technologies. Course may be offered in classroom-based or online format.","(None, None)",Animal Science (Asci),,
ASCI 310,Technical Veterinary Skills,"Restraint and handling of animals, physical examination, necropsy procedure, basic wound management, applied pharmacology. Reproduction and herd health programs.","(None, None)",Animal Science (Asci),,
ASCI 311,Advanced Beef Cattle System Management,"Management principles for the sustainability of commercial beef cattle operations. Systems approach for goal setting, financial analysis, range management, breeding systems, nutrition, health programs, marketing, and production practices to enhance profitability of commercial cow-calf operations.","(None, None)",Animal Science (Asci),,
ASCI 312,Production Medicine,"Basic disease concepts. Fundamentals of immunology and therapeutics. Disease prevention principles, infectious and non-infectious. Pre-harvest food safety and milk and meat quality assurance. Herd health management programs for production efficiency and product quality.","(None, None)",Animal Science (Asci),,
ASCI 315,Equine Biomechanics,"Anatomy and physiology of the equine hoof and limb. An understanding of the art and science of the farrier's work. Evaluation of proper hoof care, trimming, and shoeing. Foot and leg conformation as it relates to sound locomotion.","(None, None)",Animal Science (Asci),,
ASCI 319,Physiological Chemistry of Animals,"Integration of the principles of chemistry, biochemistry, physiology and nutrition to understand metabolism of carbohydrates, lipids and proteins at the cellular, organ and whole animal level. Regulation and coordination of metabolic function within and across tissues in domesticated and wild animals. Course may be offered in classroom-based or online format. Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog).","(None, None)",Animal Science (Asci),,
ASCI 321,Zoonoses and Veterinary Public Health Concerns,Public health concerns including:  animal and bird diseases which may be transmitted to people; pre-harvest food safety and handling concerns; and environmental public health hazards.,"(None, None)",Animal Science (Asci),,
ASCI 324,Advanced Equine Evaluation,"Appraising the relative merit of individual horses in halter and performance through the application, development and refinement of deductive and inductive logical processes. Oral and written expression of the selection rationale.","(None, None)",Animal Science (Asci),,
ASCI 325,"Egg Production, Processing and Distribution","Management of replacement pullets and laying hens including flock scheduling, vaccination and handling procedures, nutrition management, costs of operation and production projections. Quality determination, processing, sales and distribution of shell eggs and egg products.","(None, None)",Animal Science (Asci),,
ASCI 326,Advanced Livestock Evaluation,Application of deductive and inductive logical processes in appraising the relative merit of individual animals within a group sample. Oral expression of the selection rationale. Total credits limited to 4 units.,"(None, None)",Animal Science (Asci),,
ASCI 330,Poultry Meat Production and Processing,"Modern production techniques for the poultry meat industry. Management of hatcheries, poultry production, and poultry meat processing.","(None, None)",Animal Science (Asci),,
ASCI 333,Equine Reproduction,"Management of the breeding farm, breeding problems, diseases, study of estrus cycles, servicing the mare, handling stallions. Breeding systems, teasing, embryo transfer, ultrasound pregnancy diagnosis, new developments in breeding technology.","(None, None)",Animal Science (Asci),,
ASCI 339,Internship in Animal Science,Selected Animal Science students will spend up to 12 weeks with an approved agricultural firm engaged in production or related business. Time will be spent applying and developing production and managerial skills and abilities. One unit of credit may be allowed for each full week of completed and reported internship. Major credit limited to 6 units. Total credit limited to 12 units. Credit/No Credit grading only.,"(1, 12)",Animal Science (Asci),,
ASCI 340,Animal Welfare and Ethics,Introduction to moral principles that have shaped the field of animal welfare science. Definition of Animal Welfare. Identification of science-based measures of welfare. Course may be offered in classroom-based or online format.,"(None, None)",Animal Science (Asci),,
ASCI 342,Poultry Business Management,"Organization and management of vertically integrated poultry operations. Personnel management, cash flow analysis, cash vs. accrual accounting, structuring of financial statements, projecting product outputs and cash flow needs, employee benefit programs and insurance needs for poultry companies.","(None, None)",Animal Science (Asci),,
ASCI 344,Equine and Human Communication,"Behavior of the horse and its relationship with people. Learning, motivation, social behavior and communication with techniques to improve the safety and understanding between people and horses. Total credit limited to 6 units. 3 activities.","(None, None)",Animal Science (Asci),,
ASCI 345,Equine Behavior Modification,"Advanced principles of equine behavior modification for training young horses under saddle. Identifying differences in individual horse's attitudes, techniques to teach horses to respond to different stimuli, management of young equine athlete. 5 activities.","(None, None)",Animal Science (Asci),,
ASCI 346,Equine Nutrition,"Equine digestion, diet development considerations and evaluations, nutritional management, and the relationship of respective topics to recommended feeding practices, research data, and nutritional portfolios. Information is based on recent advances in horse nutrition and the National Research Council's Nutrient Requirements for Horses.","(None, None)",Animal Science (Asci),,
ASCI 347,Equine Exercise Physiology,"Applied physiology of the exercising horse. Examine different physiological systems:  muscular, cardiovascular, respiratory, and nutritional. Gait analysis, lameness, and treatment. The athletic horse:  sports medicine, conditioning, drugs, and necropsy evaluation. A distance learning course.","(None, None)",Animal Science (Asci),,
ASCI 350,Nonruminant Nutrition,"Comparison of nonruminant and ruminant digestive systems, nutrient requirements, risk management for ingredients, formulation and nutritional management. Influence of growth and production curves, consumption patterns, and feeding management in commercial poultry and swine industries. Feed manufacturing and governmental regulations.","(None, None)",Animal Science (Asci),,
ASCI 351,Reproductive Physiology,"Reproductive anatomy of male and female farm animals. General endocrinology and systemic physiology. Endocrine system effects on the various aspects of reproduction, such as:  gametogenesis, estrus, gestation, parturition, mothering and seasonality. Introduction to reproductive biotechnology and embryo manipulation.","(None, None)",Animal Science (Asci),,
ASCI 355,Ruminant Nutrition,Digestive physiology and nutrition of ruminants. Anatomy and physiology of the digestive tract. Rumen microbial fermentation. Nitrogen utilization and metabolism. Energy partitioning. Net energy system. Range livestock and feedlot nutrition. Supplementation. Common metabolic and nutritional dysfunctions. Diet formulation.,"(None, None)",Animal Science (Asci),,
ASCI 360,Holistic Management,"Application of holistic management, a goal-oriented, value-driven framework for making ecologically, economically, and socially sound decisions. Holistic approach to management, especially of land-based resources, aimed toward greater biodiversity and sustainability. Crosslisted as AG/ASCI 360. Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog).","(None, None)",Animal Science (Asci),,
ASCI 363,Undergraduate Seminar,"Major developments in the chosen field of the student. Discussion of new developments, policies, practices, and procedures. Each individual is responsible for the development and presentation of a topic in the chosen field, resume, and cover letter. Course may be offered in classroom-based or online format. 2 seminars.","(None, None)",Animal Science (Asci),,
ASCI 366,Veterinary Pharmacology,"Investigation of pharmacological principles applied to animal systems. Overview of drugs acting on the nervous, endocrine, circulatory, urinary systems, and reproductive systems, specialty areas of pharmacology, and pharmacogenomics of livestock and companion animals.","(None, None)",Animal Science (Asci),,
ASCI 370,Rangeland Improvements,"Review of practices used for improving the productivity or ecological functions of rangeland landscapes managed for grazing livestock, wildlife, or for ecological and/or aesthetic values.","(None, None)",Animal Science (Asci),,
ASCI 372,California Rangeland & Ranch Resource Management,"Natural resource management practices recommended for regulatory compliance and resource protection of rangeland ecosystems in California. Regulations that impact rangeland management under the Clean Water and Porter-Cologne Acts, and State and Federal endangered species protections.","(None, None)",Animal Science (Asci),,
ASCI 400,Special Problems for Advanced Undergraduates,"Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 4 units, with a maximum of 4 units per quarter. Credit/No Credit grading only.","(1, 4)",Animal Science (Asci),,
ASCI 403,Applied Biotechnology in Animal Science,,"(None, None)",Animal Science (Asci),,
ASCI 405,Domestic Livestock Endocrinology,"Endocrine homeostasis with emphasis on the influence of hormones involved in digestion, metabolism, calcium and phosphorous, thyroid gland, adrenal gland, reproduction, and pregnancy. Signaling pathways.","(None, None)",Animal Science (Asci),,
ASCI 406,Applied Animal Embryology and Assisted Reproduction,"Comparative physiology and molecular understanding of oocyte development, fertilization, culturing, cryopreservation and micromanipulation of gametes and embryos.","(None, None)",Animal Science (Asci),,
ASCI 407,Assisted Reproduction Technologies of Gametes and Embryos Laboratory,"Coverage of current resources, advanced techniques and methodologies of assisted reproduction of gametes and embryos involving in-vivo collection, in-vitro fertilization, cryopreservation and micromanipulation.","(None, None)",Animal Science (Asci),,
ASCI 410,Applied Animal Behavior Science,"Principles of behavior applied to animals in managed environments. Observation and measurement of behavior, including sampling and recording methods. Learning, including training and operant conditioning. Discussion of issues related to behavioral welfare. Etiology and management of maladaptive behavior.","(None, None)",Animal Science (Asci),,
ASCI 412,Advanced Livestock Event Planning,Organization and planning for the Western Bonanza Junior Livestock Show. Establishment of committee assignments and show manager responsibilities. Corporate partnerships established and fund raising begun. Planning for activities and guest speakers and new student recruitment. Total credit limited to 6 units.,"(None, None)",Animal Science (Asci),,
ASCI 413,Advanced Livestock Event Management,"Student management of the Western Bonanza Junior Livestock Show. Leadership skills, team building, media relations, use of computer applications, livestock and fair industry contacts and mentoring to new students. Application of knowledge learned inASCI 412. Total credit limited to 2 units. 1 activity.","(None, None)",Animal Science (Asci),,
ASCI 415,HACCP for Meat and Poultry Operations,Using Hazard Analysis and Critical Control Point (HACCP) principles to develop regulatory inspection plans for meat and poultry operations; development and use of prerequisite programs; microbiological and process overviews.,"(None, None)",Animal Science (Asci),,
ASCI 419,Animal Metabolism and Nutritional Modeling,"Relation of nutrient metabolism to animal production, exploration of systems used in development of animal nutritional models. Course may be offered in classroom-based or online format. Formerly ASCI 420.","(None, None)",Animal Science (Asci),,
ASCI 425,Meat Industry Study Tour,"Study tour of commercial meat businesses. Livestock harvest and carcass fabrication, further meat processing, retail and food service operations. Personnel, processing procedures, regulatory standards, industry specifications and current issues. Travel for 4 days. 2 activities.","(None, None)",Animal Science (Asci),,
ASCI 438,Systemic Animal Physiology,"Homeostatic relationships of organ systems. Cardiovascular, respiratory, urogenital and neuro-endocrinological functions.","(None, None)",Animal Science (Asci),,
ASCI 440,Immunology and Diseases of Animals,"Introduction to immune system, including innate and acquired immunity of domesticated animals. Application of immunological analyses and examination of current disease issues in domesticated animals.","(None, None)",Animal Science (Asci),,
ASCI 450,Computer Applications in Animal Science: Spreadsheet Analysis,Development of spreadsheets relating to livestock production. Integration of database and analytical techniques. Cost-benefit analyses of livestock production systems.,"(None, None)",Animal Science (Asci),,
ASCI 455,Advanced Equine Reproductive Technologies,"Assisted reproductive technologies in horses; use of gametes from normal and sub-fertile horses; manipulation of sub-fertile horses, donor and recipient mares; manipulation of endocrine system; embryo utilization; cryobiology of gametes and embryos; assessment of high-risk mare, fetus, and neonate.","(None, None)",Animal Science (Asci),,
ASCI 460,Rangeland Assessment and Planning,"Examination of methods used for determining the healthy and function of rangeland ecosystems, and the application of planning processes used in the management of rangelands and associated ecosystems. Field trip required.","(None, None)",Animal Science (Asci),,
ASCI 465,Applied Practices for Monitoring California Rangelands,"Theory and application of grassland and brushland assessment and monitoring practices for evaluating grazing use, wildlife habitat quality, and fuels condition, and general ecological health. Course completion may be counted towards professional certifications. The course is intentionally structured to accommodate inservice training for federal land management agency and conservation organization staff.","(None, None)",Animal Science (Asci),,
ASCI 470,Selected Advanced Topics,Directed group study of selected topics for advanced students. Open to undergraduate and graduate students. The Class Schedule will list topic selected. Total credit limited to 8 units.,"(1, 4)",Animal Science (Asci),,
ASCI 471,Selected Advanced Laboratory,Open to undergraduate and graduate students. The Class Schedule will list topic selected. Total credit limited to 8 units.,"(1, 4)",Animal Science (Asci),,
ASCI 477,Senior Project - Research Experience in Animal Science,Independent research experience in a specific area of animal science conducted under faculty supervision. Satisfies senior project requirement. Minimum 90 hours required.,"(None, None)",Animal Science (Asci),,
ASCI 478,Senior Project - Advanced Internship Experience in Animal Science,Independent internship experience conducted under faculty supervision focusing on a discipline area of animal science. Completion of a project as a component of the internship. Satisfies senior project requirement. Minimum 90 hours required.,"(None, None)",Animal Science (Asci),,
ASCI 479,Senior Project - Current Topics in Animal Science,"Critical evaluation and formal presentation of current issues facing animal agriculture. Evaluation of current topics, analysis of supporting evidence and logic, and synthesis and formal presentation of the resulting perspectives on different approaches to current challenges.","(None, None)",Animal Science (Asci),,
ASCI 484,Processed Meat Products,"Physical, chemical and functional characteristics of meat food raw materials. Science and technology of value-added processing including curing, sausage manufacture, low moisture products, and restructuring. Quality assurance and related current industry topics. Formerly ASCI 384.","(None, None)",Animal Science (Asci),,
ASCI 490,Advanced Animal Production and Management Enterprise,"Advanced field experience in animal production systems. May include health, nutrition, reproduction, management, processing, budgeting, and/or marketing exercises as well as management decision-making opportunities. Total major credit forASCI 490limited to 6 units. Total credit forASCI 490limited to 10 units. Credit/No Credit grading only.","(1, 5)",Animal Science (Asci),,
ASCI 500,Individual Study in Animal Science,Advanced independent study planned and completed under the direction of a member of the Animal Science faculty. Total credit limited to 6 units.,"(1, 6)",Animal Science (Asci),,
ASCI 520,Comparative Animal Nutrition,"Advanced problem-based presentation of animal nutrition case studies. Emphasis on nutrients, clinical nutrition disorders and species not commonly considered in production animal nutrition. Analytical and problem-solving skills will be utilized to develop solutions to complex animal nutrition management issues.","(None, None)",Animal Science (Asci),,
ASCI 570,Selected Topics in Animal Science,Directed group study of selected topics for advanced students. Open to undergraduate and graduate students. The Class Schedule will list topic selected. Total credit limited to 12 units. 1 to 4 seminars.,"(1, 4)",Animal Science (Asci),,
ASCI 571,Selected Advanced Laboratory,Open to undergraduate and graduate students. The Class Schedule will list topic selected. Total credit limited to 8 units.,"(1, 4)",Animal Science (Asci),,
ASCI 581,Graduate Seminar in Animal Science,Current findings and research problems in the field and their application to the industry. Credit/No Credit grading only. Total credit limited to 12 units. 1-4 seminars.,"(1, 4)",Animal Science (Asci),,
ASCI 583,Research Experience for Regenerative Medicine Students,"Independent research experience in biological or biomedical research. Proposal writing and literature review; experimental design, implementation and troubleshooting; oral and poster presentations. 1 seminar and supervised work. Crosslisted as ASCI/BIO/BMED 583. Formerly ASCI/BIO/BMED 594.","(None, None)",Animal Science (Asci),,
ASCI 593,Regenerative Medicine Internship,Supervised graduate research and/or development in stem cell science or regenerative medicine and engineering. Provides students with an off-campus industrial or university internship. Total credit limited to 10 units. Crosslisted as ASCI/BIO/BMED 593.,"(3, 5)",Animal Science (Asci),,
ANT 200,Special Problems for Undergraduates,"Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 8 units, with a maximum of 4 units per quarter.","(1, 4)",Anthropology (Ant),,
ANT 201,Cultural Anthropology,"Cultural patterns, divergence and uniformity in language and communication, family organization, gender, and adaptation to environment. Economics and productivity, political organization, religion and ritual, ethnicity and race, illness and healing, globalization and culture change. Skills: ethnographic analysis and cultural relativity. Course may be offered in classroom-based, online or hybrid format. Fulfills GE Area D2 (GE Area D2 or GE Area D3 for students on the 2019-20 or earlier catalogs).","(None, None)",Anthropology (Ant),,
ANT 202,World History Before Writing,"Long-term development of global biological and cultural diversity from emergence of the first human ancestors 6-7 million years ago to the advent of writing. Biological evolution, cultural development, emergent socio-political complexity and social inequality, migrations, adaptation to climate change, and sustainability. Fulfills GE Area D2 (GE Area D2 or GE Area D3 for students on the 2019-20 or earlier catalogs).","(None, None)",Anthropology (Ant),,
ANT 250,Biological Anthropology,"Biological aspects of human unity and diversity. Primate and human evolution, including anatomical, physiological and behavioral adaptations. Evolutionary ecological perspectives and theories on human behavior and biology. Field trip required. Course may be offered in classroom-based, online, or hybrid format. Fulfills GE Area B2.","(None, None)",Anthropology (Ant),,
ANT 270,Selected Topics,Directed group study of selected topics. The Class Schedule will list topic selected. Total credit limited to 8 units.,"(1, 4)",Anthropology (Ant),,
ANT 309,Elements of Archaeology,"Archaeological method and theory covering the history and development of archaeological thought, approaches to data recovery, dating and analysis of artifacts and ecofacts, the construction of models of prehistoric human behavior through application of archaeological and anthropological theories.","(None, None)",Anthropology (Ant),,
ANT 310,Archaeological Field Methods,"Hands-on introduction to the methods and techniques of archaeology with an emphasis on excavation. Training in artifact and ecofact identification with a focus on lithic technology. Practical field experience with hand tools, and stratigraphic interpretation. Methodological approaches to both academic research questions and compliance with environmental planning mandates.","(None, None)",Anthropology (Ant),,
ANT 311,Archaeological Laboratory Methods,"Hands-on introduction to the methods employed in post-field processing, classification, analysis, and preservation of archaeological materials. Compilation of quantitative and qualitative information in data base format to assist in the classification and interpretation of faunal remains and artifacts.","(None, None)",Anthropology (Ant),,
ANT 312,Introduction to Cultural Resources Management,"Introduction to federal, state, and local legislation pertinent to the identification, evaluation, and treatment of cultural resources. A history of preservation legislation, culminating with detailed discussion of Section 106 of the National Historic Preservation Act and the California Environmental Quality Act. Practical experience in orienteering, map-reading, and simple cartography.","(None, None)",Anthropology (Ant),,
