courseId,courseName,courseDescription,courseCredits,courseSubject,courseLevel,courseCampus
ACCT 2110,Principles Of Financial Accounting,Basic accounting principles with focus on preparation and use of financial statements. Credit will not be given for bothACCT 2110andACCT 2810.,"(3, 3)",Accounting,,
ACCT 2117,Honors Principles Of Financial Accounting,Honors College. Basic accounting principles with focus on preparation and use of financial statements.,"(3, 3)",Accounting,,
ACCT 2210,Principles Of Managerial Accounting,"Emphasis on cost accounting, budgeting, and decision making using managerial accounting information.","(3, 3)",Accounting,,
ACCT 2700,Business Law,"Introduction to contracts, sales, torts, ethics and the judicial system. Focus is on the business environment.","(3, 3)",Accounting,,
ACCT 2707,Honors Business Law,"Honors College. Introduction to contracts, sales, torts, ethics and the judicial system. Focus is on the business environment.","(3, 3)",Accounting,,
ACCT 2810,Fundamentals Of Accounting,Principles of financial and managerial accounting. Not open to undergraduates majoring in Business. Credit will not be given for bothACCT 2110andACCT 2810.,"(3, 3)",Accounting,,
ACCT 2817,Honors Fundamentals Of Accounting,Principles of financial and managerial accounting. Not open to undergraduates majoring in Business. Credit will not be given for bothACCT 2110andACCT 2810.,"(3, 3)",Accounting,,
ACCT 3210,Accounting For Decision Making,"A study of how cost data for products, projects, or services are recorded, analyzed, and used for decision making.","(3, 3)",Accounting,,
ACCT 3310,Business Processes And Internal Controls,"Developing knowledge of business processes, accounting for those business processes, and the internal controls surrounding such processes, both in a manual and computerized environment. Limited to students in the BSBA Online completer program. Credit will not be given for bothACCT 3310and ACCT 3520.","(3, 3)",Accounting,,
ACCT 3810,Professional Development In Accountancy,(P/C ACCT 3110 or P/C ACCT 3113 or P/CACCT 5110) and P/CBUSI 2010. Career planning and preparation for transition from university student to accounting professional.,"(1, 1)",Accounting,,
ACCT 4900,Directed Studies,Departmental approval. Advanced individual research and study in accounting under the direction of a faculty member. Course may be repeated for a maximum of 6 credit hours.,"(1, 3)",Accounting,,
ACCT 4920,Accounting Internship,"Internship opportunity with an accounting firm, corporation, or governmental entity. Course may be repeated for a maximum of 6 credit hours.","(1, 6)",Accounting,,
ACCT 5110,Intermediate Accounting I,"Accounting principles and theory including accounting for current assets, liabilities, and investments.","(3, 3)",Accounting,,
ACCT 5120,Intermediate Accounting Ii,"Grade of C or better. Continuation ofACCT 5110, with emphasis on fixed assets, capital structure, and cash flows.","(3, 3)",Accounting,,
ACCT 5130,Advanced Accounting Topics,"Emphasis on advanced accounting topics including business combinations, foreign currency transactions, derivatives, and other advanced financial topics.","(3, 3)",Accounting,,
ACCT 5140,Special Topics In Accounting,A study of current issues in accounting theory and practice. Topics include regulations and economic and technological developments.,"(3, 3)",Accounting,,
ACCT 5150,Current Issues In Accounting,P/CACCT 5110. Departmental approval. Examination of current issues in the accounting profession.,"(3, 3)",Accounting,,
ACCT 5210,Cost Accounting,"A study of how cost data for products, projects, or services are recorded, analyzed, and used for decision making.","(3, 3)",Accounting,,
ACCT 5300,Auditing And Assurance Services,"Principles of auditing standards, ethics, controls, evidence, sampling, and audit reports.","(3, 3)",Accounting,,
ACCT 5410,Income Tax I,Principles of federal taxation as it applies to individuals and property transactions.,"(3, 3)",Accounting,,
ACCT 5420,Income Tax Ii,"Tax accounting for individuals, partnerships, corporations, estates, and trusts. Extensive use of a tax-service program.","(3, 3)",Accounting,,
ACCT 5510,Accounting Information Systems,"P/C ACCT 3110 or P/C ACCT 3113 or P/CACCT 5110. Developing knowledge of business processes, accounting for those business processes, and the internal controls surrounding such processes, both in a manual and computerized environment.","(3, 3)",Accounting,,
ACCT 5520,Accounting Analytics,"(ACCT 3110 or ACCT 3113 orACCT 5110) and (CTCT 3250or CTCT 3253) and (P/C ACCT 3520 or P/C ACCT 3523 or P/CACCT 5510). Students will learn to analyze data and solve accounting based problems using advanced spreadsheet techniques, database management systems and other analysis tools.","(3, 3)",Accounting,,
ACCT 5610,Governmental And Not-For-Profit Accounting,Accounting for governmental and not-for-profit entities. Focus on effective use of resources.,"(3, 3)",Accounting,,
ACCT 5620,Issues In International Accounting,P/CACCT 5110. Departmental approval. Accounting issues concerning international business activity.,"(3, 3)",Accounting,,
ACCT 5700,Advanced Business Law,"Legal principles concerning secured transactions, bankruptcy, trusts and estates, partnership law, property, corporations, accountant's legal liability, and negotiable instruments.","(3, 3)",Accounting,,
ACCT 5810,Corporate Governance & Accounting Ethics,Analyzing the impact of corporate governance and accounting ethics on business transactions.,"(3, 3)",Accounting,,
ACCT 6110,Intermediate Accounting I,"Accounting principles and theory including accounting for current assets, liabilities, and investments.","(3, 3)",Accounting,,
ACCT 6120,Intermediate Accounting Ii,"Continuation of ACCT 6110/6116, with emphasis on fixed assets, capital structure, and cash flows.","(3, 3)",Accounting,,
ACCT 6130,Advanced Accounting Topics,"Emphasis on advanced accounting topics including business combinations, foreign currency transactions, derivatives, and other advanced financial topics.","(3, 3)",Accounting,,
ACCT 6150,Current Issues In Accounting,Departmental approval. Examination of current issues in the accounting profession.,"(3, 3)",Accounting,,
ACCT 6210,Cost Accounting,"A study of how cost data for products, projects, or services are recorded, analyzed, and used for decision making.","(3, 3)",Accounting,,
ACCT 6300,Auditing And Assurance Services,"Principles of auditing standards, ethics, controls, evidence, sampling, and audit reports.","(3, 3)",Accounting,,
ACCT 6410,Income Tax I,Principles of federal taxation as it applies to individuals and property transactions.,"(3, 3)",Accounting,,
ACCT 6420,Income Tax Ii,"Tax accounting for individuals, partnerships, corporations, estates and trusts. Extensive use of a tax-service program.","(3, 3)",Accounting,,
ACCT 6510,Accounting Information Systems,"Developing knowledge of business processes, accounting for those business processes, and the internal controls surrounding such processes, both in a manual and computerized environment.","(3, 3)",Accounting,,
ACCT 6520,Accounting Analytics,"(ACCT 3110 or ACCT 3113 orACCT 5110orACCT 6110or ACCT 6116) and (ACCT 3520 or ACCT 3523 orACCT 5510or ACCT 5513 orACCT 6510or ACCT 6516). Students will learn to analyze data and solve accounting based problems using advanced spreadsheet techniques, database management systems and other analysis tools.","(3, 3)",Accounting,,
ACCT 6610,Governmental And Not-For-Profit Accounting,Accounting for governmental and not-for-profit entities. Focus on effective use of resources.,"(3, 3)",Accounting,,
ACCT 6620,Issues In International Accounting,Departmental approval. Accounting issues concerning international business activity.,"(3, 3)",Accounting,,
ACCT 6700,Advanced Business Law,"Legal principles concerning secured transactions, bankruptcy, trusts and estates, partnership law, property, corporations, accountant's legal liability, and negotiable instruments.","(3, 3)",Accounting,,
ACCT 6810,Corporate Governance & Accounting Ethics,Analyzing the impact of corporate governance and accounting ethics on business transactions.,"(3, 3)",Accounting,,
ACCT 7110,Research In Accounting,"Departmental approval. An evaluation, critique, and application of financial accounting theory to current reporting problems using current research tools and resources.","(3, 3)",Accounting,,
ACCT 7130,Financial Analysis & Valuation,"Financial analysis to support managerial, investor, and creditor decision-making, forecasting financial statements and earnings, and applying valuation models to accounting measurement and investment decisions.","(3, 3)",Accounting,,
ACCT 7210,Accounting For Decision Making And Control,Departmental approval. Relationship between management accounting and information systems and analysis of costs.,"(3, 3)",Accounting,,
ACCT 7300,Advanced Auditing And Assurance Services,Advanced topics in auditing and assurance services.,"(3, 3)",Accounting,,
ACCT 7320,Fraud Examination,"Learning how and why occupational fraud is committed and how fraudulent conduct is deterred, investigated, and resolved.","(3, 3)",Accounting,,
ACCT 7410,Federal Tax Research,Departmental approval. Sources of authority used in federal tax research and survey of tax policy issues.,"(3, 3)",Accounting,,
ACCT 7420,Corporate And Partnership Taxation,Tax issues involving corporations and partnership.,"(3, 3)",Accounting,,
ACCT 7510,Integrated Accounting Applications,Design and analysis of accounting information systems and relational databases.,"(3, 3)",Accounting,,
ACCT 7520,Enterprise Accounting Systems,"Departmental approval. Design, analysis and use of Enterprise accounting systems.","(3, 3)",Accounting,,
ACCT 7710,Professional Development,Professional development topics and events for Master of Accountancy students. Course may be repeated for a maximum of 10 credit hours.,"(0, 0)",Accounting,,
ACCT 7970,Advanced Special Topics In Accounting,Departmental approval. Industry issues in accounting.,"(3, 3)",Accounting,,
ADED 4010,Learning Resources In Area Of Specialization,"Selecting, developing, utilizing, and evaluating instructional resources and technology for teaching.","(3, 3)",Adult Education,,
ADED 4050,Methods Of Teaching In Organizations,Methods and techniques of instruction using appropriate instructional materials; planning and evaluation of instruction for programs within adult education.,"(3, 3)",Adult Education,,
ADED 4600,Nature Of Adult Education,"History and principles of adult education applied to the development and implementation of programs in remedial, occupational, continuing, and life-long learning.","(3, 3)",Adult Education,,
ADED 4610,Directed Work Experience,"In-service, supervised work experience individually designated for part-time or summer work experience.","(3, 3)",Adult Education,,
ADED 4620,"Community Concepts, Programs, And Resources In Adult Education",Processes by which adult education is merged with community organizations to maximize the effective use of physical and human resources.,"(3, 3)",Adult Education,,
ADED 4650,Teaching The Disadvantaged Adult,"Problems of the disadvantaged adult with emphasis on the unique sociological, psychological, and physiological factors that influence learning and participation in remedial learning activities.","(3, 3)",Adult Education,,
ADED 4660,Teaching In The Non-School Setting,"Planning, conducting, and supervising instruction for adults in varied non-school settings.","(3, 3)",Adult Education,,
ADED 4900,Independent Study,Independent study directed toward desired objectives. Includes evaluation at regular intervals by professor and student. Course may be repeated for a maximum of 6 credit hours.,"(1, 6)",Adult Education,,
ADED 4910,Practicum,"Departmental Approval. Experience relating theory and practice, usually carried on simultaneously. Course may be repeated for a maximum of 6 credit hours.","(1, 6)",Adult Education,,
ADED 4920,Professional Internship In Adult Education,Supervised internship experiences in a school or other appropriate setting. Evaluation and analysis of the internship experience. Or Minor.,"(9, 9)",Adult Education,,
ADED 4970,Special Topics,Current or special topics within adult education. Course may be repeated for a maximum of 6 credit hours.,"(1, 6)",Adult Education,,
ADED 7010,Learning Resources,"Selecting, developing, utilizing, and evaluating instructional resources and technology for teaching. May count eitherADED 7010or ADED 7016.","(3, 3)",Adult Education,,
ADED 7050,Methods Of Teaching In Adult Education,Methods and techniques of instruction using appropriate instructional materials; planning and evaluation of instruction for programs within adult education. May count eitherADED 7050or ADED 7056.,"(3, 3)",Adult Education,,
ADED 7060,Curriculum And Program Planning In Adult Education,Introduction to principles and practices involved in designing education programs in the area of specialization. May count eitherADED 7060or ADED 7066.,"(3, 3)",Adult Education,,
ADED 7600,Nature Of Adult Education,"History and principles of adult education applied to the development and implementation of programs in remedial, occupational, continuing and life-long learning. May count eitherADED 7600or ADED 7606.","(3, 3)",Adult Education,,
ADED 7620,"Concepts, Programs, And Resources In Adult Education",Processes by which adult education is merged with community organizations to maximize the effective use of physical and human resources. May count eitherADED 7620or ADED 7626.,"(3, 3)",Adult Education,,
ADED 7640,Workforce Education,Identification and evaluation of basic skills problems in the workplace. Strategies for addressing workplace education issues. May count eitherADED 7640or ADED 7646.,"(3, 3)",Adult Education,,
ADED 7650,Teaching The Disadvantaged Adult,"Problems of the disadvantaged adult with emphasis on the unique sociological, psychological, and physiological factors that influence learning and participation in remedial learning activities. May count eitherADED 7650or ADED 7656.","(3, 3)",Adult Education,,
ADED 7670,Adult Education In Cooperative Extension,Exploration of the unique relationship between adult education and the Cooperative Extension System. May count eitherADED 7670or ADED 7676.,"(3, 3)",Adult Education,,
ADED 7680,Experiential Learning In Adult Education,This course is designed to introduce the key theories of teaching and learning related to experiential learning in adult education and training.,"(3, 3)",Adult Education,,
ADED 7690,Meeting Diverse Needs In Adult Education Settings,"This course provides an innovative look at disability services in post-secondary institutions. Learners will study the history of disability services, legislation, campus accessibility, assessment of the accessibility of adult education settings and other topics of interest.","(3, 3)",Adult Education,,
ADED 7900,Directed Studies,Departmental approval. Independent study directed toward desired objectives. Includes evaluation at regular intervals by professor and student. Course may be repeated for a maximum of 3 credit hours.,"(1, 3)",Adult Education,,
ADED 7910,Practicum,"Departmental approval. Experiences closely relating theory and practice, usually carried on simultaneously. Course may be repeated for a maximum of 3 credit hours.","(1, 3)",Adult Education,,
ADED 7920,Internship,"Supervised internship experiences in a school, college or other appropriate setting. Evaluation and analysis of the internship experience. May count eitherADED 7920or ADED 7926. Course may be repeated for a maximum of 10 credit hours.","(1, 10)",Adult Education,,
ADED 7950,Seminar,"Presentation of research projects, analysis of procedures, and findings. Course may be repeated for a maximum of 3 credit hours.","(1, 3)",Adult Education,,
ADED 7960,Readings,Departmental approval. Critical analysis of current and classical research and writings. Course may be repeated for a maximum of 6 credit hours.,"(1, 3)",Adult Education,,
ADED 7970,Special Topics,1-6. Departmental approval. Current or advanced topics within area of specialization. Course may be repeated for a maximum of 6 credit hours.,"(1, 6)",Adult Education,,
ADED 7990,Research And Thesis,Departmental approval. Individualized support and direction for students writing their thesis. Course may be repeated with change in topics.,"(1, 10)",Adult Education,,
ADED 8900,Directed Studies,Departmental approval. Independent study directed toward desired objectives. Includes evaluation at regular intervals by professor and student. Course may be repeated for a maximum of 6 credit hours.,"(1, 6)",Adult Education,,
ADED 8910,Practicum,"Departmental approval. Experiences closely relating theory and practice, usually carried on simultaneously. Course may be repeated for a maximum of 6 credit hours.","(1, 6)",Adult Education,,
ADED 8920,Internship,"Departmental approval. Supervised internship experiences in a school, college, or other appropriate setting. Evaluation and analysis of the internship experience. Course may be repeated for a maximum of 10 credit hours.","(1, 10)",Adult Education,,
ADED 8950,Seminar,Presentation by graduate students of research projects and/or analysis of procedures and findings. Course may be repeated for a maximum of 6 credit hours.,"(1, 6)",Adult Education,,
ADED 8960,Special Problems,Departmental approval. Critical analysis of current and classical research writings. Course may be repeated for a maximum of 6 credit hours.,"(1, 6)",Adult Education,,
ADED 8970,Special Topics,Departmental approval. Current or advanced topics within adult education. Course may be repeated for a maximum of 6 credit hours.,"(1, 6)",Adult Education,,
ADED 8980,Field Project,"Field project formulated, planned, conducted, evaluated, and reported in appropriate written form and oral formats under  the direction of the student's major professor. Course may be repeated for a maximum of 10 credit hours.","(1, 10)",Adult Education,,
ADED 8990,Research And Dissertation,Departmental approval. Individualized support and direction for students writing their dissertation. Course may be repeated for a maximum of 10 hours.,"(1, 10)",Adult Education,,
AERO 2200,Aerospace Fundamentals,(ENGR 1110or ENGR 1113) and (PHYS 1600orPHYS 1607). C or better inPHYS 1600. Introduction to the fundamental physical concepts required for the successful design of aircraft and spacecraft.,"(2, 2)",Aerospace Engineering,,
AERO 3110,Aerodynamics I,"C or better inAERO 2200. Properties of fluids, fluid statics, conservation of mass and momentum, atmospheric properties, two dimensional airfoils, three dimensional wings, drag, and flight performance.","(3, 3)",Aerospace Engineering,,
AERO 3120,Aerodynamics Ii,"C or better inAERO 2200. Principles of compressible flow including flows with area changes, friction and heat transfer. Fundamental analysis of aerodynamics and potential flow theory. Correlation of potential flow theory with experimental data.","(3, 3)",Aerospace Engineering,,
AERO 3130,Aerodynamics Laboratory,P/CAERO 2200. C or better inAERO 2200. Application of fundamental aerodynamic principles to subsonic and supersonic wind tunnel experiments.,"(2, 2)",Aerospace Engineering,,
AERO 3220,Aerospace Systems,"C or better inENGR 2350. Modeling of system elements, classical feedback control techniques used in the analysis of linear systems, analysis of systems undergoing various motions connected with flight.","(3, 3)",Aerospace Engineering,,
AERO 3230,Flight Dynamics,"C or better inENGR 2350. Airplane performance and stability and control including analytical prediction of performance characteristics, experimental determination of static stability parameters, and analytical prediction of dynamic stability characteristics.","(4, 4)",Aerospace Engineering,,
AERO 3310,Orbital Mechanics,"C or better inENGR 2350. Geometry of the solar system and orbital motion, mathematical integrals of motion, detailed analysis of two-body dynamics and introduction to artificial satellite orbits; Hohmann transfer and patched conics for lunar and interplanetary trajectories.","(3, 3)",Aerospace Engineering,,
AERO 3610,Aerospace Structures I,"Fundamental concepts employed in the mechanical testing of engineering materials and structures. Load, stress, and strain measurement techniques are utilized to determine material properties and structural response.","(2, 2)",Aerospace Engineering,,
AERO 3970,Special Topics,Departmental approval. Investigation of various topics in Aerospace Engineering. Course may be repeated for a maximum of 6 credit hours.,"(1, 3)",Aerospace Engineering,,
AERO 4140,Aerodynamics Iii,Theoretical background essential to a fundamental understanding of laminar and turbulent boundary layers and their relations to skin friction and heat transfer.,"(3, 3)",Aerospace Engineering,,
AERO 4510,Aerospace Propulsion,Fundamental analysis of airbreathing jet propulsion. Introduction to chemical rocket propulsion.,"(4, 4)",Aerospace Engineering,,
AERO 4620,Aerospace Structures Ii,Aircraft and space vehicle structures. An introduction to the finite element method and its application to structural analysis. The laboratory will utilize state-of-the-art software numerical solution of aerospace structural systems.,"(4, 4)",Aerospace Engineering,,
AERO 4630,Aerospace Structural Dynamics,"Free, forced and damped vibration of single and multiple degree-of-freedom systems. The laboratory will utilize state-of-the-art software for the analysis of the vibration and dynamic response of structural systems.","(4, 4)",Aerospace Engineering,,
AERO 4710,Aerospace Design I,Introduction to the principles required to design aerospace vehicles.,"(3, 3)",Aerospace Engineering,,
AERO 4720,Aerospace Design Ii,This course is continuation ofAERO 4710.,"(3, 3)",Aerospace Engineering,,
AERO 4730,Space Mission Design I,"And permission of the department. Introduction to the design of space systems including the identification of launch requirements, spacecraft system components, satellite tracking and orbital analysis to achieve a stated scientific objective.","(3, 3)",Aerospace Engineering,,
AERO 4740,Space Mission Design Ii,"A continuation ofAERO 4730, Space Mission Design I.","(3, 3)",Aerospace Engineering,,
AERO 4970,Special Topics In Aerospace Engineering,Departmental approval. Investigation of current state-of-the-art technologies in aerospace engineering. Course may be repeated for a maximum of 9 credit hours.,"(1, 3)",Aerospace Engineering,,
AERO 4997,Honors Thesis,Honors College. Departmental approval. Membership in the Honors College and departmental approval required; Directed research and writing of an honors thesis. Course may be repeated for a maximum of 3 credit hours.,"(1, 3)",Aerospace Engineering,,
AERO 4AA0,Program Assessment,"P/CAERO 4710or P/CAERO 4730. Academic program assessment covering the areas of aerodynamics, aerospace structures, orbital mechanics, propulsion and vehicle design.","(0, 0)",Aerospace Engineering,,
AERO 5110,Missile Aerodynamics,"Coreq. Aerodynamics of slender wing-body combinations, interference effects, linear and non-linear effects, applications to missile design and performance.","(3, 3)",Aerospace Engineering,,
AERO 5120,Rotary Wing Aerodynamics,Aerodynamics and flight characteristics of rotary-wing aircraft.,"(3, 3)",Aerospace Engineering,,
AERO 5140,Computational Fluid Dynamics,An introduction to finite-difference and finite-volume methods for solving partial differential equations of interest in fluid dynamics.,"(3, 3)",Aerospace Engineering,,
AERO 5210,Flight Simulation,"Time domain simulation of nonlinear, six-degree-of-freedom motion of flight vehicles. Development of modular digital simulations including vehicle models for aerodynamics and propulsion, control, guidance subsystems.","(3, 3)",Aerospace Engineering,,
AERO 5330,Applied Orbital Mechanics,"Introduction to general and special perturbations; N-body and restricted three-body problems; C-W equations, targeting and rendezvous; satellite constellations.","(3, 3)",Aerospace Engineering,,
AERO 5410,Aeroacoustics,"Fundamental concepts in acoustics: decibel scales, sound propagation and measurement, plane and spherical waves, room acoustics, transmission and reflection, reverberant fields and noise assessment. May count eitherAERO 5410orAERO 6410.","(3, 3)",Aerospace Engineering,,
AERO 5460,Perturbation Methods,"Analytical solutions of nonlinear problems, ODEs, PDEs, multiple scales, and transcendental equations in engineering, mathematics, and physics using both regular and singular perturbation methods. May count either AERO/MATH 5460or AERO/MATH 6460.","(3, 3)",Aerospace Engineering,,
AERO 5520,Rocket Propulsion,"Analysis of the thermodynamics, gas dynamics and design of liquid and solid propellant rocket engines.","(3, 3)",Aerospace Engineering,,
AERO 5530,Space Propulsion,"Analysis of space propulsion systems. Dynamics of electromagnetic systems, ion engines, photon drives, laser propulsion.","(3, 3)",Aerospace Engineering,,
AERO 5630,Aerospace Applications Of Composite Materials,Basic material and manufacturing information for laminated composite structures. Computational structural analysis of typical aerospace composite structures coupled with experimental verification of the structural response.,"(4, 4)",Aerospace Engineering,,
AERO 6110,Missile Aerodynamics,"Coreq. Aerodynamics of slender wing-body combinations, interference effects, linear and non-linear effects, applications to missile design and performance.","(3, 3)",Aerospace Engineering,,
AERO 6120,Rotary Wing Aerodynamics,Aerodynamics and flight characteristics of rotary-wing aircraft.,"(3, 3)",Aerospace Engineering,,
AERO 6140,Computational Fluid Dynamics,An introduction to finite-difference and finite-volume methods for solving partial differential equations of interest in fluid dynamics.,"(3, 3)",Aerospace Engineering,,
AERO 6210,Flight Simulation,"Time domain simulation of nonlinear, six-degree-of-freedom motion of flight vehicles. Development of modular digital simulations including vehicle models for aerodynamics and propulsion, control, guidance subsystems.","(3, 3)",Aerospace Engineering,,
AERO 6330,Applied Orbital Mechanics,"Special perturbation techniques: N-body perturbations; general and restricted  three-body problems; preliminary orbit determination; C-W equations, targeting and rendezvous; constellation design; mission planning.","(3, 3)",Aerospace Engineering,,
AERO 6410,Aeroacoustics,"Fundamental concepts in acoustics: decibel scales, sound propagation and measurement, plane and spherical waves, room acoustics, transmission and reflection, reverberant fields and noise assessment. May count eitherAERO 5410/5413 orAERO 6410/6416.","(3, 3)",Aerospace Engineering,,
AERO 6460,Perturbation Methods,"Departmental approval. Analytical solutions of nonlinear problems, ODES, PDEs, multiple scales, and transcendental equations in engineering, mathematics, and physics using both regular and singular perturbation methods. May count either AERO/MATH 5460or AERO/MATH 6460.","(3, 3)",Aerospace Engineering,,
AERO 6520,Rocket Propulsion,"Analysis of the thermodynamics, gas dynamics and design of liquid and solid propellant rocket engines.","(3, 3)",Aerospace Engineering,,
AERO 6530,Space Propulsion,"Analysis of space propulsion systems. Dynamics of electromagnetic systems, ion engines, photon drives, laser propulsion.","(3, 3)",Aerospace Engineering,,
AERO 6630,Aerospace Applications Of Composite Materials,Basic material and manufacturing information for laminated composite structures. Computational structural analysis of typical aerospace composite structures coupled with experimental verification of the structural response.,"(4, 4)",Aerospace Engineering,,
AERO 6640,Advanced Viscoelasticity,"An introduction to polymers and the theory of viscoelasticity. Topics include (1) a review of stress and strain analysis and measurement; (2) characteristics, applications, and properties of polymers; (3) polymerization and classification; (4) differential constitutive equations; (5) time and temperature behavior of polymers; (6) viscoelastic stress analysis; and (7) rate and time-dependent failure.","(3, 3)",Aerospace Engineering,,
AERO 7100,Advanced Supersonic Aerodynamics,"A rigorous development of linearized and nonlinear fluid flow theories and application. Lifting surfaces, lifting bodies, duct flow, boundary layer effects, shock and expansion waves and method of characteristics.","(3, 3)",Aerospace Engineering,,
AERO 7120,Dynamics Of Viscous Fluids I,Exact solutions to the Navier Stokes equations. Exact and approximate solutions of the laminar boundary layer equations. Incompressible and compressible boundary layers in theory and experiment.,"(3, 3)",Aerospace Engineering,,
AERO 7130,Dynamics Of Viscous Fluids Ii,"Turbulent flows, the Reynolds stresses and turbulence modeling. Computation of incompressible and compressible turbulent boundary layers. Stability theory and transition.","(3, 3)",Aerospace Engineering,,
AERO 7140,Advanced Computational Fluid Dynamics,"Advanced methods for solving problems in computational fluid dynamics. Topics include: discretization approaches, implicit solution techniques, curvilinear coordinate systems, and upwind schemes.","(3, 3)",Aerospace Engineering,,
AERO 7150,Compressible Fluid Dynamics,"Departmental approval. An introduction to the fundamental of compressible fluid dynamics. Application of conservation of mass, momentum and energy for compressible flows. May count eitherAERO 7150or AERO 7156.","(3, 3)",Aerospace Engineering,,
AERO 7160,Physical Foundations Of Turbulence,Departmental approval. An introduction to turbulence using classical descriptions with a focus on the physics of turbulence phenomena. May count eitherAERO 7160or AERO 7166.,"(3, 3)",Aerospace Engineering,,
AERO 7170,Fundamentals Of Fluids,"Introduction to principal concepts and methods of fluid dynamics; similarity and dimensional analysis; conservation of mass, momentum, and energy for flows in continuum; circulation and vorticity theorems; potential flow theory; introduction to some exact solutions based on simplifying assumptions for inviscid, viscous, unsteady, and compressible flow problems.","(3, 3)",Aerospace Engineering,,
AERO 7200,Dynamics Of Flight,Departmental approval. Development of specialized concepts and methods in dynamics applicable to the modeling of flight vehicle motion. Stability concepts and analysis of the stability of flight vehicle motions. Effects of variable mass and flexibility.,"(3, 3)",Aerospace Engineering,,
AERO 7210,Flight Dynamics Of Hypervelocity Vehicles,Departmental approval. Development of specialized concepts and methods in dynamics applicable to the modeling of hypersonic flight vehicle motion. Stability concepts and analysis of the stability of steady-state motions of very high speed flight vehicles.,"(3, 3)",Aerospace Engineering,,
AERO 7220,Spacecraft Attitude Dynamics And Control,Development of specialized concepts and methods in dynamics applicable to the modeling of spacecraft rotational motion. Methods for controlling spacecraft attitude. Analysis of the attitude stability and controllability of spacecraft attitude motion. Department approval.,"(3, 3)",Aerospace Engineering,,
AERO 7330,Orbit Determination,"Elements of orbit determination; least squares, minimum norm, minimum variance solutions; batch, sequential and extended sequential filters.","(3, 3)",Aerospace Engineering,,
AERO 7340,Advanced Orbital Mechanics,"Elements of time measurements, earth orientation/coordinate system; f and g series; Lambert's Problem; linear orbit theory and circumlunar trajectories.","(3, 3)",Aerospace Engineering,,
AERO 7350,Optimal Control Of Aerospace Vehicles,"Principles of optimization; Pontryagin's principle; Linear quadratic regulator; Observers, state estimation, LQG problem. Optimal output feedback; Synthesis of flight control systems.","(3, 3)",Aerospace Engineering,,
AERO 7360,Advanced Trajectory Optimization,"Departmental approval. This course reviews single- and multi-variable optimization techniques of deterministic continuous systems. A review of the necessary (KKT) and sufficient conditions for optimality is given. We will review principles of dynamic programming and the Hamilton-Jacobi-Bellman (HJB) equation. We will also review Linear Programming (LP) problems and Quadratic Programming (QP) problems. Application of the QP problems for minimum-snap trajectory optimization for path planning of quad-rotors is demonstrated. We will also introduce basic concepts of convex optimization, which uses many of the concepts introduced in the LP and QP problems. The final project is to solve a trajectory optimization problem using successive linearization, which is a widely used technique for converting non-convex problems to convex ones.","(3, 3)",Aerospace Engineering,,
AERO 7410,Light-Field Imaging,"Departmental approval. An introduction to light-field imaging. Topics include light parameterization, light field cameras, computational photography and Fourier slice photography theorem. May count eitherAERO 7410or AERO 7416.","(3, 3)",Aerospace Engineering,,
AERO 7420,Partice Image Velocimetry,"Departmental approval. An introduction to particle image velocimetry and it variations including conventional planar  PIV, stereo PIV, stereo-PIV and torno-PIV. May count eitherAERO 7420or AERO 7426.","(3, 3)",Aerospace Engineering,,
AERO 7450,Aerospace Engineering Analysis,Analysis and techniques for solving ordinary and partial differential equations common in Aerospace applications.,"(3, 3)",Aerospace Engineering,,
AERO 7460,Advanced Perturbation Methods,"Departmental approval. Solutions of nonlinear problems and integrals using WKB, Rayleigh-Janzen, Generalized Scales, Latta, van der Pol, Watson, Laplace, Adomian, homotopy, Pade, Liouville-Green and Burmann transformations. May count eitherAERO 7460/7466 orMATH 7460/7466.","(3, 3)",Aerospace Engineering,,
AERO 7510,Thrust Generation,"Aerothermodynamics of propulsion. Selected topics in gas dynamics, thermodynamics, and heat transfer as applied to airbreathing and space propulsion.","(3, 3)",Aerospace Engineering,,
AERO 7520,Advanced Air-Breathing Propulsion,"Topics emphasizing interaction between external aerodynamics and performance of airbreathing jet engines. Performance optimization of ramjet, turbojet, and turbofan engines. Component matching.","(3, 3)",Aerospace Engineering,,
AERO 7530,Aerothermchem Of Propulsion,"Aerothermodynamics of compressible flow, chemical propellant characteristics, heat transfer in fluid flow, statistical gas dynamics, kinetic theory of gases.","(3, 3)",Aerospace Engineering,,
AERO 7600,Aerospace Solid Mechanics,"An introduction to solid mechanics concepts with aerospace engineering applications. The course develops equations of motions from conservation laws and introduces constitutive equations from linearized continuum mechanics perspective for aerospace related applications. Topics include elastostatic solutions, elastodynamic solutions and plasticity.","(3, 3)",Aerospace Engineering,,
AERO 7620,Aerospace Computational Structural Analysis: Static Structures,"Departmental approval. Advanced techniques for the numerical solution of static elastic and plastic problems, including two and three dimensional solutions.","(3, 3)",Aerospace Engineering,,
AERO 7630,Aerospace Computational Structural Analysis: Structural Dynamics,"Departmental approval. Advanced techniques for the numerical solution to problems in structural dynamics, including steady state and transient response of two-and three-dimensional structures.","(3, 3)",Aerospace Engineering,,
AERO 7950,Seminar,"Weekly lectures on current developments in aerospace sciences by staff members, graduate students, and visiting scientists and engineers. Course may be repeated for a maximum of 1 credit hours.","(0, 0)",Aerospace Engineering,,
