"code","level","title","credits","college","description"
"HINDI2600","Undergraduate Semester","Hindi Conversation",1,"HU - College of Humanities","This course provides students the opportunity to improve their skills in speaking and listening, to expand their cultural awareness, and to increase their self-confidence in the language. Designed to be taken with 1020, 2010, or 2020, but open to any student not enrolled at the 3000/4000 level. No written work. Credit/Non-Credit grading."
"HINDI2900","Undergraduate Semester","Hindi for Business",3,"HU - College of Humanities","Hindi language course for business majors."
"HINDI3710","Undergraduate Semester","Hinduism and Islam in India and the World",3,"HU - College of Humanities","This course will provide an overview of Hindu and Muslim traditions, rituals, and practices with a focus on India and South Asia. While the course has an emphasis on present day South Asia in a globalizing world, we will explore the uniqueness of these religions in their Indian setting. We will however branch out, when necessary, to make comparisons to Hinduism and Islam elsewhere, and explore their history in order to fully grasp the development of these religious communities, as well as related religions, such as Sufism, Sikhism and Jainism. We will discuss dynamics between the different  religious communities in South Asia, and their relevance to the Western world. No knowledge of Hindi or Urdu is required, taught in English."
"MID E3710","Undergraduate Semester","Hinduism and Islam in India and the World",3,"HU - College of Humanities","This course will provide an overview of Hindu and Muslim traditions, rituals, and practices with a focus on India and South Asia. While the course has an emphasis on present day South Asia in a globalizing world, we will explore the uniqueness of these religions in their Indian setting. We will however branch out, when necessary, to make comparisons to Hinduism and Islam elsewhere, and explore their history in order to fully grasp the development of these religious communities, as well as related religions, such as Sufism, Sikhism and Jainism. We will discuss dynamics between the different  religious communities in South Asia, and their relevance to the Western world. No knowledge of Hindi or Urdu is required, taught in English."
"DANC3022","Undergraduate Semester","Hip Hop II",1,"FA - College of Fine Arts","This course is designed for School of Dance majors who wish to further explore hip-hop movement. This course is an advanced level hip hop movement class, suitable for those who have previously studied hip hop. Classes will be devoted to physicalizing various styles and elements of hip-hop dance."
"DANC1022","Undergraduate Semester","Hip-Hop",1,"FA - College of Fine Arts","This course, for non-majors and dance majors, explores the realm of movement through the multi-faceted genres of hip-hop genres and will physically explore these genres through the learning of stylized choreographed combinations in order to expand and develop the student's technical dance vocabulary and understanding of hip-hop dance."
"ETHNC3350","Undergraduate Semester","Hip-Hop & Social Justice Education",3,"CT - Sch for Cultural & Social Tran","This course seeks to examine hip hop as an artistic and sociological phenomenon with emphasis on its historical, social, and political contexts. More importantly the aim of this class situates and makes the case for the utility of hip hop in social justice education. It begins by asking what is Social Justice and what is hip hop? In reconstructing the growth and key moments of this life form, we will examine the myriad dimensions of this culture, through its music, lyrics, spoken word poetry, music videos, dance styles, films, and political managers."
"SPAN4730","Undergraduate Semester","Hispanic Drama",3,"HU - College of Humanities","Major dramatic works of Spanish and Spanish-American writers.  Repeatable for credit when topic varies."
"SPAN4770","Undergraduate Semester","Hispanic Film and Culture",3,"HU - College of Humanities","Combines films with literary texts and the study of movements, and criticism related to both.  Repeatable for credit when topic varies."
"SPAN6790","Graduate Semester","Hispanic Film and Literature",3,"HU - College of Humanities","Combines films with literary texts, and the study of criticism and theory related to both."
"SPAN4720","Undergraduate Semester","Hispanic Narrative",3,"HU - College of Humanities","Major narrative works of Spanish and Spanish American writers.  Repeatable for credit when topic varies."
"SPAN4760","Undergraduate Semester","Hispanic Poetry",3,"HU - College of Humanities","Devoted to enhance the oral interpretation of poetry. Focus on rhythm, rhyme, and comprehension of meaning.  Focus can vary from poetic themes to literary periods or generations of poets.  Repeatable for credit when topic varies."
"ANAT6030","Medicine Semester","Histology",5,"MD - S. F. E. School of Medicine","Detailed microanatomy of cells, tissues, and organs. Lectures emphasize structure/function relationships. Laboratory sessions center on using the compound light microscope to identify normal tissues. Computerized instruction supports both aspects of the course."
"GEOG3430","Undergraduate Semester","Historical Geography of the United States",3,"SB - Coll of Soc & Behavioral Sci","Over the past five hundred years, the national landscape has been profoundly altered by human activity. The rate of environmental and cultural change in the United States has been so great that the emerging new American society is totally transformed. This course will examine the forces responsible for the transformation and consider how they might shape the future. Topics which will be discussed are the land, people, boundaries, economy, networks and communities."
"HIST7800","Graduate Semester","Historical Methods",3,"HU - College of Humanities",""
"COMM7330","Graduate Semester","Historical Research Methods",3,"HU - College of Humanities","Emphasis on specific historical approaches useful to study of mass communication and speech communication."
"FILM3230","Undergraduate Semester","Historical Trends",4,"FA - College of Fine Arts","Cinema in relation to social change in the United States in the 1950s to mid-1960s."
"SPAN4550","Undergraduate Semester","Histories and Cultures of Spain",3,"HU - College of Humanities","Interdisciplinary study of the histories, arts, cultures and politics of Spain and its autonomous communities, giving attention to their diversity and internal heterogeneity."
"FRNCH4560","Undergraduate Semester","Histories and Cultures of the French and Francophone World since 1789",3,"HU - College of Humanities","This class will explore the histories and cultures of the French and Francophone world since 1789."
"FRNCH4550","Undergraduate Semester","Histories and Cultures of the French and Francophone World to 1789",3,"HU - College of Humanities","This class will explore the histories and cultures of the French and Francophone world until 1789."
"WRTG3875","Undergraduate Semester","Histories and Theories of Rhetoric",3,"HU - College of Humanities","A survey of select rhetorical theories across peoples, places, and times. Emphasizes connections between rhetoric and writing. Students will be introduced to global rhetorical traditions and contemporary rhetorical theories, including critical rhetorical perspectives from groups historically excluded from the European/Euro-American canon. Students strongly advised to take WRTG 3870 prior to this course"
"HIST3650","Undergraduate Semester","Histories of the Pacific Islands",3,"HU - College of Humanities","This class provides an introduction to histories of the Pacific Islands, also known as Oceania. This class analyzes the histories of both Indigenous and Western framings of the Pacific, including the origins of the divisions  of Polynesia, Melanesia, and Micronesia. It analyzes imperialisms and colonialisms in the Pacific and Indigenous resistance and movements to achieve decolonization."
"ETHNC3651","Undergraduate Semester","Histories of the Pacific Islands",3,"CT - Sch for Cultural & Social Tran","This class provides an introduction to histories of the Pacific Islands, also known as Oceania. This class analyzes the histories of both Indigenous and Western framings of the Pacific, including the origins of the divisions  of Polynesia, Melanesia, and Micronesia. It analyzes imperialisms and colonialisms in the Pacific and Indigenous resistance and movements to achieve decolonization."
"MID E7578","Graduate Semester","Historiography of the Middle East",3,"HU - College of Humanities",""
"THEA1740","Undergraduate Semester","History and Analysis of Musical Theatre",3,"FA - College of Fine Arts","Musical theatre is an exciting, highly collaborative, and constantly evolving art form that is quintessentially American. This course is a survey of the creation and development of American musical theatre from its roots in early European comic opera and operetta to the contemporary Broadway musical. Students will learn the history and basic forms/styles of musical theatre; explore the aesthetic and philosophical attitudes of those who create(d) musical theatre; and examine the political climates and prevailing social attitudes of the eras in which musical theatre was and is currently created and how these climates and attitudes have inspired and influenced the subject matter, artists, and productions."
"DANC1025","Undergraduate Semester","History and Evolution of Dance on Film",3,"FA - College of Fine Arts","This course provides an overview of the relationship between dance and film beginning with silent film to the present. The course delineates the role and influence of dance in traditional cinema and further investigates genres of performance art film and contemporary dance film. The focus on this element of film aims to deepen appreciation and understanding of dance as a significant cinematic reflection of art and culture that historically and currently continues to influence emerging forms or media art."
"ELP7490","Graduate Semester","History and Foundations of U.S. Higher Education",3,"ED - College of Education","This graduate course focuses on the underlying purposes and possibilities of higher education in the United States. Drawing from the fields of philosophy, sociology, history, and cultural studies, this course emphasizes the relationship between higher education and society. Accordingly, this course highlights socio-political foundations of the larger society that pose challenges for colleges and universities in attempting to fulfill their missions."
"ENGL7800","Graduate Semester","History and Literature",3,"HU - College of Humanities",""
"MUSC6720","Graduate Semester","History and Philosophy of Music Education",3,"FA - College of Fine Arts","Major people, places, and events that have influenced music education in the United States. Evolution of music education from choral teaching of colonial America through diverse musical offerings of today's schools. Development of contemporary music education philosophy traced from this historical foundation. Methods of philosophical inquiry presented and applied in music education settings."
"PRT6000","Graduate Semester","History and Philosophy of Parks, Recreation, and Tourism",3,"HE - College of Health","This course serves as an introduction to the field of parks, recreation, and tourism. We will address public, non-profit, and commercial agencies that provide park, recreation, and tourism services and programs; the historical and conceptual roots our field; professional opportunities, and issues and trends affecting our profession. Throughout the course, we will pay particular attention to the role and benefits of leisure in people's lives."
"PHIL3350","Undergraduate Semester","History and Philosophy of Science",3,"HU - College of Humanities","Theories about the aims and methods of science and discussion of the historical development of science. Examples from history of science illustrate different views about science. Topics may include the relations between the sciences and between science and religion."
"PSY7508","Graduate Semester","History and Systems of Psychology",3,"SB - Coll of Soc & Behavioral Sci","The development of psychology as a science. Practical implications for contemporary psychology of the philosophical foundations of psychological method and theory."
"ED PS7080","Graduate Semester","History and Systems of Psychology",3,"ED - College of Education","Review of historical and philosophical foundations of psychology including important early contributions that culminated in the major systems that characterize contemporary psychological theory and practice."
"PSY4080","Undergraduate Semester","History and Theories of Psychology",3,"SB - Coll of Soc & Behavioral Sci","Recommended preparation for graduate work. Brief review of philosophy of science foundation of psychology. Major historical antecedents of contemporary psychology and how they influence psychology today. Mentalism, behaviorism, Gestalt psychology, and psychoanalysis. Examples drawn from social, developmental, clinical, educational, and experimental psychology."
"ARCH6852","Graduate Semester","History and Theory of Architectural Preservation since the 19th Century",3,"AR - Col of Architecture + Planning","This seminar introduces students to ideas and practices of preservation from the 19th century onwards around the world. This is when preservation exploded as a critical issue that was championed most prominently by architects and cultural promoters. Since many other experts from anthropology, sociology, linguistics, and political science have contested our object centric attitude to preservation and brought into question its purpose. The students will hear voices of both promoters and critics; study competing practices; think through different theories of time, memory and forgetting, change and petrification. We will visit Native American sites, abandoned railway stations, ghost towns, as well as some of the best preservation practices in Utah. The final goal of the class is to enable students to develop educated and defensible positions on preservation. Each student will put together an advocacy campaign for a condemned site."
"NURS3200","Undergraduate Semester","History and Traditions",3,"NU - College of Nursing","Course will be dropped after Spring 2004.  Focuses on writing to learn as a way to understand historical precedents for contemporary issues and traditions in nursing and health care. Content includes change and teaching theories and the history of women and associated gender issues. Role of professional organizations, including nursing organizations, on professional development emphasized."
"HIST3900","Undergraduate Semester","History Now","1 - 3","HU - College of Humanities","This course helps students grapple with urgent contemporary problems and issues by providing historical context. Thematic content and instructor varies."
"HIST3570","Undergraduate Semester","History of  Korea",3,"HU - College of Humanities","This course surveys the political, economic, social and cultural history of Korea from prehistoric times through the twentieth century. It emphasizes the distinctive features of Korean history within the broader context of East Asian history."
"PHIL3085","Undergraduate Semester","History of African American Philosophy",3,"HU - College of Humanities","Survey or representative writings of African-American philosophy. The course aims to present the unique philosophical voice of this intellectual tradition, through the work of figures such as Sojourner Truth, Frederick Douglas, Martin Luther King, and bell hooks, or on themes such as self-determination, racial justice or identity."
"HIST2720","Undergraduate Semester","History of American Capitalism",3,"HU - College of Humanities","This course explores the development of capitalism in the United States from the colonial period to the present. It will pay particular attention to how capitalism emerged and changed over time, and how these changes affected the nation’s political and social history. Central topics in American history—the colonization of Indigenous lands; the enslavement of Africans; the immigration of poor Europeans, Chinese, and Mexicans; America’s brief gambit at overseas empire; the New Deal; the rise of modern conservatism—will be re-interpreted through the lens of political economy, offering new ways to understanding the nation’s past."
"ECS7852","Graduate Semester","History of American Education",3,"ED - College of Education","This graduate seminar examines cutting-edge scholarship in the history of American education. Throughout the semester, this seminar will explore two overarching questions: How do historians excavate the educational past? How, if at all, can the past inform and influence educational policy? Using recent historiography as both a model and a muse, students will write a lengthy historical research paper or historiography paper. Meets with ECS 6852."
"ECS6852","Graduate Semester","History of American Education",3,"ED - College of Education","This graduate seminar examines cutting-edge scholarship in the history of American education. Throughout the semester, this seminar will explore two overarching questions: How do historians excavate the educational past? How, if at all, can the past inform and influence educational policy? Using recent historiography as both a model and a muse, students will write a lengthy historical research paper or historiography paper. Meets with ECS 7852."
"HIST4370","Undergraduate Semester","History of American Social Movements",3,"HU - College of Humanities","Analyses the history of American social movements to understand how they are founded, who joins, and the variables in success of social movement activism."
"ANTH6165","Graduate Semester","History of Anthropology",3,"SB - Coll of Soc & Behavioral Sci","Meets with ANTH 4165. Additional work required of graduate students. Growth of anthropological knowledge and development of major ideas and methods, approached through biographies of leading figures."
"ANTH4165","Undergraduate Semester","History of Anthropology",3,"SB - Coll of Soc & Behavioral Sci","Meets with ANTH 6165. Growth of anthropological knowledge and development of major ideas and methods, approached through biographies of leading figures."
"ANTH6342","Graduate Semester","History of Archeology",3,"SB - Coll of Soc & Behavioral Sci","An overview of the history of archeology, with emphasis on recent developments in the North American, British, and Latin American literature."
"ARCH6270","Graduate Semester","History of Architectural Theory",3,"AR - Col of Architecture + Planning","History of architectural thought from Vitruvius to the present.  Intensive reading, writing and discussion of architectural texts with comparative and complimentary issues in literature, philosophy, psychology, aesthetics, etc."
"ART H3400","Undergraduate Semester","History of Art Criticism",3,"FA - College of Fine Arts","Works of major critics, historic and contemporary, are analyzed to identify the philosophical positions on which their critical criteria are based. The course emphasizes the process that leads systematically through description, analysis, and interpretation to the formulation of defensible critical judgments. In addition to critical history, the class will consider issues relevant to contemporary society including censorship, morality, feminist views, and  the application of literary critical methods. Students will learn to apply current, critical methods as ways of analyzing and interpreting art and architecture. The course is primarily organized around student presentations and class discussion of assigned readings. Students are required to write assigned critical essays based either on readings or selected topics, and will be graded on class participation and preparation of their assigned presentations."
"HIST3350","Undergraduate Semester","History of Brazil",3,"HU - College of Humanities","This course addresses the political, economic, and cultural history of Brazil. It begins with Portuguese colonization in the sixteenth century, traces the development of a profoundly heterogeneous colonial society, the achievement of independence, nation-state formation, dictatorship, and democratization. It ends with the opening of the twenty-first century and Brazil's transformation into one of the world's largest economies. The course will emphasize issues related to encounter and exploration, religion and cross-cultural interaction, slavery and abolition, indigenous peoples, scientific and technological transformation, industrialization, urban growth, and environmental change."
"ART3200","Undergraduate Semester","History of Ceramics",3,"FA - College of Fine Arts","Study of the historical diversity of ceramics, style, and form, from 6000 BCE to the present. Includes the Far East, Islam, Europe, Pre- and Post-Columbian, as well as contemporary directions."
"PHIL4150","Undergraduate Semester","History of Continental Philosophy",3,"HU - College of Humanities","Representative writings of major philosophers in the continental tradition including Husserl, Sartre, Heidegger, Merleau-Ponty, Derrida."
"DENT7104","Dentistry Semester","History of Dentistry",1,"DN - School of Dentistry","Designed to acquaint the student with the history of dentistry from ancient times to the present. Emphasis is placed upon contributions by individuals and groups of individuals leading to the current status of dentistry in the United States."
"ECON6060","Graduate Semester","History of Economic Doctrines",3,"SB - Coll of Soc & Behavioral Sci","The evolution of modern economic ideas reflects the changing historical dynamics of capitalism. Both modern neoclassical economics and political economy find their intellectual origins in classical political economy. Successive generations of economists have debated over the origins of value and surplus-value, the underlying determinants of prices, and the inherent stability (or instability) of the capitalist system. This course covers these debates and the key questions of whether capitalism is an economically and socially rational system, and whether there are historically viable alternatives. Graduate students should register for ECON 6060 and will be held to higher standards and/or additional work."
"ECON7600","Graduate Semester","History of Economic Doctrines I",3,"SB - Coll of Soc & Behavioral Sci","A two-semester sequence of seminars devoted to critically surveying economics and economists in an institutional and historical setting."
"ECON7601","Graduate Semester","History of Economic Doctrines II",3,"SB - Coll of Soc & Behavioral Sci","A two-semester sequence of seminars devoted to critically surveying economics and economists in an institutional and historical setting."
"ECS6610","Graduate Semester","History of Education in the United States",3,"ED - College of Education","Social and intellectual history of schooling in the U.S. from 18th- to early 20th-century. Focuses on relationship between the ideas of educational leaders and the practices of American public education."
"PHIL5130","Undergraduate Semester","History of Ethical Theory",3,"HU - College of Humanities","Ethical thought of Plato, Aristotle, Epicurus, Augustine, Aquinas, Hume, Kant, Butler, Mill, et al. For juniors and seniors."
"PHIL6130","Graduate Semester","History of Ethical Theory",3,"HU - College of Humanities","Ethical thought of Plato, Aristotle, Epicurus, Augustine, Aquinas, Hume, Kant, Butler, Mill, et al."
"FILM3320","Undergraduate Semester","History of Film",4,"FA - College of Fine Arts","Cinema history from the 1950s to the present.  Meets with FILM 5570."
"FILM3310","Undergraduate Semester","History of Film",4,"FA - College of Fine Arts","A history of the cinema from the silent period up to the 1950s."
"THEAT5560","Undergraduate Semester","History of Film",4,"FA - College of Fine Arts","A history of the cinema of the silent period up to the 1950s. Meets with THEAT 3310."
"FILM5560","Undergraduate Semester","History of Film",4,"FA - College of Fine Arts","A history of the cinema of the silent period up to the 1950s. Meets with THEAT 3310."
"FILM5570","Undergraduate Semester","History of Film",4,"FA - College of Fine Arts","Cinema history from the 1950s to the present. Meets with THEAT 3320."
"THEAT5570","Undergraduate Semester","History of Film",4,"FA - College of Fine Arts","Cinema history from the 1950s to the present. Meets with THEAT 3320."
"FILM2115","Undergraduate Semester","History of Film & Media Arts: 1952 to the Present",4,"FA - College of Fine Arts","A survey of the history of film and media arts from 1952 to the present. FILM 2110 is a recommended prerequisite."
"FILM6120","Graduate Semester","History of Film & Media Arts: 1952 to the Present.",4,"FA - College of Fine Arts","A survey of the history of film and media arts from 1952 to the present."
"FILM6110","Graduate Semester","History of Film & Media Arts: Origins to 1952",4,"FA - College of Fine Arts","A survey of the history of film and media arts from their origins to 1952."
"FILM2110","Undergraduate Semester","History of Film & Media Arts: Origins to 1952",4,"FA - College of Fine Arts","A survey of the history of film and media arts from their origins to 1952."
"DESGR2600","Undergraduate Semester","History of Graphic Design",3,"FA - College of Fine Arts","An overview of the history of graphic communication. Topics covered include: the invention of the written language, the origin of printing, graphic design in the Renaissance and Victorian eras, Art Nouveau, Pictorial Modernism, International Typographic Style, Post-Modernism, contemporary conceptual and new wave movements. Emphasis is on the Post-Art Nouveau eras."
"ETHNC3670","Undergraduate Semester","History of Hawaiʻi",3,"CT - Sch for Cultural & Social Tran","This class explores the history of the Hawaiian Kingdom, the arrival of European explorers and American missionaries, the Kingdom’s overthrow in 1893, annexation by the United States in 1898, and statehood in 1959. The class considers how Native Hawaiians resisted the loss of their nation and continue to organize for cultural revitalization and decolonization. We also consider histories of immigrants from China, Japan, Korea, the Philippines, Portugal, and Puerto Rico, among others, who came to work on sugar plantations in the late 19th and early 20th century."
"HIST3670","Undergraduate Semester","History of Hawaiʻi",3,"HU - College of Humanities","This class explores the history of the Hawaiian Kingdom, the arrival of European explorers and American missionaries, the Kingdom’s overthrow in 1893, annexation by the United States in 1898, and statehood in 1959. The class considers how Native Hawaiians resisted the loss of their nation and continue to organize for cultural revitalization and decolonization. We also consider histories of immigrants from China, Japan, Korea, the Philippines, Portugal, and Puerto Rico, among others, who came to work on sugar plantations in the late 19th and early 20th century."
"ELP6530","Graduate Semester","History of Higher Education",3,"ED - College of Education","Universities have championed inquiry, educated students, and developed civilization for nearly 800 years. This course explores the origins of universities in Europe and the development of four distinct forms of higher education in the United States: the residential college, the land grant university, the research university, and the community college."
"ELP7530","Graduate Semester","History of Higher Education",3,"ED - College of Education","Universities have championed inquiry, educated students, and developed civilization for nearly 800 years. This course explores the origins of universities in Europe and the development of four distinct forms of higher education in the United States: the residential college, the land grant university, the research university, and the community college."
"DANC1013","Undergraduate Semester","History of Hip-Hop",3,"FA - College of Fine Arts","This course is designed for non-majors and is designated as a Fine Arts Foundation and Diversity course. The course introduces students to a basic understanding of Hip-Hop history and culture, and its elemental ties to art, poetry, music and particularly dance."
"ECS6613","Graduate Semester","History of Indian Education",3,"ED - College of Education","This course examines the history of American Indian education and schooling. One of the central goals of the seminar is to examine the contemporary impacts of the policies (and theories), practices, and experience within mission schools, manual labor schools, and boarding schools. The topics that will be covered are settler colonialism, educational policies, resistance, and educational sovereignty."
"ECS7812","Graduate Semester","History of Indian Education",3,"ED - College of Education","This course examines the history of American Indian education and schooling. One of the central goals of the seminar is to examine the contemporary impacts of the policies (and theories), practices, and experience within mission schools, manual labor schools, and boarding schools. The topics that will be covered are settler colonialism, educational policies, resistance, and educational sovereignty."
"HIST3390","Undergraduate Semester","History of Israel/Palestine",3,"HU - College of Humanities","This course is an introduction to the history of Israel/Palestine from the 19th until the early 21st century. We trace the development of relationships between various actors, societies, state, and non-state entities. We assess the histories of nationalisms, colonialisms, war and violence, alongside the histories of ideologies, necessity, peace and diplomacy. The history of Palestine/Israel is an entangled one, though entanglement does not mean equal standing. As such, we follow power disparities and find curious poles, and even curiouser bedfellows. We ask questions of a political, religious, cultural, intellectual, environmental, economic, and diplomatic nature. This course takes both a chronological and thematic approach as an introduction to major events and actors of this history."
"MUSC3670","Undergraduate Semester","History of Jazz",3,"FA - College of Fine Arts","A historical analysis of the development of jazz from various pre-jazz influences through contemporary approaches, including the study of individual artists, particularly those whose work has effected important stylistic change. Special emphasis will be placed on the aural analysis of course topics."
"PHIL3086","Undergraduate Semester","History of Latin American Philosophy",3,"HU - College of Humanities","Introduces the student to philosophically relevant work done in Latin America, and to philosophical topics that have occupied Latin American thinkers. Includes texts from the time of the Conquest and the Colonial Period (Las Casas, Sepúlveda, Sor Juana Inés de la Cruz), all the way to 19th century independentism and positivism (Bolívar, Sarmiento), as well as 20th century philosophically-oriented writers (Paz, Borges), and recent work concerning Latin-American identity."
"ENGL6440","Graduate Semester","History of Literary Criticism",3,"HU - College of Humanities",""
"FILM3135","Undergraduate Semester","History of Media Arts",4,"FA - College of Fine Arts","This course analyzes historical transformations in how forms of media work industrially, stylistically, economically, socially, and culturally. Students will learn to place various texts within media arts history. Through lectures, discussions, readings, and writing about media this course offers an overview of the ways in which film, television, animation, video games, interactive media, and other media have been developed, established, used, and discussed both nationally and internationally."
"HIST4080","Undergraduate Semester","History of Medicine in Western Society",3,"HU - College of Humanities","This course is an introduction to the theories and practices of medicine from our earliest ancestors to the present day. It approaches the study of sickness and health from the perspectives of both those who attempted to heal the sick and those suffering from bodily ailments. This course will focus primarily on Europe and the Americas."
"HIST3050","Undergraduate Semester","History of Medieval Spain",3,"HU - College of Humanities","Meets with MID E 5505. Focuses on the history, geography, culture, and religion of Spain until the end of the 15th century. Includes a survey of pre-Roman and Roman times, but emphasizes the Visigothic, Islamic, and Christian developments until the discovery of the New World. May be used for the Middle East major when taught by Middle East faculty."
"HIST3300","Undergraduate Semester","History of Mexico",3,"HU - College of Humanities","Examines Mexican history from pre-conquest societies through the present, paying special attention to the following topics: colonial legacies, economic development, the Mexican Revolution (1910), U.S.-Mexican relations, the construction of racial and ethnic identities, and cultural traditions."
"THEA3740","Undergraduate Semester","History of Musical Theatre",3,"FA - College of Fine Arts","This is the second course in a two-semester series tracing the history of theatre and performance. Through lectures, discussions, readings, and listening/viewing assignments, students trace the history of theatre and performance, focusing specifically on Musical Theatre, from the 17th century through present day."
"HIST4670","Undergraduate Semester","History of Native American Peoples",3,"HU - College of Humanities","This survey examines Native American history from the earliest records to the present. It focuses on Indian responses to European colonization and the consequent political, social, economic and cultural transformation of Native American Societies."
"HONOR4450","Undergraduate Semester","History of Physics",3,"HN - Honors College","Based mostly on writings by major physicists themselves, this course introduces students to major topics in the history of physics from Galileo and Newton to the present. In class, we will recreate several important experiments and explore relationships among experiment, mathematics, and theory. We will also consider social and cultural contexts of modern physics and the impact of physics on society."
"COMM5260","Undergraduate Semester","History of Public Communication",3,"HU - College of Humanities","Analysis and criticism of public statements on political, religious, and social issues relevant to American history."
"COMM6260","Graduate Semester","History of Public Communication: Graduate",3,"HU - College of Humanities","Meets with COMM 5260."
"LAW7795","Law Semester","History of Race and American Law",3,"LW - S.J. Quinney College of Law","This course will survey the interplay between the legal and historical construction of race in the United States from the colonial period to the present. Rather than focusing on one ""race"" at a time, we will focus on how the racialization of different groups occur in the law over time in relation to each other, and in relation to the construction of the unmarked category of ""whiteness."" Using a methodology that studies race as a process rather than a thing allows us to see how so-called discreet ""races"" are actually constructed in relation to each other. Some of the topics we will cover include: In what ways did the expansion of slavery necessitate the conquest of Mexico? How did the early different legal categorizations of Black versus Indian cause the on-going tension in Indian law between sovereignty and race? Why were Asians seen as unfit for citizenship at the same time certain groups of Latinos were effectively white? Why does Puerto Rico remain a territory while Hawaii is a state? Students will read both historical materials, texts and case law."
"MUSC2100","Undergraduate Semester","History of Rock and Roll",3,"FA - College of Fine Arts","History 1940's-present. Blues, rhythm and blues, soul and electronic white blues."
"PHIL2310","Undergraduate Semester","History of Science",3,"HU - College of Humanities","A survey of important contributions to Western science including a detailed examination of at least two scientific revolutions associated with Copernicus, Newton, Darwin, or Einstein.  Introduces students to the aims and methods of science and the distinctions between science and religion."
"PATH6800","Graduate Semester","History of Science and Medicine",1.5,"MD - S. F. E. School of Medicine","This course will cover the history of Eugenics and medical experimentation on Black, Indigenous, and Latinx peoples. This history will serve as the foundational lens for discussion on traditional ethical topics such as IRB, collaboration, etc. The primary learning objective is a clear understanding of the historical basis of current racial medical bias and disparities as well as recognition of the presence of bias in scientific experimental design and data interpretation."
"PATH7800","Graduate Semester","History of Science and Medicine",1.5,"MD - S. F. E. School of Medicine","This course will cover the history of Eugenics and medical experimentation on Black, Indigenous, and Latinx peoples. This history will serve as the foundational lens for discussion on traditional ethical topics such as IRB, collaboration, etc. The primary learning objective is a clear understanding of the historical basis of current racial medical bias and disparities as well as recognition of the presence of bias in scientific experimental design and data interpretation."
"HIST4070","Undergraduate Semester","History of Science in Asia",3,"HU - College of Humanities","In this course, we begin with discourses of science surrounding European colonization of Asia, and then look at how different people in Asia used science to speak back to empire. The course continues with analysis of science and nation building along with other topics such as food and nutrition, the atomic bomb, and the Cold War in Asia."
"HIST4630","Undergraduate Semester","History of Sexuality in America",3,"HU - College of Humanities","Examines how Americans understand sexuality, sexual identity and their role in culture and politics, starting from early European ideas, shifting to those of native Americans, then examining changing formulations in the 19th and 20th centuries."
"GNDR4630","Undergraduate Semester","History of Sexuality in America",3,"CT - Sch for Cultural & Social Tran","Examines how Americans understand sexuality, sexual identity and their role in culture and politics, starting from early European ideas, shifting to those of native Americans, then examining changing formulations in the 19th and 20th centuries."
"HIST3470","Undergraduate Semester","History of South Africa",3,"HU - College of Humanities","This course focuses on the history of South Africa from ancient times to the present. We will use South African history to explore African and European empires, socioeconomic inequality, racism and race relations, ethnic nationalisms, transitional democracy, restorative justice, and the global HIV/AIDS epidemic. No prior knowledge of South African history is required."
"THEA6780","Graduate Semester","History of Stage Direction",3,"FA - College of Fine Arts","Students study, discuss, research, and report on the history of stage direction and directors."
"ECS6611","Graduate Semester","History of Teaching in the United States",3,"ED - College of Education","Examines teaching as a historically constructed and situated occupation. Focus on feminization of teaching, origins of teacher unionism, and development of professionalism in education."
"HIST6085","Graduate Semester","History of Technology",3,"HU - College of Humanities","This course introduces students to the study of the nature, development, role, and significance of technology as a dynamic element in human society. We begin with some consideration of technology in the broad sweep of human history and of the philosophy of technology. We next examine the so-called, scientific revolution: race, gender, and class formation surrounding the industrial revolution; the triumphs, horrors, and profound discontents of twentieth-century technological modernity."
"HIST4085","Undergraduate Semester","History of Technology",3,"HU - College of Humanities","This course introduces students to the study of the nature, development, role, and significance of technology as a dynamic element in human society. We begin with some consideration of technology in the broad sweep of human history and of the philosophy of technology. We next examine the so-called, scientific revolution: race, gender, and class formation surrounding the industrial revolution; the triumphs, horrors, and profound discontents of twentieth-century technological modernity."
"GEO5800","Undergraduate Semester","History of the Earth",3,"MI","Major events in Earth history from the origin of Earth to the present.  Methods in Earth history, with discussion of appropriate periods of applicability, and choice of time periods for which answers may be forthcoming for processes of different durations."
"GEO6800","Graduate Semester","History of the Earth",3,"MI","Meets with GEO 5800; additional work required of graduate students.  See GEO 5800 for course description."
"ITAL3800","Undergraduate Semester","History of the Italian Language",3,"HU - College of Humanities","This course maps the origin of the Italian language, starting in Sicily in the 12th century and ending with the Italian of the post Unification in 1861. Taught in Italian. Readings in Italian."
"MID E4170","Undergraduate Semester","History of the Sciences in the Islamic World",3,"HU - College of Humanities","Meets with ARAB 6700 and MID E 6170. History of the development of thought and practice of natural scientists in Islamic lands before the eighteenth century and their contributions to humanity. Includes inter alia, botany, zoology, materia medica, pharmacology, medicine, veterinary science, mathematics, physics, chemistry, optics, astronomy, astrology, alchemy, and related fields."
"MID E6170","Graduate Semester","History of the Sciences in the Islamic World",3,"HU - College of Humanities","Meets with ARAB 4700 and MID E 4170. Additional work required of graduate students. History of the development of thought and practice of natural scientists in Islamic lands before the eighteenth century and their contributions to humanity. Includes, inter alia, botany, zoology, materia medica, pharmacology, medicine, veterinary science, mathematics, physics, chemistry, optics, astronomy, astrology, alchemy, and related fields."
