"code","level","title","credits","college","description"
"GAMES4510","Undergraduate Semester","Capstone II",3,"AR - Col of Architecture + Planning","Provides Games students with a venue to test and explore the skills they have learned throughout their academic careers and to provide them with guidance in abstracting their experience. Working in multidisciplinary groups, students will follow an industrial model while building a video game from the ground up. Course staff acts as technical and creative producers on the project, while students fill all engineering, creative, and administrative positions. Games will be similar in scope and design to those found on current generation console download services, such as Xbox Live or the Play Station Network."
"OC TH7872","Graduate Semester","Capstone II",3,"HE - College of Health","During the second capstone course, students will initiate theoretical and curriculum connections to their proposed capstone project. Students will work towards finalizing their capstone proposal which includes a literature review, needs assessment of the capstone site, goals/objectives of the project/experience, mentoring/supervision plan, and evaluation plan. This capstone course will allow students to work with faculty mentor guidance to prepare for their capstone experiential and final capstone project. By the end of the semester, the capstone student will also finalize their affiliation plan which will be signed by the student, site mentor, faculty mentor, and the Doctoral Capstone Coordinator."
"OC TH7873","Graduate Semester","Capstone III",0.5,"HE - College of Health","The third capstone course will allow students, with advisor guidance, to revisit, refine, and revise their capstone project before the experiential component and final report. This will include additional searches of the literature, the completion of a second needs assessment, the creation of an activity outline for their capstone project, and the development of a program evaluation assessment. This will allow the capstone students to maintain communication with their sites before arriving during their final semester of the OTD curriculum."
"UUHED6989","Graduate Semester","Capstone Implementation and Dissemination HPE","2 - 4","MD - S. F. E. School of Medicine","This course focuses on the knowledge and skills to implement a scholarly project in health professions education. Individual support for implementation, data analysis, and communication regarding the project is provided."
"GEOG6161","Graduate Semester","Capstone in Geographic Information Science",3,"SB - Coll of Soc & Behavioral Sci","Graduate students should enroll in GEOG 6161 and will be held to higher standards and/or more work. The culmination of GIS classroom learning is the application to industry problems. This course provides students with the opportunity to apply their GIS skills and knowledge to real-world GIS projects in the community. Students, working in small teams, will be provided a locally sponsored GIS project which they will take through the GIS project life cycle from conception to completion."
"GEOG5161","Undergraduate Semester","Capstone in Geographic Information Science",3,"SB - Coll of Soc & Behavioral Sci","Graduate students should enroll in GEOG 6161 and will be held to higher standards and/or more work. The culmination of GIS classroom learning is the application to industry problems. This course provides students with the opportunity to apply their GIS skills and knowledge to real-world GIS projects in the community. Students, working in small teams, will be provided a locally sponsored GIS project which they will take through the GIS project life cycle from conception to completion."
"EDU6940","Graduate Semester","Capstone in Instructional Coaching",3,"ED - College of Education","To Provide participants with the opportunity to explore and develop an understanding of a variety of specialized topics of interest as they relate to the role of the instructional coach."
"ENVST5555","Undergraduate Semester","Capstone in Land Management, Conservation, and Sense of Place",3,"SB - Coll of Soc & Behavioral Sci","The course will emphasize and critique prevailing theories and models of environmental and sustainability issues, specifically related to land management, conservation and sense of place. Students will also have the opportunity to brainstorm and network as to how to apply concepts and theories and discuss the relevance to their education, their role as responsible citizens, and the job market. Finally students will complete a project that utilizes their conceptual skills and what they have learned in their courses."
"OC TH7972","Graduate Semester","Capstone in Occupational Therapy","1 - 6","HE - College of Health","This course is designed to integrate knowledge and skills acquired during doctoral coursework with a scholarly project designed by the student to meet his or her professional goals. Each student will identify a relevant and contemporary issue that bears further study. Under the direction of a faculty mentor and advisory committee, the student will propose, implement, and evaluate a systematic action to be taken with that topic that will lead to a meaningful outcome. The project can focus on, but is not limited to, the development of a new occupational therapy intervention program, the design of a research study, design of a college level course, program evaluation, or recommendations for institutional policy change."
"PADMN6890","Graduate Semester","Capstone in Public Administration",3,"SB - Coll of Soc & Behavioral Sci","This is a case-based course designed to review and apply concepts from other core courses and some concentration fields in the MPA program. Students will participate actively in a variety of scenarios and role plays, write individual and joint case analyses that integrate theories from core subject areas, and will be examined on their knowledge and ability in applying concepts to practice. Students must meet eligibility requirements to register for Capstone and take the Capstone course during their final semester of coursework."
"GEOG5131","Undergraduate Semester","Capstone in Remote Sensing",3,"SB - Coll of Soc & Behavioral Sci",""
"CH EN4706","Undergraduate Semester","Capstone Project I",2,"EN - J & M Price College of Eng.","In this two-semester capstone sequence, teams of students will design and execute an engineering project of their own creation. This starts in 4706 with a competitive proposal process. Each student proposes a project and the instructors select roughly one of three to proceed. The projects may involve experiment and simulation and should accomplish one or more of the following goals, (1) address the needs of a company, (2) contribute to a professor’s research program, (3) improve the capabilities of a teaching laboratory in the Department, or (4) advance the service or educational mission of the Department. The last item may involve outreach or community engagement activities."
"CH EN4707","Undergraduate Semester","Capstone Project II",2,"EN - J & M Price College of Eng.","Continuation of CH EN 4706 that culminates in a final formal report and a poster presentation at the Senior Capstone Symposium."
"BMI6975","Graduate Semester","Capstone Project MS","1 - 3","MD - S. F. E. School of Medicine","For M.S. degree students working on the final phase of their non-thesis Masters degree."
"UGS4820","Undergraduate Semester","Capstone Projects","3 - 4","UOFU - University of Utah","Capstone Projects integrate coursework, knowledge, skills and experiential learning for the purpose of enabling students to demonstrate their synthesis of knowledge in real-world applications. This is accomplished through providing students with opportunities to apply their accumulated learning to a meaningful project, assess outcomes, and position themselves for emerging opportunities in their fields. Students undertaking a Capstone Project must first find a faculty advisor or advisors to work with them. Projects can be done independently or with collaborative teams. Collaborative teams are encouraged to work across disciplines whenever possible. For additional information contact the Director of Capstone Initiatives in the Office of Undergraduate Studies."
"FA4800","Undergraduate Semester","Capstone Projects for Certification",4,"FA - College of Fine Arts","For anyone pursuing the Certification in Arts Technology, this is the capstone course.  Upon completion of other certificate requirements, students of every discipline gather to produce collaborative technology-based works under the supervision of Fine Arts faculty.  These are considered capstone projects for Certification."
"UUHED6988","Graduate Semester","Capstone Proposal HPE",2,"MD - S. F. E. School of Medicine","This course focuses on the knowledge and skills needed to design a scholarly project in health professions education. Emphasis will be crafting methods to address relevant research questions or project goals in preparation for project implementation."
"ED PS5800","Undergraduate Semester","Capstone Seminar",3,"ED - College of Education","This course provides the opportunity to apply knowledge from previous coursework to an applied project. Students will choose a capstone project that could include a research project, a community project, or an interest project. This will allow students to gain a deeper understanding of an area of educational psychology that is of particular interest to them. Students will utilize all of the knowledge and experience they have received during their undergraduate coursework to apply to this project. Projects will reflect the appropriate depth of understanding of the topics and concepts they have learned about in courses."
"SO WK7309","Graduate Semester","Capstone Seminar ain Integrated Research",3,"SW - College of Social Work","This capstone, post candidacy course will ground students in the full range of research methods available for the advancement of social work interventions. Students will be able to integrate prior course work and knowledge in the refinement of research questions and conceptual frameworks. Their critical analysis of a substantive and/or intervention area will result in the development of a focused agenda for scholar change agents. This critical analysis will culminate in publishable scholarly products."
"IAGE6900","Graduate Semester","Capstone Seminar in International Affairs and Global Enterprise",3,"SB - Coll of Soc & Behavioral Sci","The Capstone Seminar in International Affairs and Global Enterprise is a case-based course that (1) provides opportunities for students to review and integrate concepts, issues, and problems from across the field of global enterprise; (2) provides a forum for students to apply theories, principles, and skills from across the required courses to real-world cases; (3) evaluates students' abilities to analyze cases critically and make and defend decisions; and, (4) requires students to design, organize and write a research paper that demonstrates well developed analytical and communicative skills."
"DES4010","Undergraduate Semester","Capstone Studio Minor",5,"AR - Col of Architecture + Planning","A deep dive studio class for students in the Design minor. This class moves through the entire design development cycle from initial concept to prototype development. Students work on real problems and develop tangible solutions. Issues of human centered research, graphic communication, concept identification, concept refinement, manufacturing and business viability will be discussed."
"ETHNC5910","Undergraduate Semester","Capstone: Advanced Explorations in Ethnic Studies",3,"CT - Sch for Cultural & Social Tran","As the capstone experience for Ethnic Studies majors, this course provides students with an opportunity to demonstrate mastery of knowledge of concepts, ideas, and approaches relevant to their area of specialization in the interdisciplinary field of Ethnic Studies."
"ENVST5559","Undergraduate Semester","Capstone: Air, Water, & Health Sustainability",3,"SB - Coll of Soc & Behavioral Sci","Students will review and critique prevailing theories and models of environmental and sustainability studies that have been introduced in previous coursework. Students also will assess the success of various approaches towards sustainability in various sectors of society pertaining to air and water resources and their effect on the health of humans and other biota. Students will reflect on their role as responsible citizens and members of the job market. They also will practice skills needed in both areas. Finally, students will complete a group project that contributes to a more sustainable University of Utah campus."
"ART4260","Undergraduate Semester","Capstone: Ceramics",3,"FA - College of Fine Arts","Exploration of current issues, ideas, and concerns in the ceramic arts. Advanced focus on individual ceramic refinement through investigations into contemporary aesthetics, imagery, and concepts."
"ENVST5557","Undergraduate Semester","Capstone: Teaching for Sustainability Literacy",3,"SB - Coll of Soc & Behavioral Sci","Sustainability is a complex interdisciplinary topic. This course explores the big ideas of sustainability, as well as educational theories and instructional strategies for educational program implementation. Students will design and implement education programs in a community setting of their choice."
"LAW7820","Law Semester","Capstones","2 - 4","LW - S.J. Quinney College of Law",""
"CVEEN7450","Graduate Semester","Carbon Sequestration Engineering and Science",3,"EN - J & M Price College of Eng.","The goals of this course are to (1) create a broad academic foundation of carbon capture and sequestration (CCS), with the primary emphasis on geologic sequestration, that prepares the student for continuing education, leading to greater professional competency, and (2) provide the student with the fundamental knowledge and tools necessary to perform design of CCS systems for professional practice."
"INTMD7626","Medicine Semester","Cardiac Electrophysiology",4,"MD - S. F. E. School of Medicine","Students will work directly with the fellows and attendings assigned to the electrophysiology service. Students will evaluate patients who require electrophysiology consultation and present to the attending physician. The student will also participate in pacemaker and defibrillator interrogations, drug loading, and elective cardioversions as supervised by the fellow and attending. Students will gain experience with state-of-the-art management of arrhythmias. The complete interpretation of ECGs is emphasized."
"ESSF1009","Undergraduate Semester","Cardio Kickboxing","1 - 2","HE - College of Health","This course will involve boxing & kickboxing training specifically designed to challenge the cardiorespiratory system using kickboxing bags. Choreography will involve various kickboxing techniques in combination with other cardiorespiratory exercises."
"DENT7111","Dentistry Semester","Cardio-Pulmonary Resuscitation",1,"DN - School of Dentistry","A formalized class in Cardio-Pulmonary Resuscitation leading to BLS certification by the American Heart Association for Health Care Providers."
"PCTH7502","Graduate Semester","Cardiology Clerkship",6,"PH - College of Pharmacy","Advanced specialty clinical clerkship: drugs in the care of cardiology patients."
"INTMD7620","Medicine Semester","Cardiology Clinical Clerkship","2 - 12","MD - S. F. E. School of Medicine","Students will be instructed by faculty during the evaluation, diagnosis and management of patients in the daily outpatient cardiology consult clinic.  ECG interpretation will be taught daily, after pre-reading by the students, along with study of an electrocardiography text.  Students will also participate on the inpatient consultation team of faculty member and fellow.  The role of physical exam, ECG, echocardiography, exercise testing, ambulatory ECG monitoring, cardiac catheterization, and nuclear cardiology will be discussed in the diagnostic assessment.  The role of pharmacologic therapies, percutaneous coronary interventions, surgical interventions, arrhythmia procedures, external counterpulsation, and cardiac rehabilitation will be discussed.  Conferences include case presentation/literature review and ECG conference."
"PH TH7290","Graduate Semester","Cardiopulmonary Management",4,"HE - College of Health","Knowledge of cardiovascular and pulmonary anatomy, physiology and pathophysiology; principles and clinical skills necessary to function as a member of the rehabilitation team throughout the continuum of care including critical care, acute care, pulmonary and cardiac rehab outpatient programs and risk factor modification and health promotion for patients with cardiovascular and pulmonary diagnoses. Knowledge learned in this course for this patient population will include patient assessment, appropriate intervention in inpatient and outpatient settings, exercise testing and prescription, risk-factor modification and cardiovascular and pulmonary disease prevention. "
"PH TH6240","Graduate Semester","Cardiopulmonary Rehabilitation",4,"HE - College of Health","Cardiopulmonary anatomy, physiology, and pathophysiology; principles and clinical skills necessary to function as a member of the cardiopulmonary rehabilitation team including patient assessment, exercise testing, exercise prescription, and monitoring; risk factor modification, cardiopulmonary disease prevention, and exercise management for persons with chronic disease and disabilities. Students register for one lab section only."
"BIOEN6220","Graduate Semester","Cardiovascular and Pulmonary Biomechanics",3,"EN - J & M Price College of Eng.","Anatomy and physiology of cardiovascular and pulmonary systems; focus on energetics and hemodynamics."
"BME6464","Graduate Semester","Cardiovascular Engineering Research",1,"EN - J & M Price College of Eng.","This course addresses all aspects of research in cardiovascular engineering. We include such topics as the current state of research, milestone studies in the field, and professional and ethical responsibility associated with the development, testing, and implementation of cardiovascular research. The course specifically will focus on understanding experimental models and protocol choices, with special emphasis on determining whether manuscripts rigorously follow the scientific process."
"PHARM7545","Graduate Semester","Cardiovascular Medicine",2,"PH - College of Pharmacy","This course will allow the student to gain in-depth knowledge of cardiovascular disease states through attending didactic lectures, participating in interactive learning activities, studying guidelines and supporting primary literature, and patient-case based learning."
"PAS6115","Graduate Semester","Cardiovascular Medicine",3,"MD - S. F. E. School of Medicine","Part of a series of courses using an organ systems approach to the study of clinical medicine. Students study epidemiology, pathophysiology, clinical presentation, diagnosis, and medical management of commonly encountered medical conditions affecting the cardiovascular system. Students are also challenged to learn the fundamentals of interpreting electrocardiograms."
"MD ID7720","Medicine Semester","Cardiovascular Medicine: from Pathophysiology to the patient",4,"MD - S. F. E. School of Medicine","This course is a four-week basic science to bedside, deep examination of cardiovascular physiology, pathology and pharmacology. These complex topics require dedicated time to explore fundamentals. Cardiovascular disease is ubiquitous and understanding the basic science nuances and its application at the bedside is paramount for most physicians in their clinical practice. Students will sequentially analyze cardiovascular topics to facilitate an understanding of pathophysiology of cardiovascular disease and its impact on patients. The course will consist of flipped classroom didactics, problem-based learning, team-based learning, simulation activities, journal club, hands-on lab and a variety of clinical experiences."
"INTMD7050","Medicine Semester","Cardiovascular Organ System",3,"MD - S. F. E. School of Medicine","Elements of pharmacology, pathology, and physiology, integrated with clinical aspects of the cardiovascular system.  Principles of development and aging of this system are included."
"NUIP7405","Graduate Semester","Cardiovasomobility",3,"HE - College of Health","Cardiovasomobility introduces students to an emerging discipline that blends exercise, cardiovascular, musculoskeletal, and metabolic physiology and pathology to mobility and health. Concepts will span the “bench-to-bedside” spectrum and include basic science research, translation to humans, translation to patients, and translation to clinical practice. The focus will be on establishing a knowledge base in Cardiovasomobility research and expanding this knowledge to better understand the integration of cardiovascular, musculoskeletal, and metabolic physiology in the context of health, disease, and aging. The course will cover findings from seminal studies in basic physiology, implementation science, and medicine. Students will be exposed to critical evaluation of research and current clinical approaches aimed at optimizing Cardiovasomobility. This course will be team-taught by faculty members across a range of departments including Geriatrics, Physiology Therapy, General Medicine, Cardiology, and Nutrition and Integrative Physiology, Students taking this class should have a background in advanced exercise physiology, cardiovascular, musculoskeletal, and metabolic physiology, basic biostatistics, and introductory biochemistry."
"NURS6470","Graduate Semester","Care Management for Individuals Practicum",2,"NU - College of Nursing","The Care Management for Individuals Practicum is the second of two practice for the care management program. In this course, students develop skills to transition to the care manager role for individuals. Students will apply evidence-based didactic knowledge of care for individuals across systems, over a life-span, with attention to disease and wellness planning. Oversight for the practicum experience is provided by the instructor and the designated organizational partners."
"NURS6472","Graduate Semester","Care Management Practicum for Populations",2,"NU - College of Nursing","Care Management Practicum for Populations is the first of two practice for the care management program. In this course, students develop skills to transition to the care manager role for populations of patients within systems of care. The students will apply evidence-based didactic knowledge of care management and population disease/wellness care within healthcare settings. The focus of the course is application of evidence/research to planning and managing care for populations across systems over a life-span with attention to disease and prevention planning. Oversight for the practicum experience is provided by the instructor and the designated organizational partners."
"NURS6390","Graduate Semester","Care Management: Clinical Issues",3,"NU - College of Nursing","This course is the second of two core care management courses. Students will examine interdisciplinary, evidence-based, and outcomes focused care management literature related to care management of a client. Students will develop a comprehensive plan across systems of care specific to their client's disease and wellness trajectories. Communication and collaboration of care management plans across interdisciplinary teams and healthcare systems will also be addressed."
"GERON5390","Undergraduate Semester","Care Management: Clinical Issues",3,"NU - College of Nursing","Care Management: Clinical Issues provides an introduction and overview of the care management role in the context of interdisciplinary and across systems care management for clients. Care Management: Clinical Issues focuses on skill development in managing care for the lifetime continuum of clients including disease and wellness and developmentally appropriate assessment and planning care management. The content explores the process of conducting a comprehensive assessment of the client, family and support systems, and healthcare systems to establish, implement, monitor, evaluate and document a comprehensive plan of care across healthcare systems."
"GERON6390","Graduate Semester","Care Management: Clinical Issues",3,"NU - College of Nursing","Care Management: Clinical Issues provides an introduction and overview of the care management role in the context of interdisciplinary and across systems care management for clients. Care Management: Clinical Issues focuses on skill development in managing care for the lifetime continuum of clients including disease and wellness and developmentally appropriate assessment and planning care management. The content explores the process of conducting a comprehensive assessment of the client, family and support systems, and healthcare systems to establish, implement, monitor, evaluate and document a comprehensive plan of care across healthcare systems."
"GERON6392","Graduate Semester","Care Management: Legal, Financial, & Business Issues",3,"NU - College of Nursing","The Care Management: Legal, Financial, and Business Issues course presents the opportunity for students to gain insight and understanding into the creation, development, implementation and monitoring of a care management business through the development of a written business plan. Over the course the student will learn the necessary steps to building a care management program. At the same time the student will learn basic business skills of marketing, branding, and interviewing. The course is appropriate for individuals who have an interest in the care management field and who are focusing their careers working with populations and individuals over their life-time of care within illness and wellness issues."
"NURS6392","Graduate Semester","Care Management: Legal, Financial, and Business Issues",3,"NU - College of Nursing","The Care Management: Legal Financial, and Business Issues course presents the opportunity for students to gain insight and understanding into the creation, development implementation and monitoring of a care management business through the development of a written business plan. Over the course the student will learn the necessary steps to building a care management program. at the same time the student will learn basic business skills of marketing, branding, and interviewing. The course is appropriate for individuals who have an interest in the care management field and who are focusing their careers working with populations and individuals over their life-time of care within illness and wellness issues."
"GERON5392","Undergraduate Semester","Care Management: Legal, Financial, and Business Issues",3,"NU - College of Nursing","The Care Management: Legal, Financial, and Business Issues course presents the opportunity for students to gain insight and understanding into the creation, development, implementation and monitoring of a care management business through the development of a written business plan. Over the course the student will learn the necessary steps to building a care management program. At the same time the student will learn basic business skills of marketing, branding, and interviewing. The course is appropriate for individuals who have an interest in the care management field and who are focusing their careers working with populations and individuals over their life-time of care within illness and wellness issues."
"FP MD7510","Medicine Semester","Care of Refugees",4,"MD - S. F. E. School of Medicine","This is a four-week elective course involving a variety of activities structured to teach the essential of caring for refugees.  Students will gain knowledge, skills, and attitudes to care effectively for refugees as patients.  Students will complete a clinical experience, gain an understanding of the refugee experience, complete required readings and pass a quiz successfully, write a paper on a news editorial/article, deliver a presentation, or conduct a service project, or assist with data collection followed by a reflections."
"NURS4500","Undergraduate Semester","Care of the Acutely and Critically Ill Patient I",3,"NU - College of Nursing","First of two courses designed to build upon basic knowledge of medical-surgical nursing and provide skills and knowledge necessary to meet the needs of adults across the acute care continuum."
"NURS4501","Undergraduate Semester","Care of the Acutely and Critically Ill Patient II",3,"NU - College of Nursing","Second of two courses designed to build upon basic knowledge of medical-surgical nursing and provide skills and knowledge necessary to meet the needs of adults across the acute care continuum."
"NURS4610","Undergraduate Semester","Care Transitions",2,"NU - College of Nursing","Transitional care needs of people with complex health and social needs, and those of family caregivers are often poorly managed. This course focuses on the knowledge needed to care for patients at particular moments across the continuum of care and through transitions in an illness experience. It addresses nursing phenomena of concern and common pathways of illness, with an emphasis on family-centered care through transitions in the illness and recovery phases. Transitional care includes a range of time-limited services designed to ensure health care continuity as individuals move from one level of care to another, among multiple health care team members, and across settings."
"ED PS2610","Undergraduate Semester","Career and Life Planning",2,"ED - College of Education","Explores students' interests, aptitudes, personal characteristics, values, and world of work as these affect career decision making. Small-group format."
"ED PS6330","Graduate Semester","Career Development and Assessment",3,"ED - College of Education","Analysis of career development theory and its applications. Career planning and vocational guidance which follows a comprehensive guidance model. Career assessment, psychological meaning of work, sources of career information, computer-aided guidance, interview techniques, and career development interventions."
"MUSC4100","Undergraduate Semester","Career Development I",3,"FA - College of Fine Arts","This course introduces essential practices for creating a successful music career. Students will learn how to focus their intent and increase their impact, identify opportunities, build a network, create a basic promo kit including a demo recording, establish an online presence, and explore the basics of entrepreneurship through on and off campus research and collaborations."
"MUSC4101","Undergraduate Semester","Career Development II",3,"FA - College of Fine Arts","This course explores available job markets, entrepreneurship ideas, performance excellence, service opportunities, grant writing, and fundraising. Students will prepare for job applications and interviews, and learn fundamental presentation and negotiation strategies. Topics include professionalism, programming, audience engagement, concert booking, production, and management."
"BMI6953","Graduate Semester","Career Development in Biomedical Informatics Research",1,"MD - S. F. E. School of Medicine","This course will cover a variety of topics in helping students prepare for their career after graduation. Topics will include professionalism, career development, leadership skills, comparison between academics and industry, and feedback from alumni on their experiences. We feel this is essential for our graduates to be more marketable when they graduate."
"ED PS7330","Graduate Semester","Career Development Theory and Assessment",3,"ED - College of Education","Career development theories and assessment techniques with special emphasis on the integration and application of theoretical constructs to the professional role and function of counseling psychologists. Students enrolled in ED PS 7330 will be expected to meet a higher standard of performance and may be assigned addition work."
"MGT4600","Undergraduate Semester","Career Dynamics",3,"BU - David Eccles Sch of Business","The world of work is radicaly changing: smaller companies, more decentralized operations, less hierarchical organizations, more technical, more global. These changes greatly impact both career planning from the individual's perspective to career management within organizations. This course explores the concepts and dynamics of a career within the context of the rapidly changing work world."
"BCOR1010","Undergraduate Semester","Career Exploration",1,"BU - David Eccles Sch of Business","The goal of this course is to provide a Career Development Plan that takes students through our 4-step Career Planning Model: Self-Discovery, Exploration, Decision Making, Implementation. This course will help students explore and prepare for career paths in business through assessments and activities. Upon completion, students will have discovered their talents, interests and work values and bring this into their plan. They will explore potential career paths and make important career decisions with assistance from a Business Career Services’ Coach. They will then develop an action-plan to work towards their career goals while in school and implement their job search by developing the necessary tools needed to be a competitive candidate."
"UGS1950","Undergraduate Semester","Career Exploration",1,"UOFU - University of Utah","Students will engage in hands-on career exploration through the process of self-discovery by articulating their values, interests, personality traits, and skills. They will integrate their knowledge of self as they explore career pathways and opportunities at the University of Utah. Students will learn how to utilize resources to make planful decisions regarding identifying potential career paths. By the end of the course, students will be equipped to create and pursue individualized action plans toward their current and future career goals."
"CH EN2953","Undergraduate Semester","Career Exploration and Professional Development",0.5,"EN - J & M Price College of Eng.","Two semesters minimum are required for graduation. The course will focus on career and professional development – resume writing, developing interviewing skills and identifying and pursuing job opportunities. Guest speakers from industry and from the department will discuss the role of chemical engineers in their respective fields. Other guest speakers will discuss the development of professional and life skills"
"CH EN2955","Undergraduate Semester","Career Exploration and Professional Development",0.5,"EN - J & M Price College of Eng.","Two semesters are required for graduation. The course will focus on career and professional development – resume writing, developing interviewing skills and identifying and pursuing job opportunities. Guest speakers from industry and the department will discuss the role of chemical engineers in their respective fields. Other guest speakers will discuss the development of professional and life skills."
"ED PS2050","Undergraduate Semester","Career Exploration in Educational Psychology I",1,"ED - College of Education","This course provides opportunities and resources for students to examine their career-related interests, values, skills, and personality with respect to the field of behavioral mental health. In addition to gaining self-knowledge, students will learn how to gather occupational information including job duties, responsibilities, work environment, pay, and outlook. Students will learn how to use self-knowledge and occupational information to make sound career decisions. The goal of this course is to help students explore career paths in the field of behavioral mental health, get them connected to resources, and remove barriers to their career development."
"ED PS3050","Undergraduate Semester","Career Exploration in Educational Psychology II",1,"ED - College of Education","This course provides opportunities and resources for students to prepare for their practicum or job search. Early on in the course, students will conduct an informational interview with someone in the community to learn more about a particular organization or field they are interested in pursuing their practicum or a job. Students will further learn how to write a compelling resume and cover letter and gain skills in interviewing. The goal of this course is to prepare students for their field experience, get them connected to resources, and remove barriers to their career development."
"SBS2700","Undergraduate Semester","Career Exploration in Social and Behavioral Science",3,"SB - Coll of Soc & Behavioral Sci","This course is designed for majors in the College of Social & Behavioral Science who are ready for hands-on career exploration and implementation. Students will engage via multi-media with a range of professionals working currently in a variety of relevant social and behavioral science fields, while gaining practical skills in personal branding, resume and cover letter writing, interviewing and researching available jobs. Students in this course will develop and refine job search documents, connect with professionals in their prospective fields, create a professional online presence, and develop an individualized job search strategy."
"UUHSC4000","Undergraduate Semester","Career Seminar for Fourth-Year Health Sciences LEAP Students",1,"MD - S. F. E. School of Medicine","Service learning capstone course designed to provide an opportunity for students to utilize and refine leadership skills, facilitate the integration of HS Leap curriculum, and engage students in a hands-on learning process that will serve as a knowledge base for their community involvement throughout their professional lives. Students will meet 3 times as a class and 3 times with course instructor individually. Successful implementation of a partnership plan and final presentation are required."
"UUHSC4001","Undergraduate Semester","Career Seminar for Fourth-Year Health Sciences LEAP Students II",1,"MD - S. F. E. School of Medicine","Service learning capstone course designed to provide an opportunity for students to utilize and refine leadership skills, facilitate the integration of HS Leap curriculum, and engage students in a hands-on learning process that will serve as a knowledge base for their community involvement throughout their professional lives. Students will meet 3 times as a class and 3 times with course instructor individually. Successful implementation of a partnership plan and final presentation are required."
"UGS4950","Undergraduate Semester","Career Services Internship","1 - 6","UOFU - University of Utah","An internship is a way to have practical application and a way to develop skills in a professional-type setting, as well as being time-bound, goal-oriented, and development. The Career Services Internship Program (CSIP) allows students to earn academic credit for an internship. While participating in the course students will be asked in real-time to reflect on their experiences, learning objectives, connect with their professional network, and apply their skills and knowledge to various career development topics which include, but is not limited to exploration, resumes, cover letters, online networking platforms, and negotiation. This course is open to all undergraduate students looking to receive academic credit. We do recognize that each college may have its own internship course and requirements. Thus, the Career and Professional Development Center recommends connecting with your academic department within your college first to determine if you can get internship credit there first. If not, then we welcome all students to then enroll in CSIP."
"MHA6000","Graduate Semester","Career Strategies in Healthcare","1 - 3","BU - David Eccles Sch of Business","This course is designed to provide career management information, tools and techniques specifically focused on healthcare administration, to prepare you for successful career management during and after your MHA program. Through the activities and assignments in this course, you will sharpen your career strategy as well as continue to expand your professional network to result in an effective and successful job search. An important objective of this course is to help students reinforce and gain further competencies in the areas of leadership, relationship management and communications. These competencies will be the areas of leadership, relationship management and communications. The competencies will be engaged through interactive in class-discussions with guest speakers and panels; required interaction with external mentors, and informational interviews; review of current industry related articles and publication."
"BUS3000","Undergraduate Semester","Careers and Majors in Business",1.5,"BU - David Eccles Sch of Business","An exploration of the numerous career and major options for business students. Activities include exploration exercises and assessments, group discussions, information gathering through online research as well as interaction with business professionals, presentations from major departments, creation of a resume and cover letter, alumni panel presentation and creation of an online portfolio. Credit/No-Credit. No textbook required; materials will be given in class and through electronic media."
"BME1010","Undergraduate Semester","Careers in Biomedical Engineering",1,"EN - J & M Price College of Eng.","NOTE: GRADING CR/NC This lecture will introduce students to various career opportunities in the field of biomedical engineering. Guest speakers from industry, clinical practice, and research will discuss aspects of their professional practice, including global, ethical and health-care issues. Each student writes a paper on career choices of potential interest to them in biomedical engineering."
"HKR4000","Undergraduate Semester","Careers in Health Sciences Practicum","1 - 4","HE - College of Health","This course is designed for undergraduate students to provide an introduction and hands-on learning experience to professions within the Health Sciences. Throughout this course, students will be able to participate in activities including, but not limited to: shadowing healthcare professionals, working on special projects, participate in structured discussions with Health Sciences Leadership, helping with events, and building relationships with potential mentors. The Careers in Health Sciences Practicum experience can be tailored to fit the interests and goals of each student. An application, interview and/or personal statement may be required in order to be accepted into this course and to provide an appropriate mentorship experience."
"HIST6360","Graduate Semester","Careers in Public History",3,"HU - College of Humanities","Public History is the practice of history outside of the academy. It differs from academic history in the audience it serves and in the ways in which that audience is reached. Public historians work in both historical resource management and applied research. They disseminate scholarly research to a broad public audience through a wide variety of methods such as museum exhibits, documentary films, historic preservation projects, the collection of oral histories and the internet. They produce history that includes all people and is relevant and accessible to the public. Students will examine the theories behind and gain practical experience in various aspects of public history: Museum studies; Archival Theory and Methods; Historic Preservation; Oral history; Community History projects; and Digital Media."
"HIST4360","Undergraduate Semester","Careers in Public History",3,"HU - College of Humanities","Public History is the practice of history outside of the academy. It differs from academic history in the audience it serves and in the ways in which that audience is reached. Public historians work in both historical resource management and applied research. They disseminate scholarly research to a broad public audience through a wide variety of methods such as museum exhibits, documentary films, historic preservation projects, the collection of oral histories and the internet. They produce history that includes all people and is relevant and accessible to the public. Students will examine the theories behind and gain practical experience in various aspects of public history: Museum studies; Archival Theory and Methods; Historic Preservation; Oral history; Community History projects; and Digital Media."
"WRTG3960","Undergraduate Semester","Careers in Writing",2,"HU - College of Humanities","Careers in Writing provides students an opportunity to explore careers available to Writing and Rhetoric Studies majors. The course focuses on short and long-term professional goals and honing job application materials. As a hybrid course, students will meet once a week in the classroom and complete work asynchronously online. In the course you will hear from guest speakers about different writing careers, identify your own career goals, and work toward them in advance of being on the job market. "
