"subject","course_code","course_name","description","credits"
"Economics","ECO 5660","Benefit-Cost Analysis","When Offered: Fall  The study of the evaluation of competing public policy alternatives. The purpose of benefit-cost analysis is to inform government decision-making and facilitate the more efficient allocation of scarce resources. This course introduces the basic theory and principles of benefit-cost analysis and examines applications of the methodology.  Prerequisite: ECO 2030 (Principles of Economics - Price Theory).  [Dual-listed with ECO 4660].","3) [DL]"
"Economics","ECO 5720","Applied Econometrics","When Offered: Fall, Spring  The course introduces statistical methods to analyze data to gain insights and make better decisions. The material focuses on the fundamentals, diagnostics and challenges of regression methods, which are fundamental to understanding causal relationships and trade-offs. The course seeks to equip students to think critically about data and the analyses based on those data, whether conducted by them or someone else. The course enables students to identify opportunities for data analyses to improve insights and decisions making. The course will include hands-on work with data and software.  Prerequisite: ECO 2200 (Business and Economic Statistics II) or equivalent  [Dual-listed with ECO 4720]","3) [DL]"
"Economics","ECO 5740","Forecasting and Time Series Models","When Offered: Spring  An examination of time series models for purposes of forecasting and performing time series regressions in economics, business, and the social sciences. Topics covered may include ARIMA, VAR, Granger causality, unit roots, spurious regressions, ARCH, and GARCH. Computer software will be utilized in applications.  Prerequisite: ECO 2200 (Business and Economic Statistics II) or permission of the instructor.  [Dual-listed with ECO 4740.]","3) [DL]"
"Economics","ECO 5989","Graduate Research","When Offered: Fall, Spring  This course is designed to provide access to University facilities for continuing graduate research at the master’s and specialist’s levels. ECO 5989 does not count toward a degree.  Graded on an S/U basis.","1-9"
"Education","EDU 5500","Independent Study","When Offered: On Demand","1-4"
"Education","EDU 5530","5549 - Selected Topics","When Offered: On Demand  Subject matter may vary from term to term depending on student interest and need. A student may enroll more than once in a selected topics course provided that the content does not duplicate that of the previous course.","1-4"
"Education","EDU 5900","Graduate Student Teaching","When Offered: Fall, Spring  Graduate Student Teaching is the capstone experience of teacher preparation and provides direct supervision for one semester with experiences teaching in BK-12 environments appropriate to the level(s) of licensure sought. This graduate level student teaching is designed for candidates enrolled in graduate and residency licensure programs through Appalachian.  Graded on an S/U basis.","3"
"Educational Leadership","EDL 7011","Theoretical Frameworks for Social Inquiry & Practice I","When Offered: On Demand  A multi-disciplinary seminar in which students engage with questions that are central to understanding the connections and interplay between epistemology, research paradigms, and methodology in educational research. The course examines a contemporary topic in the field through an investigation of a number of research paradigms. The course focuses on the aspects of epistemology and theoretical perspectives as connected to methodology and methods to guide students in their future research. The aim of the course is not to advance a particular methodological or theoretical approach, but rather to cultivate a critical awareness of many positions that inform inquiry.","3"
"Educational Leadership","EDL 7012","Theoretical Frameworks for Social Inquiry & Practice II","When Offered: On Demand  The course provides students with developing knowledge around various theoretical frameworks, philosophical concepts, and their methodological implications and applications in educational research. This course is designed on the premise that it is important to have a deep understanding of the epistemological and ontological stances that drive research methodologies in order to be aware of why certain questions are asked and why particular techniques are chosen and used. With that in mind, the course readings will introduce doctoral students to feminist, queer, poststructuralist, postcolonial, and posthumanist methodologies in educational research, and these methodologies will be situated within the theoretical frameworks that made them possible.","3"
"Educational Leadership","EDL 7020","Organizational and Systems Analysis","When Offered: On Demand  This course introduces multiple theoretical perspectives to view organizations and systems more deeply, with attention to organizational structure, culture, power, and the challenges of organizational learning and change.","3"
"Educational Leadership","EDL 7025","Leadership in Theory and Practice","When Offered: On Demand  This course will focus on contemporary leadership theory and how those theories can be practiced to support personal/organizational resilience in education.","3"
"Educational Leadership","EDL 7027","Leadership for Organizational Innovation","When Offered: On Demand  This course prepares students to enact change leadership and engage organizations as adaptive spaces, by employing tools and processes of organizational innovation.  Students will gain knowledge and skill with the use of organizational change methods and explore the challenges of change leadership.","3"
"Educational Leadership","EDL 7032","Educational Leadership Policy Seminar","When Offered: On Demand  This course invites scholarly practitioners to explore the construction and consequences of educational policy. Students will engage critically with contemporary educational policy issues across the educational spectrum, especially in relation to the impacts of policy on educational access and opportunity for individuals, institutions, and/or under-served communities. Through an in-depth exploration of policy, students will begin to situate local problems of practice within relevant educational policy literature.  Students will also explore avenues and opportunities for advocacy and productive leadership around particular policy interests.","3"
"Educational Leadership","EDL 7035","Curriculum History, Theory and Practice in Educational Organizations","When Offered: On Demand  Educational leaders will gain knowledge of curriculum history, curriculum ideologies, and contemporary philosophies. Modernist epistemologies impacting curriculum will be explored. Participants will learn strategies for facilitating curricular change.","3"
"Educational Leadership","EDL 7040","Educational Organizations and Technology","When Offered: On Demand  Students in this course will develop strategies for forming and implementing a vision for incorporating computer and communications technologies into educational settings. They will have an opportunity, as current and future educational leaders, to investigate examples of these technologies in schools and other educational settings. These experiences, combined with appropriate leadership skills, will enable current and future educational leaders to successfully plan for and implement computer and communications technologies into their respective educational settings.","3"
"Educational Leadership","EDL 7050","School Finance and Business Administration","When Offered: On Demand  Designed to examine current practices in public finance. Emphasis will be placed on the funding for public schools, and the relationship of that funding to the support for other public and private agencies. Demographics and political trends will be used to project funding needs for planning purposes. The course also examines the application of current management practices to the business administration function of public school administration. Particular emphasis is placed on the relationship between facilities planning and funding practices in public education.","3"
"Educational Leadership","EDL 7065","Writing for the Scholarly Educator","When Offered: On Demand  This course challenges students to write deeply and well, as scholarly practitioners, in the context of developing material for their future dissertations, with particular emphasis on integrating and reviewing research literature on selected professional problems.","3"
"Educational Leadership","EDL 7099","Professional Seminar","When Offered: On Demand  The purpose of this seminar is to provide doctoral students an opportunity to discuss topics arising from course work; to report on internships and research assistantships; and to explore possible dissertation topics. Individual faculty and faculty panels will, from time to time, join the seminar to discuss their research. Seminar students will develop a portfolio reflecting the development of dissertation topics. The portfolio will provide students a means by which they can present evidence of their progress for consideration by advisors and other faculty. Students should expect to maintain the portfolio throughout their course work.","1"
"Educational Leadership","EDL 7500","Independent Study","When Offered: On Demand","1-3"
"Educational Leadership","EDL 7530","7549 - Selected Topics","When Offered: On Demand","1-4"
"Educational Leadership","EDL 7550","Sustainable Educational Leadership","When Offered: On Demand  This course focuses on the nature and experience of burn-out among educational leaders.  Students will explore narrative, arts-based and mindfulness practices which can support professional resilience and sustainable practice, while engaging in critical reflection on the organizational demands which over-tax education professionals.","3"
"Educational Leadership","EDL 7900","Internship","When Offered: On Demand  The internship is a full-year experience under the co-sponsorship of an appropriate educational agency and Appalachian State University. The student will engage in activities designed to bring the relationship of theory and practice into clear focus. Attendance at seminars on campus will be required.  Graded on an S/U basis.","3-6"
"Educational Leadership","EDL 7989","Doctoral Research","When Offered: On Demand  This course is designed to provide access to University facilities for continuing doctoral research. EDL 7989 does not count toward a degree.  Graded on an S/U basis.","1-9"
"Educational Leadership","EDL 7999","Dissertation","When Offered: On Demand  Students must complete a minimum of 6 s.h. to satisfy the Ed.D. degree requirements. Students are advised to register for 3 s.h. for two consecutive semesters to complete requirements. If requirements are not complete at this time, students will continue to register for a minimum of 1 s.h. until the dissertation is complete.  Graded on an SP/UP basis until the dissertation has been successfully defended and received final approval, at which time all grades will be changed to S.","1-9"
"English","ENG 5000","Bibliography and Research","When Offered: Fall  A study of bibliographical problems, types of research organization and reporting of research. Required in the first semester for beginning graduate students. Required of all students.","3"
"English","ENG 5150","Teaching Literature","When Offered: Spring, Even-numbered years  An examination of the theory and practice of teaching literature courses as informed by recent pedagogical scholarship. This course is designed to prepare students to teach at the college level.","3"
"English","ENG 5160","Teaching Apprenticeship","When Offered: Fall, Spring  This course provides a supervised experience in college teaching through direct participation in a classroom setting. Each student will work closely with a faculty mentor who is teaching an undergraduate course and will be actively engaged in the classroom. This course must be repeated for a total credit of two semester hours.","1"
"English","ENG 5200","Issues in Teaching English","When Offered: Spring, Odd-numbered years  An advanced course in teaching theory and practice for secondary school teachers. Emphasis is placed on practical applications for the teaching of writing and literature.","3"
