name,subject,code
Science of Psychopathology,PSYS - Psychological Science,PSYS 632
Foundations in Psychological Assessment,PSYS - Psychological Science,PSYS 640
Psychotherapy,PSYS - Psychological Science,PSYS 652
Advanced Topics in Psychotherapy,PSYS - Psychological Science,PSYS 653
Physiological Psychology,PSYS - Psychological Science,PSYS 668
Research Methods in Psychology,PSYS - Psychological Science,PSYS 680
Applied Methods in Advanced Psychological Research,PSYS - Psychological Science,PSYS 681
Orientation to Professional Clinical,PSYS - Psychological Science,PSYS 682
Applied/Research Internship,PSYS - Psychological Science,PSYS 685
Applied Practicum,PSYS - Psychological Science,PSYS 686
Advanced Clinical Internship,PSYS - Psychological Science,PSYS 687
Systems of Psychology,PSYS - Psychological Science,PSYS 691
Professional Development Capstone,PSYS - Psychological Science,PSYS 692
Seminar in Psychology,PSYS - Psychological Science,PSYS 695
Diversity Issues in Clinical Psychology,PSYS - Psychological Science,PSYS 696
Diversity Issues in Psychological Research,PSYS - Psychological Science,PSYS 697
Psychological Investigations,PSYS - Psychological Science,PSYS 698
Reading and Special Study,RELS - Religious Studies,RELS 503
Research Paper,RES - Research,RES 697
Risk Management and Insurance,RMI - Risk Mgt & Insurance,RMI 670
Introduction to School Counseling,SCCO - School Counseling,SCCO 600
Introduction to Identity and Leadership Development for Counselors,SCCO - School Counseling,SCCO 601
School Counseling Assessment and Intervention Techniques,SCCO - School Counseling,SCCO 603
Pre-Practicum in Comprehensive School Counseling,SCCO - School Counseling,SCCO 604
Child Therapy and Assessment,SCCO - School Counseling,SCCO 606
College and Career Readiness,SCCO - School Counseling,SCCO 614
Practicum in School Counseling,SCCO - School Counseling,SCCO 644
Advanced Practicum in School Counseling,SCCO - School Counseling,SCCO 646
Research in School Counseling,SCCO - School Counseling,SCCO 653
Partnership and Collaboration in Schools,SCCO - School Counseling,SCCO 660
Counseling Exceptional Children,SCCO - School Counseling,SCCO 675
Organization of a Comprehensive School Counseling Program,SCCO - School Counseling,SCCO 685
Group Counseling in Schools,SCCO - School Counseling,SCCO 688
Youth Crisis and Trauma Counseling,SCCO - School Counseling,SCCO 692
Field Internship in School Counseling,SCCO - School Counseling,SCCO 695
Workshop in Science Education,SCI - Science,SCI 690
Topics in the History and Nature of Science,SCI - Science,SCI 692
Advanced Teaching Methods in Science,SCI - Science,SCI 695
Current Issues in Science Education,SCI - Science,SCI 696
Research Methodology in Science Education,SCI - Science,SCI 699
Internship in Science Education,SCI - Science,SCI 790
Internship in Sport and Exercise Psychology,SEPS - Sport Exercise Psych,SEPS 600
Psychology of Injury Rehabilitation,SEPS - Sport Exercise Psych,SEPS 605
Sport Psychology,SEPS - Sport Exercise Psych,SEPS 609
"Ethical Issues in Sport, Exercise, and Performance Psychology",SEPS - Sport Exercise Psych,SEPS 610
Applied Sport and Exercise Psychology,SEPS - Sport Exercise Psych,SEPS 611
Psycho-Social Processes of Sport and Physical Activity,SEPS - Sport Exercise Psych,SEPS 644
Psychology of Exercise and Health,SEPS - Sport Exercise Psych,SEPS 660
Sport Sociology,SEPS - Sport Exercise Psych,SEPS 690
Structure of American Sign Language,SNLN - Sign Language,SNLN 600
Evolution of American Deaf Culture,SNLN - Sign Language,SNLN 646
American Sign Language 1,SNLN - Sign Language,SNLN 651
American Sign Language 2,SNLN - Sign Language,SNLN 652
American Sign Language 3,SNLN - Sign Language,SNLN 653
American Sign Language 4,SNLN - Sign Language,SNLN 654
Sociological Theory,SOC - Sociology,SOC 502
Racial and Cultural Minorities in the United States,SOC - Sociology,SOC 521
Analysis of Social Inequality and Social Trends,SOC - Sociology,SOC 522
Sociology of World Religions,SOC - Sociology,SOC 527
Social Gerontology,SOC - Sociology,SOC 531
Social Change,SOC - Sociology,SOC 541
Population Dynamics and Demographic Methods,SOC - Sociology,SOC 570
Urban Dynamics and Problems,SOC - Sociology,SOC 572
Internship 3: Field Experience,SOC - Sociology,SOC 588
Independent Study in Sociology,SOC - Sociology,SOC 590
Research Methods: Qualitative and Quantitative,SOC - Sociology,SOC 600
Readings in Sociological Theory,SOC - Sociology,SOC 603
Internship 2: Paid Field Work,SOC - Sociology,SOC 669
Quantitative and Survey Research Methods,SOC - Sociology,SOC 681
Social Statistics,SOC - Sociology,SOC 682
Qualitative Research Methods,SOC - Sociology,SOC 683
Advanced Sociological Data Analysis,SOC - Sociology,SOC 684
Categorical Data Analysis,SOC - Sociology,SOC 686
Seminar in Selected Topics in Sociology,SOC - Sociology,SOC 699
Research Methods and Statistics,SOCW - Social Work,SOCW 540
Selected Aspects of Social Work,SOCW - Social Work,SOCW 570
Social Welfare Policy with the Elderly,SOCW - Social Work,SOCW 575
"Diversity, Oppression, and Privilege",SOCW - Social Work,SOCW 602
Rural Social Work,SOCW - Social Work,SOCW 603
Advanced Standing Seminar,SOCW - Social Work,SOCW 610
Social Work Practice 1,SOCW - Social Work,SOCW 611
Social Work Practice 2,SOCW - Social Work,SOCW 612
Advanced Generalist Rural Practice 1,SOCW - Social Work,SOCW 613
Advanced Generalist Rural Practice 2,SOCW - Social Work,SOCW 614
Clinical Social Work with Groups,SOCW - Social Work,SOCW 615
Social Welfare Policy and Programs,SOCW - Social Work,SOCW 621
Micro Perspectives of Human Behavior in the Social Environment,SOCW - Social Work,SOCW 630
Macro Perspectives of Human Behavior in the Social Environment,SOCW - Social Work,SOCW 631
Social Work Practice Evaluation and Analysis,SOCW - Social Work,SOCW 640
Social Work Program Evaluation and Analysis,SOCW - Social Work,SOCW 641
Social Work Practice with Mental Health and Addictions,SOCW - Social Work,SOCW 651
Differential Assessment in Mental Health and Addictions,SOCW - Social Work,SOCW 652
Social Work Field Practicum 1,SOCW - Social Work,SOCW 662
Social Work Practicum 2,SOCW - Social Work,SOCW 663
Social Work Field Practicum 3,SOCW - Social Work,SOCW 664
Social Work with Elders,SOCW - Social Work,SOCW 671
Social Work in Health Care,SOCW - Social Work,SOCW 674
Social Work Leadership and Administration,SOCW - Social Work,SOCW 680
Social Work Practice with Children and Families,SOCW - Social Work,SOCW 681
Advanced Social Welfare Policy and Programs,SOCW - Social Work,SOCW 682
Independent Study in Social Work,SOCW - Social Work,SOCW 690
Social Psychology,SOPS - Social Psychology,SOPS 610
Social Cognition,SOPS - Social Psychology,SOPS 615
Group Dynamics,SOPS - Social Psychology,SOPS 620
Psychology of Gender,SOPS - Social Psychology,SOPS 625
Social Psychology of Prejudice and Discrimination,SOPS - Social Psychology,SOPS 630
Social Psychology of Health,SOPS - Social Psychology,SOPS 635
Social Psychology of Attitudes,SOPS - Social Psychology,SOPS 640
Counseling Applications of Social Psychology,SOPS - Social Psychology,SOPS 655
Contemporary Social Psychology,SOPS - Social Psychology,SOPS 660
Professional Development in Social and Counseling Psychology,SOPS - Social Psychology,SOPS 661
Independent Study in Social Psychology,SOPS - Social Psychology,SOPS 670
Internship in Applied Social Psychology,SOPS - Social Psychology,SOPS 695
Survey of Speech-Language Pathology and Audiology,SPAA - Speech Path & Audio,SPAA 500
Organic Speech and Language Disorders,SPAA - Speech Path & Audio,SPAA 518
Speech Pathology and Audiology Practicum,SPAA - Speech Path & Audio,SPAA 519
Audiology for Deaf Education,SPAA - Speech Path & Audio,SPAA 542
Introduction to Audiology,SPAA - Speech Path & Audio,SPAA 543
Aural Rehabilitation,SPAA - Speech Path & Audio,SPAA 544
Clinical Audiology: Orientation and Visitation,SPAA - Speech Path & Audio,SPAA 545
Speech Acoustics,SPAA - Speech Path & Audio,SPAA 560
"Neuroanatomy and Neurophysiology of Speech, Language, and Hearing",SPAA - Speech Path & Audio,SPAA 562
Child Language Disorders 1,SPAA - Speech Path & Audio,SPAA 569
Language Development,SPAA - Speech Path & Audio,SPAA 570
Research Design in Speech Pathology and Audiology,SPAA - Speech Path & Audio,SPAA 601
Child Language: Birth to Five,SPAA - Speech Path & Audio,SPAA 610
Language-Learning Disabilities (LLD) in Schools,SPAA - Speech Path & Audio,SPAA 611
Diagnostic Clinical Practicum in Speech-Language Pathology,SPAA - Speech Path & Audio,SPAA 620
Advanced Speech Sound Disorders in Children,SPAA - Speech Path & Audio,SPAA 621
Fluency,SPAA - Speech Path & Audio,SPAA 622
Diagnosis and Appraisal 2,SPAA - Speech Path & Audio,SPAA 624
Voice and Resonance Disorders,SPAA - Speech Path & Audio,SPAA 625
Clinical Practicum in Speech-Language Pathology,SPAA - Speech Path & Audio,SPAA 628
Professional Issues in Speech-Language Pathology,SPAA - Speech Path & Audio,SPAA 629
Augmentative and Alternative Communication for People with Complex Communication Needs,SPAA - Speech Path & Audio,SPAA 631
Neurogenic Disorders 1,SPAA - Speech Path & Audio,SPAA 632
Neurogenic Disorders 2,SPAA - Speech Path & Audio,SPAA 633
Dysphagia,SPAA - Speech Path & Audio,SPAA 640
Audiology for Speech-Language Pathologists,SPAA - Speech Path & Audio,SPAA 642
"Hearing Anatomy, Physiology, and Disorders",SPAA - Speech Path & Audio,SPAA 648
Clinical Orientation and Practicum in Audiology,SPAA - Speech Path & Audio,SPAA 649
Pediatric Audiology,SPAA - Speech Path & Audio,SPAA 650
Auditory Problems and Management in Adults,SPAA - Speech Path & Audio,SPAA 651
"Psychoacoustics, Instrumentation, and Calibration",SPAA - Speech Path & Audio,SPAA 652
Balance Function and Assessment,SPAA - Speech Path & Audio,SPAA 653
Evoked Potential Testing,SPAA - Speech Path & Audio,SPAA 654
Diagnostic Audiology,SPAA - Speech Path & Audio,SPAA 655
Speech Perception and Hearing Aids,SPAA - Speech Path & Audio,SPAA 656
Advanced Diagnostic Audiology,SPAA - Speech Path & Audio,SPAA 657
Private Practice and Related Professional Issues,SPAA - Speech Path & Audio,SPAA 658
Industrial Audiology and Noise-Induced Hearing Loss,SPAA - Speech Path & Audio,SPAA 659
Otoacoustic Emissions,SPAA - Speech Path & Audio,SPAA 660
Cochlear Implants,SPAA - Speech Path & Audio,SPAA 661
Pharmacology for Audiologists,SPAA - Speech Path & Audio,SPAA 662
Counseling Issues in Audiologic Practice,SPAA - Speech Path & Audio,SPAA 663
History and Issues of the Profession of Audiology,SPAA - Speech Path & Audio,SPAA 664
Genetics of Communication Disorders,SPAA - Speech Path & Audio,SPAA 680
Seminar in Speech-Language Pathology,SPAA - Speech Path & Audio,SPAA 690
Seminar in Audiology,SPAA - Speech Path & Audio,SPAA 691
Directed Study in Speech-Language Pathology and Audiology,SPAA - Speech Path & Audio,SPAA 692
Medical Externship in Speech-Language Pathology,SPAA - Speech Path & Audio,SPAA 693
School Externship in Speech-Language Pathology,SPAA - Speech Path & Audio,SPAA 695
Audiology Practicum,SPAA - Speech Path & Audio,SPAA 749
Hearing Aids 2,SPAA - Speech Path & Audio,SPAA 766
Grand Rounds in Audiology,SPAA - Speech Path & Audio,SPAA 770
Audiology Doctoral Research Project,SPAA - Speech Path & Audio,SPAA 771
Audiology Externship,SPAA - Speech Path & Audio,SPAA 793
"Introduction to Students with Orthopedic, Sensory and Multiple Disabilities",SPCE - Special Education,SPCE 566
Trends and Issues in Special Education,SPCE - Special Education,SPCE 575
Introduction to Students with Intense Intervention Needs,SPCE - Special Education,SPCE 577
Educational Methods for Students with Intense Intervention Needs,SPCE - Special Education,SPCE 578
Educational Methods for Students with Orthopedic-Sensory-Multiple Disabilities,SPCE - Special Education,SPCE 579
Educating High School Students with Intense Intervention Needs,SPCE - Special Education,SPCE 580
Education of Exceptional Children,SPCE - Special Education,SPCE 600
Introduction to Disability Services in the Post-Secondary Setting,SPCE - Special Education,SPCE 601
Accommodations and Assistive Technology for Post-Secondary Students with Disabilities,SPCE - Special Education,SPCE 602
Collaboration in Special Education,SPCE - Special Education,SPCE 603
Applied Behavior Analysis for Teachers,SPCE - Special Education,SPCE 604
Independent Study,SPCE - Special Education,SPCE 605
Multi-Tier System of Supports/Response to Intervention: Seminar,SPCE - Special Education,SPCE 606
Multi-Tier System of Supports/Response to Intervention: Tracking Student Progress,SPCE - Special Education,SPCE 607
Inservice Workshop,SPCE - Special Education,SPCE 608
Concepts and Principles in Applied Behavior Analysis,SPCE - Special Education,SPCE 609
Assessment in Behavior Analysis,SPCE - Special Education,SPCE 610
Advanced Applied Behavior Analysis,SPCE - Special Education,SPCE 611
Theory and Practice in Early Childhood Special Education,SPCE - Special Education,SPCE 612
Assessment Strategies in Early Childhood Special Education,SPCE - Special Education,SPCE 613
Developmental Methods for Infants and Toddlers with Special Needs,SPCE - Special Education,SPCE 614
Developmental Methods for Preschool Children with Special Needs,SPCE - Special Education,SPCE 616
"Practicum: Infants, Toddlers, and Preschoolers with Special Needs",SPCE - Special Education,SPCE 617
Professional Ethics in Applied Behavior Analysis,SPCE - Special Education,SPCE 619
Introduction to the Law and Higher Education Issues for Students with Autism,SPCE - Special Education,SPCE 622
Vocational Preparation and Transition for Students with Disabilities,SPCE - Special Education,SPCE 624
Research Methods for Behavior Analysis,SPCE - Special Education,SPCE 630
Computer Technology and the Learner with Special Needs,SPCE - Special Education,SPCE 631
Introduction to Emotional and Behavioral Disorders,SPCE - Special Education,SPCE 632
Educating Students with Emotional and Behavioral Disorders,SPCE - Special Education,SPCE 634
Advanced Studies in Emotional and Behavioral Disorders,SPCE - Special Education,SPCE 635
Research in Special Education,SPCE - Special Education,SPCE 636
Special Education Law,SPCE - Special Education,SPCE 637
Field-Based Experience in Applied Behavioral Analysis,SPCE - Special Education,SPCE 638
Special Education Administration and Organizational Behavior,SPCE - Special Education,SPCE 639
Introduction to Deaf Education,SPCE - Special Education,SPCE 640
Language Acquisition and Development for Deaf and Hard of Hearing Individuals,SPCE - Special Education,SPCE 641
Collaborating with Professionals and Families in the Field of Deaf Education,SPCE - Special Education,SPCE 642
Expressive Language Instruction for Deaf and Hard of Hearing Students,SPCE - Special Education,SPCE 643
Assessments and Standards-Based Programming for Deaf and Hard of Hearing Students,SPCE - Special Education,SPCE 644
Reading Methods for Deaf and Hard of Hearing Students,SPCE - Special Education,SPCE 645
Seminar in Special Education,SPCE - Special Education,SPCE 660
Practicum in Deaf Education,SPCE - Special Education,SPCE 670
Collaborating with Families of Exceptional Children,SPCE - Special Education,SPCE 677
Introduction to Persons with Autism Spectrum Disorders,SPCE - Special Education,SPCE 680
Interventions and Treatments for Persons with Autism,SPCE - Special Education,SPCE 682
Field-Based Experience in Autism,SPCE - Special Education,SPCE 683
Introduction: Mild Interventions,SPCE - Special Education,SPCE 686
Educational Assessment: Mild Interventions,SPCE - Special Education,SPCE 687
Methods of Mild Intervention,SPCE - Special Education,SPCE 688
Verbal Behavior,SPCE - Special Education,SPCE 689
Student Teaching in Exceptional Needs,SPCE - Special Education,SPCE 690
Organizational Behavior Management & Supervision in Applied Behavior Analysis,SPCE - Special Education,SPCE 691
Practicum in Special Education: Physical Impairment,SPCE - Special Education,SPCE 693
Internship in Special Education Administration,SPCE - Special Education,SPCE 694
Practicum: Mild Interventions,SPCE - Special Education,SPCE 697
Practicum in Special Education: Intense Intervention,SPCE - Special Education,SPCE 698
Seminar: Policies and Issues in Special Education,SPCE - Special Education,SPCE 701
"Learning, Behavioral, and Developmental Disabilities and Special Needs",SPCE - Special Education,SPCE 702
"Advanced Methods, Technologies, and Instructional Systems in Special Education",SPCE - Special Education,SPCE 703
Seminar-Instructional Strategies for Students with Intense Intervention Needs,SPCE - Special Education,SPCE 706
Seminar-Instructional Strategies for Students with Mild Intervention Needs,SPCE - Special Education,SPCE 707
Behaviorology and the Exceptional Person,SPCE - Special Education,SPCE 709
Seminar in Special Education,SPCE - Special Education,SPCE 764
Spanish Study Abroad,SP - Spanish,SP 500
Readings,SP - Spanish,SP 598
Sport Administration Ethics and Philosophy,SPTA - Sport Administration,SPTA 603
Organization and Administration of Recreation Programs,SPTA - Sport Administration,SPTA 605
Sport Facilities,SPTA - Sport Administration,SPTA 608
Sport Marketing and Promotions,SPTA - Sport Administration,SPTA 611
Sport Law,SPTA - Sport Administration,SPTA 615
Financial Principles in Sport,SPTA - Sport Administration,SPTA 617
Sport Event Management,SPTA - Sport Administration,SPTA 619
Seminar in Sport Administration,SPTA - Sport Administration,SPTA 620
International and Comparative Administration of Sport,SPTA - Sport Administration,SPTA 628
Sport Administration Theory and Policy Development,SPTA - Sport Administration,SPTA 676
Intercollegiate Athletics Policy,SPTA - Sport Administration,SPTA 677
Internship in Sport Administration,SPTA - Sport Administration,SPTA 698
Independent Study in Social Science Education,SS - Social Science,SS 650
Teaching Social Studies Skills in Secondary Schools,SS - Social Science,SS 691
Teaching Social Studies Skills in Junior High/Middle Schools,SS - Social Science,SS 692
Sustainability Foundations: Atmosphere Systems,SUST - Sustainability,SUST 510
Economic Sustainability: Ecological Systems,SUST - Sustainability,SUST 511
Environmental Sustainability: Soils,SUST - Sustainability,SUST 512
Environmental Sustainability: Material Resources and Waste,SUST - Sustainability,SUST 513
Water Resources,SUST - Sustainability,SUST 514
Social Sustainability: Food Systems,SUST - Sustainability,SUST 515
Economic Sustainability: Energy Resources,SUST - Sustainability,SUST 516
Economic Sustainability: Environmental Law,SUST - Sustainability,SUST 519
Economic Sustainability: Environmental Ethics,SUST - Sustainability,SUST 520
Social Sustainability: Human Health and Well-Being,SUST - Sustainability,SUST 521
Social Sustainability: Populations,SUST - Sustainability,SUST 523
Social Sustainability: Social and Environmental Justice,SUST - Sustainability,SUST 524
Interior Material Finishes and Sustainability,SUST - Sustainability,SUST 525
Social Sustainability: Waste and Human Health,SUST - Sustainability,SUST 528
Economic Sustainability: Business Ethics and the Environment,SUST - Sustainability,SUST 529
"Economic Sustainability: Modeling, Analytics, and Reporting for Business",SUST - Sustainability,SUST 530
Economic Sustainability: Modeling for Business,SUST - Sustainability,SUST 531
Economic Sustainability: Reporting for Business,SUST - Sustainability,SUST 532
Internal Communications for Sustainability Professionals,SUST - Sustainability,SUST 535
Economic Sustainability: Ecological Economics,SUST - Sustainability,SUST 536
Media Relations for Sustainability Professionals,SUST - Sustainability,SUST 537
Survey of Sustainability Principles and Implementation Practices,SUST - Sustainability,SUST 550
"Application of Sustainability Principles, Theories, and Case Study Practices",SUST - Sustainability,SUST 600
Data Management Systems Infrastructure,TCMP - Technology: Computers,TCMP 511
Resiliency Technologies for Highly Available Infrastructures,TCMP - Technology: Computers,TCMP 611
Design of Experiments,TDPT - Technology: Department,TDPT 563
Special Topics,TEDU - Technology: Education,TEDU 600
Implementing Technology Education,TEDU - Technology: Education,TEDU 635
Curriculum Development in Technical Education,TEDU - Technology: Education,TEDU 694
Problems in Technology Education,TEDU - Technology: Education,TEDU 697
Studies in American Theatre,THEA - Theatre,THEA 513
History of Theatre 1,THEA - Theatre,THEA 517
History of Theatre 2,THEA - Theatre,THEA 518
Modern Theatre,THEA - Theatre,THEA 519
Scene Design,THEA - Theatre,THEA 520
Theatre Costume Design,THEA - Theatre,THEA 523
Stage Lighting Design,THEA - Theatre,THEA 526
Principles of Stage Makeup,THEA - Theatre,THEA 529
Styles of Acting,THEA - Theatre,THEA 533
Directing 2,THEA - Theatre,THEA 551
Directing for the Musical Theatre,THEA - Theatre,THEA 552
Methods and Materials in School Play Production,THEA - Theatre,THEA 570
Creative Drama,THEA - Theatre,THEA 576
Summer Theatre Workshop,THEA - Theatre,THEA 580
Theatre Management,THEA - Theatre,THEA 591
Introduction to Research in Theatre,THEA - Theatre,THEA 601
Studies in Technical Theatre,THEA - Theatre,THEA 625
Theory and Criticism of Drama,THEA - Theatre,THEA 640
Directing Theory,THEA - Theatre,THEA 650
Seminar: Theatre History,THEA - Theatre,THEA 690
Directed Study in Theatre,THEA - Theatre,THEA 696
Thesis,THES - Thesis,THES 698
Advanced Plastics Technology,TMFG - Technology: Manufactrng,TMFG 526
Manufacturing Operations,TMFG - Technology: Manufactrng,TMFG 563
Advanced Studies in Electronics,TMFG - Technology: Manufactrng,TMFG 570
Advanced Studies in Graphic Arts,TMFG - Technology: Manufactrng,TMFG 580
Developing Human Resources,TMFG - Technology: Manufactrng,TMFG 590
Implementing the Technology Preparation Curriculum,TPRE - Technology Preparatn,TPRE 590
Instructional Strategies in the Technology Preparation Curriculum,TPRE - Technology Preparatn,TPRE 595
Leading Technology Preparation Programs,TPRE - Technology Preparatn,TPRE 690
Counseling in Technology Preparation Programs,TPRE - Technology Preparatn,TPRE 691
Urban Design Studio 1: Urban Typology and Mixed Use,UD - Urban Design,UD 501
Urban Design Studio 2: Urban Mobility,UD - Urban Design,UD 502
Urban Design Studio 3: Community-Based Design,UD - Urban Design,UD 503
Urban Design Communications 1,UD - Urban Design,UD 561
Urban Design Communications 2,UD - Urban Design,UD 562
Topical Computer Graphics Workshop,UD - Urban Design,UD 569
Special Projects in Urban Design,UD - Urban Design,UD 598
Urban Design Studio 4: Public Open Space Design,UD - Urban Design,UD 601
Urban Design Capstone,UD - Urban Design,UD 602
Real Estate Development and Economic Performance in Urban Design,UD - Urban Design,UD 636
Urban Design Topics and Colloquia,UD - Urban Design,UD 637
History of Urban Form,UD - Urban Design,UD 640
Urban Design Visualization,UD - Urban Design,UD 663
Reflective Synthesis,UD - Urban Design,UD 690
Invertebrate Zoology,ZOOL - Zoology,ZOOL 532
Ornithology,ZOOL - Zoology,ZOOL 540
Entomology,ZOOL - Zoology,ZOOL 541
Ichthyology,ZOOL - Zoology,ZOOL 544
Herpetology,ZOOL - Zoology,ZOOL 545
Mammalogy,ZOOL - Zoology,ZOOL 546
Aquatic Entomology,ZOOL - Zoology,ZOOL 584
Field Zoology,ZOOL - Zoology,ZOOL 670
Animal Ecology,ZOOL - Zoology,ZOOL 682
