name,subject,code
Seminar for Pilot Study Research in Adult and Community Education,EDAC - Ed: Adult & Communty,EDAC 710
Practicum in Adult and Community Education,EDAC - Ed: Adult & Communty,EDAC 730
Seminar in Practical Applications and Scholarship in Adult and Community Education,EDAC - Ed: Adult & Communty,EDAC 780
Introduction to Educational Leadership,EDAD - Ed: Admin & Super,EDAD 600
Administration of the Elementary School,EDAD - Ed: Admin & Super,EDAD 610
Administration of the Secondary School,EDAD - Ed: Admin & Super,EDAD 620
Human Resource Development,EDAD - Ed: Admin & Super,EDAD 630
Educational Decision Making,EDAD - Ed: Admin & Super,EDAD 635
The Educational Administrator and Public Relations,EDAD - Ed: Admin & Super,EDAD 640
Supervision of Instruction,EDAD - Ed: Admin & Super,EDAD 650
Educational Finance and Ethics,EDAD - Ed: Admin & Super,EDAD 684
Fiscal Management of Educational Agencies,EDAD - Ed: Admin & Super,EDAD 685
School Law,EDAD - Ed: Admin & Super,EDAD 686
Legal Aspects of Education,EDAD - Ed: Admin & Super,EDAD 687
"School Buildings, Grounds, and Equipment",EDAD - Ed: Admin & Super,EDAD 688
The School Principal,EDAD - Ed: Admin & Super,EDAD 689
Special Topics in Educational Leadership,EDAD - Ed: Admin & Super,EDAD 691
Inservice Workshop in Education,EDAD - Ed: Admin & Super,EDAD 692
Mid-Career Seminar for Educational Leaders,EDAD - Ed: Admin & Super,EDAD 693
Principal Internship,EDAD - Ed: Admin & Super,EDAD 694
Career/Technical Director Internship,EDAD - Ed: Admin & Super,EDAD 695
Superintendent Internship,EDAD - Ed: Admin & Super,EDAD 696
Seminar in Theories of Educational Leadership and Management,EDAD - Ed: Admin & Super,EDAD 698
Independent Study,EDAD - Ed: Admin & Super,EDAD 700
Seminar in Quantitative Applications for Educational Leaders,EDAD - Ed: Admin & Super,EDAD 750
Seminar in Qualitative Applications for Educational Leaders,EDAD - Ed: Admin & Super,EDAD 751
School District Administrator,EDAD - Ed: Admin & Super,EDAD 780
Specialist Capstone Seminar,EDAD - Ed: Admin & Super,EDAD 782
Internship in Educational Management,EDAD - Ed: Admin & Super,EDAD 791
Seminar in Writing and Analyzing Dissertation Literature Reviews,EDAD - Ed: Admin & Super,EDAD 792
Advanced Policy Seminar in Educational Administration (Introduction to Educational Policy),EDAD - Ed: Admin & Super,EDAD 797
Advanced Political Seminar in Educational Administration (Politics and Education),EDAD - Ed: Admin & Super,EDAD 798
The Community College,"EDCC - EDUCATION, COMM COLLEGE",EDCC 640
Community Colleges and Diversity,"EDCC - EDUCATION, COMM COLLEGE",EDCC 641
Community College Leadership Seminar,"EDCC - EDUCATION, COMM COLLEGE",EDCC 698
Advanced Seminar in Community College Leadership,"EDCC - EDUCATION, COMM COLLEGE",EDCC 700
Principles and Procedures of Curriculum Development,EDCU - Education: Curriculm,EDCU 601
The Elementary School Curriculum,EDCU - Education: Curriculm,EDCU 610
The Secondary School Curriculum,EDCU - Education: Curriculm,EDCU 620
The Junior High and Middle School Curriculum,EDCU - Education: Curriculm,EDCU 630
The Alternative School Curricula,EDCU - Education: Curriculm,EDCU 640
Integrative STEM Education: Principles and Pedagogy,EDCU - Education: Curriculm,EDCU 665
Curriculum Evaluation,EDCU - Education: Curriculm,EDCU 673
Evaluation of Educational Personnel to Strengthen Curriculum,EDCU - Education: Curriculm,EDCU 675
Instructional Leadership to Strengthen Curriculum,EDCU - Education: Curriculm,EDCU 680
Problems in Curriculum,EDCU - Education: Curriculm,EDCU 690
Internship in Curriculum and Instruction,EDCU - Education: Curriculm,EDCU 699
Seminar in Curriculum and Staff Development and Evaluation,EDCU - Education: Curriculm,EDCU 700
"Curriculum Theory, Process, and Products",EDCU - Education: Curriculm,EDCU 725
Seminar in Curriculum Development,EDCU - Education: Curriculm,EDCU 798
Basic Concepts in Elementary Education,EDEL - Educ:  Elementary,EDEL 600
Building Classroom Community & Restorative Justice,EDEL - Educ:  Elementary,EDEL 626
Education in a Diverse Society,EDEL - Educ:  Elementary,EDEL 644
Principles of Differentiation in a Responsive Elementary Classroom,EDEL - Educ:  Elementary,EDEL 655
"Development, Implementation, and Evaluation of Elementary Classroom Programs",EDEL - Educ:  Elementary,EDEL 657
The Effective Use of Technology in the Elementary School,EDEL - Educ:  Elementary,EDEL 660
Understanding Data to Inform Teaching and Learning in Elementary Schools,EDEL - Educ:  Elementary,EDEL 663
Research in Elementary Education,EDEL - Educ:  Elementary,EDEL 676
Student Teaching in Elementary Education,EDEL - Educ:  Elementary,EDEL 690
Internship in Elementary Education,EDEL - Educ:  Elementary,EDEL 694
Seminar in Elementary Education,EDEL - Educ:  Elementary,EDEL 698
Independent Study: Elementary Education,EDEL - Educ:  Elementary,EDEL 699
Seminar in Research in Elementary Education,EDEL - Educ:  Elementary,EDEL 791
Issues in Elementary Education,EDEL - Educ:  Elementary,EDEL 792
Seminar in Elementary Education,EDEL - Educ:  Elementary,EDEL 798
"Social, Historical, and Philosophical Foundations of Education",EDFO - Educ:  Foundations,EDFO 620
Education and Ethics,EDFO - Educ:  Foundations,EDFO 621
Philosophy of Education,EDFO - Educ:  Foundations,EDFO 631
Seminar in the Philosophy of Education,EDFO - Educ:  Foundations,EDFO 632
History of American Education,EDFO - Educ:  Foundations,EDFO 641
Seminar in the History of Educational Thought,EDFO - Educ:  Foundations,EDFO 642
Educational Sociology,EDFO - Educ:  Foundations,EDFO 651
Seminar in Educational Sociology,EDFO - Educ:  Foundations,EDFO 652
Comparative Education,EDFO - Educ:  Foundations,EDFO 660
Independent Study in Foundations of Education,EDFO - Educ:  Foundations,EDFO 699
Critical Educational Policy Studies and Analysis,EDFO - Educ:  Foundations,EDFO 700
Analysis of Contemporary Educational Issues,EDGE - Education:  General,EDGE 500
Independent Study,EDGE - Education:  General,EDGE 690
The Supervision of Student Teachers,EDGE - Education:  General,EDGE 692
Introduction to Student-Affairs Administration,EDHI - Education:  Higher,EDHI 600
Theories of College Student Development: Higher Education Application,EDHI - Education:  Higher,EDHI 601
The Contemporary College Student,EDHI - Education:  Higher,EDHI 602
Preparing for the Professoriate:  Teaching in Higher Education,EDHI - Education:  Higher,EDHI 609
Issues in Higher Education,EDHI - Education:  Higher,EDHI 610
Teaching and Curriculum Issues in Higher Education,EDHI - Education:  Higher,EDHI 611
"Women, Gender, and Education",EDHI - Education:  Higher,EDHI 612
Administration and Finance in Higher Education,EDHI - Education:  Higher,EDHI 613
Higher Education Accreditation and Assessment,EDHI - Education:  Higher,EDHI 655
Independent Study in Higher Education,EDHI - Education:  Higher,EDHI 659
Ethnographic Research in Education,EDHI - Education:  Higher,EDHI 660
Legal Issues in Higher Education,EDHI - Education:  Higher,EDHI 675
Seminar in Student Affairs Administration,EDHI - Education:  Higher,EDHI 690
Principles and Practices of Student Affairs Administration,EDHI - Education:  Higher,EDHI 698
Practicum in Higher Education,EDHI - Education:  Higher,EDHI 699
Seminar in Higher Education,EDHI - Education:  Higher,EDHI 700
Advanced Research Seminar in Higher Education,EDHI - Education:  Higher,EDHI 710
Global and Multicultural Information and Materials: Pre K-12,EDMU - Education: Multi-Med,EDMU 502
Multicultural and Multiethnic Education in American Schools,EDMU - Education: Multi-Med,EDMU 660
Social and Cultural Minorities in American Education,EDMU - Education: Multi-Med,EDMU 670
Independent Study in Multicultural Education,EDMU - Education: Multi-Med,EDMU 690
Introduction to the Gifted and Talented Student,EDPS - Educ:  Psychology,EDPS 520
Advanced Educational Psychology,EDPS - Educ:  Psychology,EDPS 600
Research in Educational Psychology,EDPS - Educ:  Psychology,EDPS 601
Institutional Research,EDPS - Educ:  Psychology,EDPS 602
Psychology of Human Development,EDPS - Educ:  Psychology,EDPS 603
Social and Emotional Development,EDPS - Educ:  Psychology,EDPS 604
Human Learning and Achievement Motivation,EDPS - Educ:  Psychology,EDPS 606
Global Perspectives on Child Development,EDPS - Educ:  Psychology,EDPS 607
Development of Creative Thinking,EDPS - Educ:  Psychology,EDPS 611
Psychological Consultation,EDPS - Educ:  Psychology,EDPS 612
Identification and Evaluation of Gifted and Talented Students,EDPS - Educ:  Psychology,EDPS 621
Investigating the Social and Emotional Needs of Gifted Students,EDPS - Educ:  Psychology,EDPS 623
Models and Strategies for Gifted Learners,EDPS - Educ:  Psychology,EDPS 625
"Designing, Implementing, and Assessing Programs for Gifted and Talented Students",EDPS - Educ:  Psychology,EDPS 626
Child Development,EDPS - Educ:  Psychology,EDPS 627
Adolescent Development,EDPS - Educ:  Psychology,EDPS 628
Adult Development and Aging,EDPS - Educ:  Psychology,EDPS 629
Methodology of Educational and Psychological Research,EDPS - Educ:  Psychology,EDPS 640
Introduction to Statistical Methods,EDPS - Educ:  Psychology,EDPS 641
Analysis of Variance,EDPS - Educ:  Psychology,EDPS 642
Research Design,EDPS - Educ:  Psychology,EDPS 643
Coding & Analyzing Qualitative Data: Systematic Approaches for Educational & Psychological Research,EDPS - Educ:  Psychology,EDPS 644
Introduction to Nonparametric Statistics,EDPS - Educ:  Psychology,EDPS 645
Tests and Measurements,EDPS - Educ:  Psychology,EDPS 646
Fundamentals of Neuropsychology for Teaching and Learning,EDPS - Educ:  Psychology,EDPS 649
Individual Testing (Wechsler Scales),EDPS - Educ:  Psychology,EDPS 650
Personality Assessment of Children and Adolescents,EDPS - Educ:  Psychology,EDPS 651
Introduction to Neuropsychology,EDPS - Educ:  Psychology,EDPS 652
Individual Cognitive Assessment,EDPS - Educ:  Psychology,EDPS 653
Academic Achievement and Intervention,EDPS - Educ:  Psychology,EDPS 654
Child Neurodevelopment for Teaching and Learning,EDPS - Educ:  Psychology,EDPS 655
Pediatric Neuropsychology,EDPS - Educ:  Psychology,EDPS 656
Diagnosis and Interventions for Learning and Related Disorders,EDPS - Educ:  Psychology,EDPS 660
Individual Diagnostic Assessment,EDPS - Educ:  Psychology,EDPS 661
Neuropsychology of Reading and Language,EDPS - Educ:  Psychology,EDPS 665
Concepts in Developmental Neuropsycholinguistics,EDPS - Educ:  Psychology,EDPS 669
Introduction to School Psychology,EDPS - Educ:  Psychology,EDPS 685
Practicum in Consultation,EDPS - Educ:  Psychology,EDPS 688
Practicum in School Psychology,EDPS - Educ:  Psychology,EDPS 689
Supervised Internship in School Psychology,EDPS - Educ:  Psychology,EDPS 690
Practicum in Clinical Settings,EDPS - Educ:  Psychology,EDPS 691
Internship in Institutional Research,EDPS - Educ:  Psychology,EDPS 692
Practicum in Gifted Education,EDPS - Educ:  Psychology,EDPS 696
Special Topics,EDPS - Educ:  Psychology,EDPS 698
Independent Study: Educational Psychology,EDPS - Educ:  Psychology,EDPS 699
Forensic Psychology,EDPS - Educ:  Psychology,EDPS 709
Developmental Theories and Research Across the Lifespan,EDPS - Educ:  Psychology,EDPS 720
Introduction to Nonparametric Statistics,EDPS - Educ:  Psychology,EDPS 730
Item Response Theory,EDPS - Educ:  Psychology,EDPS 735
Longitudinal Data Analysis,EDPS - Educ:  Psychology,EDPS 736
Statistical Analysis of Missing Data,EDPS - Educ:  Psychology,EDPS 737
Categorical Data Analysis,EDPS - Educ:  Psychology,EDPS 740
Applied Regression Analysis,EDPS - Educ:  Psychology,EDPS 741
Multivariate Statistics and Data Mining,EDPS - Educ:  Psychology,EDPS 742
Factor Analysis,EDPS - Educ:  Psychology,EDPS 743
Structural Equation Modeling,EDPS - Educ:  Psychology,EDPS 744
Diagnosis and Interventions for Learning and Related Disorders,EDPS - Educ:  Psychology,EDPS 745
Theory of Measurement,EDPS - Educ:  Psychology,EDPS 746
Developmental Psychopathology,EDPS - Educ:  Psychology,EDPS 750
Practicum in Neuropsychological Assessment,EDPS - Educ:  Psychology,EDPS 752
Advanced Topics in Neuropsychology for Teaching and Learning,EDPS - Educ:  Psychology,EDPS 753
Seminar in Neuropsychology,EDPS - Educ:  Psychology,EDPS 754
Theories of Learning,EDPS - Educ:  Psychology,EDPS 765
Theories of Cognitive Development,EDPS - Educ:  Psychology,EDPS 768
Motivation and Self-Regulated Learning,EDPS - Educ:  Psychology,EDPS 769
Evidence-Based Interventions in Psychology,EDPS - Educ:  Psychology,EDPS 775
"Legal, Ethical, and Multicultural Issues in Professional Psychology",EDPS - Educ:  Psychology,EDPS 776
Practicum in Evidence-Based Interventions,EDPS - Educ:  Psychology,EDPS 778
Multilevel Statistical Modeling,EDPS - Educ:  Psychology,EDPS 785
Supervision in School Psychology,EDPS - Educ:  Psychology,EDPS 789
Practicum in Teaching Educational Psychology,EDPS - Educ:  Psychology,EDPS 790
Doctoral Internship in School Psychology,EDPS - Educ:  Psychology,EDPS 791
Doctoral Internship in Professional Psychology,EDPS - Educ:  Psychology,EDPS 792
The Teaching of Reading in the Elementary School,EDRD - Education:  Reading,EDRD 610
Early Literacy Development,EDRD - Education:  Reading,EDRD 615
Disciplinary Literacy & Integrated Instruction: Addressing Content Area Reading & Informational Text,EDRD - Education:  Reading,EDRD 620
Integrating Technology in the Literacy Program,EDRD - Education:  Reading,EDRD 624
Teaching Literacy to Diverse Learners,EDRD - Education:  Reading,EDRD 627
Psychological Foundations of Reading,EDRD - Education:  Reading,EDRD 630
Issues in the Teaching of Literacy,EDRD - Education:  Reading,EDRD 640
History of Reading,EDRD - Education:  Reading,EDRD 645
The Organization and Supervision of a School Reading Program,EDRD - Education:  Reading,EDRD 650
Children's Literature,EDRD - Education:  Reading,EDRD 678
Classroom Literacy Assessment,EDRD - Education:  Reading,EDRD 680
Advanced Teaching Methods in Language Arts,EDRD - Education:  Reading,EDRD 685
Reading Practicum,EDRD - Education:  Reading,EDRD 690
Clinical Diagnosis of Reading Difficulties,EDRD - Education:  Reading,EDRD 692
Independent Study in Reading,EDRD - Education:  Reading,EDRD 698
Seminar in Reading,EDRD - Education:  Reading,EDRD 700
Advanced Study in Reading,EDRD - Education:  Reading,EDRD 701
Study of Reading Research,EDRD - Education:  Reading,EDRD 770
Internship in Reading,EDRD - Education:  Reading,EDRD 799
Workshop in Secondary Education,EDSE - Education:  Secondry,EDSE 600
"Field-Based, In-service Concerns in Secondary Education",EDSE - Education:  Secondry,EDSE 601
Classroom Management: Practical Approaches to Improving Student Behavior,EDSE - Education:  Secondry,EDSE 634
Introduction to Secondary Planning and Instruction,EDSE - Education:  Secondry,EDSE 660
Development of Secondary Programs for the Gifted and Talented,EDSE - Education:  Secondry,EDSE 668
Advanced Secondary Planning and Instruction,EDSE - Education:  Secondry,EDSE 670
Student Teaching: Secondary School,EDSE - Education:  Secondry,EDSE 680
Seminar in Contemporary Education Issues,EDSE - Education:  Secondry,EDSE 689
Practicum in Secondary Education,EDSE - Education:  Secondry,EDSE 690
Dynamics of the Secondary School Classroom,EDSE - Education:  Secondry,EDSE 695
Independent Study in Secondary Education,EDSE - Education:  Secondry,EDSE 699
Introduction to Qualitative Research,EDST - Education: Studies,EDST 650
Introduction to Mixed Methods Research,EDST - Education: Studies,EDST 655
Advanced Theories of Qualitative Research,EDST - Education: Studies,EDST 670
Evaluation of Educational Programs,EDST - Education: Studies,EDST 671
Research on Impacting Student Learning,EDST - Education: Studies,EDST 676
The Grant Process and Research,EDST - Education: Studies,EDST 697
Seminar in Educational Studies,EDST - Education: Studies,EDST 735
Advanced Evaluation of Educational Programs,EDST - Education: Studies,EDST 770
School Information Infrastructures,EDTE - Education: Technology,EDTE 585
Curricular Integration of Learning Technology,EDTE - Education: Technology,EDTE 650
Multimedia Web Design and Development for Education,EDTE - Education: Technology,EDTE 652
Inquiry and Simulation Models in Educational Computing,EDTE - Education: Technology,EDTE 655
Instructional Design and Technology,EDTE - Education: Technology,EDTE 660
Visual and Digital Literacies,EDTE - Education: Technology,EDTE 665
Technology Policy and Pedagogy,EDTE - Education: Technology,EDTE 670
"Distance, Flexible, and Blended Education",EDTE - Education: Technology,EDTE 675
Advanced Projects in Digital Media,EDTE - Education: Technology,EDTE 680
Information Systems for Instruction and Assessment,EDTE - Education: Technology,EDTE 685
Practicum in Educational Technology,EDTE - Education: Technology,EDTE 690
Independent Study in Educational Technology,EDTE - Education: Technology,EDTE 699
Research and Evaluation in Educational Technology,EDTE - Education: Technology,EDTE 770
Internship in Educational Technology,EDTE - Education: Technology,EDTE 790
"Research Methodologies in Environmental Sciences, Geology and Natural Resources","EGNR - Environment, Geology, & Natural Resources",EGNR 601
"Colloquium in Environmental Sciences, Geology and Natural Resources Research","EGNR - Environment, Geology, & Natural Resources",EGNR 602
Independent Studies in Emerging Media Design and Development,EMDD - Emerging Media Des Dev,EMDD 590
Usability and Evaluation Research Methods,EMDD - Emerging Media Des Dev,EMDD 600
Theories and Frameworks in Human-Computer Interaction,EMDD - Emerging Media Des Dev,EMDD 610
Emerging Media and Design Thinking,EMDD - Emerging Media Des Dev,EMDD 620
Nonlinear and Interactive Storytelling,EMDD - Emerging Media Des Dev,EMDD 630
Transmedia Storytelling and Publishing,EMDD - Emerging Media Des Dev,EMDD 640
Interactive Media Design and Development,EMDD - Emerging Media Des Dev,EMDD 650
Applied Research Lab,EMDD - Emerging Media Des Dev,EMDD 660
Creative Project Lab,EMDD - Emerging Media Des Dev,EMDD 670
Professional Capstone in Emerging Media Design and Development,EMDD - Emerging Media Des Dev,EMDD 680
Hazardous Materials Health and Safety,EMHS - Emer Mgt Hmlnd Sec,EMHS 550
Introduction to Emergency Management and Homeland Security,EMHS - Emer Mgt Hmlnd Sec,EMHS 551
Science of WMDs and Technological Hazards,EMHS - Emer Mgt Hmlnd Sec,EMHS 552
Arson Investigation,EMHS - Emer Mgt Hmlnd Sec,EMHS 553
International Domestic Terrorism,EMHS - Emer Mgt Hmlnd Sec,EMHS 555
WMD Awareness and Response,EMHS - Emer Mgt Hmlnd Sec,EMHS 589
Special Topics,EMHS - Emer Mgt Hmlnd Sec,EMHS 593
Professional Practice,EMHS - Emer Mgt Hmlnd Sec,EMHS 669
English Studies Abroad,ENG - English,ENG 588
Teaching Practicum in Composition,ENG - English,ENG 600
Research in English Studies,ENG - English,ENG 601
English Internship,ENG - English,ENG 602
Independent Study,ENG - English,ENG 603
Teaching with Technology,ENG - English,ENG 604
Teaching in English Studies,ENG - English,ENG 605
Literary Theory and Research Methods,ENG - English,ENG 607
Seminar in Theory,ENG - English,ENG 608
Indiana Writing Project,ENG - English,ENG 609
Reading and Writing Across the Genres,ENG - English,ENG 610
Workshop in Creative Non-Fiction,ENG - English,ENG 611
Workshop in Fiction Writing,ENG - English,ENG 612
Workshop in Poetry Writing,ENG - English,ENG 613
Practicum in Literary Editing,ENG - English,ENG 614
Workshop in Screenwriting,ENG - English,ENG 615
Introduction to Theories of Language Learning,ENG - English,ENG 616
Methods in TESOL,ENG - English,ENG 617
Materials Development for Teaching English Language Learners,ENG - English,ENG 618
Assessment in Teaching English to Speakers of Other Languages,ENG - English,ENG 619
Linguistics for Educators,ENG - English,ENG 620
Meaning and Structure in English,ENG - English,ENG 621
History of the English Language,ENG - English,ENG 622
Phonetics and Phonology,ENG - English,ENG 623
Second Language Research Methods,ENG - English,ENG 624
Phonology,ENG - English,ENG 625
Morphology and Syntax,ENG - English,ENG 626
Sociolinguistics,ENG - English,ENG 627
Language and Culture,ENG - English,ENG 628
Topics in Applied Linguistics,ENG - English,ENG 629
Contrastive Analysis,ENG - English,ENG 630
Historical Linguistics,ENG - English,ENG 631
Discourse Analysis,ENG - English,ENG 632
Professionalism and Social Justice in TESOL,ENG - English,ENG 633
Special Topics in Creative Writing,ENG - English,ENG 635
Reading as Writers,ENG - English,ENG 636
Studies in American Authors,ENG - English,ENG 640
Early American Literature,ENG - English,ENG 641
Nineteenth-Century American Literature,ENG - English,ENG 642
Twentieth-Century American Literature,ENG - English,ENG 644
Twenty-First-Century American Literature,ENG - English,ENG 645
Studies in American Ethnic Literature,ENG - English,ENG 646
African American Literature,ENG - English,ENG 647
Seminar in Literature,ENG - English,ENG 650
Studies in the Novel,ENG - English,ENG 651
Studies in Poetry,ENG - English,ENG 652
Studies in Drama,ENG - English,ENG 653
Film Studies,ENG - English,ENG 654
Gender Studies,ENG - English,ENG 655
Cultural Studies,ENG - English,ENG 656
Post-Colonial Studies,ENG - English,ENG 657
Studies in British Authors,ENG - English,ENG 660
Early British Studies,ENG - English,ENG 661
Renaissance and Seventeenth-Century Studies,ENG - English,ENG 662
Studies in Shakespeare,ENG - English,ENG 663
Studies in English Literature of the Restoration and Eighteenth Century,ENG - English,ENG 664
Romantic Studies,ENG - English,ENG 665
Victorian Studies,ENG - English,ENG 667
Early Twentieth-Century British Literature,ENG - English,ENG 668
Contemporary British Literature,ENG - English,ENG 669
Seminar in English Education,ENG - English,ENG 670
Reading Texts in the English Classroom,ENG - English,ENG 671
Workshop in English Language Arts,ENG - English,ENG 672
Teaching Writing in Secondary Schools,ENG - English,ENG 675
"Teaching Literature, Speaking and Listening in Secondary Schools",ENG - English,ENG 676
Young Adult Literature,ENG - English,ENG 679
Reading in English Language Arts Education,ENG - English,ENG 681
Topics in English Linguistics,ENG - English,ENG 682
Topics in Second Language Acquisition,ENG - English,ENG 684
Topics in Linguistics,ENG - English,ENG 686
Writing Program Administration,ENG - English,ENG 688
Writing Center Research and Administration,ENG - English,ENG 689
Seminar in Composition,ENG - English,ENG 690
Writing Technologies,ENG - English,ENG 692
Writing in the Profession,ENG - English,ENG 693
Rhetorics of the Ancient World,ENG - English,ENG 694
Medieval and Early Modern Rhetoric,ENG - English,ENG 695
Nineteenth-Century Rhetoric,ENG - English,ENG 696
Contemporary Rhetoric,ENG - English,ENG 697
Rhetoric and Poetics,ENG - English,ENG 698
Contemporary Theories of Composition,ENG - English,ENG 699
Independent Study,ENG - English,ENG 701
Directed Study for Comprehensive Exams,ENG - English,ENG 702
Biomechanics of Human Movement,EXSC - Exercise Science,EXSC 514
Internship in Exercise Science,EXSC - Exercise Science,EXSC 600
Exercise Physiology 1,EXSC - Exercise Science,EXSC 603
Essentials of Resistance Training and Conditioning,EXSC - Exercise Science,EXSC 604
Research Methods (Thesis),EXSC - Exercise Science,EXSC 611
Motor Control,EXSC - Exercise Science,EXSC 616
Foundations of Adult Physical Fitness,EXSC - Exercise Science,EXSC 622
Principles of Exercise Testing and Electrocardiography,EXSC - Exercise Science,EXSC 623
Exercise Physiology 2,EXSC - Exercise Science,EXSC 630
Seminar in Exercise Science,EXSC - Exercise Science,EXSC 633
Applied Physiology,EXSC - Exercise Science,EXSC 637
Electrocardiography,EXSC - Exercise Science,EXSC 638
Seminar in Cardiac and Pulmonary Rehabilitation,EXSC - Exercise Science,EXSC 639
Exercise in Prevention and Rehabilitation of Chronic Diseases,EXSC - Exercise Science,EXSC 640
Laboratory Techniques in Biomechanics,EXSC - Exercise Science,EXSC 651
Clinical Biomechanics,EXSC - Exercise Science,EXSC 652
Advanced Biomechanics,EXSC - Exercise Science,EXSC 655
Internship in Exercise Program,EXSC - Exercise Science,EXSC 698
Fashion Theories,FASH - Fashion,FASH 625
Fashion Business Strategies,FASH - Fashion,FASH 630
Creativity in Fashion Design and Merchandising,FASH - Fashion,FASH 635
Fashion Product Development,FASH - Fashion,FASH 640
Museum Studies for Apparel and Textiles Collections,FASH - Fashion,FASH 645
Family and Consumer Sciences Education Program Implementation,FCED - Fam & Con Sci Educ,FCED 692
Curriculum in Family and Consumer Sciences,FCED - Fam & Con Sci Educ,FCED 693
Assessment and Evaluation in Family and Consumer Sciences Education,FCED - Fam & Con Sci Educ,FCED 694
Contemporary Methods for Teaching Family and Consumer Sciences Education,FCED - Fam & Con Sci Educ,FCED 695
Field Studies in Family and Consumer Sciences,FCS - Family & Consumer Sc,FCS 500
Internship in Family and Consumer Sciences,FCS - Family & Consumer Sc,FCS 569
Workshop: Family and Consumer Sciences,FCS - Family & Consumer Sc,FCS 594
Independent Study in Family and Consumer Sciences,FCS - Family & Consumer Sc,FCS 595
Seminar in Family and Consumer Sciences,FCS - Family & Consumer Sc,FCS 596
Internship in Family and Consumer Sciences,FCS - Family & Consumer Sc,FCS 669
Sustainable Practices for Designers and Merchandisers,FCS - Family & Consumer Sc,FCS 690
Research Methods in Family and Consumer Sciences,FCS - Family & Consumer Sc,FCS 697
Business Analysis for Value Creation,FIN - Finance,FIN 645
Investment Management,FIN - Finance,FIN 650
Global Financial Policy,FIN - Finance,FIN 680
Independent Study in Finance,FIN - Finance,FIN 697
French Study Abroad,FR - French,FR 500
Readings,FR - French,FR 598
Cartography and Visualization of Spatial Data,GEOG - Geography,GEOG 533
Introduction to Remote Sensing,GEOG - Geography,GEOG 536
Advanced Remote Sensing,GEOG - Geography,GEOG 537
Advanced Geographic Information Systems Analysis,GEOG - Geography,GEOG 538
Geographic Information Systems Applications Design and Development,GEOG - Geography,GEOG 545
Seminar in Advanced Techniques in Remote Sensing,GEOG - Geography,GEOG 546
Geographic Information System Design,GEOG - Geography,GEOG 548
Political Geography,GEOG - Geography,GEOG 570
History of Geographic Thought,GEOG - Geography,GEOG 610
Research Methods in Geography,GEOG - Geography,GEOG 615
Quantitative Methods in Environmental Geography,GEOG - Geography,GEOG 618
GIS for Environmental Science,GEOG - Geography,GEOG 625
Special Topics in Remote Sensing,GEOG - Geography,GEOG 635
Special Topics in Atmospheric Science,GEOG - Geography,GEOG 640
Distant Areas Field Studies,GEOG - Geography,GEOG 680
Professional Internship,GEOG - Geography,GEOG 690
Readings and Special Studies in Geography,GEOG - Geography,GEOG 695
Research Colloquium,GEOL - Geology,GEOL 500
Global Positioning System Techniques,GEOL - Geology,GEOL 502
Micropaleontology,GEOL - Geology,GEOL 509
Igneous and Metamorphic Petrology,GEOL - Geology,GEOL 510
Advanced Igneous and Metamorphic Petrology,GEOL - Geology,GEOL 511
Sedimentary Petrology,GEOL - Geology,GEOL 512
Experimental Petrology,GEOL - Geology,GEOL 513
Geology of Hazards and the Environment,GEOL - Geology,GEOL 516
Geophysics,GEOL - Geology,GEOL 525
Applied Biostratigraphy,GEOL - Geology,GEOL 534
Sequence Stratigraphy,GEOL - Geology,GEOL 535
Karst Environments and Carbonate Geology,GEOL - Geology,GEOL 540
Physical Hydrology,GEOL - Geology,GEOL 550
Hydrogeology,GEOL - Geology,GEOL 560
Environmental Geology in the Field and Laboratory,GEOL - Geology,GEOL 562
Groundwater Geochemistry,GEOL - Geology,GEOL 570
Volcanology and Volcanic Hazards,GEOL - Geology,GEOL 571
Glacial Geology,GEOL - Geology,GEOL 575
Special Studies and Field Problems,GEOL - Geology,GEOL 580
Field Geology,GEOL - Geology,GEOL 583
Group Field Research Experience,GEOL - Geology,GEOL 585
Computer Applications in the Geosciences,GEOL - Geology,GEOL 590
Experimental Elective Course,GEOL - Geology,GEOL 599X
Seminar in Geology,GEOL - Geology,GEOL 600
Seminar in Environmental Geology,GEOL - Geology,GEOL 601
Seminar in Stratigraphy,GEOL - Geology,GEOL 605
Seminar in Sedimentary Petrology,GEOL - Geology,GEOL 610
Seminar in Tectonics,GEOL - Geology,GEOL 626
Seminar in Advanced Hydrology,GEOL - Geology,GEOL 650
Seminar in Advanced Hydrogeology,GEOL - Geology,GEOL 660
Seminar in Environmental Geochemistry,GEOL - Geology,GEOL 670
Seminar in Geomorphology,GEOL - Geology,GEOL 671
Geoscience Research,GEOL - Geology,GEOL 680
Geology Research Methods,GEOL - Geology,GEOL 685
Geoscience Research Development,GEOL - Geology,GEOL 780
"Colonial America, 1492-1763",HIST - History,HIST 500
"Revolutionary America, 1763-1800",HIST - History,HIST 501
"Pre-Civil War America, 1800-1848",HIST - History,HIST 505
"American Civil War and Reconstruction, 1848-1877",HIST - History,HIST 507
An Age of Reform: The United States in the Gilded Age and Progressive Era,HIST - History,HIST 509
"The American People in Prosperity, Depression, and War",HIST - History,HIST 511
Post-World War II America,HIST - History,HIST 513
History of Indiana,HIST - History,HIST 515
"Pre-Civil War South, 1776-1861",HIST - History,HIST 516
History of the New South,HIST - History,HIST 517
The African American Experience in America,HIST - History,HIST 520
Indians in United States History,HIST - History,HIST 521
