"course_code","course_title","department","credits","description"
"SES 496","Interpreting ASL-to-English II","Specialized Education Services (SES)","3","Development of skills in producing a linguistic and culturally equivalent English message from an ASL source message. Emphasis is placed on simultaneous interpreting."
"SES 497","Interpreting in Mental Health Settings","Specialized Education Services (SES)","2","Techniques specific to interpreting in mental health and substance abuse settings. Application of the demand-control schema framework and a teleological approach to ethical decision making."
"SES 498","Interpreting in Social Service Settings","Specialized Education Services (SES)","2","Apply principles of American Sign Language in various social service settings and gain an understanding of the specialized vocabulary, appropriate roles, standards of practice, sensitive issues, and ethical codes involved."
"SES 499","Theatrical/Artistic Uses of American Sign Language","Specialized Education Services (SES)","2","Notes: Recommended for students with advanced skills in American Sign Language."
"SES 540","Introduction to Special Education","Specialized Education Services (SES)","3","Introductory course designed to survey the field of students with disabilities. Major attention focused on characteristics of students with disabilities, free appropriate public education, and the least restrictive environment."
"SES 601","Introduction to Inclusive Birth-Kindergarten Services","Specialized Education Services (SES)","3","Introduction to issues and policies in inclusive birth through kindergarten programs. Legislation, service delivery models, policy issues, family roles, and research outcomes discussed."
"SES 602","Inclusive Family-Centered Practices in Early Childhood","Specialized Education Services (SES)","3","Analysis of theoretical perspectives, intervention strategies, and research outcomes for young children with disabilities in inclusive settings and their families. Family-centered practices emphasized."
"SES 603","Screening/Assessment in Inclusive Early Childhood Services","Specialized Education Services (SES)","3","Conceptual knowledge and practical application of screening and assessment techniques and procedures for infants, toddlers, preschoolers, and kindergartners. Report writing, IFSPs, IEPs, family assessments, and program evaluation included."
"SES 604","Internship in Inclusive Early Childhood","Specialized Education Services (SES)","1-6","An in-depth exploration of the principles of early childhood care and education and learning strategies for young children with and without disabilities. Field placements in BK setting are required."
"SES 605","Diversity and Inclusive Early Care and Education","Specialized Education Services (SES)","3","In-depth analysis of issues, recommended practices, and experiences to prepare students for meeting the needs of young children from diverse populations in inclusive early care and education settings."
"SES 606","Preschool-Kindergarten Learning in Inclusive Settings","Specialized Education Services (SES)","4","In-depth exploration of the principles of early childhood care and education and learning strategies for preschool/kindergarten children with and without disabilities. Field placements in BK setting are required."
"SES 607","Infant-Toddler Learning in Inclusive Settings","Specialized Education Services (SES)","4","An examination of development in infancy and toddlerhood and strategies for facilitating very young children's growth and learning in early childhood care and educational settings. Field placement required."
"SES 610","Ecologically Based Instruction","Specialized Education Services (SES)","3","This course will enable the participant to identify psychological, physical, educational, medical, behavioral, and learning characteristics and needs of students with disabilities."
"SES 611","Universal Design for Learning","Specialized Education Services (SES)","3","Content includes strategies for developing curriculum and instructional techniques for teaching students with disabilities, including vocational/career assessment and individualized programs integrating family, agencies, and business."
"SES 612","Transition Across the Age-Span","Specialized Education Services (SES)","3","Course content focuses on implementing transition programs from school to career and daily living for students with disabilities, including vocational/career assessment and individualized programs integrating family, agencies, and business."
"SES 640","Policies and Procedures in Special Education","Specialized Education Services (SES)","3","Detailed study of federal and North Carolina policies and procedures that ensure that students with disabilities receive a free appropriate public education in the least restrictive environment."
"SES 641","Assessment in Special Education","Specialized Education Services (SES)","3","Provides a knowledge base, guided practice, and practical application of assessment practices for making eligibility and instructional planning decisions for students with disabilities, with emphasis on authentic assessment practices."
"SES 642","Reading Instruction","Specialized Education Services (SES)","3","Emphasizes systematic, explicit practices for teaching essential skills in phonemic awareness, emergent literacy, the alphabetic principle, fluency, vocabulary, and reading comprehension to students with disabilities."
"SES 643","Special Education Trends/Issues","Specialized Education Services (SES)","3","Explores critical issues and strategies in developing, implementing, evaluating, and financing programs and services for students with disabilities."
"SES 645","Advanced Seminar: Special Education","Specialized Education Services (SES)","3","Research and current issues in the psychology and education of students with disabilities."
"SES 647","Collaboration and Leadership","Specialized Education Services (SES)","3","Provides a knowledge base, guided practice, and practical application of consultation skills and consultation-based services needed for implementing effective instructional programs for students with disabilities."
"SES 649C","Practicum in Special Education","Specialized Education Services (SES)","4-6","Eight or ten weeks of supervised experience in inclusive early childhood education settings designed to offer opportunities for practice of skills and professional development within program goals."
"SES 650","Independent Study","Specialized Education Services (SES)","1-3","Topic to be determined by faculty advisor and student."
"SES 652","Writing Instruction","Specialized Education Services (SES)","3","Emphasizes Universal Design for Learning, systematic and explicit practices for teaching written language skills to students with disabilities using evidence and research based practices."
"SES 656","Math and Science Instruction","Specialized Education Services (SES)","3","Addresses broad array of evidence-based instructional strategies for working with students with disabilities to teach math and science."
"SES 658","Positive Behavior Supports","Specialized Education Services (SES)","3","Addresses broad array of instructional strategies for working with students with disabilities using contemporary educational and therapeutic practices to address instructional as well as social/emotional needs."
"SES 659","Behavior Management","Specialized Education Services (SES)","3","Includes content specific to concepts, skills, and practices for understanding and using principles of behaviorism in the education of students with special needs."
"SES 661","Student Teaching: Special Education","Specialized Education Services (SES)","3-6","Supervised experience in a variety of classroom or other public school settings and related seminar emphasizing the design and delivery of best-practices services and instruction to students with disabilities."
"SES 662","Assistive Technology for Inclusive Education","Specialized Education Services (SES)","3","Overview of assistive technology in meeting the educational goals of individuals with disabilities. Includes experiences with devices and services associated with assistive technology and instructional technology."
"SES 688","Contemporary Problems Seminar","Specialized Education Services (SES)","1-3","Specific course title identified each semester by subscript (e.g., Contemporary Problems Seminar: Issues in Professional Negotiations). May be repeated for credit when topic varies."
"SES 711B","EC:Teacher Ldrshp for Inclsion","Specialized Education Services (SES)","3","This course provides Dale Carnegie's (DC) ""Emerging Teacher Leaders"" Training that consists of a curriculum that focuses on three intentional developmental foci: leading oneself, leading others, and communicating leadership."
"SES 747","Seminar in Special Education","Specialized Education Services (SES)","3","Current trends and issues in the field of special education. May be repeated for a total of nine semester hours credit when topic varies."
"SES 749","Internship in Specialized Education","Specialized Education Services (SES)","3","A directed internship, in an advanced, situated leadership position that provides opportunities for graduate students to apply knowledge and skills related to the chosen area of specialization (e.g., instructional coaching)."
"SES 753","Issues and Trends in Special Education","Specialized Education Services (SES)","3","Provides graduate students with opportunities to explore current issues and trends in special education within the broader context of education, society, and history."
"SES 755","Systematic Review of Special Education Literature","Specialized Education Services (SES)","3","This seminar is designed to provide doctoral students with opportunities to systematically analyze professional literature and grant proposals; and write literature reviews for publication, dissertation and research."
"SES 757","School Reform and Leadership in Special Education","Specialized Education Services (SES)","3","This seminar addresses the research and professional literature related to changing schools to improve academic and behavior outcomes for all students."
"SES 758","History and Future of Specialized Education","Specialized Education Services (SES)","3","Overview of the history of special education with implications for facilitation of more effective practice in the field."
