"course_code","course_title","department","credits","description"
"ACSD 849","AUDIOLOGY CLINIC OFF CAMPUS CONTINUUM","Audiology (ACSD)","2",""
"ACSD 853","COCHLEAR IMPLANTS","Audiology (ACSD)","3",""
"ACSD 855","HEARING AIDS III: SEMINAR IN ADVANCED AMPLIFICATION","Audiology (ACSD)","3",""
"ACSD 898","AUDIOLOGY DOCTORAL THESIS","Audiology (ACSD)","3",""
"ACSD 899","THESIS CONTINUUM","Audiology (ACSD)","1",""
"ACSD 998","AUDIOLOGY CLINICAL EXTERNSHIP","Audiology (ACSD)","6",""
"BIOL 502","GENERAL ECOLOGY","Biology (BIOL)","4",""
"BIOL 506","LIMNOLOGY","Biology (BIOL)","4",""
"BIOL 508","CELL BIOLOGY","Biology (BIOL)","4",""
"BIOL 510","CONSERVATION BIOLOGY","Biology (BIOL)","4",""
"BIOL 513","EVOLUTION","Biology (BIOL)","3",""
"BIOL 515","MEDICAL MICROBIOLOGY","Biology (BIOL)","4",""
"BIOL 518","MICROBIOLOGY","Biology (BIOL)","4",""
"BIOL 519","ENVIRONMENTAL MICROBIOLOGY","Biology (BIOL)","3",""
"BIOL 521","IMMUNOLOGY","Biology (BIOL)","4",""
"BIOL 525","DISSECTION OF THE UPPER EXTREMITY","Biology (BIOL)","2",""
"BIOL 527","NEUROMUSCULAR MECHANISMS OF THE UPPER BODY","Biology (BIOL)","2",""
"BIOL 528","VIROLOGY","Biology (BIOL)","3",""
"BIOL 532","VASCULAR PLANT TAXONOMY","Biology (BIOL)","4",""
"BIOL 535","PLANT ECOLOGY","Biology (BIOL)","4",""
"BIOL 536","PLANT PHYSIOLOGY","Biology (BIOL)","3-4",""
"BIOL 546","TROPICAL ECOLOGY AND CONSERVATION","Biology (BIOL)","3",""
"BIOL 547","TROPICAL FIELD ECOLOGY","Biology (BIOL)","4",""
"BIOL 552","WETLAND ECOLOGY","Biology (BIOL)","4",""
"BIOL 553","INVERTEBRATE ZOOLOGY","Biology (BIOL)","4",""
"BIOL 554","ANIMAL PARASITOLOGY","Biology (BIOL)","3",""
"BIOL 555","FISH BIOLOGY","Biology (BIOL)","4",""
"BIOL 556","ORNITHOLOGY","Biology (BIOL)","4",""
"BIOL 558","MAMMALOGY","Biology (BIOL)","4",""
"BIOL 560","HISTOLOGY","Biology (BIOL)","4",""
"BIOL 561","ENTOMOLOGY","Biology (BIOL)","4",""
"BIOL 563","DEVELOPMENTAL BIOLOGY","Biology (BIOL)","4",""
"BIOL 567","HERPETOLOGY","Biology (BIOL)","4",""
"BIOL 568","ENDOCRINOLOGY","Biology (BIOL)","3",""
"BIOL 570","ADVANCED PHYSIOLOGY","Biology (BIOL)","4",""
"BIOL 571","ANIMAL BEHAVIOR","Biology (BIOL)","4",""
"BIOL 581","DIRECTED READINGS IN BIOLOGY","Biology (BIOL)","1-3",""
"BIOL 582","ENVIRONMENTAL EDUCATION & SERVICE LEARNING IN THE TROPICS","Biology (BIOL)","3",""
"BIOL 584","SEMINAR IN ECOLOGY, EVOLUTION AND BEHAVIOR","Biology (BIOL)","1",""
"BIOL 589","SPECIAL TOPICS IN BIOLOGY","Biology (BIOL)","3",""
"BIOL 601","CURRENT TOPICS IN BIOLOGY","Biology (BIOL)","3",""
"BIOL 602","MOLECULAR BIOLOGY","Biology (BIOL)","3",""
"BIOL 603","DATA ANALYSIS AND INTERPRETATION FOR BIOLOGISTS","Biology (BIOL)","3",""
"BIOL 604","MECHANISMS IN  ANIMAL PHYSIOLOGY","Biology (BIOL)","3",""
"BIOL 606","BIOCHEMICAL ADAPTATIONS","Biology (BIOL)","3",""
"BIOL 607","EVOLUTIONARY AND ECOLOGICAL PHYSIOLOGY","Biology (BIOL)","3",""
"BIOL 608","SYSTEMATIC BIOLOGY","Biology (BIOL)","3",""
"BIOL 609","COMMUNITY ANALYSIS AND BIOASSESSMENT","Biology (BIOL)","3",""
"BIOL 610","POPULATION AND COMMUNITY BIOLOGY","Biology (BIOL)","3",""
"BIOL 611","GLOBAL CHANGE BIOLOGY","Biology (BIOL)","3",""
"BIOL 612","MOLECULAR ECOLOGY AND EVOLUTION","Biology (BIOL)","3",""
"BIOL 614","APPLIED BIOTECHNOLOGY","Biology (BIOL)","3",""
"BIOL 615","PATHOGENIC MICROBIOLOGY","Biology (BIOL)","3",""
"BIOL 616","MEMBRANE BIOLOGY","Biology (BIOL)","3",""
"BIOL 618","MOLECULAR MEDICINE","Biology (BIOL)","3",""
"BIOL 619","ENVIRONMENTAL MICROBIOLOGY","Biology (BIOL)","3",""
"BIOL 620","THE EVOLUTION OF COOPERATIVE BEHAVIOR","Biology (BIOL)","3",""
"BIOL 621","CELL SIGNALING","Biology (BIOL)","3",""
"BIOL 622","GENE EXPRESSION AND REGULATION","Biology (BIOL)","3",""
"BIOL 650","MODERN MICROSCOPY AND MICROTECHNIQUES","Biology (BIOL)","3",""
"BIOL 651","ENVIRONMENTAL AND BIOLOGICAL SCIENCE IN INTEGRATED STEM EDUCATION","Biology (BIOL)","3",""
"BIOL 654","LANDSCAPE ECOLOGY","Biology (BIOL)","3",""
"BIOL 655","THE BIOLOGY OF CANCER","Biology (BIOL)","3",""
"BIOL 701","NON-THESIS RESEARCH","Biology (BIOL)","1-3",""
"BIOL 703","INDEPENDENT STUDY","Biology (BIOL)","1-3",""
"BIOL 796","PROFESSIONAL ASPECTS OF BIOLOGY","Biology (BIOL)","2",""
"BIOL 797","GRADUATE SEMINAR","Biology (BIOL)","1",""
"BIOL 896","BIOLOGY THESIS","Biology (BIOL)","1-6",""
