"code","title","credits","description"
"NURS 3319.","Cult Perspectives on Hlth Care.","",""
"NURS 3380.","Selected Topics in Nursing.","",""
"NURS 3401.","Health Assessment.","",""
"NURS 3418.","Nursing Care of Aging Client.","",""
"NURS 3604.","Fundamentals of Nurs Practice.","",""
"NURS 3608.","Nurs Care of Child & Child Fam.","",""
"NURS 3609.","Family Situational Stressors.","",""
"NURS 3704.","Fundamentals of Nurs Practice.","",""
"NURS 3709.","Adult Health Nursing I.","",""
"NURS 4033.","Senior Seminar.","",""
"NURS 4133.","Senior Seminar.","",""
"NURS 4300.","Contemporary Professional Nsg.","",""
"NURS 4303.","Nursing Informatics & Technolo.","",""
"NURS 4306.","Transition to Professional Pr.","",""
"NURS 4307.","Nurse as a Coordinator of Care.","",""
"NURS 4313.","Nrsg Care Persons w/Psyc Illns.","",""
"NURS 4402.","RN to BSN Role Transition.","",""
"NURS 4407.","Trans to Prof. Nursing Practic.","",""
"NURS 4412.","Senior Practicum.","",""
"NURS 4414.","Evidence Based Research.","",""
"NURS 4502.","Nursing Leadership & Managemen.","",""
"NURS 4503.","Nursing in the Community.","",""
"NURS 4511.","Population Focused Care.","",""
"NURS 4608.","Nurs Care of Child & Child Fam.","",""
"NURS 4611.","Promoting Health Along Border.","",""
"NURS 4612.","Acute Care Practicum.","",""
"NURS 4614.","Nurse Provider of Care/Crisis.","",""
"NURS 4714.","Adult Health Nursing II.","",""
"PHIL 1301.","Introduction to Philosophy.","",""
"PHIL 1304.","Logic.","",""
"PHIL 2306.","Ethics.","",""
"PHIL 2313.","Chicanos and American Thought.","",""
"PHIL 3301.","Philosophy of Mind.","",""
"PHIL 3302.","Ethical Theory.","",""
"PHIL 3303.","Philosophy of Education.","",""
"PHIL 3305.","Philosophy of Law.","",""
"PHIL 3307.","Environmental Ethics.","",""
"PHIL 3308.","Aesthetics:  Philosophy of Art.","",""
"PHIL 3311.","Philosophy of Science.","",""
"PHIL 3312.","Latin American Thought.","",""
"PHIL 3314.","Ancient Philosophy.","",""
"PHIL 3317.","Modern Philosophy.","",""
"PHIL 3318.","Nineteenth Century Philosophy.","",""
"PHIL 3322.","Philosophy of Religion.","",""
"PHIL 3325.","Social Philosophy.","",""
"PHIL 3335.","Twentieth Century Philosophy.","",""
"PHIL 3340.","Asian Philosophies.","",""
"PHIL 3341.","Political Philosophy.","",""
"PHIL 4301.","Bioethics.","",""
"PHIL 4302.","Metaphysics.","",""
"PHIL 4304.","Latin American Philosophy.","",""
"PHIL 4307.","Feminist Philosophy.","",""
"PHIL 4311.","Theories of Knowledge.","",""
"PHIL 4351.","Great Philosophers.","",""
"PHIL 4352.","Problems in Philosophy Seminar.","",""
"PHIL 4353.","Independent Study.","",""
"PE 1101.","Fitness for Life.","",""
"PE 1104.","Aerobic Dance.","",""
"PE 1106.","Aquatics.","",""
"PE 1116.","Basketball.","",""
"PE 1122.","Conditioning.","",""
"PE 1125.","Cheerleading.","",""
"PE 1128.","Beginning Fencing.","",""
"PE 1151.","Martial Arts.","",""
"PE 1154.","Kick Boxing.","",""
"PE 1157.","Military Conditioning.","",""
"PE 1173.","Team Sports.","",""
"PE 1178.","Beginning Swimming.","",""
"PE 1188.","Volleyball.","",""
"PE 1194.","Weight Training.","",""
"ASTR 1107.","Astronomy Lab I.","",""
"ASTR 1307.","Elem Astronomy-Solar System.","",""
"ASTR 1308.","Elem Astr Stars & Galaxies.","",""
"PHYS 1403.","General Physics I.","",""
"PHYS 1404.","General Physics II.","",""
"PHYS 2120.","Laboratory forPHYS 2320.","",""
"PHYS 2121.","Laboratory forPHYS 2321.","",""
"PHYS 2210.","Vibrations and Waves.","",""
"PHYS 2230.","Thermal and Fluid Physics.","",""
"PHYS 2320.","Introductory Mechanics.","",""
"PHYS 2321.","Introductory Electromagnetism.","",""
"PHYS 2325.","Survey of Modern Physics.","",""
"PHYS 2420.","Introductory Mechanics.","",""
"PHYS 2421.","Introductory Electromagnetism.","",""
"PHYS 3243.","Advanced Laboratory Practice.","",""
"PHYS 3280.","Physics Seminar.","",""
"PHYS 3323.","Physical Optics.","",""
"PHYS 3331.","Thermal Physics.","",""
"PHYS 3351.","Analytical Mechanics I.","",""
"PHYS 3352.","Analytical Mechanics II.","",""
"PHYS 3359.","Astrophysics.","",""
"PHYS 3360.","Comp Methods-Physics Problems.","",""
"PHYS 4177.","Undergrad Resrch Probs Physics.","",""
"PHYS 4277.","Undergrad Resrch Probs Physics.","",""
"PHYS 4327.","Atmospheric Physics.","",""
"PHYS 4329.","Atmospheric Radiation.","",""
"PHYS 4341.","Electromagnetics I.","",""
"PHYS 4342.","Electromagnetics II.","",""
"PHYS 4353.","Mathematical Physics Methods.","",""
"PHYS 4355.","Intro Quantum Mechanics.","",""
"PHYS 4356.","Atoms, Molecules, & Solids.","",""
"PHYS 4370.","Health Physics I.","",""
"PHYS 4371.","Health Physics II.","",""
"PHYS 4377.","Undergrad Resrch Probs Physics.","",""
"PHYS 4393.","Special Topics in Physics.","",""
"PSCI 2303.","Physical Science I.","",""
"PSCI 3304.","Physical Science II.","",""
"POLS 2310.","Introduction to Politics.","",""
"POLS 2311.","American Gover & Politics.","",""
"POLS 3300.","Research in Political Science.","",""
"POLS 3312.","Party System, Campaigns Elect..","",""
"POLS 3313.","Pub Opinion/Media & Technology.","",""
"POLS 3314.","Ethnicity & Race In Amer Pol.","",""
"POLS 3315.","Judicial Process.","",""
"POLS 3320.","Constitutional Law.","",""
"POLS 3321.","Civil Rights & Liberties.","",""
"POLS 3322.","Law and Society.","",""
"POLS 3323.","Internatl & Comparative Courts.","",""
"POLS 3324.","Indigenous Law and Politics.","",""
"POLS 3325.","Peru: Politics of Surprise.","",""
"POLS 3326.","Politics of East Asia.","",""
"POLS 3332.","Political Geography.","",""
"POLS 3334.","Politics in World Regions.","",""
"POLS 3337.","Latin American Politics.","",""
"POLS 3339.","Comparative Political Systems.","",""
"POLS 3345.","Democracy and Democratization.","",""
"POLS 3350.","Intro to Public Administration.","",""
"POLS 3351.","The Public Policy Process.","",""
"POLS 3353.","State and Local Administration.","",""
"POLS 3354.","Internship.","",""
"POLS 3360.","International Relations.","",""
"POLS 3361.","International Security.","",""
"POLS 3362.","International Law and Politics.","",""
"POLS 3365.","Political Simulations.","",""
"POLS 4300.","Adv Rsrch Methods/Pol Science.","",""
"POLS 4304.","Envir. Just. & Min. Comm U.S..","",""
"POLS 4310.","American Legislatures.","",""
"POLS 4311.","The Presidency.","",""
"POLS 4313.","Southwestern Border Politics.","",""
"POLS 4314.","Women, Power and Politics.","",""
"POLS 4315.","Latinos In Amer Political Syst.","",""
"POLS 4317.","U.S. Constitutional Structure.","",""
"POLS 4318.","Teaching Democracy.","",""
"POLS 4319.","Special Topics in Am. Politics.","",""
"POLS 4320.","Judicial Politics.","",""
"POLS 4322.","Legal Reasoning.","",""
"POLS 4323.","Courts in Action.","",""
"POLS 4324.","Introduction to Private Law.","",""
"POLS 4325.","Spec Topics in Law & Politics.","",""
"POLS 4328.","Politics of China.","",""
"POLS 4329.","Elections Around the World.","",""
"POLS 4330.","Foreign Policy of the U.S..","",""
"POLS 4337.","The Politics of Mexico.","",""
"POLS 4339.","US-Latin American Relations.","",""
"POLS 4340.","The American Constitution.","",""
"POLS 4343.","Politics of Brazil.","",""
"POLS 4344.","Sp Topics in Political Theory.","",""
"POLS 4346.","Russia's Challenges/21st Cent.","",""
"POLS 4347.","European Union Politics.","",""
"POLS 4348.","Politics/Developing Countries.","",""
"POLS 4350.","Sp Topics in Comparative Gov.","",""
"POLS 4356.","Non-Profit Organizations.","",""
"POLS 4357.","Leadership/Civic Participation.","",""
"POLS 4358.","Special Topics in Public Admin.","",""
"POLS 4359.","Urban Planning.","",""
"POLS 4363.","North American Relations.","",""
"POLS 4364.","Internat'l Political Economy.","",""
"POLS 4365.","International Organizations.","",""
"POLS 4366.","Sp Topics/Internat'l Relations.","",""
"POLS 4367.","Ethnic Conflict and Civil Wars.","",""
"POLS 4368.","Conflict Analysis.","",""
"POLS 4370.","Independent Reading in Pol Sci.","",""
"POLS 4399.","Senior Capstone.","",""
"PSYC 1301.","Introduction to Psychology.","",""
"PSYC 1303.","Statistical Methods.","",""
"PSYC 2302.","Social Psychology.","",""
"PSYC 2305.","Psychology of Human Sexuality.","",""
"PSYC 2306.","Psychology of Personality.","",""
"PSYC 2310.","Life Cycle Development.","",""
"PSYC 2312.","Intro to Psychopathology.","",""
"PSYC 2324.","Introductory Neuroscience.","",""
"PSYC 3101.","Lab for Gen Exper Psyc.","",""
"PSYC 3102.","Professional Development.","",""
"PSYC 3201.","Gen Experimental Psychology.","",""
"PSYC 3315.","Psychology and the Law.","",""
"PSYC 3320.","Learning & Memory.","",""
"PSYC 3330.","Sensation and Perception.","",""
"PSYC 3331.","Cross-Cultural Psychology.","",""
"PSYC 3332.","Neurobio of Social Motivation.","",""
"PSYC 3340.","Research Methods.","",""
"PSYC 3346.","Drugs, the Brain and Behavior.","",""
"PSYC 3347.","Behavior Modification.","",""
"PSYC 3348.","Cognitive Psychology.","",""
"PSYC 3350.","Health Psychology.","",""
"PSYC 4301.","Psychological Testing.","",""
"PSYC 4309.","History & Systems Psychology.","",""
"PSYC 4310.","Adolescent Development.","",""
"PSYC 4311.","Advanced Topics Dev Psyc.","",""
"PSYC 4312.","Advanced Psychopathology.","",""
"PSYC 4313.","Physical & Cognitive Aging.","",""
"PSYC 4314.","Cognitive Development.","",""
"PSYC 4315.","Psych of Criminal Behavior.","",""
"PSYC 4316.","Language and Cognition.","",""
"PSYC 4317.","Advanced Statistics.","",""
"PSYC 4321.","Judgment and Decision Making.","",""
"PSYC 4324.","Psychobiology.","",""
"PSYC 4341.","Motivation & Emotion.","",""
"PSYC 4343.","Seminar in Meta-Analysis.","",""
"PSYC 4345.","Seminar in Psychology.","",""
"PSYC 4352.","Independent Research.","",""
"PSYC 4353.","Honors Thesis.","",""
"PSYC 4375.","Neuroscience Capstone.","",""
"DRSC 2301.","Intro to Rehab Sciences.","",""
"DRSC 3302.","Health & Wellness in Rehab Sci.","",""
"DRSC 3311.","Mental Health in Rehab Science.","",""
"DRSC 3312.","Hlth Care Policy for Rehab Sci.","",""
"DRSC 3313.","Health Info & Informat Systems.","",""
"DRSC 3330.","History of Disability & Rehab.","",""
"DRSC 3331.","Evidence-based Pract in Rehab.","",""
"DRSC 3332.","Global Health Iss in Rehab Sci.","",""
"DRSC 3401.","Human Gross Anatomy.","",""
"DRSC 4190.","Independent Study.","",""
"DRSC 4290.","Independent Study.","",""
"DRSC 4301.","Scientific Inquiry in Rehab Sc.","",""
"DRSC 4302.","Verbal & Writ Comm in Rehab SC.","",""
"DRSC 4311.","The Sci of Coll Thr Neu in Reh.","",""
"DRSC 4312.","Prof Ethics in Rehab Sciences.","",""
"DRSC 4330.","Clinical Research for Rehab Sc.","",""
"DRSC 4331.","Assistive Tech in Rehab Scienc.","",""
"DRSC 4390.","Independent Study.","",""
"SPLP 1300.","Introduction to Sign Language.","",""
"SPLP 1312.","Comm. Var. Across the Lifespan.","",""
"SPLP 2313.","General Phonetics.","",""
"SPLP 2320.","Hearing Science.","",""
"SPLP 3310.","Language Development.","",""
"SPLP 3312.","Anatomy/Physiol Speech Mech.","",""
"SPLP 3313.","Disorders Articulation/Phonol.","",""
"SPLP 3314.","Lang Disor/Pre-Sch Children.","",""
"SPLP 3318.","Prin of Clinical Management.","",""
"SPLP 4120.","Ind Study in SPLP & Audiology.","",""
"SPLP 4220.","Ind Study in SPLP & Audiology.","",""
"SPLP 4309.","Audiology.","",""
"SPLP 4310.","Aural Rehabilitation.","",""
"SPLP 4311.","Fundamentals of Speech Science.","",""
"SPLP 4312.","Neural Bases of Spch and Lang.","",""
"SPLP 4320.","Independent Study/SLP&A.","",""
"RWS 1301.","Rhetoric & Composition I.","",""
"RWS 1302.","Rhetoric & Composition 2.","",""
"RWS 1601.","Rhetoric, Composition & Comm.","",""
"RWS 3305.","Intro to Tec Wrt and User Exp.","",""
"RWS 3345.","Editing.","",""
"RWS 3354.","Methods for Inquiry & Design.","",""
"RWS 3355.","Workplace Writing.","",""
"RWS 3357.","Issues in Tech & Rhetoric.","",""
"RWS 3358.","Special Topics in Writing.","",""
"RWS 3359.","Technical Writing.","",""
"RWS 3365.","Adv Composition:Rhet Theory.","",""
"RWS 3366.","Advanced Composition: Argument.","",""
"RWS 3367.","Foundations of User Exp.","",""
"RWS 4300.","Senior Writing Practicum.","",""
"RWS 4320.","Web Authoring.","",""
"RWS 4390.","Directed Study.","",""
"SOWK 2310.","Intro-Social Work/Soci Welfare.","",""
"SOWK 2320.","Social Welfare Policy/Srvs I.","",""
"SOWK 2331.","Human Behavior/Social Envir I.","",""
"SOWK 3175.","Independent Study-1 Credit.","",""
"SOWK 3320.","Social Welfare Policy/Srvs II.","",""
"SOWK 3325.","Culturally Grounded Social Wk.","",""
"SOWK 3341.","Human Behavior/Social Envir II.","",""
"SOWK 3342.","Social Work with LGBTQI.","",""
"SOWK 3344.","Social Work with Military Fam.","",""
"SOWK 3345.","SOWK/Aging: Cross Cultl Persp.","",""
"SOWK 3347.","Soc Work with Native American.","",""
"SOWK 3348.","Health & Env:Planning for Sust.","",""
"SOWK 3350.","Diag Sys for Genrlst Soc Wk.","",""
"SOWK 3351.","Assesment & Intervention(Span).","",""
"SOWK 3355.","Generalist Social Work Pract I.","",""
"SOWK 3358.","Generalist Social Work Prac II.","",""
"SOWK 3370.","Special Issues in Social Work.","",""
"SOWK 3375.","Independent Study.","",""
"SOWK 3430.","Research Methods-Social Work.","",""
"SOWK 4301.","Social Work in Health Care.","",""
"SOWK 4370.","General Social Work Pract III.","",""
"SOWK 4380.","Generalist Field Instruction I.","",""
"SOWK 4381.","Generalist Field Seminar I.","",""
"SOWK 4382.","Generalist Field Seminar II.","",""
"SOWK 4383.","Honors Field Seminar I.","",""
"SOWK 4384.","Honors Field Seminar II.","",""
"SOWK 4390.","Genrlst Field Instruction II.","",""
"ANTH 1301.","Origins of Humanity.","",""
"ANTH 1302.","World Cultures.","",""
"ANTH 1305.","Conflict in the Americas.","",""
"ANTH 1310.","Cultural Geography.","",""
"ANTH 1312.","Science and Society.","",""
"ANTH 1313.","Human Variation.","",""
"ANTH 2317.","Intro to Indigenous Studies.","",""
"ANTH 2320.","Introduction to Human Language.","",""
"ANTH 2325.","Language in Culture & Society.","",""
"ANTH 3303.","Ecological Anthropology.","",""
"ANTH 3304.","Biological Anthropology.","",""
"ANTH 3305.","Puerto Rican Society.","",""
"ANTH 3306.","Cultural Diversity.","",""
"ANTH 3307.","Sports, Society and Culture.","",""
"ANTH 3309.","Mesoamerican Cultures.","",""
"ANTH 3310.","Southwestern Archeology.","",""
"ANTH 3311.","Applied Cultural Anthropology.","",""
"ANTH 3312.","Drug Use, Abuse, Trafficking.","",""
"ANTH 3313.","Human Rights in the Americas.","",""
"ANTH 3314.","Immigrant Fam. Sep. & Reunif..","",""
"ANTH 3315.","Urban Anthropology.","",""
"ANTH 3318.","Culture of Caribbean.","",""
"ANTH 3319.","Indig Cultures of Latin Amer.","",""
"ANTH 3320.","Indig Cultures of North Amer.","",""
"ANTH 3321.","Indians of the Southwest.","",""
"ANTH 3322.","Sex, Culture, and Evolution.","",""
"ANTH 3325.","Chicanos & Mexicans in the U.S.","",""
"ANTH 3326.","Migration.","",""
"ANTH 3330.","Language/Power on the Border.","",""
"ANTH 3332.","Intro to GIS-Social Sciences.","",""
"ANTH 3334.","Social Networks.","",""
"ANTH 3335.","AI and Society.","",""
"ANTH 3340.","Popular Archeology.","",""
"ANTH 3347.","Archaeological Field Studies.","",""
"ANTH 3357.","Sociolinguistics.","",""
"ANTH 3358.","Ethnographic Methods.","",""
"ANTH 3359.","Archeological Methods.","",""
"ANTH 3360.","Lab Methods in Archeology.","",""
"ANTH 3361.","Contemporary Mexican Culture.","",""
"ANTH 3379.","Independent Study.","",""
"ANTH 3380.","Cult. & Environ Resource Mgmt.","",""
"ANTH 3647.","Archeological Field Studies.","",""
"ANTH 4303.","Internship in Anthropology.","",""
"ANTH 4304.","Envir. Just. & Min. Comm U.S..","",""
"ANTH 4308.","U.S.-Mex. Border Society/Cult.","",""
"ANTH 4312.","Thinking Spatially.","",""
"ANTH 4313.","Advanced Spatial Analysis.","",""
"ANTH 4346.","Global Health.","",""
"ANTH 4362.","Anth of Food,Culture & Society.","",""
"ANTH 4363.","Cross-Cultural Pers. on Health.","",""
"ANTH 4365.","Material Culture and Museums.","",""
"ANTH 4370.","Studies in Anthropology.","",""
"ANTH 4380.","Theory in Anthropology.","",""
"SOCI 1301.","American Society.","",""
"SOCI 1302.","Social Problems.","",""
"SOCI 1305.","Conflict in the Americas.","",""
"SOCI 1310.","Cultural Geography.","",""
"SOCI 1312.","Science and Society.","",""
"SOCI 2312.","Statistics for Social Science.","",""
"SOCI 2315.","Soci of Marriage and Family.","",""
"SOCI 2317.","Intro to Indigenous Studies.","",""
"SOCI 3300.","Ecological Sociology.","",""
"SOCI 3305.","Puerto Rican Society.","",""
"SOCI 3306.","Cultural Diversity.","",""
"SOCI 3307.","Sports, Society and Culture.","",""
"SOCI 3309.","Mesoamerican Cultures.","",""
"SOCI 3311.","Methods of Research.","",""
"SOCI 3312.","Drug Use, Abuse, Trafficking.","",""
"SOCI 3313.","Human Rights in the Americas.","",""
"SOCI 3314.","Immigrant Fam. Sep. & Reunif..","",""
"SOCI 3315.","Urban Sociology.","",""
"SOCI 3317.","Indig Cultures of Latin Amer.","",""
"SOCI 3318.","Culture of Caribbean.","",""
"SOCI 3320.","Indig Cultures of North Amer.","",""
"SOCI 3321.","Indians of the Southwest.","",""
"SOCI 3322.","Sex, Culture, and Evolution.","",""
"SOCI 3323.","Advanced Social Problems.","",""
"SOCI 3324.","Deviance.","",""
"SOCI 3325.","Chicanos & Mexicans in the U.S.","",""
"SOCI 3326.","Migration.","",""
"SOCI 3327.","Social Inequality.","",""
"SOCI 3330.","Language/Power on the Border.","",""
"SOCI 3331.","Family Violence.","",""
"SOCI 3332.","Intro to GIS-Social Sciences.","",""
"SOCI 3333.","Juvenile Delinquency.","",""
"SOCI 3334.","Social Networks.","",""
"SOCI 3335.","AI and Society.","",""
"SOCI 3341.","Special Undergraduate Topics.","",""
"SOCI 3348.","Criminology.","",""
"SOCI 3358.","Ethnographic Methods.","",""
"SOCI 3361.","Contemporary Mexican Culture.","",""
"SOCI 3362.","Medical Sociology.","",""
"SOCI 3370.","Gender Roles and Society.","",""
"SOCI 4301.","General Sociological Theory.","",""
"SOCI 4303.","Internship in Sociology.","",""
"SOCI 4304.","Envir. Just. & Min. Comm U.S..","",""
"SOCI 4308.","U.S.-Mex Border Society/Cult.","",""
"SOCI 4312.","Thinking Spatially.","",""
"SOCI 4313.","Advanced Spatial Analysis.","",""
"SOCI 4346.","Global Health.","",""
"SOCI 4347.","Population Analysis & Problems.","",""
"SOCI 4348.","Sociology of Disability.","",""
"SOCI 4349.","Visual Sociology.","",""
"SOCI 4350.","Social Class in the U.S..","",""
"SOCI 4390.","Independent Study.","",""
"BED 3344.","Parent & Community Adv in BED.","",""
"BED 4309.","Teaching SS in Bil Elem Class.","",""
"BED 4310.","Teach Math  in Bil Elem Clsrm.","",""
"BED 4311.","Teaching Sci in Bil Elem Clsrm.","",""
"BED 4317.","Tch & Empwr ELLs in Sec Schls.","",""
"BED 4338.","Teach Lit/Lang Art DL Ele Cla.","",""
"BED 4340.","Principles of Bilingual/ESL Ed.","",""
"BED 4341.","Biliteracy in the Mid Grades.","",""
"BED 4343.","Teaching Academic English.","",""
"BED 4345.","Biliteracy Dev and Assessment.","",""
"BED 4355.","Found. for Bil Teach & Learn.","",""
"BED 4380.","Biling Elem Stu Teach Res I.","",""
"BED 4393.","Intern Dual Language Educ I.","",""
"BED 4394.","Intern Dual Language Educ II.","",""
"BED 4690.","Biling Elem Stu Teach Res II.","",""
"ECED 2300.","EC Profession & Programming.","",""
"ECED 2310.","Infant Care and Education.","",""
"ECED 2320.","Toddler Care and Education.","",""
"ECED 3209.","Arts for Elementary Teacher.","",""
"ECED 3300.","Child Dev Appl to EC Practice.","",""
"ECED 3305.","Approaches to EC Care & Ed.","",""
"ECED 3310.","The Arts in the Early Years.","",""
"ECED 3330.","Intro to Early Childhood Ed.","",""
"ECED 3345.","Design Learn Env EC Care & Ed.","",""
"ECED 3350.","Computational Think for ECED.","",""
"ECED 3360.","Observ & Assess Young Child.","",""
"ECED 3380.","STEAM Learning in Early Years.","",""
"ECED 4300.","Responsive Class Management.","",""
"ECED 4320.","Early Exper & Devel Brain.","",""
"ECED 4335.","Lang & Lit in the Early Years.","",""
"ECED 4357.","Play &  Learn in the Early Yrs.","",""
"ECED 4367.","Manage & Lead EC Care & Ed.","",""
"ECED 4393.","Intern in Early & Primary Gr I.","",""
"ECED 4394.","Intern In Early/Primary Gr II.","",""
"EDT 3371.","Educational Technology.","",""
"EDT 4300.","Educational Technology.","",""
"EDT 4374.","Teach in Tech-Rich Classroom.","",""
"EDT 4375.","Tech, Assist Tools & Access.","",""
"EDT 4376.","Assess, Plan, Implement Tech.","",""
"ELED 4309.","Teach Social Studies Elem Clas.","",""
"ELED 4310.","Teaching Math in Elem Class.","",""
"ELED 4311.","Teaching Sci in Element Class.","",""
"ELED 4380.","Elem Stu Teach Residency I.","",""
"ELED 4690.","Elem Stu Teaching Res II.","",""
"MSED 4309.","Soc Stud Ed/Intermed/Middle Gr.","",""
"MSED 4310.","Teaching Math/Intermed/Mdle Gr.","",""
"MSED 4311.","Teaching Sci/Intermed/Midle Gr.","",""
"MSED 4390.","Middle Grades Stu Teach Res I.","",""
"MSED 4393.","Intern./Intermed/Middle Gr I.","",""
"MSED 4394.","Intern/Intermed/Middle Gr II.","",""
"MSED 4691.","Middle Grades Stu Teach Res II.","",""
"MTED 3330.","Integ & Alter Rep of Math Prin.","",""
"RED 2430.","Fndtns of Literacy & Learning.","",""
"RED 3315.","Foundations of Lit and Learn.","",""
"RED 3342.","Content Area Literacy.","",""
"RED 4300.","Children & Youth Literacy Ed.","",""
"RED 4310.","Adult Literacy in Practice.","",""
"RED 4338.","Teach Lit/Lang Arts Ele Class.","",""
"RED 4341.","Teach, Learn and Assess of Lit.","",""
"RED 4355.","Digital and Multimodal Literac.","",""
"SCED 3311.","Curriculum Plan-Secondary Schl.","",""
"SCED 3312.","General Methods in Sec School.","",""
"SCED 3317.","Multicultural Ed in Sec School.","",""
"SCED 4367.","Teaching Math in Sec School.","",""
"SCED 4368.","Teaching Science in Sec School.","",""
"SCED 4380.","Secondary Stu Teach Res I.","",""
"SCED 4393.","Internship in Secondary Ed I.","",""
"SCED 4394.","Internship in Secondary Ed II.","",""
"SCED 4681.","Secondary Stu Teach Res II.","",""
"SCED 4691.","Student Teaching in Sec School.","",""
"SIED 3330.","Integ & Alt Rep Basic Science.","",""
"TED 2350.","Trauma Inform Practices in Ed.","",""
"TED 3200.","Paraprofessional Workshop.","",""
"TED 3330.","Ed & Community: Crit Pedagogy.","",""
"TED 3350.","Computational Thinking for Ed.","",""
"TED 4150.","Education Workshop.","",""
"TED 4350.","Educational Workshop.","",""
"TED 4355.","Found. for Crit Teach & Learn.","",""
"TED 4360.","Sr Proj: Pedagogy & Community.","",""
"TED 4375.","Methods for Teaching CS.","",""
"TED 4650.","Education Workshop.","",""
"TED 4696.","Student Teach: All-Levels Art.","",""
"TED 4697.","Stud't Teach: All-Levels Music.","",""
"TED 4698.","Student Teach: All-Levels PE.","",""
"TED 4699.","Internship-All Levels Inclusiv.","",""
"DANC 1022.","Dance Theatre Lab.","",""
"DANC 1151.","Dance Performance.","",""
"DANC 1304.","Introduction to Dance.","",""
"DANC 1341.","Ballet I.","",""
"DANC 1342.","Ballet II.","",""
"DANC 1345.","Contemporary I.","",""
"DANC 1346.","Contemporary II.","",""
"DANC 2301.","Improvisation.","",""
"DANC 2341.","Ballet Foundations I.","",""
"DANC 2342.","Ballet Foundations II.","",""
"DANC 2345.","Contemporary Foundation 1.","",""
"DANC 2346.","Contemporary Foundation 2.","",""
"DANC 3151.","Dance Performance.","",""
"DANC 3301.","Dance Theory and Composition.","",""
"DANC 3303.","Critical Dance Histories.","",""
"DANC 3305.","Dance Production.","",""
"DANC 3311.","Music for Dancers.","",""
"DANC 3322.","Dance in the Global Context.","",""
"DANC 3331.","Dance Internship.","",""
"DANC 3341.","Intermediate Ballet I.","",""
"DANC 3342.","Intermediate Ballet II.","",""
"DANC 3345.","Intermediate Contempor Dance 1.","",""
"DANC 3346.","Intermediate Contempor Dance 2.","",""
"DANC 3347.","Jazz & Other Stage Danc Form I.","",""
"DANC 3348.","Jazz Dance 1.","",""
"DANC 3349.","Hip Hop Dance I.","",""
"DANC 3350.","Latine Dances.","",""
"DANC 3351.","Performance Activism.","",""
"DANC 3363.","Somatics.","",""
"DANC 4301.","Choreography 1.","",""
"DANC 4311.","Choreography 2.","",""
"DANC 4340.","Selected Topics in Dance.","",""
"DANC 4341.","Advanced Ballet I.","",""
"DANC 4342.","Advanced Ballet II.","",""
"DANC 4345.","Advanced Contemporary Dance 1.","",""
"DANC 4346.","Advanced Contemporary Dance 2.","",""
"DANC 4348.","Jazz Dance 2.","",""
"DANC 4349.","Hip Hop Dance 2.","",""
"DANC 4371.","Amer Dance Forms-Music Theatre.","",""
"DANC 4390.","Seminar.","",""
"DANC 4391.","Performance Studies.","",""
"DANC 4394.","Dance Pedagogy.","",""
"THEA 1100.","Voice for Musical Theatre.","",""
"THEA 1303.","Voice and Speech I.","",""
"THEA 1304.","Movement I.","",""
"THEA 1313.","Introduction to Theatre.","",""
"THEA 1398.","Keyboard Skills for Actors I.","",""
"THEA 1399.","Keyboard Skills for Actors II.","",""
"THEA 2110.","Scenery Practicum.","",""
"THEA 2111.","Costume Practicum.","",""
"THEA 2112.","Lighting Practicum.","",""
"THEA 2113.","Box Office Practicum.","",""
"THEA 2114.","Dinner Theatre Practicum.","",""
"THEA 2301.","Principles of Scenery.","",""
"THEA 2302.","Rendering for Theatre Design.","",""
"THEA 2303.","Acting Fundamentals.","",""
"THEA 2304.","Theatre Graphics & Technology.","",""
"THEA 2319.","Voice/Mvmt for Stage II.","",""
"THEA 2323.","Fundamtls of Music Theatr Perf.","",""
"THEA 3110.","Theatre Practicum II.","",""
"THEA 3111.","Sound Design Lab.","",""
"THEA 3226.","Musical Theatre Studio.","",""
"THEA 3304.","Acting for Majors I.","",""
"THEA 3305.","Lighting and Sound Principles.","",""
"THEA 3306.","Scene Design.","",""
"THEA 3307.","Voice and Speech II.","",""
"THEA 3308.","Movement II.","",""
"THEA 3312.","Performing Arts Management.","",""
"THEA 3313.","Acting for Majors II.","",""
"THEA 3314.","Acting for the Camera.","",""
"THEA 3316.","Audition Techniques.","",""
"THEA 3319.","Voice and Speech III.","",""
"THEA 3320.","Playwriting I.","",""
"THEA 3321.","Advanced Technical Solns.","",""
"THEA 3322.","Script Analysis.","",""
"THEA 3323.","Stage Management.","",""
"THEA 3324.","Stage Combat.","",""
"THEA 3325.","Directing I.","",""
"THEA 3327.","Stage Makeup.","",""
"THEA 3330.","Musical Theatre Technique.","",""
"THEA 3331.","Theatre Internship.","",""
"THEA 3332.","Lighting Programming.","",""
"THEA 3335.","Latinx/Latine Theatre.","",""
"THEA 3338.","Welding for the Arts.","",""
"THEA 3340.","History of Costume Design.","",""
"THEA 3341.","Principles of Costuming.","",""
"THEA 3342.","Lighting Design.","",""
"THEA 3343.","Scenic Painting.","",""
"THEA 3344.","Costume Design.","",""
"THEA 3350.","Creative Drama.","",""
"THEA 3351.","Theatre Hist and Literature I.","",""
"THEA 3352.","Theatre Hist and Literature II.","",""
"THEA 3354.","Costume Construction.","",""
"THEA 3355.","Broadway Musicals-A History.","",""
