"course_code","course_title","department","credits","description"
"ACCT","603  Accounting For Decision Makers","Accounting (ACCT)","3 Credits",""
"ACCT","641  Cases In Forensic Accounting And Fraud Examination","Accounting (ACCT)","3 Credits",""
"ACCT","650  Financial Reporting For Government And Not-For-Profit Entities","Accounting (ACCT)","3 Credits",""
"ACCT","704  Corporate Financial Reporting I","Accounting (ACCT)","3 Credits",""
"ACCT","705  Corporate Financial Reporting Ii","Accounting (ACCT)","3 Credits",""
"ACCT","706  Cost Management","Accounting (ACCT)","3 Credits",""
"ACCT","707  Advanced Accounting","Accounting (ACCT)","3 Credits",""
"ACCT","708  Advanced Topics In Auditing And Assurance","Accounting (ACCT)","3 Credits",""
"ACCT","709  Basic Taxation","Accounting (ACCT)","3 Credits",""
"ACCT","710  Tax Analysis And Strategy","Accounting (ACCT)","3 Credits",""
"ACCT","711  Internal Auditing","Accounting (ACCT)","3 Credits",""
"ACCT","738  Information Systems Auditing And Assurance Services","Accounting (ACCT)","3 Credits",""
"ACCT","740  Comparative Financial Statement Analysis","Accounting (ACCT)","3 Credits",""
"ACCT","745  Accounting Information And Analytics","Accounting (ACCT)","3 Credits",""
"ACCT","758  Seminar In Accounting","Accounting (ACCT)","3 Credits",""
"ACCT","790  Field Exam Prep","Accounting (ACCT)","0 Credits",""
"ACCT","794  Cost Management In Technical Organizations","Accounting (ACCT)","3 Credits",""
"ACCT","795  Financial Accounting Theory And Research","Accounting (ACCT)","3 Credits",""
"ACCT","796  Accounting Capstone Experience","Accounting (ACCT)","3 Credits",""
"ACCT","799  Independent Study Accounting","Accounting (ACCT)","3 Credits",""
"ACCT","801  Financial Accounting And Reporting","Accounting (ACCT)","2 Credits",""
"ACCT","802  Managerial Accounting","Accounting (ACCT)","2 Credits",""
"ACCT","810  Doctoral Seminar In Research In Financial Accounting","Accounting (ACCT)","3 Credits",""
"ACCT","820  Auditing Research Seminar","Accounting (ACCT)","3 Credits",""
"ACCT","858  Seminar: Special Topics In Accounting","Accounting (ACCT)","3 Credits",""
"ACCT","603  Accounting For Decision Makers","Accounting (ACCT)","3 Credits",""
"ACCT","641  Cases In Forensic Accounting And Fraud Examination","Accounting (ACCT)","3 Credits",""
"ACCT","650  Financial Reporting For Government And Not-For-Profit Entities","Accounting (ACCT)","3 Credits",""
"ACCT","704  Corporate Financial Reporting I","Accounting (ACCT)","3 Credits",""
"ACCT","705  Corporate Financial Reporting Ii","Accounting (ACCT)","3 Credits",""
"ACCT","706  Cost Management","Accounting (ACCT)","3 Credits",""
"ACCT","707  Advanced Accounting","Accounting (ACCT)","3 Credits",""
"ACCT","708  Advanced Topics In Auditing And Assurance","Accounting (ACCT)","3 Credits",""
"ACCT","709  Basic Taxation","Accounting (ACCT)","3 Credits",""
"ACCT","710  Tax Analysis And Strategy","Accounting (ACCT)","3 Credits",""
"ACCT","711  Internal Auditing","Accounting (ACCT)","3 Credits",""
"ACCT","738  Information Systems Auditing And Assurance Services","Accounting (ACCT)","3 Credits",""
"ACCT","740  Comparative Financial Statement Analysis","Accounting (ACCT)","3 Credits",""
"ACCT","745  Accounting Information And Analytics","Accounting (ACCT)","3 Credits",""
"ACCT","758  Seminar In Accounting","Accounting (ACCT)","3 Credits",""
"ACCT","790  Field Exam Prep","Accounting (ACCT)","0 Credits",""
"ACCT","794  Cost Management In Technical Organizations","Accounting (ACCT)","3 Credits",""
"ACCT","795  Financial Accounting Theory And Research","Accounting (ACCT)","3 Credits",""
"ACCT","796  Accounting Capstone Experience","Accounting (ACCT)","3 Credits",""
"ACCT","799  Independent Study Accounting","Accounting (ACCT)","3 Credits",""
"ACCT","801  Financial Accounting And Reporting","Accounting (ACCT)","2 Credits",""
"ACCT","802  Managerial Accounting","Accounting (ACCT)","2 Credits",""
"ACCT","810  Doctoral Seminar In Research In Financial Accounting","Accounting (ACCT)","3 Credits",""
"ACCT","820  Auditing Research Seminar","Accounting (ACCT)","3 Credits",""
"ACCT","858  Seminar: Special Topics In Accounting","Accounting (ACCT)","3 Credits",""
"CHMA","621  Advanced Instrumental Analysis Lab","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","650  Chemical Separations And Mass Spectrometry","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","670  Advanced Concepts Of Environmental Chemistry","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","711  Advanced Instrumental Analysis","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","725  The Magnetic Resonance Family","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","740  Practical Nmr","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","750  Nmr Spectrometer Maintenance","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","621  Advanced Instrumental Analysis Lab","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","650  Chemical Separations And Mass Spectrometry","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","670  Advanced Concepts Of Environmental Chemistry","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","711  Advanced Instrumental Analysis","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","725  The Magnetic Resonance Family","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","740  Practical Nmr","Analytical Chemistry (CHMA)","3 Credits",""
"CHMA","750  Nmr Spectrometer Maintenance","Analytical Chemistry (CHMA)","3 Credits",""
"CGNS","601  Cognitive Neuroscience","Applied Cognitive Neuroscience (CGNS)","3 Credits",""
"CGNS","689  Neuroscience Graduate Special Topics","Applied Cognitive Neuroscience (CGNS)","1-4 Credits",""
"CGNS","710  Design Thinking And Cognition","Applied Cognitive Neuroscience (CGNS)","3 Credits",""
"CGNS","799  Neuroscience Graduate Independent Study","Applied Cognitive Neuroscience (CGNS)","1-4 Credits",""
"CGNS","601  Cognitive Neuroscience","Applied Cognitive Neuroscience (CGNS)","3 Credits",""
"CGNS","689  Neuroscience Graduate Special Topics","Applied Cognitive Neuroscience (CGNS)","1-4 Credits",""
"CGNS","710  Design Thinking And Cognition","Applied Cognitive Neuroscience (CGNS)","3 Credits",""
"CGNS","799  Neuroscience Graduate Independent Study","Applied Cognitive Neuroscience (CGNS)","1-4 Credits",""
"ARCH","611  Architectural Representation I","Architecture (ARCH)","3 Credits",""
"ARCH","612  Architectural Representation Ii","Architecture (ARCH)","3 Credits",""
"ARCH","621  Architectural History I","Architecture (ARCH)","3 Credits",""
"ARCH","622  Architectural History Ii","Architecture (ARCH)","3 Credits",""
"ARCH","631  Architectural Design I","Architecture (ARCH)","6 Credits",""
"ARCH","632  Architectural Design Ii","Architecture (ARCH)","6 Credits",""
"ARCH","641  Fundamentals Of Building Systems","Architecture (ARCH)","3 Credits",""
"ARCH","651  Architectural Theory","Architecture (ARCH)","3 Credits",""
"ARCH","652  Urban And Regional Planning","Architecture (ARCH)","3 Credits",""
"ARCH","661  Understanding Sustainability","Architecture (ARCH)","3 Credits",""
"ARCH","662  Sustainable Built Environment","Architecture (ARCH)","3 Credits",""
"ARCH","689  St: Passive House Design","Architecture (ARCH)","3 Credits",""
