subject,code,title,hours
ACC - Accounting,ACC 2301,Survey of Accounting,(3)
ACC - Accounting,ACC 2301,Survey of Accounting,(3)
ACC - Accounting,ACC 2301,Survey of Accounting,(3)
ACC - Accounting,ACC 2303,Financial Accounting,(3)
ACC - Accounting,ACC 2304,Managerial Accounting,(3)
ACC - Accounting,ACC 2313,Accounting Principles for BASE Program,(3)
ACC - Accounting,ACC 3101,Accounting Career Management Seminar,(1)
ACC - Accounting,ACC 3301,Financial Accounting and Reporting I,(3)
ACC - Accounting,ACC 3302,Financial Accounting and Reporting II,(3)
ACC - Accounting,ACC 3303,Accounting Information Systems,(3)
ACC - Accounting,ACC 3305,Intermediate Accounting I,(3)
ACC - Accounting,ACC 3306,Intermediate Accounting II,(3)
ACC - Accounting,ACC 3310,Accounting Research and Communication,(3)
ACC - Accounting,ACC 4308,Advanced Managerial Accounting,(3)
ACC - Accounting,ACC 4310,Energy Accounting and Law,(3)
ACC - Accounting,ACC 4320,Not-for-Profit and Governmental Accounting,(3)
ACC - Accounting,ACC 4330,"Auditing, Attestation and Assurance Services",(3)
ACC - Accounting,ACC 4340,Advanced Accounting,(3)
ACC - Accounting,ACC 4350,Business and Professional Ethics for Accountants,(3)
ACC - Accounting,ACC 4377,Personal and Business Tax Planning,(3)
ACC - Accounting,ACC 4378,International Accounting,(3)
ACC - Accounting,ACC 4396,Internship in Accounting,(3)
ACC - Accounting,ACC 4V98,Special Studies in Accounting,(1-6)
ACC - Accounting,ACC 4V9R,Undergraduate Research in Accounting and Business Law,(3)
ACC - Accounting,ACC 5121,Accounting Planning,(1)
ACC - Accounting,ACC 5122,Accounting Implementation,(1)
ACC - Accounting,ACC 5123,Accounting in a Changing Environment,(1)
ACC - Accounting,ACC 5300,Accounting Tools for Management Decision Making,(3)
ACC - Accounting,ACC 5301,Business Foundations - Accounting,(3)
ACC - Accounting,ACC 5305,Fundamentals of Financial Reporting and Analysis,(3)
ACC - Accounting,ACC 5308,Management Accounting Seminar,(3)
ACC - Accounting,ACC 5311,Energy Accounting and Law,(3)
ACC - Accounting,ACC 5312,Data and Analytics in Accounting,(3)
ACC - Accounting,ACC 5317,Information Systems Auditing,(3)
ACC - Accounting,ACC 5320,Managerial Accounting,(3)
ACC - Accounting,ACC 5325,Governmental and Nonprofit Accounting,(3)
ACC - Accounting,ACC 5327,Impacting the Community Through the Profession,(3)
ACC - Accounting,ACC 5330,Seminar in Auditing and Assurance Services,(3)
ACC - Accounting,ACC 5331,Fraud Examination,(3)
ACC - Accounting,ACC 5335,Business and Professional Ethics for Accountants,(3)
ACC - Accounting,ACC 5340,Tax Considerations in Business Decisions,(3)
ACC - Accounting,ACC 5350,Advanced Accounting Analytics,(3)
ACC - Accounting,ACC 5352,Decision Making in Accounting Using Excel,(3)
ACC - Accounting,ACC 5355,Cases in Accounting,(3)
ACC - Accounting,ACC 5361,Corporate Taxation,(3)
ACC - Accounting,ACC 5362,Partnership and S Corporation Taxation,(3)
ACC - Accounting,ACC 5365,Advanced Individual Taxation,(3)
ACC - Accounting,ACC 5378,Seminar in International Accounting,(3)
ACC - Accounting,ACC 5380,Advanced Financial Accounting Topics,(3)
ACC - Accounting,ACC 5385,Financial Statement Analysis,(3)
ACC - Accounting,ACC 5390,Accounting Research and Pedagogy,(3)
ACC - Accounting,ACC 5395,Internship in Accounting,(3)
ADM - Apparel Des & Merchandising,ADM 1300,Fashion Theory and Consumption Behavior,(3)
ADM - Apparel Des & Merchandising,ADM 1300,Fashion Theory and Consumption Behavior,(3)
ADM - Apparel Des & Merchandising,ADM 1300,Fashion Theory and Consumption Behavior,(3)
ADM - Apparel Des & Merchandising,ADM 1311,Apparel Design Construction,(3)
ADM - Apparel Des & Merchandising,ADM 1321,Apparel Design & Development,(3)
ADM - Apparel Des & Merchandising,ADM 1341,Apparel Aesthetics,(3)
ADM - Apparel Des & Merchandising,ADM 1391,Introduction to the Apparel Industry,(3)
ADM - Apparel Des & Merchandising,ADM 1V9R,Research,(3)
ADM - Apparel Des & Merchandising,ADM 2310,Textile Science,(3)
ADM - Apparel Des & Merchandising,ADM 2311,Fashion Illustration,(3)
ADM - Apparel Des & Merchandising,ADM 2311,Fashion Illustration,(3)
ADM - Apparel Des & Merchandising,ADM 2373,Intermediate Apparel Studio,(3)
ADM - Apparel Des & Merchandising,ADM 2V9R,Research,(3)
ADM - Apparel Des & Merchandising,ADM 3301,Contemporary Tailoring and Design,(3)
ADM - Apparel Des & Merchandising,ADM 3340,Digital Retailing Strategies,(3)
ADM - Apparel Des & Merchandising,ADM 3361,Apparel Merchandising Technology,(3)
ADM - Apparel Des & Merchandising,ADM 3363,Product Development & Pattern Design Technology,(3)
ADM - Apparel Des & Merchandising,ADM 3364,History of Dress,(3)
ADM - Apparel Des & Merchandising,ADM 3365,Global Dress and Culture,(3)
ADM - Apparel Des & Merchandising,ADM 3373,Advanced Apparel Studio,(3)
ADM - Apparel Des & Merchandising,ADM 3391,Retail Buying I,(3)
ADM - Apparel Des & Merchandising,ADM 3393,Visual Merchandising and Promotion,(3)
ADM - Apparel Des & Merchandising,ADM 3396,International Fashion Forecasting,(3)
ADM - Apparel Des & Merchandising,ADM 3V90,Pre-Professional Internship,(1-3)
ADM - Apparel Des & Merchandising,ADM 3V9R,Research,(3)
ADM - Apparel Des & Merchandising,ADM 4132,Apparel Industry Field Study,(1)
ADM - Apparel Des & Merchandising,ADM 4132,Pre-Internship Seminar for Apparel Merchandising and Apparel Design Majors,(1)
ADM - Apparel Des & Merchandising,ADM 4232,Apparel Field Study,(2)
ADM - Apparel Des & Merchandising,ADM 4310,Textiles and Apparel in a Global Economy,(3)
ADM - Apparel Des & Merchandising,ADM 4310,Textiles and Apparel in a Global Economy,(3)
ADM - Apparel Des & Merchandising,ADM 4363,Apparel Design Technology,(3)
ADM - Apparel Des & Merchandising,ADM 4371,Advanced Collection Development,(3)
ADM - Apparel Des & Merchandising,ADM 4392,Apparel Merchandising Internship,(3)
ADM - Apparel Des & Merchandising,ADM 4396,Fashion Trend Analysis and Forecasting,(3)
AIRP - Air Pilot,AIRP 1175,Intermediate Flight,(1)
AIRP - Air Pilot,AIRP 1175,Intermediate Flight,(1)
AIRP - Air Pilot,AIRP 1175,Intermediate Flight,(1)
AIRP - Air Pilot,AIRP 1215,Private Pilot Flight,(2)
AIRP - Air Pilot,AIRP 1301,Air Navigation,(3)
AIRP - Air Pilot,AIRP 1307,Aviation Meteorology,(3)
AIRP - Air Pilot,AIRP 1372,Dispatch Resource Management,(3)
AIRP - Air Pilot,AIRP 1417,Private Pilot Ground School,(4)
AIRP - Air Pilot,AIRP 2151,Multiengine Flight,(1)
AIRP - Air Pilot,AIRP 2172,Flight Instructor - Instrument Helicopter,(1)
AIRP - Air Pilot,AIRP 2236,Certified Flight Instructor - Airplane,(2)
AIRP - Air Pilot,AIRP 2239,Commercial Flight,(2)
AIRP - Air Pilot,AIRP 2242,Flight Instructor - Instrument Airplane,(2)
AIRP - Air Pilot,AIRP 2243,Flight Instruction-Multiengine Airplane,(2)
AIRP - Air Pilot,AIRP 2250,Instrument Flight,(2)
AIRP - Air Pilot,AIRP 2331,Advanced Aviation Meteorology,(3)
AIRP - Air Pilot,AIRP 2337,Commercial Ground School,(3)
AIRP - Air Pilot,AIRP 2349,Instructor Ground School,(3)
AKK - Akkadian,AKK 4306,Introductory Akkadian,(3)
AKK - Akkadian,AKK 4306,Introductory Akkadian,(3)
AMS - American Studies,AMS 4385,Seminar in American Studies,(3)
AMS - American Studies,AMS 4385,Seminar in American Studies,(3)
AMS - American Studies,AMS 4385,Seminar in American Studies,(3)
AMS - American Studies,AMS 5304,Bibliography and Research Methods,(3)
AMS - American Studies,AMS 5306,Literary Criticism: Seminar,(3)
AMS - American Studies,AMS 5308,Independent Study in Literature,(3)
AMS - American Studies,AMS 5310,Research Methods in Mass Communication,(3)
AMS - American Studies,AMS 5315,Foundations of the American Economy,(3)
AMS - American Studies,AMS 5316,Basic American Documents,(3)
AMS - American Studies,AMS 5320,Theory of Mass Communication,(3)
AMS - American Studies,AMS 5330,American Political Development,(3)
AMS - American Studies,AMS 5332,Human Growth and Development,(3)
AMS - American Studies,AMS 5333,"Psychology of Learning, Cognition, and Affect",(3)
AMS - American Studies,AMS 5336,History of American Christianity,(3)
AMS - American Studies,AMS 5340,The American Founding,(3)
AMS - American Studies,AMS 5350,Seminar in Mass Communication,(3)
AMS - American Studies,AMS 5360,Seminar in United States History,(3)
AMS - American Studies,AMS 5365,Seminar in Public History,(3)
AMS - American Studies,AMS 5367,Seminar in Oral History,(3)
AMS - American Studies,AMS 5370,Advanced Graduate Research and Writing,(3)
AMS - American Studies,AMS 5389,Contemporary American Literature,(3)
AMS - American Studies,AMS 5391,Early American Literature,(3)
AMS - American Studies,AMS 5393,Nineteenth Century American Literature,(3)
AMS - American Studies,AMS 5394,Modern American Literature,(3)
AMS - American Studies,AMS 5395,Seminar in American Educational Thought,(3)
AMS - American Studies,AMS 5396,American Studies: Seminar,(3)
ANT - Anthropology,ANT 1305,Introduction to Anthropology,(3)
ANT - Anthropology,ANT 1305,Introduction to Anthropology,(3)
ANT - Anthropology,ANT 1305,Introduction to Anthropology,(3)
ANT - Anthropology,ANT 1306,Cultural Anthropology in Global Context,(3)
ANT - Anthropology,ANT 1307,The Evolution of Human Societies: An Interdisciplinary Perspective,(3)
ANT - Anthropology,ANT 1310,Cultural Geography,(3)
ANT - Anthropology,ANT 1310,Introduction to Global Health,(3)
ANT - Anthropology,ANT 1360,"Religion, Magic and Witchcraft",(3)
ANT - Anthropology,ANT 1404,Introduction to Human Evolution,(4)
ANT - Anthropology,ANT 1407,Introduction to Archaeology,(4)
ANT - Anthropology,ANT 1V9R,Research,(3)
ANT - Anthropology,ANT 2304,Introduction to Biological Anthropology,(3)
ANT - Anthropology,ANT 2V9R,Research,(3)
ANT - Anthropology,ANT 3301,"Science, Society, and Culture",(3)
ANT - Anthropology,ANT 3301,Historical Archaeology,(3)
ANT - Anthropology,ANT 3307,Historical Archaeology,(3)
ANT - Anthropology,ANT 3310,Introduction to Linguistics,(3)
ANT - Anthropology,ANT 3320,Environment and Human Behavior,(3)
ANT - Anthropology,ANT 3331,Human Osteology,(3)
ANT - Anthropology,ANT 3340,Indigenous Cultures of Modern Mexico and Central America,(3)
ANT - Anthropology,ANT 3350,Native North Americans,(3)
ANT - Anthropology,ANT 3351,Ancient Civilizations of Mesoamerica,(3)
ANT - Anthropology,ANT 3375,Ethnographic Methods,(3)
ANT - Anthropology,ANT 3394,Forensic DNA Analysis,(3)
ANT - Anthropology,ANT 3399,Archaeology of Texas,(3)
ANT - Anthropology,ANT 3402,Social Statistics,(4)
ANT - Anthropology,ANT 3V9R,Research,(3)
ANT - Anthropology,ANT 4010,Assessment Test,(0)
ANT - Anthropology,ANT 4199,Senior Thesis I,(1)
ANT - Anthropology,ANT 4299,Senior Thesis II,(2)
ANT - Anthropology,ANT 4302,Archaeological Theory,(3)
ANT - Anthropology,ANT 4305,Anthropological Theory,(3)
ANT - Anthropology,ANT 4306,Economic Anthropology,(3)
ANT - Anthropology,ANT 4310,Societies and Cultures of East Asia,(3)
ANT - Anthropology,ANT 4311,World Food Problems,(3)
ANT - Anthropology,ANT 4312,Societies and Cultures of Africa,(3)
ANT - Anthropology,ANT 4314,Human Biological Variation,(3)
ANT - Anthropology,ANT 4315,Human Genetics: Evolution and Health,(3)
ANT - Anthropology,ANT 4317,Evolution of Human Behavior,(3)
ANT - Anthropology,ANT 4320,"Culture, Personality and Identity",(3)
ANT - Anthropology,ANT 4321,Climate Anthropology,(3)
ANT - Anthropology,ANT 4325,Medical Anthropology,(3)
ANT - Anthropology,ANT 4327,Human Catastrophe and Cultural Response,(3)
ANT - Anthropology,ANT 4330,Epidemiology,(3)
ANT - Anthropology,ANT 4331,Global Health Ethics,(3)
ANT - Anthropology,ANT 4332,Global Health Disparities,(3)
ANT - Anthropology,ANT 4333,Formal Decision Analysis & Health Policy,(3)
ANT - Anthropology,ANT 4334,Child and Family Health in Global Perspective,(3)
ANT - Anthropology,ANT 4335,The Human Fossil Record,(3)
ANT - Anthropology,ANT 4336,Global Health Policy,(3)
ANT - Anthropology,ANT 4340,Environmental Archaeology,(3)
ANT - Anthropology,ANT 4341,Archaeology of the Mediterranean,(3)
ANT - Anthropology,ANT 4344,African Archaeology,(3)
ANT - Anthropology,ANT 4348,Geoarchaeology,(3)
ANT - Anthropology,ANT 4350,Development and Indigenous People,(3)
ANT - Anthropology,ANT 4351,Futuristics,(3)
ANT - Anthropology,ANT 4353,Archaeology of North America,(3)
ANT - Anthropology,ANT 4355,Forensic Anthropology,(3)
ANT - Anthropology,ANT 4358,"Death, Injury and Physical Remains",(3)
ANT - Anthropology,ANT 4360,Anthropology of Religion,(3)
ANT - Anthropology,ANT 4362,Applied Anthropology,(3)
ANT - Anthropology,ANT 4365,Primate Behavior,(3)
ANT - Anthropology,ANT 4369,Seminar in Anthropology,(3)
ANT - Anthropology,ANT 4371,Evolutionary Medicine,(3)
ANT - Anthropology,ANT 4372,"Sex, Hormones, and Behavior: Human Reproductive Ecology",(3)
ANT - Anthropology,ANT 4373,One Health: Connecting Global Health and Conservation Medicine,(3)
ANT - Anthropology,ANT 4380,Bioarchaeology,(3)
ANT - Anthropology,ANT 43C9,Anthropology Capstone,(3)
ANT - Anthropology,ANT 4416,Human Evolutionary Anatomy,(4)
ANT - Anthropology,ANT 4660,Field School in Global Health,(6)
ANT - Anthropology,ANT 4670,Field School in Archaeology,(6)
ANT - Anthropology,ANT 4680,Field School in Cultural Anthropology,(6)
ANT - Anthropology,ANT 4690,Field School in Biological Anthropology,(6)
ANT - Anthropology,ANT 4V15,Research Methods in Cultural Anthropology,(3-6)
ANT - Anthropology,ANT 4V16,Archaeological Research,(3-6)
ANT - Anthropology,ANT 4V17,Research Methods in Biological Anthropology,(1-6)
ANT - Anthropology,ANT 4V18,Research in Global Health,(1-6)
ANT - Anthropology,ANT 4V20,Epidemiological Research Design,(1-6)
ANT - Anthropology,ANT 4V70,Special Topics in Anthropology,(1-6)
ANT - Anthropology,ANT 4V9R,Research,(3)
ANT - Anthropology,ANT 5305,Multicultural Societies,(3)
ANT - Anthropology,ANT 5311,Descriptive and Exploratory Methods in Anthropology,(3)
ANT - Anthropology,ANT 5312,Laboratory Methods in Anthropological Reserach,(3)
ANT - Anthropology,ANT 5313,Professional Skills and Grant Writing,(3)
ANT - Anthropology,ANT 5314,Advanced Human Biological Variation,(3)
ANT - Anthropology,ANT 5315,Advanced Human Genetics: Evolution and Health,(3)
ANT - Anthropology,ANT 5317,Advanced Evolution of Human Behavior,(3)
ANT - Anthropology,ANT 5321,Advanced Climate Anthropology,(3)
ANT - Anthropology,ANT 5325,Advanced Medical Anthropology,(3)
ANT - Anthropology,ANT 5331,Advanced Global Health Ethics,(3)
ANT - Anthropology,ANT 5334,Advanced Child and Family Health in Global Perspective,(3)
ANT - Anthropology,ANT 5336,Advanced Global Health Policy,(3)
ANT - Anthropology,ANT 5373,Advanced One Health: Connecting Global Health and Conservation Medicine,(3)
ANT - Anthropology,ANT 5V90,Special Problems in Anthropology,(1-6)
ANT - Anthropology,ANT 6V97,Research,(1-12)
ARA - Aramaic,ARA 4303,Aramaic,(3)
ARB - Arabic,ARB 1101,Arabic Language Workshop,(1)
ARB - Arabic,ARB 1101,Arabic Language Workshop,(1)
ARB - Arabic,ARB 1101,Arabic Language Workshop,(1)
ARB - Arabic,ARB 1102,Arabic Language Workshop,(1)
ARB - Arabic,ARB 1301,Introduction to Arabic,(3)
ARB - Arabic,ARB 1302,Intro to Arabic,(3)
ARB - Arabic,ARB 2310,Intermediate Spoken/Modern Standard Arabic,(3)
ARB - Arabic,ARB 2320,Arabic Popular Culture,(3)
ARB - Arabic,ARB 3301,Advanced Arabic Grammar,(3)
ARB - Arabic,ARB 3302,Arabic Conversation and Composition,(3)
ARB - Arabic,ARB 3304,Arabic for Special Purposes,(3)
ARB - Arabic,ARB 3305,Arabic for Special Purposes,(1-3)
ARB - Arabic,ARB 3V70,Special Topics,(1-3)
ARB - Arabic,ARB 3V9R,Research,(3)
ARB - Arabic,ARB 4331,Classical Arabic Texts,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ARC - Archaeology,ARC 2302,The Emergence of World Civilizations,(3)
ART - Art,ART 1310,Drawing I,(3)
ART - Art,ART 1310,Drawing I,(3)
ART - Art,ART 1310,Drawing I,(3)
ART - Art,ART 1311,Drawing II,(3)
ART - Art,ART 1311,Drawing II,(3)
ART - Art,ART 1316,3D Design,(3)
ART - Art,ART 2310,Figure Drawing I,(3)
ART - Art,ART 2311,Figure Drawing II,(3)
ART - Art,ART 2311,Figure Drawing II,(3)
ART - Art,ART 2321,Introduction to Acrylic Painting (for non-art majors only),(3)
ART - Art,ART 2321,Introduction to Acrylic Painting (for non-art majors only),(3)
ART - Art,ART 2325,Introduction to Intaglio (for non-art majors only),(3)
ART - Art,ART 2324,Introduction to Intaglio (for non-art majors only),(3)
ART - Art,ART 2332,Introduction to Digital Imaging for Graphic Design (for non-art majors),(3)
ART - Art,ART 2333,Introduction to Brochure Design (for non-art majors),(3)
ART - Art,ART 2334,Introduction to Darkroom Photography (for non-art majors),(3)
ART - Art,ART 2336,Introduction to Digital Photography (for non-majors),(3)
ART - Art,ART 2336,Introduction to Digital Photography (for non-majors),(3)
ART - Art,ART 2341,Wheel-Thrown Ceramics (for non-art majors only),(3)
ART - Art,ART 2341,Wheel-Thrown Ceramics (for non-art majors only),(3)
ART - Art,ART 2345,Metal Sculpture (for non-art majors),(3)
ART - Art,ART 2345,Metal Sculpture (for non-art majors),(3)
ART - Art,ART 3310,Advanced Drawing (Media),(3)
ART - Art,ART 2340,Hand-Built Ceramics (for non-art majors only),(3)
ART - Art,ART 3314,Fiber Surface Design,(3)
ART - Art,ART 3314,Fiber Surface Design,(3)
ART - Art,ART 3315,Non-Woven Fiber Structures,(3)
ART - Art,ART 3320,Oil Painting,(3)
ART - Art,ART 3321,Acrylic Painting,(3)
ART - Art,ART 3324,Intaglio,(3)
ART - Art,ART 3325,Lithography,(3)
ART - Art,ART 3326,Relief Printmaking,(3)
ART - Art,ART 3327,Screenprinting,(3)
ART - Art,ART 3330,Typography and Conceptual Development,(3)
ART - Art,ART 3332,Digital Imaging for Graphic Design,(3)
ART - Art,ART 3333,Publication Design,(3)
ART - Art,ART 3334,Photography I: Introduction to the Camera and Darkroom,(3)
ART - Art,ART 3336,Photography II: Introduction to Digital Photography and the Digital Lab,(3)
ART - Art,ART 3339,Medium and Large Format Photography,(3)
ART - Art,ART 3340,Hand-Built Ceramics,(3)
ART - Art,ART 3341,Wheel-Thrown Ceramics,(3)
ART - Art,ART 3344,Wood Sculpture,(3)
ART - Art,ART 3345,Metal Sculpture,(3)
ART - Art,ART 3350,Jewelry and Metalsmithing,(3)
ART - Art,ART 3V9R,Research,(3)
ART - Art,ART 4312,Figure Drawing IV,(3)
ART - Art,ART 4313,Advanced Fiber I,(3)
ART - Art,ART 4314,Advanced Fiber Surface Design,(3)
ART - Art,ART 4316,Advanced Fiber II,(3)
ART - Art,ART 4320,Watercolor Painting,(3)
ART - Art,ART 4321,Advanced Painting I,(3)
ART - Art,ART 4322,Advanced Painting II,(3)
ART - Art,ART 4322,Advanced Painting III,(3)
ART - Art,ART 4323,Advanced Printmaking I,(3)
ART - Art,ART 4325,Advanced Printmaking II,(3)
ART - Art,ART 4329,Web Design,(3)
ART - Art,ART 4330,Illustration,(3)
ART - Art,ART 4331,Package Design,(3)
ART - Art,ART 4332,Identity Design,(3)
ART - Art,ART 4333,Portfolio Preparation,(3)
ART - Art,ART 4335,Advanced Photography: Digital,(3)
ART - Art,ART 4336,Advanced Photography: Special Topics,(3)
ART - Art,ART 4337,Advanced Photography: Portfolio and Exhibition,(3)
ART - Art,ART 4338,Studio Topics in Graphic Design,(3)
ART - Art,ART 4340,Advanced Ceramics I,(3)
ART - Art,ART 4341,Advanced Ceramics II,(3)
ART - Art,ART 4342,Advanced Ceramics III,(3)
ART - Art,ART 4343,Advanced Ceramics IV,(3)
ART - Art,ART 4344,Advanced Sculpture I,(3)
ART - Art,ART 4345,Advanced Sculpture II,(3)
ART - Art,ART 4346,Advanced Sculpture III,(3)
ART - Art,ART 4347,Advanced Sculpture IV,(3)
ART - Art,ART 4355,Special Topics in Modern and Contemporary Art History - AAI,(3)
ART - Art,ART 4356,Modern American Art History - AAI,(3)
ART - Art,ART 4358,Contemporary Art History - AAI,(3)
ART - Art,ART 4395,Internship in Studio Art,(3)
ARTH - Art History,ARTH 1300,Introduction to Art (for non-art majors only),(3)
ARTH - Art History,ARTH 1300,Introduction to Art (for non-art majors only),(3)
ARTH - Art History,ARTH 1300,Introduction to Art (for non-art majors only),(3)
ARTH - Art History,ARTH 2302,Survey of Western Art I,(3)
ARTH - Art History,ARTH 2303,Survey of Western Art II,(3)
ARTH - Art History,ARTH 3352,Greek Art and Archaeology,(3)
ARTH - Art History,ARTH 3353,Roman Art and Archaeology,(3)
ARTH - Art History,ARTH 3354,Medieval Art and Architecture,(3)
ARTH - Art History,ARTH 3356,Nineteenth-Century Art History,(3)
ARTH - Art History,ARTH 3357,Baroque Art History,(3)
ARTH - Art History,ARTH 3359,Northern Renaissance Art,(3)
ARTH - Art History,ARTH 3369,Eighteenth-Century European Art,(3)
ARTH - Art History,ARTH 3370,Key Monuments in European Art,(3)
ARTH - Art History,ARTH 3370,Art History Methods and Theory,(3)
ARTH - Art History,ARTH 3390,Philosophy and the Arts,(3)
ARTH - Art History,ARTH 3391,Women in Modern and Contemporary Art History,(3)
ARTH - Art History,ARTH 3V9R,Research,(3)
ARTH - Art History,ARTH 4100,Field Studies in Art History,(1)
ARTH - Art History,ARTH 4354,Special Topics in 18th- and 19th-Century Art,(3)
ARTH - Art History,ARTH 4355,Special Topics in Modern and Contemporary Art History,(3)
ARTH - Art History,ARTH 4356,Modern American Art History,(3)
ARTH - Art History,ARTH 4357,American Art,(3)
ARTH - Art History,ARTH 4358,Contemporary Art History,(3)
ARTH - Art History,ARTH 4359,Special Topics in Art History,(3)
ARTH - Art History,ARTH 4360,History of Impressionism and Post-Impressionism,(3)
ARTH - Art History,ARTH 4361,Greek Painted Pottery,(3)
ARTH - Art History,ARTH 4362,Modern European Art,(3)
ARTH - Art History,ARTH 4363,Neoclassicism and Romanticism,(3)
ARTH - Art History,ARTH 4364,Roman Sculpture,(3)
ARTH - Art History,ARTH 4365,Italian Renaissance Art History,(3)
ARTH - Art History,ARTH 4366,Mannerism,(3)
ARTH - Art History,ARTH 4367,Special Topics in Italian Renaissance and Baroque Art History,(3)
ARTH - Art History,ARTH 4368,Special Topics in Greek and Roman Art and Archaeology,(3)
ARTH - Art History,ARTH 4369,Greek and Roman Sport and Spectacle,(3)
ARTH - Art History,ARTH 4370,The Art of Michelangelo and His Contemporaries,(3)
ARTH - Art History,ARTH 4381,Art since 1945,(3)
ARTH - Art History,ARTH 4396,Internship in Art History,(3)
ARTH - Art History,ARTH 4399,Senior Thesis in Art History,(3)
ARTH - Art History,ARTH 43C1,Aesthetic Perception and Experience,(3)
AS - Aerospace Studies,AS 1101,Heritage and Values I,(1)
AS - Aerospace Studies,AS 1101,Heritage and Values I,(1)
AS - Aerospace Studies,AS 1101,Heritage and Values I,(1)
AS - Aerospace Studies,AS 1102,Heritage and Values II,(1)
AS - Aerospace Studies,AS 1111,Leadership Laboratory,(1)
AS - Aerospace Studies,AS 1112,Leadership Laboratory,(1)
AS - Aerospace Studies,AS 2103,Team and Leadership Fundamentals I,(1)
AS - Aerospace Studies,AS 2104,Team and Leadership Fundamentals II,(1)
AS - Aerospace Studies,AS 2111,Leadership Laboratory,(1)
AS - Aerospace Studies,AS 2112,Leadership Laboratory,(1)
AS - Aerospace Studies,AS 3111,Leadership Laboratory,(1)
AS - Aerospace Studies,AS 3112,Leadership Laboratory,(1)
AS - Aerospace Studies,AS 3301,Leading People and Communicating Effectively I,(3)
AS - Aerospace Studies,AS 3302,Leading People and Communicating Effectively II,(3)
AS - Aerospace Studies,AS 4112,Leadership Laboratory,(1)
AST - Asian Studies,AST 2380,The Peoples and Culture of Asia,(3)
AST - Asian Studies,AST 2380,The Peoples and Culture of Asia,(3)
AST - Asian Studies,AST 2380,The Peoples and Culture of Asia,(3)
AST - Asian Studies,AST 3305,Traditional China,(3)
AST - Asian Studies,AST 3305,Modern Japan,(3)
AST - Asian Studies,AST 3314,Politics and Problems of Developing Countries,(3)
AST - Asian Studies,AST 3315,Geography of East Asia,(3)
AST - Asian Studies,AST 3345,World Religions,(3)
AST - Asian Studies,AST 3390,Special Studies and Projects,(3)
AST - Asian Studies,AST 3V80,Special Topics in Asian Studies,(1-6)
AST - Asian Studies,AST 4305,Modern China,(3)
AST - Asian Studies,AST 4306,Selected Works from Contemporary Chinese Literature,(3)
AST - Asian Studies,AST 4310,Societies and Cultures of East Asia,(3)
AST - Asian Studies,AST 4325,Asian International Relations,(3)
AST - Asian Studies,AST 4338,Economic Systems of the World,(3)
AST - Asian Studies,AST 4340,East Asian Philosophy,(3)
AST - Asian Studies,AST 4362,Traditional Music and Culture in Asia,(3)
AST - Asian Studies,AST 4366,East Asian Views of Art,(3)
AST - Asian Studies,AST 4374,Governments and Politics of East Asia,(3)
AST - Asian Studies,AST 4376,Asian Literature in Translation,(3)
AST - Asian Studies,AST 4388,Contemporary Chinese Society and Culture,(3)
AVIM - Aviation Management,AVIM 1470,Fundamentals of Air Traffic Control,(4)
AVS - Aviation Sciences,AVS 1300,Introduction to Aviation,(3)
AVS - Aviation Sciences,AVS 1300,Introduction to Aviation,(3)
AVS - Aviation Sciences,AVS 1300,Introduction to Aviation,(3)
AVS - Aviation Sciences,AVS 1301,Air Navigation,(3)
AVS - Aviation Sciences,AVS 1302,Private Pilot Ground School,(3)
AVS - Aviation Sciences,AVS 1303,Instrument Rating Ground School,(3)
AVS - Aviation Sciences,AVS 1313,Introduction to Meteorology,(3)
AVS - Aviation Sciences,AVS 1331,Private Pilot Flight,(3)
AVS - Aviation Sciences,AVS 1332,Instrument Rating Flight,(3)
AVS - Aviation Sciences,AVS 1361,Private Pilot Helicopter Flight,(3)
AVS - Aviation Sciences,AVS 2151,Multi-Engine Flight,(1)
AVS - Aviation Sciences,AVS 2236,CFI-A Flight,(2)
AVS - Aviation Sciences,AVS 2304,Commercial Pilot Ground School,(3)
AVS - Aviation Sciences,AVS 2333,Commercial Flight I,(3)
AVS - Aviation Sciences,AVS 2334,Commercial Flight II,(3)
AVS - Aviation Sciences,AVS 2349,Certified Flight Instructor Ground School,(3)
AVS - Aviation Sciences,AVS 2362,Instrument/Commercial I Helicopter Flight,(3)
AVS - Aviation Sciences,AVS 2363,Instrument/Commercial II Helicopter Flight,(3)
AVS - Aviation Sciences,AVS 3235,Multi-Engine Flight,(2)
AVS - Aviation Sciences,AVS 3236,Certified Flight Instructor - Airplane Flight,(2)
AVS - Aviation Sciences,AVS 3304,Fundamentals of Instruction (FOI) Ground School,(3)
