subject,code,title,hours
CHE - Chemistry,CHE 5319,Special Topics in Analytical Chemistry,(3)
CHE - Chemistry,CHE 5320,Thermodynamics and Statistical Thermodynamics,(3)
CHE - Chemistry,CHE 5322,Chemical Kinetics and Mechanisms,(3)
CHE - Chemistry,CHE 5323,Structural Studies by X-ray Crystallography,(3)
CHE - Chemistry,CHE 5325,Quantum Chemistry,(3)
CHE - Chemistry,CHE 5326,Lasers and Molecular Spectroscopy,(3)
CHE - Chemistry,CHE 5329,Special Topics in Physical Chemistry,(3)
CHE - Chemistry,CHE 5331,Stereochemistry,(3)
CHE - Chemistry,CHE 5331,Stereochemistry,(3)
CHE - Chemistry,CHE 5335,Physical Organic Chemistry,(3)
CHE - Chemistry,CHE 5336,Advanced Synthesis and Natural Products,(3)
CHE - Chemistry,CHE 5339,Special Topics in Organic Chemistry,(3)
CHE - Chemistry,CHE 5345,Selected Topics in Bioanalytical Chemistry,(3)
CHE - Chemistry,CHE 5346,Chemical Biology,(3)
CHE - Chemistry,CHE 5347,Physical Biochemistry,(3)
CHE - Chemistry,CHE 5348,Enzymology,(3)
CHE - Chemistry,CHE 5349,Special Topics in Biochemistry,(3)
CHE - Chemistry,CHE 5380,Principles of Biochemistry,(3)
CHE - Chemistry,CHE 5V60,Advanced Special Topics in Chemistry,(1-3)
CHE - Chemistry,CHE 5V98,Graduate Research,(1-10)
CHI - Chinese,CHI 1101,Chinese Language Workshop,(1)
CHI - Chinese,CHI 1101,Chinese Language Workshop,(1)
CHI - Chinese,CHI 1101,Chinese Language Workshop,(1)
CHI - Chinese,CHI 1301,Elementary Chinese,(3)
CHI - Chinese,CHI 1302,Elementary Chinese,(3)
CHI - Chinese,CHI 2310,Intermediate Chinese,(3)
CHI - Chinese,CHI 2320,Intermediate Chinese for Communication,(3)
CHI - Chinese,CHI 3301,"Chinese Conversation, Composition, and Readings I",(3)
CHI - Chinese,CHI 3302,"Chinese Conversation, Composition, and Readings II",(3)
CHI - Chinese,CHI 3305,Chinese for Business I,(3)
CHI - Chinese,CHI 3306,Chinese for Business II,(3)
CHI - Chinese,CHI 3310,Chinese Language and Culture through Films,(3)
CHI - Chinese,CHI 3V70,Special Problems,(1-3)
CHI - Chinese,CHI 3V9R,Research,(3)
CHI - Chinese,CHI 4301,Chinese Literature and Culture I,(3)
CHI - Chinese,CHI 4301,Chinese Literature and Culture II,(3)
CHI - Chinese,CHI 4305,Selected Works from Contemporary Chinese Literature,(3)
CLA - Classics,CLA 1300,Special Topics in Classics,(3)
CLA - Classics,CLA 1300,Special Topics in Classics,(3)
CLA - Classics,CLA 1300,Special Topics in Classics,(3)
CLA - Classics,CLA 1304,Research Writing: From Ancient Rhetoric to Modern Research Writing,(3)
CLA - Classics,CLA 1305,Heroes and Heroines of the Ancient World,(3)
CLA - Classics,CLA 1V9R,Research,(3)
CLA - Classics,CLA 2300,Special Topics in Classics,(3)
CLA - Classics,CLA 2301,Literature of Ancient Greece,(3)
CLA - Classics,CLA 2302,Literature of Ancient Rome,(3)
CLA - Classics,CLA 2306,Greek and Roman Mythology,(3)
CLA - Classics,CLA 2310,Greek and Roman Religion,(3)
CLA - Classics,CLA 2310,Research,(3)
CLA - Classics,CLA 3300,Special Topics in Classics,(3)
CLA - Classics,CLA 3301,Roman Republic,(3)
CLA - Classics,CLA 3302,Greek History and Civilization,(3)
CLA - Classics,CLA 3303,Hellenistic History and Civilization,(3)
CLA - Classics,CLA 3304,Byzantine History and Civilization,(3)
CLA - Classics,CLA 3306,Roman Empire,(3)
CLA - Classics,CLA 3310,Ancient Epic,(3)
CLA - Classics,CLA 3311,Greek Tragedy,(3)
CLA - Classics,CLA 3321,Topography of Rome and Pompeii,(3)
CLA - Classics,CLA 3330,Women and Gender in Antiquity,(3)
CLA - Classics,CLA 3340,Race and Ethnicity in Classical Antiquity,(3)
CLA - Classics,CLA 3350,Ancient Warfare,(3)
CLA - Classics,CLA 3352,Greek Art and Archaeology,(3)
CLA - Classics,CLA 3353,Roman Art and Archaeology,(3)
CLA - Classics,CLA 3371,Greek and Roman Ethics,(3)
CLA - Classics,CLA 3372,Hellenistic Philosophy,(3)
CLA - Classics,CLA 3373,Greek and Roman Rhetoric,(3)
CLA - Classics,CLA 3380,Classical Mythology,(3)
CLA - Classics,CLA 3381,Medical Terminology,(3)
CLA - Classics,CLA 3V9R,Research,(3)
CLA - Classics,CLA 4300,Medicine and Healing in the Ancient World,(3)
CLA - Classics,CLA 4301,Principles of Classical Studies,(3)
CLA - Classics,CLA 4311,Archaeology of Greece,(3)
CLA - Classics,CLA 4315,Ancient Greek Religion,(3)
CLA - Classics,CLA 4331,The Archaeology of Sicily and Southern Italy,(3)
CLA - Classics,CLA 4340,Special Topics in Classics,(3)
CLA - Classics,CLA 4350,Augustine's Theological Development,(3)
CLA - Classics,CLA 4356,Christian Persecution and Martyrdom in the Roman World,(3)
CLA - Classics,CLA 4357,Pagans and Christians in the Later Roman World,(3)
CLA - Classics,CLA 4360,Indo-European Languages and Cultures,(3)
CLA - Classics,CLA 4361,Greek Painted Pottery,(3)
CLA - Classics,CLA 4364,Roman Sculpture,(3)
CLA - Classics,CLA 4368,Special Topics in Greek and Roman Art and Archaeology,(3)
CLA - Classics,CLA 4369,Greek and Roman Sport and Spectacle,(3)
CLA - Classics,CLA 4V01,Topics in Classical Literature,(1-3)
CLA - Classics,CLA 4V9R,Research,(3)
CLA - Classics,CLA 5300,Proseminar in Classics,(3)
CLA - Classics,CLA 5302,Topics in Ancient History,(3)
CPE - CPE,CPE 4390,Engineering Design II,(3)
CRED - Christian Religious Education,CRED 7330,Introduction to Family Ministry,(3)
CRED - Christian Religious Education,CRED 7330,Introduction to Family Ministry,(3)
CRED - Christian Religious Education,CRED 7330,Introduction to Family Ministry,(3)
CRED - Christian Religious Education,CRED 7355,Human Development and Family Science,(3)
CRED - Christian Religious Education,CRED 7357,Child Development,(3)
CRED - Christian Religious Education,CRED 7360,Middle Childhood and Adolescent Development,(3)
CRED - Christian Religious Education,CRED 7360,Middle Childhood and Adolescent Development,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 1305,American Sign Language I,(3)
CSD - Comm. Sciences and Disorders,CSD 3310,Principles of Interpreting,(3)
CSD - Comm. Sciences and Disorders,CSD 2311,Introduction to Research in Communication Sciences and Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 3312,Deaf Culture,(3)
CSD - Comm. Sciences and Disorders,CSD 3359,Neuroscience in Communication Sciences and Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 3359,Neuroscience in Communication Sciences and Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 3V9R,Research,(3)
CSD - Comm. Sciences and Disorders,CSD 3V9R,Research,(3)
CSD - Comm. Sciences and Disorders,CSD 4305,Technology and Science in Communication Sciences and Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 4305,Technology and Science in Communication Sciences and Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 4305,Technology and Science in Communication Sciences and Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 4309,Medical Speech-Language Pathology,(3)
CSD - Comm. Sciences and Disorders,CSD 4309,Medical Speech-Language Pathology,(3)
CSD - Comm. Sciences and Disorders,CSD 4309,Medical Speech-Language Pathology,(3)
CSD - Comm. Sciences and Disorders,CSD 4322,ASL/English Interpreting I,(3)
CSD - Comm. Sciences and Disorders,CSD 4322,ASL/English Interpreting I,(3)
CSD - Comm. Sciences and Disorders,CSD 4322,ASL/English Interpreting I,(3)
CSD - Comm. Sciences and Disorders,CSD 4322,ASL/English Interpreting I,(3)
CSD - Comm. Sciences and Disorders,CSD 4322,Diagnostic Methods,(4)
CSD - Comm. Sciences and Disorders,CSD 4V86,Health Science Leadership: Community Engagement and Service-Learning,(1-3)
CSD - Comm. Sciences and Disorders,CSD 4V98,Health Science Leadership: Community Engagement and Service-Learning,(1-3)
CSD - Comm. Sciences and Disorders,CSD 4V98,Health Science Leadership: Community Engagement and Service-Learning,(1-3)
CSD - Comm. Sciences and Disorders,CSD 5068,Introduction to Aural Rehabilitation,(0)
CSD - Comm. Sciences and Disorders,CSD 5068,Introduction to Aural Rehabilitation,(0)
CSD - Comm. Sciences and Disorders,CSD 5149,Clinical Practicum in Speech-Language Pathology,(1)
CSD - Comm. Sciences and Disorders,CSD 5149,Clinical Practicum in Speech-Language Pathology,(1)
CSD - Comm. Sciences and Disorders,CSD 5151,Clinical Practicum Placement 1,(1)
CSD - Comm. Sciences and Disorders,CSD 5151,Clinical Practicum Placement 1,(1)
CSD - Comm. Sciences and Disorders,CSD 5153,Clinical Practicum Placement 3,(1)
CSD - Comm. Sciences and Disorders,CSD 5153,Clinical Practicum Placement 3,(1)
CSD - Comm. Sciences and Disorders,CSD 5153,Clinical Practicum Placement 3,(1)
CSD - Comm. Sciences and Disorders,CSD 5302,Leveling - Anatomy and Physiology,(3)
CSD - Comm. Sciences and Disorders,CSD 5302,Leveling - Anatomy and Physiology,(3)
CSD - Comm. Sciences and Disorders,CSD 5304,Advanced Aural Rehab,(3)
CSD - Comm. Sciences and Disorders,CSD 1308,Survey of Speech Pathology and Audiology,(3)
CSD - Comm. Sciences and Disorders,CSD 5306,Leveling - Language Development,(3)
CSD - Comm. Sciences and Disorders,CSD 5306,Leveling - Language Development,(3)
CSD - Comm. Sciences and Disorders,CSD 5308,Leveling-Structures and Functions in Communication and Swallowing,(3)
CSD - Comm. Sciences and Disorders,CSD 2101,Civil Discourse for Health Professions,(3)
CSD - Comm. Sciences and Disorders,CSD 2V9R,Research,(2)
CSD - Comm. Sciences and Disorders,CSD 4308,Disorders of Speech and Swallowing,(3)
CSD - Comm. Sciences and Disorders,CSD 4312,Advanced Clinical Audiology,(3)
CSD - Comm. Sciences and Disorders,CSD 5313,Motor Speech Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 5316,Motor Speech Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 5318,Research Methods in Graduate Study in Communication Sciences and Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 4V9R,Research,(3)
CSD - Comm. Sciences and Disorders,CSD 5332,Multicultural Issues in Speech-Language Pathology,(3)
CSD - Comm. Sciences and Disorders,CSD 5337,Pediatric Language Disorders 2,(3)
CSD - Comm. Sciences and Disorders,CSD 5338,Instrumentation and Advanced Speech Science,(3)
CSD - Comm. Sciences and Disorders,CSD 5341,Pediatric Language Disorders 1,(3)
CSD - Comm. Sciences and Disorders,CSD 5351,Speech and Language Neurology,(3)
CSD - Comm. Sciences and Disorders,CSD 5353,Advanced Medical Speech Pathology,(3)
CSD - Comm. Sciences and Disorders,CSD 5354,Mentored Research Experience in Communication Sciences and Disorders,(3)
CSD - Comm. Sciences and Disorders,CSD 5549,Clinical Internship,(5)
CSD - Comm. Sciences and Disorders,CSD 5649,Speech-Language Pathology Internship,(6)
CSD - Comm. Sciences and Disorders,CSD 5V07,Seminar in Audiology,(1-9)
CSD - Comm. Sciences and Disorders,CSD 5V35,Problems in Communication Sciences and Disorders,(1-9)
CSD - Comm. Sciences and Disorders,CSD 5V39,Advanced Clinical Practicum in Audiology,(1-6)
CSD - Comm. Sciences and Disorders,CSD 5V48,Seminar in Speech Pathology,(1-9)
CSD - Comm. Sciences and Disorders,CSD 5V99,Thesis,(1-6)
CSD - Comm. Sciences and Disorders,CSD 5V99,Mentored Research in CSD I,(1)
CSD - Comm. Sciences and Disorders,CSD 6102,Mentored Research in CSD II,(1)
CSD - Comm. Sciences and Disorders,CSD 6104,Mentored Teaching in CSD II,(1)
CSD - Comm. Sciences and Disorders,CSD 6104,Mentored Teaching in CSD II,(1)
CSD - Comm. Sciences and Disorders,CSD 6205,Professional Writing for Doctoral Students,(2)
CSD - Comm. Sciences and Disorders,CSD 6205,Professional Writing for Doctoral Students,(2)
CSD - Comm. Sciences and Disorders,CSD 6302,Introduction to Doctoral Studies in CSD,(3)
CSD - Comm. Sciences and Disorders,CSD 6306,"Advanced Neuroscience of Speech, Language, Swallowing, and Hearing",(3)
CSD - Comm. Sciences and Disorders,CSD 6308,Doctoral Seminar in Communication Sciences and Disorders (CSD),(3)
CSD - Comm. Sciences and Disorders,CSD 6314,"MATLAB® Programming for Speech, Language, and Hearing Sciences",(3)
CSD - Comm. Sciences and Disorders,CSD 6316,Single-Subject Design,(3)
CSD - Comm. Sciences and Disorders,CSD 6V00,Graduate Research,(1-10)
CSF - Computer Science Fellows,CSF 3001,Independent Reading Survey,(0)
CSF - Computer Science Fellows,CSF 3001,Independent Reading Survey,(0)
CSF - Computer Science Fellows,CSF 3001,Independent Reading Survey,(0)
CSF - Computer Science Fellows,CSF 3101,Advanced Readings and Research I,(1)
CSF - Computer Science Fellows,CSF 3102,Advanced Readings and Research II,(1)
CSF - Computer Science Fellows,CSF 4001,Senior Exit Survey,(0)
CSI - Computer Science,CSI 1095,Computer Science First-year Seminar,(0)
CSI - Computer Science,CSI 1095,Computer Science First-year Seminar,(0)
CSI - Computer Science,CSI 1095,Computer Science First-year Seminar,(0)
CSI - Computer Science,CSI 1130,Introduction to Python for non-majors,(1)
CSI - Computer Science,CSI 1337,Introduction to Video Game Design,(3)
CSI - Computer Science,CSI 1401,Introduction to Programming I,(4)
CSI - Computer Science,CSI 1402,Introduction to Programming II,(4)
CSI - Computer Science,CSI 1430,Introduction to Computer Science I with Laboratory,(4)
CSI - Computer Science,CSI 1440,Introduction to Computer Science II with Laboratory,(4)
CSI - Computer Science,CSI 1V90,Special Topics in Freshman Computer Science,(1-4)
CSI - Computer Science,CSI 1V9R,Research in Computer Science,(3)
CSI - Computer Science,CSI 2300,Introduction to Data Science,(3)
CSI - Computer Science,CSI 2334,Introduction to Computer Systems,(3)
CSI - Computer Science,CSI 2350,Discrete Structures,(3)
CSI - Computer Science,CSI 2V9R,Research in Computer Science,(3)
CSI - Computer Science,CSI 3101,Computers in Society,(1)
CSI - Computer Science,CSI 3303,Information Technology,(3)
CSI - Computer Science,CSI 3324,Numerical Methods,(3)
CSI - Computer Science,CSI 3334,Data Structures,(3)
CSI - Computer Science,CSI 3335,Database Design and Applications,(3)
CSI - Computer Science,CSI 3336,Systems Programming,(3)
CSI - Computer Science,CSI 3338,Computer Organization,(3)
CSI - Computer Science,CSI 3342,Principles of Software Design,(3)
CSI - Computer Science,CSI 3344,Introduction to Algorithms,(3)
CSI - Computer Science,CSI 3371,Software Engineering I,(3)
CSI - Computer Science,CSI 3372,Software Engineering II,(3)
CSI - Computer Science,CSI 3373,Software Quality Assurance and Testing,(3)
CSI - Computer Science,CSI 3374,Software Project Management,(3)
CSI - Computer Science,CSI 3439,Computer Architecture,(4)
CSI - Computer Science,CSI 3471,Software Engineering I,(4)
CSI - Computer Science,CSI 3V90,Special Topics in Intermediate Computer Science,(1-4)
CSI - Computer Science,CSI 3V95,Internship Experience,(1-3)
CSI - Computer Science,CSI 3V9R,Research in Computer Science,(3)
CSI - Computer Science,CSI 4010,Undergraduate Research Seminar,(0)
CSI - Computer Science,CSI 4111,Cybersecurity Laboratory,(1)
CSI - Computer Science,CSI 4144,Competitive Learning,(1)
CSI - Computer Science,CSI 4301,Cultural Impact of the Computer,(3)
CSI - Computer Science,CSI 4321,Data Communications,(3)
CSI - Computer Science,CSI 4322,Numerical Analysis,(3)
CSI - Computer Science,CSI 4323,Introduction to Cybersecurity,(3)
CSI - Computer Science,CSI 4325,Advanced Cybersecurity,(3)
CSI - Computer Science,CSI 4328,Numerical Linear Algebra,(3)
CSI - Computer Science,CSI 4330,Foundations of Computing,(3)
CSI - Computer Science,CSI 4335,Database Design I,(3)
CSI - Computer Science,CSI 4337,Introduction to Operating Systems,(3)
CSI - Computer Science,CSI 4342,Gaming Platform Frameworks,(3)
CSI - Computer Science,CSI 4344,Object-Oriented Development,(3)
CSI - Computer Science,CSI 4352,Introduction to Data Mining,(3)
CSI - Computer Science,CSI 43C8,Gaming Capstone Design Project,(3)
CSI - Computer Science,CSI 43C9,Capstone Design Project,(3)
CSI - Computer Science,CSI 4V96,Special Topics in Computer Science,(1-9)
CSI - Computer Science,CSI 4V9R,Research in Computer Science,(3)
CSI - Computer Science,CSI 5010,Graduate Seminar,(0)
CSI - Computer Science,CSI 5010,Graduate Seminar,(1)
CSI - Computer Science,CSI 5301,Foundations of Algorithms,(3)
CSI - Computer Science,CSI 5302,Foundations of Database,(3)
CSI - Computer Science,CSI 5304,Foundations of Data Communications,(3)
CSI - Computer Science,CSI 5305,Foundations of Operating Systems,(3)
CSI - Computer Science,CSI 5306,Foundations of Mathematics for Computer Science,(3)
CSI - Computer Science,CSI 5310,Introduction to Computation Theory,(3)
CSI - Computer Science,CSI 5321,Advanced Data Communications,(3)
CSI - Computer Science,CSI 5324,Software Engineering,(3)
CSI - Computer Science,CSI 5325,Introduction to Machine Learning,(3)
CSI - Computer Science,CSI 5326,Advanced Machine Learning,(3)
CSI - Computer Science,CSI 5328,Applied Artificial Intelligence,(3)
CSI - Computer Science,CSI 5330,Advanced Computational Biology,(3)
CSI - Computer Science,CSI 5335,Advanced Database,(3)
CSI - Computer Science,CSI 5336,Data Models,(3)
CSI - Computer Science,CSI 5337,Advanced Operating Systems,(3)
CSI - Computer Science,CSI 5338,Advanced Computer Organization,(3)
CSI - Computer Science,CSI 5342,Software Verification and Validation,(3)
CSI - Computer Science,CSI 5343,Introduction to Human Computer Interaction,(3)
CSI - Computer Science,CSI 5344,Analytic Models,(3)
CSI - Computer Science,CSI 5345,Parallel Systems,(3)
CSI - Computer Science,CSI 5346,Design Automation,(3)
CSI - Computer Science,CSI 5347,Distributed Systems,(3)
CSI - Computer Science,CSI 5350,Advanced Algorithms,(3)
CSI - Computer Science,CSI 5351,Data Visualization,(3)
CSI - Computer Science,CSI 5352,Advanced Object-Oriented Development,(3)
CSI - Computer Science,CSI 5353,Multimedia Systems,(3)
CSI - Computer Science,CSI 5354,Advanced Software Engineering,(3)
CSI - Computer Science,CSI 5355,Data Mining and Analysis,(3)
CSI - Computer Science,CSI 5357,Cloud Computing,(3)
CSI - Computer Science,CSI 5358,Applied Data Science,(3)
CSI - Computer Science,CSI 5360,Information Retrieval & Natural Language Processing,(3)
CSI - Computer Science,CSI 5361,Cybersecurity Concepts,(3)
CSI - Computer Science,CSI 5362,Advanced Cybersecurity Concepts,(3)
CSI - Computer Science,CSI 5365,"Secure Systems, Software Architecture, Development, and Operations",(3)
CSI - Computer Science,CSI 5367,Cybersecurity Analytics,(3)
CSI - Computer Science,CSI 5388,Advanced Topics in Human-Computer Interaction,(3)
CSI - Computer Science,CSI 5V90,Special Problems,(1-9)
CSI - Computer Science,CSI 5V92,Master's Research,(1-3)
CSI - Computer Science,CSI 5V93,Special Topics in Computer Science,(1-4)
CSI - Computer Science,CSI 5V95,Internship Experience,(1-3)
CSI - Computer Science,CSI 5V96,Master's Project,(1-3)
CSI - Computer Science,CSI 5V99,Thesis,(1-9)
CSI - Computer Science,CSI 6326,Advanced Deep Learning,(3)
CSI - Computer Science,CSI 6347,Research Issues in Distributed Computing,(3)
CSI - Computer Science,CSI 6V10,Doctoral Prospectus Research,(1-6)
CSS - Communication,CSS 1301,Fundamentals of Public Communication,(3)
CSS - Communication,CSS 1301,Fundamentals of Public Communication,(3)
CSS - Communication,CSS 1301,Fundamentals of Public Communication,(3)
CSS - Communication,CSS 1302,Speech for Business and Professional Students,(3)
CSS - Communication,CSS 1304,"Argumentation, Discussion, and Debate",(3)
CSS - Communication,CSS 1305,Introduction to Communication,(3)
CSS - Communication,CSS 2264,Contest Speaking,(2)
CSS - Communication,CSS 2265,Contest Speaking,(2)
CSS - Communication,CSS 3247,Advanced Debate,(2)
CSS - Communication,CSS 3248,Advanced Debate,(2)
CSS - Communication,CSS 3302,Introduction to Rhetorical Theory and Criticism,(3)
CSS - Communication,CSS 3304,Small Group Communication,(3)
CSS - Communication,CSS 3305,Advanced Public Speaking,(3)
CSS - Communication,CSS 3306,Interviewing,(3)
CSS - Communication,CSS 3307,Legal Communication,(3)
CSS - Communication,CSS 3310,Communication Theory,(3)
CSS - Communication,CSS 3311,Interpersonal Communication,(3)
CSS - Communication,CSS 3312,Nonverbal Communication,(3)
CSS - Communication,CSS 3314,Cross-Cultural Communication,(3)
CSS - Communication,CSS 3316,Persuasion and Communication,(3)
CSS - Communication,CSS 3330,"Communication, Sport, and Society",(3)
CSS - Communication,CSS 3382,Lying and Deception,(3)
CSS - Communication,CSS 3393,Rhetoric and Contemporary Culture,(3)
CSS - Communication,CSS 3395,Theories and Methods of Visual Communication,(3)
CSS - Communication,CSS 4301,Organizational Communication,(3)
CSS - Communication,CSS 4302,Communication Training and Development,(3)
CSS - Communication,CSS 4303,Leadership and Communication,(3)
CSS - Communication,CSS 4304,Advanced Small Group Theory and Practice,(3)
CSS - Communication,CSS 4305,Nonprofit Organizational Communication,(3)
CSS - Communication,CSS 4306,Advanced Interviewing,(3)
CSS - Communication,CSS 4307,Communication & International Politics,(3)
CSS - Communication,CSS 4310,Politics and Communication,(3)
CSS - Communication,CSS 4311,Conflict and Communication,(3)
CSS - Communication,CSS 4312,Systemic Inquiry,(3)
CSS - Communication,CSS 4313,Communication and the Family,(3)
CSS - Communication,CSS 4314,Communication Assessment in Organizational Settings,(3)
CSS - Communication,CSS 4315,Health Communication,(3)
CSS - Communication,CSS 4316,Advanced Interpersonal Communication,(3)
CSS - Communication,CSS 4317,Narrating Health Across Culture,(3)
CSS - Communication,CSS 4318,Communication and New Technology,(3)
CSS - Communication,CSS 4319,Cultural Approaches to Health Communication,(3)
CSS - Communication,CSS 4320,Health Campaigns,(3)
CSS - Communication,CSS 4335,War Rhetoric,(3)
CSS - Communication,CSS 4336,Seminar in Contemporary Communication Issues,(3)
CSS - Communication,CSS 4350,Rhetoric of Women and Gender,(3)
CSS - Communication,CSS 4351,Criticism of Contemporary Public Address,(3)
CSS - Communication,CSS 4352,Corporate Advocacy and Public Policy,(3)
CSS - Communication,CSS 4353,Public Discourse and Foreign Policy,(3)
CSS - Communication,CSS 4354,African American Communication,(3)
CSS - Communication,CSS 4380,Internship in Communication,(3)
CSS - Communication,CSS 4392,Rhetorics of Race,(3)
CSS - Communication,CSS 4394,Rhetorical Theory,(3)
CSS - Communication,CSS 4395,Visual Rhetoric,(3)
CSS - Communication,CSS 4396,American Rhetoric,(3)
CSS - Communication,CSS 4397,Public Discourse and the Classic Liberal Tradition,(3)
CSS - Communication,CSS 4399,Workshop in Directing the Speech Program,(3)
CSS - Communication,CSS 4V85,Special Problems in Communication,(1-6)
CSS - Communication,CSS 5199,Non-Thesis Degree Completion,(1)
CSS - Communication,CSS 5310,Modern Communication Theory,(3)
CSS - Communication,CSS 5311,Seminar in Interpersonal Communication,(3)
CSS - Communication,CSS 5312,Seminar in Argumentation,(3)
CSS - Communication,CSS 5313,Seminar in Rhetoric and and Political Persuasion,(3)
CSS - Communication,CSS 5314,Seminar in Small-Group Communication,(3)
CSS - Communication,CSS 5316,Seminar in Organizational Communication,(3)
CSS - Communication,CSS 5317,Seminar in Organizational Change and Communication,(3)
CSS - Communication,CSS 5318,Seminar in Rhetoric and the Public Sphere,(3)
CSS - Communication,CSS 5319,Seminar in Family Communication,(3)
CSS - Communication,CSS 5320,Leadership and Persuasion,(3)
CSS - Communication,CSS 5321,Organizational Membership and Identification,(3)
CSS - Communication,CSS 5322,Communication and Organizing in Disruptions,(3)
CSS - Communication,CSS 5323,Seminar in Organizational Rhetoric and Discourse,(3)
CSS - Communication,CSS 5341,Rhetoric and Cultural Studies,(3)
CSS - Communication,CSS 5350,Seminar in Presidential Rhetoric,(3)
CSS - Communication,CSS 5351,Qualitative Research Methods in Communication,(3)
CSS - Communication,CSS 5352,Seminar in Methods of Rhetorical Criticism,(3)
CSS - Communication,CSS 5353,Rhetorical Theory,(3)
CSS - Communication,CSS 5354,Quantitative Research Methods in Communication,(3)
CSS - Communication,CSS 5380,Internship in Communication,(3)
CSS - Communication,CSS 5V35,Problems in Communication,(1-6)
CSS - Communication,CSS 5V36,Seminar in Communication,(1-3)
CSS - Communication,CSS 5V90,Professional Paper in Communication,(1-3)
CW - CW,CW 3300,Creative Writing: Poetry,(3)
CW - CW,CW 3300,Creative Writing: Poetry,(3)
CW - CW,CW 3300,Creative Writing: Poetry,(3)
CW - CW,CW 3302,Poetry of Illness and Imagination,(3)
CW - CW,CW 3310,Topics in Poetry,(3)
CW - CW,CW 3330,Topics: Creative Nonfiction,(3)
CW - CW,CW 3340,Creative Writing: Prose,(3)
CW - CW,CW 3342,Writing the Middle Grade Novel,(3)
CW - CW,CW 3350,Topics in Prose,(3)
CW - CW,CW 3360,Screenplay and Scriptwriting,(3)
CW - CW,CW 3370,Topics in Drama and Screenwriting,(3)
CW - CW,CW 3381,Writing from Myth and Other Sources,(3)
CW - CW,CW 3390,Topics Across Genres,(3)
CW - CW,CW 4300,Advanced Creative Writing: Poetry,(3)
CW - CW,CW 4300,Advanced Creative Writing: Poetry,(3)
CW - CW,CW 4306,Poetry of Grief and Elegy,(3)
CW - CW,CW 4310,Advanced Topics in Poetry,(3)
CW - CW,CW 4330,Advanced Topics in Creative Nonfiction,(3)
CW - CW,CW 4340,Advanced Creative Writing: Prose,(3)
CW - CW,CW 4345,Writing Climate Change,(3)
CW - CW,CW 4350,Advanced Topics in Prose,(3)
CW - CW,CW 4370,Advanced Topics in Drama and Screenwriting,(3)
CYB - CYB,CYB 2334,Computer Systems for Cybersecurity,(3)
DH - DH,DH 2300,Introduction to Digital Humanities,(3)
DMIN - Doctor of Ministry,DMIN 7310,Proclaiming the Kingdom,(3)
DMIN - Doctor of Ministry,DMIN 7310,Proclaiming the Kingdom,(3)
DMIN - Doctor of Ministry,DMIN 7310,Proclaiming the Kingdom,(3)
DMIN - Doctor of Ministry,DMIN 7320,Living the Kingdom,(3)
DMIN - Doctor of Ministry,DMIN 7330,Leading In the Kingdom,(3)
DMIN - Doctor of Ministry,DMIN 7340,Sharing the Kingdom,(3)
DMIN - Doctor of Ministry,DMIN 7V90,Individual Guided Study (2),(1-4)
DMIN - Doctor of Ministry,DMIN 7V92,Individual Guided Study (2),(1-4)
DPT - Doctor of Physical Therapy,DPT 6100,Professional Physical Therapist Practice I,(1)
DPT - Doctor of Physical Therapy,DPT 6100,Professional Physical Therapist Practice I,(1)
DPT - Doctor of Physical Therapy,DPT 6100,Professional Physical Therapist Practice I,(1)
