name,subject,code
Integrated Resource Management,NREM - Natural Res & Env Mg,NREM 405
Water Quality Management,NREM - Natural Res & Env Mg,NREM 415
Soil Quality,NREM - Natural Res & Env Mg,NREM 422
Soil Conservation and Management,NREM - Natural Res & Env Mg,NREM 427
Air Quality Management,NREM - Natural Res & Env Mg,NREM 442
Outdoor Recreation Planning and Administration,NREM - Natural Res & Env Mg,NREM 473
Wilderness and Society,NREM - Natural Res & Env Mg,NREM 477
Solid and Hazardous Waste Management,NREM - Natural Res & Env Mg,NREM 487
Site Assessment and Remediation,NREM - Natural Res & Env Mg,NREM 488
Community Engagement in Natural Resources and Environmental Management,NREM - Natural Res & Env Mg,NREM 490
Environmental Readings,NREM - Natural Res & Env Mg,NREM 491
Special Studies in Environmental and Natural Resource Sciences,NREM - Natural Res & Env Mg,NREM 497
National Student Exchange,NSE - National Student Ex,NSE 399
Terminology for Health Care Professionals and Consumers,NUR - Nursing,NUR 101
Diabetes Education for Health Care Consumers,NUR - Nursing,NUR 102
Health Behavior: Cultural Variations,NUR - Nursing,NUR 103
Complementary and Alternative Health Modalities,NUR - Nursing,NUR 201
Introduction to Nursing,NUR - Nursing,NUR 228
Health Appraisal Across the Lifespan,NUR - Nursing,NUR 230
Fundamental Nursing Skills,NUR - Nursing,NUR 231
LPN Transition to Baccalaureate Nursing,NUR - Nursing,NUR 234
Experimental/Developmental Topics,NUR - Nursing,NUR 299X
Environmental Contexts in Health Care,NUR - Nursing,NUR 300
Sexual Health: Significance for Nursing,NUR - Nursing,NUR 301
Nursing Foundations and Issues,NUR - Nursing,NUR 302
Health Assessment,NUR - Nursing,NUR 303
Health Policy: Issues and Impact,NUR - Nursing,NUR 304
Gerontological Nursing,NUR - Nursing,NUR 307
Nursing Statistics,NUR - Nursing,NUR 314
Pharmacotherapeutics,NUR - Nursing,NUR 320
Research in Nursing,NUR - Nursing,NUR 322
Pathophysiology and Nursing Care,NUR - Nursing,NUR 324
Adult Health 1: Nursing Care Across the Adult Lifespan,NUR - Nursing,NUR 330
Adult Health 2: Nursing Care Across the Adult Lifespan,NUR - Nursing,NUR 340
Behavioral Health,NUR - Nursing,NUR 350
Operating Room Nursing,NUR - Nursing,NUR 351
Oncology Nursing,NUR - Nursing,NUR 352
Pediatrics,NUR - Nursing,NUR 370
Economic Issues of Nursing,NUR - Nursing,NUR 375
Applied Nursing Concepts,NUR - Nursing,NUR 401
Adult Health 3,NUR - Nursing,NUR 402
Population Health,NUR - Nursing,NUR 404
Management and Leadership,NUR - Nursing,NUR 405
Nursing of Childbearing Families,NUR - Nursing,NUR 406
Seminar: Transition to Practice,NUR - Nursing,NUR 423
Leadership and Management,NUR - Nursing,NUR 425
Health Assessment,NUR - Nursing,NUR 426
Adult Health 4,NUR - Nursing,NUR 430
"Issues in Health, Illness and Aging",NUR - Nursing,NUR 456
Independent Study,NUR - Nursing,NUR 499
Introduction to Dietetics,NUTR - Nutrition,NUTR 101
Nutrition Basics for Fitness,NUTR - Nutrition,NUTR 102
Mindful Eating,NUTR - Nutrition,NUTR 200
Nutrition for Educators,NUTR - Nutrition,NUTR 240
Personal Nutrition,NUTR - Nutrition,NUTR 275
Field Study in Nutrition and Dietetics,NUTR - Nutrition,NUTR 300
Principles of Human Nutrition,NUTR - Nutrition,NUTR 340
Macronutrients,NUTR - Nutrition,NUTR 345
Micronutrients and Phytochemicals,NUTR - Nutrition,NUTR 346
Technology of Food Science,NUTR - Nutrition,NUTR 350
Nutrition and Cardiometabolic Disease,NUTR - Nutrition,NUTR 360
Administration of Food and Nutrition Systems,NUTR - Nutrition,NUTR 363
Professional Leadership in Nutrition and Dietetics,NUTR - Nutrition,NUTR 365
"Nutrition Assessment, Counseling, and Education",NUTR - Nutrition,NUTR 375
Nutrition Counseling Practicum,NUTR - Nutrition,NUTR 396
Seminar in Nutrition and Dietetics,NUTR - Nutrition,NUTR 411
Nutrition Counseling Practicum,NUTR - Nutrition,NUTR 425
Introduction to Research in Nutrition and Dietetics,NUTR - Nutrition,NUTR 435
Sports Nutrition and Weight Control,NUTR - Nutrition,NUTR 444
Advanced Nutrition,NUTR - Nutrition,NUTR 445
Medical Nutrition Therapy 1,NUTR - Nutrition,NUTR 446
Medical Nutrition Therapy 2,NUTR - Nutrition,NUTR 447
Nutrition and Weight Management,NUTR - Nutrition,NUTR 448
Lifecycle Nutrition,NUTR - Nutrition,NUTR 455
Community Nutrition,NUTR - Nutrition,NUTR 456
Global Nutrition,NUTR - Nutrition,NUTR 480
Research in Dietetics,NUTR - Nutrition,NUTR 499
Teaching Dance and Gymnastics,PEP - Phys Ed:  Professnal,PEP 158
Foundations and Principles of Health and Physical Education,PEP - Phys Ed:  Professnal,PEP 161
Introduction to Sport in American Life,PEP - Phys Ed:  Professnal,PEP 205
Introduction to Teaching Physical Education,PEP - Phys Ed:  Professnal,PEP 209
Teaching Field and Court Invasion Games,PEP - Phys Ed:  Professnal,PEP 222
Disability Sport,PEP - Phys Ed:  Professnal,PEP 226
Introduction to Adapted Physical Education/Activity,PEP - Phys Ed:  Professnal,PEP 227
Teaching Net and Wall Games,PEP - Phys Ed:  Professnal,PEP 232
Teaching Physical Fitness and Fitness Activities,PEP - Phys Ed:  Professnal,PEP 252
Practicum in Adaptive Physical Education 1:  Survey/Introduction,PEP - Phys Ed:  Professnal,PEP 288
Motor Development and Learning Across the Lifespan,PEP - Phys Ed:  Professnal,PEP 291
"Reading, Technology and Instructional Strategies in Physical Education and Health",PEP - Phys Ed:  Professnal,PEP 296
"Formal Assessment in Health, Physical Education, and Physical Activity Settings",PEP - Phys Ed:  Professnal,PEP 310
Adapted Water Exercise,PEP - Phys Ed:  Professnal,PEP 326
Assessment for Adapted Physical Education/Activity,PEP - Phys Ed:  Professnal,PEP 327
Practicum in Adaptive Physical Education 2: Educational,PEP - Phys Ed:  Professnal,PEP 328
Teaching Physical Education in the Elementary School,PEP - Phys Ed:  Professnal,PEP 394
Teaching Physical Education in the High School,PEP - Phys Ed:  Professnal,PEP 399
Introduction to Curriculum Design in Physical Education,PEP - Phys Ed:  Professnal,PEP 400
Seminar in Adapted Physical Education,PEP - Phys Ed:  Professnal,PEP 403
Developing the Health and Physical Education Classroom Environment,PEP - Phys Ed:  Professnal,PEP 444
Mainstreaming and Inclusion in Physical Education,PEP - Phys Ed:  Professnal,PEP 471
Practicum in Adaptive Physical Education 3: Clinical,PEP - Phys Ed:  Professnal,PEP 484
Programming in Adapted Physical Education and Activity,PEP - Phys Ed:  Professnal,PEP 494
Physical Conditioning,PFW - Phycl Ed Fit Wellnss,PFW 100
Physical Fitness and Wellness Activity,PFW - Phycl Ed Fit Wellnss,PFW 101
Physical Fitness and Wellness Lecture,PFW - Phycl Ed Fit Wellnss,PFW 102
Walking,PFW - Phycl Ed Fit Wellnss,PFW 103
Jogging,PFW - Phycl Ed Fit Wellnss,PFW 104
Adapted Physical Fitness and Wellness,PFW - Phycl Ed Fit Wellnss,PFW 105
Aqua Fitness,PFW - Phycl Ed Fit Wellnss,PFW 117
Group Fitness,PFW - Phycl Ed Fit Wellnss,PFW 148
Physical Fitness and Wellness,PFW - Phycl Ed Fit Wellnss,PFW 160
Physical Fitness and Wellness Activity,PFW - Phycl Ed Fit Wellnss,PFW 161
Physical Fitness and Wellness Lecture,PFW - Phycl Ed Fit Wellnss,PFW 162
Swimming,PFW - Phycl Ed Fit Wellnss,PFW 217
Introduction to Big Questions and Big Ideas,PHIL - Philosophy,PHIL 100
Critical Thinking,PHIL - Philosophy,PHIL 102
Topics in Philosophy,PHIL - Philosophy,PHIL 150
Symbolic Logic,PHIL - Philosophy,PHIL 200
Ethics,PHIL - Philosophy,PHIL 202
Social Philosophy,PHIL - Philosophy,PHIL 203
Philosophy of Religion,PHIL - Philosophy,PHIL 210
Philosophy of Race,PHIL - Philosophy,PHIL 215
Environmental Ethics,PHIL - Philosophy,PHIL 230
Bioethics,PHIL - Philosophy,PHIL 235
"Society, Discipline, and Control",PHIL - Philosophy,PHIL 240
Philosophy in the Community,PHIL - Philosophy,PHIL 290
Experimental/Developmental Topics,PHIL - Philosophy,PHIL 299X
History of Ancient Philosophy,PHIL - Philosophy,PHIL 300
History of Modern Philosophy,PHIL - Philosophy,PHIL 302
American Philosophy,PHIL - Philosophy,PHIL 303
Philosophy of Sport,PHIL - Philosophy,PHIL 304
Contemporary Philosophy,PHIL - Philosophy,PHIL 306
African Philosophy,PHIL - Philosophy,PHIL 310
Current Issues in Philosophy,PHIL - Philosophy,PHIL 312
Internship,PHIL - Philosophy,PHIL 369
Existentialism,PHIL - Philosophy,PHIL 370
Honors Colloquium in Philosophy,PHIL - Philosophy,PHIL 390
Immersive or Experiential Learning,PHIL - Philosophy,PHIL 400
Reading and Special Study,PHIL - Philosophy,PHIL 403
Feminist Ethics and Epistemology,PHIL - Philosophy,PHIL 406
Topics in Neurophilosophy,PHIL - Philosophy,PHIL 415
Contemporary Ethical Theory and Problems,PHIL - Philosophy,PHIL 420
Conceptual Physics,PHYC - Physics,PHYC 100
Physical Science Concepts for Teachers,PHYC - Physics,PHYC 101
Preparation of Physical Science Teaching Materials,PHYC - Physics,PHYC 102
General Physics 1,PHYC - Physics,PHYC 110
Problem Solving in General Physics 1,PHYC - Physics,PHYC 111
General Physics 2,PHYC - Physics,PHYC 112
"Career Issues in Physics, Applied Physics, and Engineering",PHYC - Physics,PHYC 115
Explorations in Physical Science and Engineering,PHYC - Physics,PHYC 118
General Physics 1,PHYC - Physics,PHYC 120
General Physics 2,PHYC - Physics,PHYC 122
Energy: Technology and Society,PHYC - Physics,PHYC 151
Topics in Physics,PHYC - Physics,PHYC 200
Introductory Computational Physics,PHYC - Physics,PHYC 236
Introduction to Modern Physics,PHYC - Physics,PHYC 260
Modern Physics Laboratory,PHYC - Physics,PHYC 262
Mathematical Physics I,PHYC - Physics,PHYC 270
Mathematical Physics II,PHYC - Physics,PHYC 272
Mechanics,PHYC - Physics,PHYC 330
Electronics 1,PHYC - Physics,PHYC 354
Professional Experience,PHYC - Physics,PHYC 369
Seminar in Modern Physics,PHYC - Physics,PHYC 380
Honors Colloquium in Physics,PHYC - Physics,PHYC 390
The Teaching of Physics in the Secondary School,PHYC - Physics,PHYC 396
Physical Optics,PHYC - Physics,PHYC 440
Advanced Electronics,PHYC - Physics,PHYC 456
Nuclear Techniques,PHYC - Physics,PHYC 460
Thermal Physics,PHYC - Physics,PHYC 434
Electricity and Magnetism 1,PHYC - Physics,PHYC 450
Electricity and Magnetism 2,PHYC - Physics,PHYC 452
ElementaryParticles,PHYC - Physics,PHYC 461
Nuclear Physics,PHYC - Physics,PHYC 463
Introduction to Quantum Mechanics,PHYC - Physics,PHYC 464
Quantum Mechanics,PHYC - Physics,PHYC 465
Condensed Matter Physics,PHYC - Physics,PHYC 466
Immersion Experiences Related to Physics and Astronomy,PHYC - Physics,PHYC 469
Practical Experience,PHYC - Physics,PHYC 479
Independent Studies in Physics,PHYC - Physics,PHYC 482
Seminar in Physics,PHYC - Physics,PHYC 483
Measures of Learning in Physics,PHYC - Physics,PHYC 485
Fundamentals of Human Physiology,PHYS - Physiology,PHYS 205
Human Physiology,PHYS - Physiology,PHYS 215
Experimental/Developmental Topics,PHYS - Physiology,PHYS 299X
Endocrinology,PHYS - Physiology,PHYS 411
Renal Physiology,PHYS - Physiology,PHYS 413
Cardiovascular Physiology,PHYS - Physiology,PHYS 414
Physiology of Aging,PHYS - Physiology,PHYS 415
Human Toxicology,PHYS - Physiology,PHYS 416
Neuroscience,PHYS - Physiology,PHYS 420
Pathophysiology,PHYS - Physiology,PHYS 435
Research Techniques in Physiology,PHYS - Physiology,PHYS 485
Special Studies in Physiology,PHYS - Physiology,PHYS 490
Introduction to Urban Planning and Development,PLAN - Planning,PLAN 100
Introduction to Planning,PLAN - Planning,PLAN 101
Introduction to Physical Planning Processes,PLAN - Planning,PLAN 105
Planning Entrance Survey,PLAN - Planning,PLAN 200
Site Planning and Design Studio,PLAN - Planning,PLAN 202
Regional Analysis and Design Studio,PLAN - Planning,PLAN 203
History and Theory of Planning 1,PLAN - Planning,PLAN 220
History and Theory of Planning 2,PLAN - Planning,PLAN 221
Introduction to Environmental Studies for Planners,PLAN - Planning,PLAN 257
Communication and Presentation Techniques,PLAN - Planning,PLAN 261
Special Projects in Urban Planning,PLAN - Planning,PLAN 298
Urban and Neighborhood Analysis Studio,PLAN - Planning,PLAN 302
Economic Development Studio,PLAN - Planning,PLAN 303
Quantitative Methods for Urban Planning,PLAN - Planning,PLAN 320
Computer Applications in Planning,PLAN - Planning,PLAN 350
Economic Development Planning,PLAN - Planning,PLAN 365
Planning Portfolio Review,PLAN - Planning,PLAN 368
Planning Internship,PLAN - Planning,PLAN 369
Planning Exit Survey,PLAN - Planning,PLAN 400
Field Studio,PLAN - Planning,PLAN 401
Field Studio,PLAN - Planning,PLAN 402
Urban Design,PLAN - Planning,PLAN 404
Property Law,PLAN - Planning,PLAN 411
Introduction to Geographic Information Systems for Urban Planning,PLAN - Planning,PLAN 412
Advanced Concepts in Geographic Information Systems for Urban Planning,PLAN - Planning,PLAN 413
Urban Land-use Planning,PLAN - Planning,PLAN 421
Urban Agriculture as Community Development,PLAN - Planning,PLAN 425
Urban Impact Analysis,PLAN - Planning,PLAN 428
Housing and Community Development,PLAN - Planning,PLAN 430
Urban Transportation Planning,PLAN - Planning,PLAN 431
Environmental Planning,PLAN - Planning,PLAN 433
Energy Planning,PLAN - Planning,PLAN 435
Theory of Urban Spatial Planning,PLAN - Planning,PLAN 436
Community Facilities Planning,PLAN - Planning,PLAN 439
Building Performance,PLAN - Planning,PLAN 440
Sustainable Housing,PLAN - Planning,PLAN 441
Real Estate Development Contract Law,PLAN - Planning,PLAN 443
Real Estate Development Management Law,PLAN - Planning,PLAN 444
Neighborhood Planning,PLAN - Planning,PLAN 450
Issues of Planning Practice,PLAN - Planning,PLAN 451
Urban Planning Law,PLAN - Planning,PLAN 452
Center City Revitalization,PLAN - Planning,PLAN 453
Women and Urban Environments,PLAN - Planning,PLAN 455
Introduction to Multiculturalism as a Planning Context,PLAN - Planning,PLAN 458
International Development and Planning,PLAN - Planning,PLAN 459
Alternative and Sustainable Community Planning,PLAN - Planning,PLAN 460
Emergency and Disaster Planning,PLAN - Planning,PLAN 461
Community Development and the Faith Based Initiative,PLAN - Planning,PLAN 465
Sustainable Development Principles,PLAN - Planning,PLAN 471
Storytelling with Data Visualization,PLAN - Planning,PLAN 472
Transit-Oriented Development: A tool in equitable city building,PLAN - Planning,PLAN 473
Affordable Multifamily Development and Finance,PLAN - Planning,PLAN 474
Commercial and Mixed-Use Real Estate Principles,PLAN - Planning,PLAN 475
Economic Development Incentives,PLAN - Planning,PLAN 476
History of Urban Form,PLAN - Planning,PLAN 477
Special Topics in Real Estate Development,PLAN - Planning,PLAN 478
"Public Participation: Issues, Methods, Techniques for Knowing the Public Interest",PLAN - Planning,PLAN 481
Grant Procurement and Administrators for Planners,PLAN - Planning,PLAN 482
Advanced Digital Communication,PLAN - Planning,PLAN 484
Introduction to Community Development and Enterprise Planning,PLAN - Planning,PLAN 485
Methods of Public Interest Development,PLAN - Planning,PLAN 486
Introduction to Real Estate Development,PLAN - Planning,PLAN 487
Advanced Topics in Real Estate Development,PLAN - Planning,PLAN 488
Independent Study in Planning,PLAN - Planning,PLAN 490
Special Projects in Urban Planning and Development,PLAN - Planning,PLAN 498
Housing Decisions,PMGT - Residential Prop Mgt,PMGT 104
Introduction to Property Management,PMGT - Residential Prop Mgt,PMGT 135
Facilities Management,PMGT - Residential Prop Mgt,PMGT 255
Marketing and Leasing Properties,PMGT - Residential Prop Mgt,PMGT 275
Special Topics in Property Management,PMGT - Residential Prop Mgt,PMGT 299X
Property Development and Construction,PMGT - Residential Prop Mgt,PMGT 303
Facilities Management,PMGT - Residential Prop Mgt,PMGT 305
"Senior Housing: Design, Marketing, and Management",PMGT - Residential Prop Mgt,PMGT 315
"Residential Equipment, Energy and Technology",PMGT - Residential Prop Mgt,PMGT 350
Property Management Internship,PMGT - Residential Prop Mgt,PMGT 369
Profit Management in Real Estate,PMGT - Residential Prop Mgt,PMGT 370
Applications in Property Management,PMGT - Residential Prop Mgt,PMGT 375
Housing and Society,PMGT - Residential Prop Mgt,PMGT 400
Field Studies in Property Management,PMGT - Residential Prop Mgt,PMGT 401
Affordable Housing,PMGT - Residential Prop Mgt,PMGT 405
Property Management Capstone,PMGT - Residential Prop Mgt,PMGT 425
Trends and Issues in Property Management,PMGT - Residential Prop Mgt,PMGT 435
Independent Study in Property Management,PMGT - Residential Prop Mgt,PMGT 495
Property Management Seminar,PMGT - Residential Prop Mgt,PMGT 496
Immersive Learning Experience in Property Management,PMGT - Residential Prop Mgt,PMGT 498
Introduction to Political Science,POLS - Political Science,POLS 100
American National Government,POLS - Political Science,POLS 130
Introduction to Law,POLS - Political Science,POLS 140
Introduction to Legal Studies,POLS - Political Science,POLS 141
Global Politics in Film,POLS - Political Science,POLS 190
Introductory Issues in Political Science,POLS - Political Science,POLS 203
Legal Ethics & Professional Responsibility,POLS - Political Science,POLS 205
Political Science Research Methods,POLS - Political Science,POLS 210
Politics and Literature,POLS - Political Science,POLS 225
Law Office Management and Technology,POLS - Political Science,POLS 229
Family Law,POLS - Political Science,POLS 241
Legal Research and Writing,POLS - Political Science,POLS 242
Civil Litigation and Alternative Dispute Resolution,POLS - Political Science,POLS 243
Access to Justice in the Legal System,POLS - Political Science,POLS 250
Public Administration,POLS - Political Science,POLS 260
Political Theory,POLS - Political Science,POLS 270
Comparative Politics and Global Studies,POLS - Political Science,POLS 280
International Relations,POLS - Political Science,POLS 293
Classical Grand Strategy,POLS - Political Science,POLS 312
European Grand Strategy,POLS - Political Science,POLS 313
Tort Law,POLS - Political Science,POLS 320
US Foreign Policy,POLS - Political Science,POLS 330
State and Local Politics,POLS - Political Science,POLS 337
Urban Issues and Governance,POLS - Political Science,POLS 338
Introduction to Law and Enforcement,POLS - Political Science,POLS 340
Public Policy Issues,POLS - Political Science,POLS 342
Advanced Legal Research and Writing,POLS - Political Science,POLS 344
National Defense Policy,POLS - Political Science,POLS 345
Public and Non-Profit Management,POLS - Political Science,POLS 351
Public Opinion and Political Behavior,POLS - Political Science,POLS 370
Political Campaigns,POLS - Political Science,POLS 372
Media and Politics,POLS - Political Science,POLS 375
Politics of Europe,POLS - Political Science,POLS 382
Politics of the European Union,POLS - Political Science,POLS 385
Honors Colloquium in Political Science,POLS - Political Science,POLS 390
The United Nations and International Organization,POLS - Political Science,POLS 392
Politics of Asia,POLS - Political Science,POLS 394
Politics of the Global Economy,POLS - Political Science,POLS 395
Developing Countries in a World Economy,POLS - Political Science,POLS 381
Issues in Political Science,POLS - Political Science,POLS 403
Senior Thesis in Government and Politics,POLS - Political Science,POLS 404
Reading and Independent Study,POLS - Political Science,POLS 405
Issues in Public Administration,POLS - Political Science,POLS 406
Workshop in Political Science,POLS - Political Science,POLS 407
Topics in Legal Studies,POLS - Political Science,POLS 408
American Political Thought,POLS - Political Science,POLS 411
Congress,POLS - Political Science,POLS 431
The Presidency,POLS - Political Science,POLS 432
The Judiciary,POLS - Political Science,POLS 433
State Legislatures,POLS - Political Science,POLS 434
Controversies in Federalism,POLS - Political Science,POLS 435
American Constitutional Law,POLS - Political Science,POLS 443
Constitutional Liberties,POLS - Political Science,POLS 444
Criminal Litigation: Law and Procedure,POLS - Political Science,POLS 445
Paralegal Core Competency Certification Exam Prep,POLS - Political Science,POLS 446
Environmental Law and Policy,POLS - Political Science,POLS 447
"Masculinity, Statecraft, and War",POLS - Political Science,POLS 450
Public and Non-Profit Human Resources,POLS - Political Science,POLS 453
Grants and Budgets,POLS - Political Science,POLS 454
Administrative Law,POLS - Political Science,POLS 455
Equal Employment Opportunity and Discrimination Law,POLS - Political Science,POLS 456
Sports and Entertainment Law,POLS - Political Science,POLS 458
Election Law,POLS - Political Science,POLS 459
Social Entrepreneurship and Change,POLS - Political Science,POLS 460
Administrative Problems in State Government,POLS - Political Science,POLS 466
Political Parties and Interest Groups,POLS - Political Science,POLS 471
Women and Politics,POLS - Political Science,POLS 474
Intelligence and Transnational Extremism,POLS - Political Science,POLS 475
"Internship in Government, Politics, or Non-Profit Organizations",POLS - Political Science,POLS 478
Practical Experience in Law,POLS - Political Science,POLS 479
Access to Justice Clinic,POLS - Political Science,POLS 480
International Law,POLS - Political Science,POLS 490
Political Violence and Human Rights,POLS - Political Science,POLS 491
International Security,POLS - Political Science,POLS 492
World Politics,POLS - Political Science,POLS 493
Politics of Terrorism,POLS - Political Science,POLS 494
Introduction to Peace Studies and Conflict Resolution,PSCR - Peace Stds Conflict Res,PSCR 201
Conflict Prevention and Resolution,PSCR - Peace Stds Conflict Res,PSCR 380
"Meditation, Mindfulness and Health",PSCR - Peace Stds Conflict Res,PSCR 390
Independent Study in Peace Studies and Conflict Resolution,PSCR - Peace Stds Conflict Res,PSCR 399
Internship in Peace Studies and Conflict Resolution,PSCR - Peace Stds Conflict Res,PSCR 401
Introduction to Psychological Science,PSYS - Psychological Science,PSYS 100
Statistics,PSYS - Psychological Science,PSYS 241
Research Methods in Psychological Science,PSYS - Psychological Science,PSYS 284
Professional Ethics in Psychology,PSYS - Psychological Science,PSYS 285
Career Planning in Psychology,PSYS - Psychological Science,PSYS 295
Health Psychology,PSYS - Psychological Science,PSYS 301
The Psychology of Human Adjustment,PSYS - Psychological Science,PSYS 313
Social Psychology,PSYS - Psychological Science,PSYS 316
Personality,PSYS - Psychological Science,PSYS 317
Psychopathology,PSYS - Psychological Science,PSYS 318
Developmental Psychology,PSYS - Psychological Science,PSYS 321
Psychology of Women and Gender,PSYS - Psychological Science,PSYS 324
Psychology of Prejudice and Discrimination,PSYS - Psychological Science,PSYS 325
Psychology of Diversity,PSYS - Psychological Science,PSYS 326
Motivation and Emotion,PSYS - Psychological Science,PSYS 362
Cognitive Psychology,PSYS - Psychological Science,PSYS 363
Psychology of Learning,PSYS - Psychological Science,PSYS 364
Introduction to Neuroscience,PSYS - Psychological Science,PSYS 367
Sensation and Perception,PSYS - Psychological Science,PSYS 368
Applied Behavior Analysis,PSYS - Psychological Science,PSYS 371
Industrial Psychology,PSYS - Psychological Science,PSYS 373
Psychology of Sexual Behavior,PSYS - Psychological Science,PSYS 377
Special Topics in Psychology,PSYS - Psychological Science,PSYS 395
Advanced Statistics,PSYS - Psychological Science,PSYS 441
Tests and Measures in Psychological Science,PSYS - Psychological Science,PSYS 447
Cognitive Neuroscience,PSYS - Psychological Science,PSYS 468
Correctional Psychology,PSYS - Psychological Science,PSYS 470
Forensic Psychology,PSYS - Psychological Science,PSYS 471
Psychology of Criminal Behavior,PSYS - Psychological Science,PSYS 472
Advanced Industrial Psychology,PSYS - Psychological Science,PSYS 475
Human Factors Psychology,PSYS - Psychological Science,PSYS 476
Seminar for Teaching Assistants,PSYS - Psychological Science,PSYS 477
Teaching Assistantship,PSYS - Psychological Science,PSYS 478
Practical Experience,PSYS - Psychological Science,PSYS 479
Professional Development Colloquium,PSYS - Psychological Science,PSYS 490
History of Psychology,PSYS - Psychological Science,PSYS 491
Research Seminar,PSYS - Psychological Science,PSYS 492
Seminar in Psychology,PSYS - Psychological Science,PSYS 495
International Studies in Psychology,PSYS - Psychological Science,PSYS 496
Supervised Empirical Research Experience,PSYS - Psychological Science,PSYS 497
Independent Study in Psychology,PSYS - Psychological Science,PSYS 498
Department Honors in Psychology,PSYS - Psychological Science,PSYS 499
World Religions,RELS - Religious Studies,RELS 110
Religion at Work,RELS - Religious Studies,RELS 111
Religion in Culture,RELS - Religious Studies,RELS 160
Religion and Popular Culture,RELS - Religious Studies,RELS 201
Sex and the Bible,RELS - Religious Studies,RELS 206
The Qur'an,RELS - Religious Studies,RELS 208
"Religion, Morality, and Public Debate",RELS - Religious Studies,RELS 210
Biblical Interpretation,RELS - Religious Studies,RELS 250
Islam,RELS - Religious Studies,RELS 275
Topics in Religions in America,RELS - Religious Studies,RELS 280
Religious Diversity in the United States,RELS - Religious Studies,RELS 285
Death and After Life,RELS - Religious Studies,RELS 290
Experimental/Developmental Topics,RELS - Religious Studies,RELS 299X
Advanced Study of Western Religions,RELS - Religious Studies,RELS 340
Paul's Letters,RELS - Religious Studies,RELS 375
"Religion, Non-Violence and War",RELS - Religious Studies,RELS 380
Asian Religions,RELS - Religious Studies,RELS 390
Immersive or Experiential Learning,RELS - Religious Studies,RELS 400
Reading and Special Study,RELS - Religious Studies,RELS 403
Religion at Work Practicum,RELS - Religious Studies,RELS 411
Themes in Religion,RELS - Religious Studies,RELS 420
Critical Issues in the Study of Religion,RELS - Religious Studies,RELS 450
Perspectives on Religion,RELS - Religious Studies,RELS 470
Real Estate Principles,RE - Real Estate,RE 230
Real Estate Construction Law and Finance,RE - Real Estate,RE 331
Principles of Risk Management and Insurance,RMI - Risk Mgt & Insurance,RMI 270
Employee Benefits and Retirement Planning,RMI - Risk Mgt & Insurance,RMI 330
Internship in Risk Management and Insurance,RMI - Risk Mgt & Insurance,RMI 369
Operations of Insurance Enterprises,RMI - Risk Mgt & Insurance,RMI 377
Commercial Risk Management and Insurance,RMI - Risk Mgt & Insurance,RMI 378
Health Care Risk Management,RMI - Risk Mgt & Insurance,RMI 401
Insurance Law,RMI - Risk Mgt & Insurance,RMI 473
Corporate Risk Management,RMI - Risk Mgt & Insurance,RMI 474
Independent Study in Risk Management and Insurance,RMI - Risk Mgt & Insurance,RMI 497
Introduction to Teaching Science in Secondary Schools,SCI - Science,SCI 150
Teaching of Science in the Junior High School,SCI - Science,SCI 392
"Methods of Secondary Science Teaching, Curriculum & Research",SCI - Science,SCI 395
Using Science Methods and Materials,SCI - Science,SCI 396
Teaching Science in the Elementary School,SCI - Science,SCI 397
Teaching Science in the Early and Primary Grades,SCI - Science,SCI 398
Science as Inquiry,SCI - Science,SCI 498
Exercise Psychology,SEPS - Sport Exercise Psych,SEPS 360
"Professional Issues in Sport, Exercise, and Performance Psychology (SEPP)",SEPS - Sport Exercise Psych,SEPS 400
Psychological and Social Issues in Sport,SEPS - Sport Exercise Psych,SEPS 409
American Sign Language 1,SNLN - Sign Language,SNLN 251
American Sign Language 2,SNLN - Sign Language,SNLN 252
American Sign Language 3,SNLN - Sign Language,SNLN 253
American Sign Language 4,SNLN - Sign Language,SNLN 254
American Sign Language 5,SNLN - Sign Language,SNLN 255
American Sign Language 6,SNLN - Sign Language,SNLN 256
Social Services in the Deaf Community,SNLN - Sign Language,SNLN 291
Structure of American Sign Language,SNLN - Sign Language,SNLN 300
Exploring Society,SOC - Sociology,SOC 100
Sociological Thinking,SOC - Sociology,SOC 200
Introduction to Race and Ethnic Relations,SOC - Sociology,SOC 221
Families and Society,SOC - Sociology,SOC 224
"Spirituality, Self, and Society",SOC - Sociology,SOC 227
Sociology of Asia and Asian America,SOC - Sociology,SOC 231
Sociology of Gender,SOC - Sociology,SOC 235
Understanding Social Issues,SOC - Sociology,SOC 242
LGBTQ+ Sociology,SOC - Sociology,SOC 250
Social Interaction,SOC - Sociology,SOC 260
Experimental and Developmental Topics in Sociology,SOC - Sociology,SOC 299X
Leisure,SOC - Sociology,SOC 312
Social Inequality,SOC - Sociology,SOC 320
Globalization and the Social World,SOC - Sociology,SOC 328
Work and Society,SOC - Sociology,SOC 329
Sociology of Media,SOC - Sociology,SOC 333
Sociology of Health and Illness,SOC - Sociology,SOC 341
Deviance,SOC - Sociology,SOC 343
Environmental Sociology,SOC - Sociology,SOC 355
Internship Experience - Paid,SOC - Sociology,SOC 369
Sociological Research Methods,SOC - Sociology,SOC 380
Applied Social Statistics,SOC - Sociology,SOC 382
Honors Colloquium in General Sociology,SOC - Sociology,SOC 390
Sociological Theory,SOC - Sociology,SOC 402
