Course Code,Course Name,Credits,Level
AFPRL 39091,African Restoration and Liberal Movement,3,Undergraduate
AFPRL 29084,African Roots in Brazil Mus,3,Undergraduate
LACS 43413,African Roots in Brazilian Music,3,Undergraduate
MUSHL 26108,African Roots in Brazilian Music,3,Undergraduate
AFPRL 22000,African Spirituality in the Diaspora,3,Undergraduate
AFPRL 39097,African Trading Healing System,3,Undergraduate
AFPRL 42851,African Trav Seminar,3,Undergraduate
POLSC 27297,African Women Development and Politics,3,Undergraduate
AFPRL 32200,African World View: Philosophy and Symbolic Thought,3,Undergraduate
ARTH 29967,African-American Art,3,Undergraduate
AFPRL 20300,African-American History I,3,Undergraduate
HIST 36900,African-American History in the United States,3,Undergraduate
AFPRL 23600,African-American Literature,3,Undergraduate
PHILO 22600,African-American Philosophy,3,Undergraduate
AFPRL 20500,African-American Politics of Social Change,3,Undergraduate
THEA 39790,African-American Theater,3,Undergraduate
AFPRL 32000,African-Caribbean Culture,3,Undergraduate
LACS 43483,African-Caribbean Culture,3,Undergraduate
AFPRL 23700,African-Caribbean Literature,3,Undergraduate
LACS 43423,African-Caribbean Literature,3,Undergraduate
LACS 43484,Africn Inf in Amer,3,Undergraduate
AFPRL 39006,Africn Inf in Amer,3,Undergraduate
ENGL 49459,Afro Amer Lit Trad,3,Undergraduate
ENGL 32344,Afro Asian (Dis)Connections in Popular Culture and Music,3,Undergraduate
ASIAN 34052,Afro Asian (Dis)Connections in Popular Culture and Music,3,Undergraduate
SOC 22517,Afro Asian/Asian -Black Relations in the U.S.,3,Undergraduate
ASIAN 23017,Afro Asian/Asian -Black Relations in the U.S.,3,Undergraduate
HIST 34170,Afro-Am Hi Snce 1865,3,Undergraduate
HIST 34153,Afro-Am Hi:Coln-Pres,3,Undergraduate
WGS 33600,Afro-Amer Wmn Writ,3,Undergraduate
ANTHC 40173,Afro-American Culture in US,3,Undergraduate
PHILO 20072,Afro-American Philosophy,3,Undergraduate
AFPRL 40200,Afro-American Political Thought,3,Undergraduate
PHILO 39352,Afro-American Social Theory,3,Undergraduate
AFPRL 33600,Afro-American Women Writers,3,Undergraduate
AFPRL 30900,Afro-Americans and Africa,3,Undergraduate
AFPRL 39042,"Afro-Asia: Futurism, Food & Feminisms",3,Undergraduate
ENGL 49443,Afro-Asian Imagination,3,Undergraduate
DAN 35253,Afro-Brazilean Dance 2,2,Undergraduate
DAN 25253,Afro-Brazilian Dance I,2,Undergraduate
POLSC 20800,Afro-Carib Comp Polc,3,Undergraduate
POLSC 27272,Afro-Carib Politics I,3,Undergraduate
REL 26253,Afro-Carib Religions,3,Undergraduate
POLSC 27286,Afro-Caribbean Contemporary Politics II,3,Undergraduate
POLSC 27278,Afro-Caribbean Politics,3,Undergraduate
LACS 43430,Afro-Caribbean Politics 2,3,Undergraduate
AFPRL 20800,Afro-Caribbean Politics 2,3,Undergraduate
AFPRL 20700,Afro-Caribbean Politics I,3,Undergraduate
REL 25600,Afro-Caribbean Religions,3,Undergraduate
LACS 43491,Afro-Lat Comm In NY,3,Undergraduate
LACS 43422,Afro-Lat Cult & Hist,3,Undergraduate
AFPRL 29020,Afro-Latin Community in NY,3,Undergraduate
AFPRL 42863,Afro-Latin Culture & History,3,Undergraduate
AFPRL 39052,Afro-Latinx Women: Histories and Perspectives,3,Undergraduate
ANTHC 26300,Afro-New World Languages And Cultures,3,Undergraduate
POLSC 27292,Afro/Afroam Resistnc,3,Undergraduate
WGS 20018,"After Suffrage, before the Revolution: Women in the Roosevelt Era",3,Undergraduate
