Course Code,Course Name,Credits,Level
PHILO 21900,Chinese Philosophy,3,Undergraduate
CHIN 35700,Chinese Poetry in English Translation,3,Undergraduate
POLSC 48053,Chinese Pol Thought,3,Undergraduate
POLSC 27208,Chinese Politics First Experience,3,Undergraduate
CHIN 25151,Chinese Prose in English Tr,3,Undergraduate
CHIN 21150,Chinese Religion,3,Undergraduate
THEA 39705,"Chinese Theatre: History, Literature and Performance",3,Undergraduate
CHIN 21155,Chinese Traditional Theatre,3,Undergraduate
CHIN 40170,Chinese Translation,3,Undergraduate
CHIN 40151,Chinese Vocabulary Building 2,3,Undergraduate
CHIN 40150,Chinese Vocabulary Building I,3,Undergraduate
CHIN 10500,Chinese Writing System and Calligraphy,3,Undergraduate
CHIN 40153,Chinese-English Translation,3,Undergraduate
QSTB 20100,Chld Urb School Prac,2,Undergraduate
MUSPF 35557,Chmbr Music Workshop,1,Undergraduate
HIST 34183,Chng Rl Wmn Chna Jap,3,Undergraduate
WGS 30063,Chng Role Wm Chn&Jpn,3,Undergraduate
DAN P0202,Choregraphy 2,-,Undergraduate
BIOL 17500,Choreographing Genomics,3,Undergraduate
DAN P0201,Choreography 1,-,Undergraduate
HIST 34194,Chrch/State in Polnd,3,Undergraduate
HONS 30189,Christian and Muslim Art,3,Undergraduate
REL 32556,Christian Religions,3,Undergraduate
REL 33300,Christian Theolgy,3,Undergraduate
REL 32553,Christian Theology,3,Undergraduate
REL 32300,Christianity,3,Undergraduate
HIST 31500,Christianity in Modern Times,3,Undergraduate
PH 40053,Chronic 3 Management,3,Undergraduate
HIST 25072,Chrstnty to Reform,3,Undergraduate
HIST 34600,Churchill's Britain,3,Undergraduate
LAT 30600,Cicero,3,Undergraduate
LAT 20400,Cicero De Senectute,3,Undergraduate
LAT 32012,Cicero II,3,Undergraduate
FILM 29952,Cinema & Literature of China,3,Undergraduate
CHIN 25158,Cinema & Literature of China,3,Undergraduate
RUSS 25664,Cinema Poland Russia,3,Undergraduate
FILM 22400,Cinematic Space,3,Undergraduate
ANTHC 42661,Circumpolar Archaeology,3,Undergraduate
PGEOG 38301,Cities & Clim Change,3,Undergraduate
URBS 4031V,Cities in Dev Countries,3,Undergraduate
ENGL 32650,Citizenship Latin Literature,3,Undergraduate
ARTH 45006,City and Country,3,Undergraduate
URBS 40353,City and the Arts,3,Undergraduate
HIST 34124,City in Ear Mod Eur,3,Undergraduate
POLSC 21773,Civic Engagemnt:Pres,3,Undergraduate
POLSC 31769,Civil Liberty in Wartime,3,Undergraduate
POLSC 31756,Civil Rights & Civil Liberties,3,Undergraduate
EDFDN 40057,Civil Rights Movement U.S. & Education,3,Undergraduate
HIST 3412L,"Civil Rights, Hip Hop, and Racial Justice",3,Undergraduate
HIST 36700,Civil War and Reconstruction,3,Undergraduate
ENGL 4941R,Civil War Narratives,3,Undergraduate
ENGL 49060,Civil War Narratives,3,Undergraduate
SPAN 24100,"Civilization of Spain, in English",3,Undergraduate
SOC 32525,Civilizing Process,3,Undergraduate
POLSC 37257,Civl Soc in E.Europe,3,Undergraduate
ENGL 49463,Cla Bib Thm In Eng,3,Undergraduate
ENGL 25085,Cla Txts/Mod Context,3,Undergraduate
POLSC 20N01,Class Action Litigation: A Means to Achieve Social and Financial Justice,1,Undergraduate
SOC 31700,"Class, Status, and Power",3,Undergraduate
POLSC 20454,Classic Feminist Thought,3,Undergraduate
COMPL 38052,Classical & Medieval Influences on British & American Literature,3,Undergraduate
CHIN 40158,Classical Chinese Fiction,3,Undergraduate
CHIN 35500,Classical Chinese Fiction in English Translation,3,Undergraduate
CHIN 30300,Classical Chinese Literature 1,3,Undergraduate
CHIN 30400,Classical Chinese Literature II,3,Undergraduate
CHIN 30700,Classical Chinese Poetry,3,Undergraduate
ARTCR 36025,Classical Figure Drawing,3,Undergraduate
PHILO 21200,Classical Greek Philosophy: Plato and Aristotle,3,Undergraduate
CLA 30666,"Classical Heritage of the Middle East&Asia:Greek Philosophy, Lit, Art&Science In Eastern Reception",3,Undergraduate
DAN 35252,Classical Indian Dance 2,2,Undergraduate
DAN 25252,Classical Indian Dance I,2,Undergraduate
JPN 30302,Classical Japanese Literature and The Way of Tea,3,Undergraduate
CLA 10100,Classical Mythology,3,Undergraduate
CLA 30602,"Classical New York: Reception in Culture, Literature, and the Arts",3,Undergraduate
PHYS 23000,Classical Physics Laboratory,2,Undergraduate
CLA 30671,Classical Receptions in Latin America,3,Undergraduate
RUSS 32200,Classical Russian Poetry,3,Undergraduate
SOC 22100,Classical Sociological Theory,3,Undergraduate
CLA 24084,Classical World in Film,3,Undergraduate
CLA 30669,Classics and Race,3,Undergraduate
WGS 20100,Classics in Feminist Thought,3,Undergraduate
THEA 39797,Classics: Production,3,Undergraduate
ARTCR 40N04,Clay and Animation,3,Undergraduate
ARTCR 36015,Clay as Canvas,3,Undergraduate
ARTCR 40N02,Claymation,3,Undergraduate
CLA 24071,Cleopatra of Egypt,3,Undergraduate
BIOL 47104,Climate and Health,3,Undergraduate
POLSC 29418,Climate Apocalypse and Popular Culture,3,Undergraduate
WGSL 29015,Climate Apocalypse and Popular Culture,3,Undergraduate
GEOG 38320,Climate Change and Cities,3,Undergraduate
GEOG 28313,Climate Futures,3,Undergraduate
SOC 22514,Climate Futures,3,Undergraduate
WGSL 29013,Climate Futures,3,Undergraduate
MLSP 35500,Clinical Biochemistry 2,3.5,Undergraduate
MLSP 35400,Clinical Biochemistry I,3.5,Undergraduate
QSTAP 30800,Clinical Experiences 1 (1-6),-,Undergraduate
SEDC 30800,Clinical Experiences 1 (7-12),-,Undergraduate
ECC 32100,Clinical Experiences 1 (Birth-PreK),-,Undergraduate
ECC 32300,Clinical Experiences 1 (First or Second Grade),-,Undergraduate
EDUC 30800,Clinical Experiences 1 (PK-12),-,Undergraduate
QSTAP 30900,Clinical Experiences 2 (1-6),-,Undergraduate
SEDC 30900,Clinical Experiences 2 (7-12),-,Undergraduate
ECC 32200,Clinical Experiences 2 (Kindergarten),-,Undergraduate
EDUC 30900,Clinical Experiences 2 (PK-12),-,Undergraduate
QSTAP 31000,Clinical Experiences 3 (1-6),-,Undergraduate
MLSP 35100,Clinical Microbiology I,3,Undergraduate
MLSP 35200,Clinical Microbiology II,4,Undergraduate
COMSC 42300,Clinical Prac Speech Path 2,2,Undergraduate
COMSC 42200,Clinical Prac Speech Path1,2,Undergraduate
COMSC 44300,Clinical Practice Audiology 2,2,Undergraduate
COMSC 44200,Clinical Practice Audiology I,2,Undergraduate
PSYCH 39056,Clinical Psychology,3,Undergraduate
PSYCH 34400,Clinical Psychology,3,Undergraduate
BIOL 47117,Clinical Trials,3,Undergraduate
BIOL 40031,Clock Lab: Discovering Alleles that Modify Human Behavior,2,Undergraduate
FILM 20100,Close Film Analysis,3,Undergraduate
ARTCR 31100,Clothing Design,3,Undergraduate
CSCI 49386,Cloud Computing,3,Undergraduate
HEBR 21067,Clown Motif-Ydish Lt,3,Undergraduate
AFPRL 39068,Cmprtve Anlys 19&20C,3,Undergraduate
BIOL 47174,Cmptn Gen:Linus/Perl,2,Undergraduate
ANTHC 32554,Cmpu Srsh-Res Biblog,3,Undergraduate
CSCI 39560,Cmputationl Algebra,3,Undergraduate
ENGL 25177,Cnstr of Meaning -Lt,3,Undergraduate
ENGL 39973,Cntm Autobiography,3,Undergraduate
ENGL 25550,Cntmp African Women Writers,3,Undergraduate
WGS 30017,Cntrl Rpro: Glob Comp,3,Undergraduate
ANTHC 32559,Cntrl Rpro:Glob Comp,3,Undergraduate
GEOL 33400,Coastal Geomorphology: The Study of Beaches and Coasts,3,Undergraduate
ENGL 38988,Coetzee & Beckett,3,Undergraduate
PSYCH 39096,Cogn Sc & Cogn Ther.,3,Undergraduate
PSYCH 39064,Cognitive and Conceptual Development,3,Undergraduate
PSYCH 37000,Cognitive Development,3,Undergraduate
ANTHC 40181,Cognitive Linguistic,3,Undergraduate
PSYCH 39072,Cognitive Neurosci,3,Undergraduate
PSYCH 31600,Cognitive Neuroscience,3,Undergraduate
PSYCH 29567,Cognitive Neuroscience,3,Undergraduate
PSYCH 24300,Cognitive Processes,3,Undergraduate
PSYCH 27000,Cognitive Processes,3,Undergraduate
HONS 30168,Cognitive Science,3,Undergraduate
PSYCH 32900,Cognitive Science,3,Undergraduate
CSCI 49361,Cogntn&Computatn,3,Undergraduate
ENGL 32954,Col/Postcol Lit,3,Undergraduate
HIST 3412G,Cold War in Mediterranean,3,Undergraduate
HIST 3411N,Cold War U.S.,3,Undergraduate
HIST 3411F,Cold War: Global History,3,Undergraduate
THEA 39764,Collab in Design,3,Undergraduate
THEA 39765,Collab in Directing,3,Undergraduate
THEA 25352,Collab.in Directing,3,Undergraduate
THEA 25351,Collaboration in Design,3,Undergraduate
MUSPF 36503,Collaborative Piano,1,Undergraduate
ARTCR 36012,Collage,3,Undergraduate
ARTCR 36074,Collage & Assemblage,3,Undergraduate
ARTCR 36019,Collage & Assemblage,3,Undergraduate
ARTCR 36022,"Collage, Assemblage & Montage",3,Undergraduate
MATH 12400,College Algebra and Trigonometry,4,Undergraduate
MUSPF 22100,College Choir,1,Undergraduate
ENGL 11000,College Composition,3,Undergraduate
MUSPF 35352,Collegium Musicum,2,Undergraduate
MUSPF 35358,Collegium Musicum,2,Undergraduate
MUSPF 35351,Collegium Musicum,2,Undergraduate
MUSPF 35355,Collegium Musicum,1,Undergraduate
MUSPF 35353,Collegium Musicum,2,Undergraduate
MUSPF 35356,Collegium Musicum,2,Undergraduate
MUSPF 35354,Collegium Musicum,2,Undergraduate
MUSPF 35357,Collegium Musicum,2,Undergraduate
MUSPF 34300,Collegium Musicum,2,Undergraduate
POLSC 48658,Colloquim Pol Behvr,3,Undergraduate
SPAN 37121,Colonial,3,Undergraduate
ARTH 28500,Colonial Art and Architecture,3,Undergraduate
ANTHC 30253,Colonialism,3,Undergraduate
ENGL 35811,Colonialism and Modernism,3,Undergraduate
ARTCR 36080,Color as Communication,3,Undergraduate
ARTCR 36047,Color for Painters and Printmakers,3,Undergraduate
SOC 42529,Combatting the Far Right,3,Undergraduate
SOC 42525,Combatting the Far Right Online & in the Streets Research Intensive,3,Undergraduate
MATH 39550,Combinatorics,3,Undergraduate
COMPL 33050,Comedy,3,Undergraduate
ENGL 25038,Comic and Graphic Novels,3,Undergraduate
ENGL 25058,Comic Vision,3,Undergraduate
POLSC 27363,Comm & International Rel,3,Undergraduate
SOC 32586,Comm Action:Habermas,3,Undergraduate
PH 40003,Comm Outreach Health,3,Undergraduate
URBS 40375,Comm Planning in NYC,3,Undergraduate
MUSTH 46152,Commercial Arranging,3,Undergraduate
HONS 2012S,Commitments and Convictions: Writing from Institutions,3,Undergraduate
ASIAN 23005,Communicating Asian American Studies,3,Undergraduate
ANTHC 40139,Communication and Social Interaction,3,Undergraduate
ENGL 33365,Communication and Social Interaction,3,Undergraduate
PSYCH 39058,Communication Behav,3,Undergraduate
PSYCH 32400,Communication Behavior,3,Undergraduate
POLSC 31725,"Communications in Law, Business and Politics",3,Undergraduate
POLSC 37361,Communism in Turmoil,3,Undergraduate
URBS 40324,Community Arts and Community Development,3,Undergraduate
LACS 33001,Community Engagement And Sustainable Human Development: A Service Learning Course,3,Undergraduate
PH 41100,Community Health Assessment,3,Undergraduate
HUM 25053,Community Interp,3,Undergraduate
CHIN 31700,"Community Interpreting and Sight Translation, Chinese – English",3,Undergraduate
SOC 22558,Community Leadership,3,Undergraduate
POLSC 31707,Community Leadership,3,Undergraduate
WGSP 39800,Community Leadership Seminar,3,Undergraduate
ENGL 34302,Community Literacies,3,Undergraduate
NFS 44100,Community Nutrition,3,Undergraduate
SOC 22535,Community Organization,3,Undergraduate
PH 40050,Community Organization and Action,3,Undergraduate
SOC 23500,Community Organization and Action,3,Undergraduate
URBS 40395,Community Organization and Action,3,Undergraduate
ANTHC 30350,Community Organization and Action,3,Undergraduate
ASIAN 33013,Community Organizing,3,Undergraduate
SW 37000,Community Organizing Internship and Field Seminar,3,Undergraduate
EDFDN 40059,Community Resource Counseling,3,Undergraduate
STCS 31800,Community Service Satisfied,-,Undergraduate
BIOL 33500,Comp Animal Phys,3,Undergraduate
POLSC 27223,Comp Federalism,3,Undergraduate
MUSTH 46154,Comp for B'Way Stage,3,Undergraduate
HUM 11300,Comp Humanities 2,3,Undergraduate
HUM 11200,Comp Humanities I,3,Undergraduate
URBS 40363,Comp Int'l Planning,3,Undergraduate
ENGL 35153,Comp Stu in Litt Mov,3,Undergraduate
ENGL 32156,Comp Stu in Prose Fi,3,Undergraduate
COMPL 32101,Comp Studies in Prose Fiction,3,Undergraduate
COMPL 32052,Comp Studies in Prose Fiction,3,Undergraduate
COMPL 32001,Comp Studies in Prose Fiction,3,Undergraduate
COMPL 32156,Comp Studies in Prose Fiction,3,Undergraduate
COMPL 32153,Comp Studies in Prose Fiction,3,Undergraduate
COMPL 32054,Comp Studies in Prose Fiction,3,Undergraduate
COMPL 37150,Comp Studies-Myth & Folklore,3,Undergraduate
COMPL 35051,Comp Studies:Lit Movements,3,Undergraduate
COMPL 35052,Comp Studies:Lit Movements,3,Undergraduate
COMPL 37152,Comp Sudies: Myth & Folklore,3,Undergraduate
POLSC 31721,Comp Urban Politics,3,Undergraduate
URBS 40302,Comp Urban Politics,3,Undergraduate
POLSC 48010,Comp Wel States: Hon,3,Undergraduate
POLSC 37201,Comp Welfare States,3,Undergraduate
FILM 39784,"Compar Std Ee Cinema: Polish, Czech, Russ., So. Slavic. Discuss Cultural, Politcl., Historic Aspects",3,Undergraduate
COMPL 38165,"Compar Std Ee Cinema: Polish, Czech, Russ., So. Slavic. Discuss Cultural, Politcl., Historic Aspects",3,Undergraduate
POL 25097,"Compar Std Ee Cinema: Polish, Czech, Russ., So. Slavic. Discuss Cultural, Politcl., Historic Aspects",3,Undergraduate
POLSC 27258,Comparat Revolutions,3,Undergraduate
POLSC 27254,Comparativ Communism,3,Undergraduate
BIOL 25200,Comparative Anatomy of the Vertebrates,4,Undergraduate
CLA 30200,Comparative Backgrounds of Classical Mythology,3,Undergraduate
ECO 35000,Comparative Economic Systems,3,Undergraduate
SOC 46100,Comparative Ethnic and Race Relations,3,Undergraduate
POLSC 38400,Comparative Foreign Policy,4,Undergraduate
BIOL 47096,Comparative Genomics,2,Undergraduate
POLSC 31000,Comparative Legal Systems,3,Undergraduate
POLSC 27225,Comparative LGBT Politics,3,Undergraduate
WGSS 29013,Comparative LGBT Politics,3,Undergraduate
COMPL 33056,Comparative Literature in Drama,3,Undergraduate
COMPL 32102,Comparative Literature in Prose Fiction,3,Undergraduate
COMPL 32152,Comparative Literature Studies: Prose Fiction,3,Undergraduate
COMPL 32154,Comparative Literature Studies: Prose Fiction,3,Undergraduate
HIST 38264,Comparative Nationalism,3,Undergraduate
POLSC 37280,Comparative Political Economy,3,Undergraduate
POLSC 27231,Comparative Political Economy,3,Undergraduate
REL 32551,Comparative Religion,3,Undergraduate
AFPRL 39023,Comparative Spanish Caribbean Societies: 1600-1800,3,Undergraduate
COMPL 33100,Comparative Studies in Drama,3,Undergraduate
COMPL 33000,Comparative Studies in Drama,3,Undergraduate
COMPL 33055,Comparative Studies in Drama,3,Undergraduate
COMPL 33054,Comparative Studies in Drama,3,Undergraduate
COMPL 35000,Comparative Studies in Literary Movements,3,Undergraduate
COMPL 35100,Comparative Studies in Literary Movements,3,Undergraduate
COMPL 37056,Comparative Studies in Myth & Folklore: South & North American Cultural Myths,3,Undergraduate
COMPL 37000,Comparative Studies in Myth and Folklore,3,Undergraduate
COMPL 32000,Comparative Studies in Prose Fiction,3,Undergraduate
COMPL 32150,Comparative Studies in Prose Fiction: Experimental Women Novelists,3,Undergraduate
URBS 40362,Comparative Urbanism,3,Undergraduate
POLSC 35500,Comparative Welfare States,4,Undergraduate
POLSC 25000,Comparing Countries,3,Undergraduate
COMPL 33053,Compartive Studies in Drama,3,Undergraduate
POLSC 48052,Competition & Cooperation,3,Undergraduate
MEDIA 39800,Complex Television Narratives,3,Undergraduate
MEDIA 49901,Complex Television Narratives,3,Undergraduate
HONS 2011U,Complexity,3,Undergraduate
HEBR 25051,Compos of The Bible,3,Undergraduate
MUSTH 36107,Composing For Film,3,Undergraduate
DAN 44100,Composing Music Dance,2,Undergraduate
MUSTH 33351,Composition,3,Undergraduate
MUSTH 33357,Composition,3,Undergraduate
MUSTH 33353,Composition,3,Undergraduate
MUSTH 33356,Composition,3,Undergraduate
MUSTH 33352,Composition,3,Undergraduate
MUSTH 33358,Composition,3,Undergraduate
MUSTH 33355,Composition,3,Undergraduate
MUSTH 33354,Composition,3,Undergraduate
DAN 32100,Composition 1,2,Undergraduate
MUSTH 33300,Composition 1,3,Undergraduate
MUSTH 33400,Composition 2,3,Undergraduate
DAN 42100,Composition 2,2,Undergraduate
MUSTH 36168,Composition for Performers,3,Undergraduate
ENGL 30100,Composition Theory and Practice,3,Undergraduate
URBS 40316,Comprtve Urb Germany,3,Undergraduate
CHEM 33300,Computational Drug Discovery,3,Undergraduate
CSCI 39577,Computational Media,3,Undergraduate
BIOL 42500,Computational Molecular Biology,3,Undergraduate
CSCI 49369,Computational Vision,3,Undergraduate
CSCI 49354,Computatnl Ling,3,Undergraduate
ECO 47600,Computer Accounting Systems,3,Undergraduate
ACCP 47600,Computer Accounting Systems,3,Undergraduate
PHYS 24500,Computer App Physics Science,3,Undergraduate
ECO 24600,Computer Appl in Economics,3,Undergraduate
ECO 49562,Computer Application Accounting,3,Undergraduate
ECO 49553,Computer Application-Economics,3,Undergraduate
ECO 42600,Computer Applications in Economics,3,Undergraduate
CSCI 16000,Computer Architecture 1,3,Undergraduate
CSCI 26000,Computer Architecture 2,3,Undergraduate
CSCI 36000,Computer Architecture 3,3,Undergraduate
NURS 45000,Computer Concepts and Application in Nursing,3,Undergraduate
ARTCR 36055,Computer Graphics,3,Undergraduate
ARTCR 36065,Computer Graphics,3,Undergraduate
CSCI 49356,Computer Graphics,3,Undergraduate
MUSTH 35100,Computer Music,3,Undergraduate
NURS 49967,Computer Tech in Nursing,3,Undergraduate
CSCI 11500,Computer Technology in Childhood Education,2,Undergraduate
CSCI 26500,Computer Theory 1,3,Undergraduate
CSCI 36500,Computer Theory 2,3,Undergraduate
ECO 39551,Computers & Accounting,3,Undergraduate
CSCI 12100,Computers & Money:Quant,3,Undergraduate
POLSC 31765,Computers and American Policy,3,Undergraduate
MLSP 36100,Computers and Data Processing in the Medical Laboratory,3,Undergraduate
CHEM 34500,Computers in Chemistry,3,Undergraduate
PSYCH 49554,Computers in Psych,3,Undergraduate
CHEM 345LC,Computers-Chemistry,3,Undergraduate
SOC 42522,Comsumer Behavior,3,Undergraduate
POLSC 31714,Con Law:4th Amendment,3,Undergraduate
SPAN 37021,Con Time Span Poet,3,Undergraduate
POLSC 30475,Concept of the People,3,Undergraduate
THEA 38700,"Concepts of Light in Theatre, Film, and Television",3,Undergraduate
STAT 29551,Concepts & Methods:Samplng,3,Undergraduate
MEDIA 36300,Concepts in Gaming,3,Undergraduate
MUSHL 26110,Concerto 19th Century,3,Undergraduate
MUSPF 34900,Conducting 1,2,Undergraduate
MUSPF 35000,Conducting 2,2,Undergraduate
POLSC 49300,Conducting and Presenting Political Science Research,1,Undergraduate
POLSC 21710,Congress & Foreign Policy,3,Undergraduate
AFPRL 10300,Conquest and Resistance: Puerto Rican,3,Undergraduate
ENGL 38853,Conquest of Passion,3,Undergraduate
URBS 40323,Cons Urb Reality TV,3,Undergraduate
PHILO 39466,Consciousness,3,Undergraduate
SPAN 38200,"Consecutive Interpretation, Spanish-English and English-Spanish",3,Undergraduate
PSYCH 38103,Conservation and Human-Animal Relationships,3,Undergraduate
SOC 32535,Consmr Res Practicum,3,Undergraduate
POLSC 30409,Consrvtive Pol Thght,3,Undergraduate
POLSC 31767,Const & Foreign Affair,3,Undergraduate
PSYCH 39089,Const of the Self,3,Undergraduate
POLSC 48056,Constitution Crisis,3,Undergraduate
POLSC 21765,Constitution in Crisis,3,Undergraduate
POLSC 34100,Constitutional Law: Civil Rights and Liberties,4,Undergraduate
POLSC 34000,Constitutional Law: Organizing the Government,4,Undergraduate
POLSC 34200,Constitutional Law: The First Amendment,3,Undergraduate
SOC 32582,Constr Jews Diaspora,3,Undergraduate
CSCI 49374,Constraint Satis,3,Undergraduate
HONS 30191,"Constructing India: Imperialism, Nationalism and Gender",3,Undergraduate
ITAL 36170,Constructing Madness in its Multiple Perspectives,3,Undergraduate
WGS 20027,Constructing the Black Female Body,3,Undergraduate
AFPRL 29076,Constructing the Black Female Body,3,Undergraduate
ENGL 32254,Construction of Masculinity in 20th Century African American Literature,3,Undergraduate
SOC 31300,Consumer Behavior,3,Undergraduate
HED 30300,Consumer Health,3,Undergraduate
ECO 12500,Consumer Marketing,1,Undergraduate
SOC 32556,Consumption and Culture,3,Undergraduate
WGS 25860,Cont Am Wmn Wrtrs,3,Undergraduate
CHIN 25152,Cont Chinese Lit English Tran,3,Undergraduate
WGS 20067,Cont Fem Th Mult Cul,3,Undergraduate
POLSC 27364,Cont Int Rel: Caribbean,3,Undergraduate
LACS 43438,Cont Sp-Am Lit in Tr,3,Undergraduate
URBS 30100,Cont Urb Issues,3,Undergraduate
ENGL 39970,Cont Women Autobio,3,Undergraduate
LACS 43401,Contem Lat Am Poetry,3,Undergraduate
COMPL 38083,Contemp African Women Writers,3,Undergraduate
ENGL 25751,Contemp African Women Writers,3,Undergraduate
ENGL 25851,Contemp African Women Writers,3,Undergraduate
WGS 20079,Contemp Caribb Womn,3,Undergraduate
CHIN 40159,Contemp Chinese Literature,3,Undergraduate
CHIN 40155,Contemp Chinese Lt:Translation,3,Undergraduate
ANTHC 40179,Contemp Cuban Cult,3,Undergraduate
HEBR 21063,Contemp Hbr Lit-Eng,3,Undergraduate
HEBR 35765,Contemp Hebr Poetry,3,Undergraduate
AFPRL 39057,Contemp Interrel-Car,3,Undergraduate
POLSC 31764,Contemp Iss Con Law,3,Undergraduate
LACS 43495,Contemp Lat Amer Nar,3,Undergraduate
LACS 43409,Contemp Sp Lit in Tr,3,Undergraduate
POLSC 37368,Contemporary International Relations in the Caribbean,3,Undergraduate
POLSC 37398,Contemporary Issues in International Politics,3,Undergraduate
COMPL 35151,Contemporary 20th Century Poets,3,Undergraduate
ARTH 48003,Contemporary African Art,3,Undergraduate
ENGL 31757,Contemporary African Literature,3,Undergraduate
AFPRL 30700,Contemporary African Politics,3,Undergraduate
WGS 25851,Contemporary African Women Writers: Literary Voices from the Continent,3,Undergraduate
ENGL 39896,Contemporary Amer Fiction,3,Undergraduate
ENGL 39961,Contemporary Amer Poetry,3,Undergraduate
WGSA 31966,Contemporary American Women,3,Undergraduate
ENGL 39866,Contemporary American Women Poet,3,Undergraduate
PHILO 33200,Contemporary Analytic Philosophy,3,Undergraduate
ARTH 25100,Contemporary Art,3,Undergraduate
AFPRL 29040,Contemporary Black Writers,3,Undergraduate
THEA 39747,Contemporary Br Drama,3,Undergraduate
ENGL 38862,Contemporary British Drama,3,Undergraduate
ENGL 38850,Contemporary British Literature,3,Undergraduate
SPAN 37118,Contemporary Crime Fiction from Latin American,3,Undergraduate
JPN 40302,Contemporary Culture of Horror in Japan,3,Undergraduate
DAN 25201,Contemporary Dance Forms,2,Undergraduate
DAN 21000,Contemporary Dance Technique 1,2,Undergraduate
DAN 22000,Contemporary Dance Technique 2,2,Undergraduate
DAN 41000,Contemporary Dance Technique 4,2,Undergraduate
DAN 31000,Contemporary Dance Technique III,2,Undergraduate
AFPRL 29059,Contemporary Dominican Writers,3,Undergraduate
SOC 42536,Contemporary Education Policy,3,Undergraduate
URBS 4031G,Contemporary Education Policy,3,Undergraduate
POLSC 30414,Contemporary Feminist Theory,3,Undergraduate
WGS 30012,Contemporary Feminist Theory,3,Undergraduate
POLSC 30414,Contemporary Feminist Theory,3,Undergraduate
WGST 30012,Contemporary Feminist Theory,3,Undergraduate
ENGL 48473,Contemporary Fiction,3,Undergraduate
ENGL 48483,Contemporary Fiction,3,Undergraduate
FILM 32200,Contemporary Film Theory,3,Undergraduate
FREN 33700,Contemporary French Culture,3,Undergraduate
HR 22022,Contemporary Global LGBTQ Human Rights,3,Undergraduate
SOC 3252G,Contemporary Hasidic Culture,3,Undergraduate
JS 25013,Contemporary Hasidic Culture,3,Undergraduate
HED 10000,Contemporary Health Concepts,3,Undergraduate
HEBR 32800,Contemporary Hebrew Prose,3,Undergraduate
AFPRL 30800,Contemporary International Relations of the Afro-Caribbean,3,Undergraduate
POLSC 31700,Contemporary Issues in American Politics,3,Undergraduate
POLSC 21700,Contemporary Issues in American Politics,3,Undergraduate
ANTHC 10200,Contemporary Issues in Anthropological Perspectives,3,Undergraduate
POLSC 37200,Contemporary Issues in Comparative Politics,3,Undergraduate
POLSC 27200,Contemporary Issues in Comparative Politics,3,Undergraduate
NURS 48500,Contemporary Issues in Domestic and Global Healthcare,2,Undergraduate
HIST 14100,Contemporary Issues in Historical Perspective,3,Undergraduate
POLSC 37300,Contemporary Issues in International Politics,3,Undergraduate
POLSC 27300,Contemporary Issues in International Politics,3,Undergraduate
POLSC 20400,Contemporary Issues in Political Theory,3,Undergraduate
MUSHL 26132,Contemporary Jewish Music Diaspora and Exchange,3,Undergraduate
JS 25001,Contemporary Jewish Music Diaspora and Exchange,3,Undergraduate
ARTH 48004,Contemporary Latin American Art,3,Undergraduate
SPAN 36800,Contemporary Latin American Narrative,3,Undergraduate
AFPRL 29079,Contemporary Latino Literature,3,Undergraduate
SPAN 37400,Contemporary Literature and Spanish Film,3,Undergraduate
MEDP 29910,Contemporary Media & Performance,3,Undergraduate
JPN 40310,Contemporary Media & Performance,3,Undergraduate
FILM 29910,Contemporary Media & Performance,3,Undergraduate
GERMN 32029,Contemporary Minority Voices in Germany,3,Undergraduate
ENGL 31864,Contemporary Multicultural American Poetry,3,Undergraduate
PHILO 33000,Contemporary Phenomenology,3,Undergraduate
ARTH 29922,Contemporary Photographer,3,Undergraduate
SOC 32539,Contemporary Poland,3,Undergraduate
THEA 39740,Contemporary Queer and Feminist Plays,3,Undergraduate
HR 22003,Contemporary Questions in Religion and Human Rights,3,Undergraduate
HONS 2011N,Contemporary Russia in a Globalized World,3,Undergraduate
RUSS 15800,Contemporary Russian Culture,3,Undergraduate
POLSC 37317,Contemporary Security Strategies in the Middle East,3,Undergraduate
POLSC 37217,Contemporary Security Strategies in the Middle East,3,Undergraduate
ENGL 39044,Contemporary Short Fiction,3,Undergraduate
SOC 42590,Contemporary Social Theory,3,Undergraduate
SOC 22300,Contemporary Sociological Theory,3,Undergraduate
SPAN 35200,Contemporary Spanish American Literature,3,Undergraduate
SPAN 35100,Contemporary Spanish Literature,3,Undergraduate
SPAN 26400,Contemporary Spanish Literature in Translation,3,Undergraduate
SPAN 37024,Contemporary Spanish Poetry,3,Undergraduate
SPAN 37081,Contemporary Spanish Theater 19th & 20 Century,3,Undergraduate
SPAN 26300,Contemporary Spanish-American Literature in Translation,3,Undergraduate
SOC 42553,Contemporary Studies: Wealth & Poverty,3,Undergraduate
PHILO 34400,Contemporary Theories in Ethics,3,Undergraduate
PHILO 34600,Contemporary Theories of Justice,3,Undergraduate
WGS 20057,Contemporary Women,3,Undergraduate
AFPRL 29016,Contempory African Women Wtrs,3,Undergraduate
ENGL 25860,Contempory Amer Women Writers,3,Undergraduate
ENGL 31966,Contempory American Women,3,Undergraduate
CHIN 40161,Contempory Chinese Fiction,3,Undergraduate
CHIN 25153,Contempory Chinese Lt:Trans,3,Undergraduate
ASIAN 34100,Contempory Filipino-Amer Lit,3,Undergraduate
ENGL 39980,Contending Forces,3,Undergraduate
ENGL 25194,Contending Forces: 20th Century,3,Undergraduate
HONS 30135,Contest&Cultur,3,Undergraduate
ENGL 38781,Contmp British Novel,3,Undergraduate
