"subject","course_code","course_name","description","credits"
"African American Studies","AAS 331","The African American Novel: Twentieth and Twenty-First Centuries","College of Arts and Sciences   Novelists such as Hughes, Larsen, Hurston, Toomer, Wright, Baldwin, Ellison, Gaines, Morrison, Walker, Briscoe, and Clarke will be included. The place of these authors in African American fiction in particular and American fiction in general will be analyzed.","3 credit(s)  Even Academic Yr e.g. 2004-5"
"African American Studies","AAS 332","African American History: Through the 19th Century","College of Arts and Sciences   Crosslisted with HST 332   Cultural, economic, political, and social developments shaping experiences of North Americans of African descent. Foundations of collective identity and diversity. African American historiography. Interpretive and methodological issues in historical practice.  Shared Competencies Critical and Creative Thinking","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 333","African American History: After the 19th Century","College of Arts and Sciences   Crosslisted with HST 333   Continuation of AAS/HST 332.  Shared Competencies Scientific Inquiry and Research Skills","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 338","Creative Writing Workshop","College of Arts and Sciences   Poetry and prose workshop. Students exposed to techniques of craftsmanship, use of meditation to expand the visionary experience, and aesthetic sensibilities that involve African American culture.","3 credit(s)  Irregularly"
"African American Studies","AAS 341","Politics of Africa","College of Arts and Sciences   Crosslisted with PSC 341   Historical foundations of the move towards political freedom, democracy and self rule in Africa. Dynamics of the political process.  Shared Competencies Civic and Global Responsibility ; Critical and Creative Thinking","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 345","African American Religious History","College of Arts and Sciences   Crosslisted with REL 345   Historical significance of religion for Americans of African descent. African and western forces shaping religious identity. Religious practices, beliefs, organizations, imagery, literature, theories, and activism. Historical perspectives on meanings of religion.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 346","Comparative Third World Politics","College of Arts and Sciences   Crosslisted with PSC 346   Examines thematically and comparatively the political systems of South America, Asia, and Africa, exploring topics such as colonization, decolonization, nation-building, the postcolonial state and its institutions, the recent wave of democratization, and the challenges of socioeconomic development.  Shared Competencies Civic and Global Responsibility","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 353","Sociology of the African American Experience","College of Arts and Sciences   Crosslisted with SOC 353   Theory and research of African American sociologists in the historical, social, and political context of American sociology. Relation of their work to the African American experience and its reception and impact in the public policy arena.  Shared Competencies Civic and Global Responsibility","3 credit(s)  Even Academic Yr e.g. 2004-5"
"African American Studies","AAS 361","Art of the Black World","College of Arts and Sciences   Crosslisted with HOA 386   Arts of the African Diaspora. Emphasis on African American Art. Seventeenth century to present. Gender, socioeconomic, political and cultural contexts. Artistic implications of Black culture in comparative perspective with other artists and artistic movements.  Shared Competencies Ethics, Integrity, and Commitment to Diversity and Inclusion ; Critical and Creative Thinking","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 364","African International Relations","College of Arts and Sciences   Crosslisted with PSC 364   The place of Africans in the international system; specific issues emanating from the decolonization process. Issues of militarism, humanitarianism, peacekeeping, and genocide; challenges of globalization.  Shared Competencies Civic and Global Responsibility ; Critical and Creative Thinking","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 365","International Political Economy of the Third World","College of Arts and Sciences   Crosslisted with PSC 365   Political and economic problems developing countries face in international economic relations, attempts to solve them. Discusses the making of the international system, the “third world,” globalization, trade, debt, multinational corporations, multilateral lending agencies (IMF, World Bank).  Shared Competencies Civic and Global Responsibility","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 367","Protest Movements and African American Art and Literature","College of Arts and Sciences   Influences, trends, and social significance of selected fiction, non-fiction, poetry, drama, cinema, and musical expression and philosophies that were designed to re-inforce or effect social change for blacks from the early republic to the present.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 380","International Course","College of Arts and Sciences   Offered through SUAbroad by educational institution outside the United States. Student registers for the course at the foreign institution and is graded according to that institution’s practice. SUAbroad works with the S.U. academic department to assign the appropriate course level, title, and grade for the student’s transcript.  Repeatable 11 time(s), 12 credits maximum","1-12 credit(s)"
"African American Studies","AAS 390","Independent Study","College of Arts and Sciences   Exploration of a problem, or problems, in depth. Individual independent study upon a plan submitted by the student. Admission by consent of supervising instructor(s) and the department.  Repeatable","1-6 credit(s)  Irregularly"
"African American Studies","AAS 400","Selected Topics","College of Arts and Sciences   Exploration of a topic (to be determined) not covered by the standard curriculum but of interest to faculty and students in a particular semester.  Repeatable","1-6 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 401","Research in African American Studies","College of Arts and Sciences   Conduct research that explores cultural, historical, intellectual, political, religious, or social experiences, identities, and/or practices of people of African descent.  Explore methodological, ethical, and political factors that have shaped interdisciplinary research in African American Studies.PREREQ AAS/ANT 112 and 12 credits from AAS Core RequirementsRepeatable 1 time(s), 3 credits maximum","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 402","Slavery and Abolition","College of Arts and Sciences   Crosslisted with HST 402   Evolution and diverse character of North American slavery and antislavery. Slavery as labor, legal, and property system, cultural and political phenomenon, and social and economic network. Politics and ethics of abolition.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 403","African and Caribbean Women Writers","College of Arts and Sciences   Crosslisted with WGS 403   Comparative approaches and trans-Atlantic analysis of literature by women writers from Africa and the Caribbean. Representations and constructions of social, political, and cultural life in colonial, neo-colonial, and contemporary contexts. Writers such as Ba, Brodber, Dangaremba, Marshall, Head, Dandicat, Nwapa.","3 credit(s)"
"African American Studies","AAS 408","Masters of American Black Music","College of Arts and Sciences   Double Numbered with AAS 608  Various masters of African American music and how these masters brought beauty and happiness to the common place.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 409","African American Jazz and Social Life","College of Arts and Sciences   Double Numbered with AAS 609  We will study how creative practices and writings of African American jazz improvisers and composers engage the definitions, production, distribution, and reception of music. Reading critical jazz scholarship and deep listening to recordings will be required. Additional work for graduates.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 410","Seminar on Social Change","College of Arts and Sciences   Crosslisted with SOC 410   Changes in African American communities or in the circumstances of African Americans within a particular institutional arena. Movements to promote change and obstacles to change. Substantive focus varies.  Repeatable","3 credit(s)  Irregularly"
"African American Studies","AAS 411","The Music and Life of Prince","College of Arts and Sciences   We will study the creative work of Prince through critical literature called Prince Studies. Through Prince’s music, we will understand how religion, race, gender, and sexuality are expressed musically.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 412","Hurricane Katrina: Race, Class, Gender & Disaster","College of Arts and Sciences   Course explores the development of US Gulf Region to understand the disparate impacts of race, class, gender, and age inequalities resulting from Hurricane Katrina, the New Orleans levees breaches, and the 2010 BP Oil Spill.","3 credit(s)  Upon sufficient interest"
"African American Studies","AAS 413","There Goes the Neighborhood: US Residential Segregation","College of Arts and Sciences   Crosslisted with SOC 413   Chronicles patterns of racial residential segregation in the US by examining the methods that maintain racially distinct neighborhoods. Explores link between segregation and education, social mobility, health, and mortality.","3 credit(s)  Irregularly"
"African American Studies","AAS 414","African American Popular Culture","College of Arts and Sciences   Learn about the unique contributions African Americans have made in popular culture in the United States. Special emphasis about areas related to film, music, art, cultural expression, and social justice.","3 credit(s)  Upon sufficient interest"
"African American Studies","AAS 416","Race, Crime and Punishment","College of Arts and Sciences   Crosslisted with SOC 416   The multiple and complex relationships between race, the power to punish, and crime control policies and practice. Exploration of the theories of crime and punishment from classic to postmodern.","3 credit(s)  Upon sufficient interest"
"African American Studies","AAS 417","Human Rights in the Americas","College of Arts and Sciences   Crosslisted with IRP 417  Advanced introductional to international human rights laws and frameworks with a focus on Latin American and Caribbean states.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 425","”Revolt of the Black Athlete”: Africana Studies and the History and Culture of Sport","College of Arts and Sciences   Double Numbered with AAS 625  This seminar will examine the complex and varied Africana athletic experiences from the playing field to the coaching ranks and front office from a critical social justice perspective intersecting race, class, gender, and international relations. Additional work required of graduate students.  Shared Competencies Scientific Inquiry and Research Skills","3 credit(s)  Every semester"
"African American Studies","AAS 426","African American Urban History","College of Arts and Sciences   Crosslisted with HST 426  Double Numbered with AAS 626  This seminar will examine the complex and varied Black urban experiences in the 20th and 21st centuries from the 1890s to the present.","3 credit(s)  Every semester"
"African American Studies","AAS 427","New York City: Black Women Domestic Workers","College of Arts and Sciences   Crosslisted with SOC 427  , WGS 427   Double Numbered with AAS 627  Historical understanding of Black women’s engagement in paid domestic work in the United States, increasing need for domestic workers in the ever-changing economy and family, and the social construction of Black women as “ideal” domestic workers.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 433","Harlem Renaissance:Literature and Ideology","College of Arts and Sciences   Literature, politics, and social transformations during the Harlem Renaissance and New Negro Movements. Selected writers, intellectuals and activists in relation to national and international spheres of history, creativity, influence, and experience in the U.S., Europe, African, and the Caribbean. Writers such as Ida B. Wells, DuBois, Damas, Garvey, Hughes, Nadal, West.","3 credit(s)  Even Academic Yr e.g. 2004-5"
